PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Nico Collins,HOU,WR,4.9,3.4,10.3,50.12,12,15,80,151,1,5.2,5.7,-0.4
Jayden Reed,GB,WR,5,4.1,10.1,14.07,7,8,87.5,139,1,6.6,5.5,1.1
Malik Nabers,NYG,WR,6.5,3.3,10.2,42.24,12,15,80,115,0,2.6,3.4,-0.8
Michael Pittman,IND,WR,7.3,2.4,13,38.44,6,9,66.67,113,0,5.9,2.9,3
George Pickens,PIT,WR,5.6,1.6,13.6,63.86,7,11,63.64,113,0,3,2.9,0.1
DK Metcalf,SEA,WR,6.8,3.4,11.8,42.38,7,12,58.33,104,0,4.8,4,0.8
CeeDee Lamb,DAL,WR,5,2.5,6.3,36.07,7,8,87.5,98,1,7.4,2.3,5.1
Mike Evans,TB,WR,6.8,2.9,10.9,49.67,8,14,57.14,94,1,4.3,3.8,0.5
Travis Kelce,KC,TE,4.8,2.4,8.3,40.42,7,9,77.78,89,0,6,4.1,1.9
Jauan Jennings,SF,WR,4.7,1.5,15.6,24.74,3,6,50,88,0,6.9,2.9,4
Chris Olave,NO,WR,6.6,3,7.8,37.82,8,10,80,87,0,4.4,3.4,1
Brian Thomas Jr.,JAX,WR,4.9,2.4,14.7,34.5,6,9,66.67,86,1,4,3.9,0.1
Olamide Zaccheaus,WAS,WR,7.3,4.2,3.2,10.56,6,6,100,85,0,11,9.4,1.6
Justin Jefferson,MIN,WR,5,3.1,12.7,38.08,6,8,75,85,1,4.8,6.8,-2
Ja'Marr Chase,CIN,WR,4.8,3.1,9.7,32.82,3,6,50,85,1,21,2.2,18.8
Rashid Shaheed,NO,WR,6.7,4,10.7,56.96,8,11,72.73,83,0,2.5,3,-0.5
Diontae Johnson,CAR,WR,4.8,1.8,13.1,58.55,7,13,53.85,83,1,2,2.4,-0.5
Tutu Atwell,LAR,WR,9.2,4,12.8,37.65,4,6,66.67,82,0,2.3,1.7,0.7
Josh Downs,IND,WR,6.4,2.3,5.9,17.6,8,9,88.89,82,1,4.9,4.3,0.7
Dontayvion Wicks,GB,WR,6.6,3.9,16.1,36.67,5,13,38.46,78,2,4.1,2.3,1.9
Jerry Jeudy,CLE,WR,5.4,2.2,10.6,54.24,6,9,66.67,72,0,1.9,4.7,-2.8
Wan'Dale Robinson,NYG,WR,8.1,3.2,5.1,19.58,11,14,78.57,71,0,3.4,4,-0.6
Chris Godwin,TB,WR,6.4,2.8,3.7,10.92,6,9,66.67,69,0,8.9,4.3,4.6
Stefon Diggs,HOU,WR,6.1,3.6,7.3,21.31,5,9,55.56,69,0,5.5,5,0.4
Mike Williams,NYJ,WR,5.4,3.2,14.4,25.05,4,5,80,67,0,2.9,3.9,-1
Ladd McConkey,LAC,WR,5.2,2.8,7.9,29.8,5,7,71.43,67,1,10.3,5.4,4.8
Xavier Legette,CAR,WR,5.7,3.1,9,30.97,6,10,60,66,1,3.2,1.5,1.8
Drake London,ATL,WR,6,2,12.8,48.55,6,12,50,64,0,2,1.9,0.1
Dallas Goedert,PHI,TE,7,3.1,8.1,25.29,7,8,87.5,62,0,1.5,1.9,-0.4
Jordan Whittington,LAR,WR,6.4,3.7,7.1,27.88,6,8,75,62,0,4.4,2.4,2
Khalil Shakir,BUF,WR,5.4,3.9,9.2,17.09,4,5,80,62,0,6.5,4.2,2.3
Christian Kirk,JAX,WR,6.1,2.4,14.2,44.2,7,12,58.33,61,1,2.4,3.5,-1.1
Tyler Lockett,SEA,WR,6,2,7.7,20.72,5,9,55.56,61,0,4.1,3.6,0.5
Tee Higgins,CIN,WR,7.8,2.5,10.3,58.06,6,10,60,60,0,2.2,1.9,0.3
Courtland Sutton,DEN,WR,6,3.5,16.6,66.89,3,9,33.33,60,1,4.7,4.6,0.1
Allen Lazard,NYJ,WR,5.7,2.9,5.9,16.41,5,8,62.5,58,0,4.1,5.1,-1
Deebo Samuel Sr.,SF,WR,4.1,2.4,12.3,16.32,3,5,60,58,0,4.6,5.3,-0.7
Pat Freiermuth,PIT,TE,9.2,2.9,6.4,19.11,5,7,71.43,57,1,5.3,2.4,2.9
Darius Slayton,NYG,WR,7.2,1.3,18.4,25.37,3,5,60,56,0,3.6,2.4,1.2
Darnell Mooney,ATL,WR,6.1,1.7,18.9,35.82,3,6,50,56,0,3,3.5,-0.4
Tucker Kraft,GB,TE,7.1,5.6,5.6,8.78,6,9,66.67,53,1,8.5,8.4,0.1
Ray-Ray McCloud,ATL,WR,7.9,3.4,5.5,12.08,6,7,85.71,52,0,4.2,4.3,-0.1
Terry McLaurin,WAS,WR,6.5,2.5,11,61.4,7,10,70,52,1,0.5,0.9,-0.4
