PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Jordan Addison,MIN,WR,7.5,2.7,11.1,37.96,8,9,88.89,162,1,7.8,2.4,5.5
Jaylen Waddle,MIA,WR,3.6,2.7,10.7,43.21,8,9,88.89,144,1,6.6,5.6,0.9
Trey McBride,ARI,TE,3.8,4.9,5.4,28.79,12,15,80,133,0,6.4,5.6,0.8
Jakobi Meyers,LV,WR,7.4,2.7,8.6,49.02,10,15,66.67,121,0,3.6,3.8,-0.2
Puka Nacua,LAR,WR,7.3,2.6,7.4,43.11,9,13,69.23,117,0,7,5,2
T.J. Hockenson,MIN,TE,5.9,2.7,10,34.29,7,9,77.78,114,0,6.1,5,1.1
A.J. Brown,PHI,WR,5.6,1.2,10.3,58.39,6,7,85.71,109,1,7.8,1.9,5.9
DJ Moore,CHI,WR,4.9,4.9,2.9,5.85,7,7,100,106,1,12.2,7.3,5
Terry McLaurin,WAS,WR,9,2.7,13.7,24.24,5,6,83.33,102,1,11.6,4.1,7.4
Courtland Sutton,DEN,WR,6.1,2.1,11.2,39.48,8,10,80,97,2,0.9,1.8,-1
Michael Pittman,IND,WR,6.2,3,11.1,23.18,6,7,85.71,96,0,6.9,2.2,4.7
Calvin Ridley,TEN,WR,6.3,3.3,12.8,37.12,5,6,83.33,93,0,5.5,7.6,-2.2
Nico Collins,HOU,WR,4.8,2.8,12.8,40.79,5,9,55.56,92,1,5,4.9,0
Jonnu Smith,MIA,TE,4.9,3.2,3.5,17.11,9,11,81.82,87,1,6.8,6,0.8
Keenan Allen,CHI,WR,5.9,2.4,8,34.47,9,15,60,86,1,3.9,4,-0.2
Jerry Jeudy,CLE,WR,4.8,2.4,11.2,31.01,6,6,100,85,0,3,2.5,0.5
Ladd McConkey,LAC,WR,6.4,3.6,10.7,18.2,6,6,100,83,0,3.2,3.9,-0.7
Tre Tucker,LV,WR,6,3.3,7.8,23.78,7,8,87.5,82,0,5.2,4.9,0.2
George Kittle,SF,TE,3.9,3.3,8.9,28.1,6,6,100,82,1,6.1,5.8,0.3
David Moore,CAR,WR,4.5,1.4,14.8,46.01,6,10,60,81,1,1.6,1.7,-0.1
Devaughn Vele,DEN,WR,4.6,3.1,10.5,33.25,6,9,66.67,80,0,2.9,3.8,-0.8
Jaxon Smith-Njigba,SEA,WR,5.9,3.2,1.8,8.77,6,7,85.71,77,1,10.6,8.2,2.4
Tank Dell,HOU,WR,4.7,1.3,20.6,36.54,3,5,60,72,0,2.6,2.6,-0.1
Noah Brown,WAS,WR,7.8,2.1,11.4,33.64,6,10,60,71,0,3.5,2.1,1.4
Mike Evans,TB,WR,6.5,1.7,10.8,33.9,5,6,83.33,68,0,2.6,1.7,0.9
CeeDee Lamb,DAL,WR,8.6,3.6,3.9,23.64,10,12,83.33,67,0,2.8,2.7,0.1
Jameson Williams,DET,WR,7.9,3.4,9.3,33.41,5,7,71.43,64,0,5.7,5,0.8
Malik Nabers,NYG,WR,6.7,3,8.9,44.88,6,9,66.67,64,0,2.4,3.3,-0.9
Cole Kmet,CHI,TE,4.8,3.3,7.5,21.53,7,10,70,64,0,3.8,3.1,0.7
Travis Kelce,KC,TE,9.7,3.8,5.9,21.02,6,8,75,62,0,6.3,5,1.3
Zay Flowers,BAL,WR,9.6,4.1,11.9,40.5,5,8,62.5,62,0,5.2,2.7,2.6
Amon-Ra St. Brown,DET,WR,8.6,3.1,10.2,36.57,6,7,85.71,62,0,3.8,4.5,-0.7
Demario Douglas,NE,WR,7.6,4.4,3.9,9.32,5,7,71.43,62,0,9.7,5.8,3.9
Cooper Kupp,LAR,WR,4.8,4,4.9,23.86,8,11,72.73,60,1,3.2,3,0.3
DK Metcalf,SEA,WR,3.3,2.4,18.4,62.82,4,5,80,59,0,2,1.4,0.5
Xavier Legette,CAR,WR,5.5,2.2,16,29.84,4,6,66.67,56,0,2.8,1.7,1
Tyler Boyd,TEN,WR,7.9,5.5,3.1,9.05,6,6,100,55,0,6,8.2,-2.2
Romeo Doubs,GB,WR,6.6,3,11.9,28,3,6,50,54,0,8.1,9,-0.9
Nick Westbrook-Ikhine,TEN,WR,8.6,2.5,22.6,54.61,2,5,40,48,1,2.9,2.7,0.3
Tyreek Hill,MIA,WR,7,3.5,7.9,21.18,5,6,83.33,48,0,2.2,4,-1.8
George Pickens,PIT,WR,5.9,1.8,19.4,50.03,4,7,57.14,48,0,2.1,1.4,0.6
Wan'Dale Robinson,NYG,WR,6.9,5.1,5.4,15.02,5,5,100,47,0,4,3.7,0.4
Marvin Harrison Jr.,ARI,WR,2.7,2,14.3,30.37,3,6,50,47,0,6.5,4,2.5
Xavier Worthy,KC,WR,7.9,3.1,10.2,27.15,4,6,66.67,46,0,2.7,2.3,0.3
Marvin Mims Jr.,DEN,WR,8.1,7.1,-4.5,-8,3,5,60,44,0,19.5,14.6,4.9
Hunter Henry,NE,TE,7.4,3,8.5,23.52,5,8,62.5,44,0,3.4,3,0.4
Mark Andrews,BAL,TE,7.2,3,6.7,14.2,5,5,100,44,1,3.5,3.5,0
Jauan Jennings,SF,WR,6.6,3.5,6.3,23.11,5,7,71.43,40,0,3.1,3.6,-0.5
Rome Odunze,CHI,WR,6.8,3.8,11.5,33.04,5,10,50,39,0,4.8,4.7,0.1
Theo Johnson,NYG,TE,4.5,5.5,2.5,8.25,3,6,50,39,0,10.9,10.9,0
Josh Palmer,LAC,WR,7.9,1.4,24.3,55.32,3,8,37.5,38,0,0.6,0.8,-0.2
Zach Ertz,WAS,TE,7.4,3.8,8.6,20.21,6,8,75,38,1,0.8,1.2,-0.4
Brock Bowers,LV,TE,5.5,2.9,5.1,19.51,4,10,40,38,0,3.9,3.8,0.1
DeAndre Hopkins,KC,WR,5,1.7,9.1,24.18,5,6,83.33,35,1,0.9,1.7,-0.8
Kendrick Bourne,NE,WR,6.2,2.2,10.5,18.16,3,5,60,30,0,2.2,1.3,0.9
