PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Nico Collins,HOU,WR,5.1,3.3,11.1,45.27,8,10,80,135,1,5.9,4.4,1.5
Justin Jefferson,MIN,WR,5.5,3,16,57.91,4,7,57.14,133,1,14.8,9.2,5.6
Marvin Harrison Jr.,ARI,WR,4.8,1.6,19.3,69.63,4,8,50,130,2,8.1,4.5,3.6
DK Metcalf,SEA,WR,6.8,3.9,11.3,45.17,10,14,71.43,129,1,6.3,6.1,0.2
Malik Nabers,NYG,WR,6.1,3.1,11,73.54,10,18,55.56,127,1,8.5,7,1.5
Amon-Ra St. Brown,DET,WR,6.9,2.4,9.6,48.89,11,19,57.89,119,0,2.9,1.8,1.1
Chris Godwin,TB,WR,6,3.6,9.2,49.34,7,8,87.5,117,1,9.1,8.3,0.8
Jaxon Smith-Njigba,SEA,WR,5.8,2.9,10.3,47.37,12,16,75,117,0,3.4,3.4,0
Deebo Samuel Sr.,SF,WR,6.7,3,10.6,33.91,8,10,80,110,0,2.4,2.2,0.1
Davante Adams,LV,WR,4.9,3,11.9,62.38,9,12,75,110,1,1.5,2.1,-0.5
Hunter Henry,NE,TE,5.1,3.3,6.6,49.51,8,12,66.67,109,0,8.2,8.1,0.2
Brock Bowers,LV,TE,8,4,6.4,25.24,9,9,100,98,0,4.5,5.5,-1
Josh Reynolds,DEN,WR,7.7,3.5,15.4,24.45,4,5,80,93,0,6.7,4.9,1.8
Zay Flowers,BAL,WR,7.9,4.6,10.3,39.78,7,11,63.64,91,1,3.2,2.9,0.3
Mike Gesicki,CIN,TE,5,3.1,6.5,22.75,7,9,77.78,91,0,8,7.2,0.7
CeeDee Lamb,DAL,WR,3.6,2.3,13.7,29.46,4,7,57.14,90,1,14.2,3.7,10.6
Darnell Mooney,ATL,WR,7.4,2.2,17.3,48.05,3,7,42.86,88,1,11.7,8.3,3.4
Jalen Tolbert,DAL,WR,5.8,2.7,12.4,34.34,6,9,66.67,82,0,2,3.1,-1.1
Chris Olave,NO,WR,8.1,2.4,12.6,57.16,4,6,66.67,81,0,7,7.1,-0.1
Jameson Williams,DET,WR,8.4,2.2,12.1,35.68,5,11,45.45,79,0,3.7,2.8,0.9
Calvin Ridley,TEN,WR,5.1,2.1,24.6,53.26,4,6,66.67,77,1,4.4,4.6,-0.2
DeVonta Smith,PHI,WR,8.4,1.8,12,62.48,7,10,70,76,1,0.1,1.4,-1.3
George Kittle,SF,TE,4.2,3.9,6.7,17.09,7,8,87.5,76,1,6.9,5.9,1
Rashee Rice,KC,WR,4.6,5,7.1,49.22,5,6,83.33,75,1,9.3,8.6,0.7
Jerry Jeudy,CLE,WR,4.6,2,11.2,32.21,5,6,83.33,73,0,1.9,3.2,-1.3
Trey McBride,ARI,TE,4.7,3.6,5,13.57,6,6,100,67,0,6.2,4.7,1.5
Brenton Strange,JAX,TE,6.4,2.3,13.5,24.55,3,6,50,65,0,5.3,4.4,0.9
Garrett Wilson,NYJ,WR,4.4,1.8,8.3,36.15,4,6,66.67,57,0,5.6,3.5,2.1
Alec Pierce,IND,WR,7,3.4,15.3,27.75,5,7,71.43,56,1,0.9,1.1,-0.2
Drake London,ATL,WR,8.6,3.3,7.6,21.21,6,7,85.71,54,1,0.9,1.3,-0.4
Khalil Shakir,BUF,WR,6.6,3.7,8.4,30.4,5,5,100,54,0,2.4,3.1,-0.7
Jonnu Smith,MIA,TE,9.1,3.9,4.3,10.88,6,7,85.71,53,0,6.2,5.3,1
DJ Moore,CHI,WR,5.5,3.1,9.9,41.76,6,10,60,53,0,8.5,7.1,1.4
Quentin Johnston,LAC,WR,6.3,3.1,11.8,47.82,5,6,83.33,51,2,2.3,2.7,-0.4
Mark Andrews,BAL,TE,4.7,3.9,11.8,20.76,4,5,80,51,0,4,4.3,-0.3
Lil'Jordan Humphrey,DEN,WR,6.3,3.2,5,7.92,4,5,80,50,0,8.9,4.8,4
Elijah Moore,CLE,WR,8.1,2.5,4.2,16.26,6,8,75,44,0,3.5,3.3,0.2
Luke Schoonmaker,DAL,TE,8.9,3.3,2.1,3.92,6,6,100,43,0,5,5.4,-0.3
Brandon Aiyuk,SF,WR,6.4,2.2,10.3,16.5,4,5,80,43,0,0.6,0.8,-0.1
Gabe Davis,JAX,WR,6.3,2.7,14.2,30.17,3,7,42.86,43,0,4.9,3.9,1
Ray-Ray McCloud,ATL,WR,8.2,2.4,12.7,25.08,3,5,60,42,0,4.1,1.6,2.5
Mike Evans,TB,WR,3.1,2.7,7.7,30.79,3,6,50,42,0,6.1,4.8,1.3
Cooper Kupp,LAR,WR,6.5,3.4,6.4,21.7,4,6,66.67,37,0,6.1,5.3,0.8
Stefon Diggs,HOU,WR,4.4,2.5,9.1,22.26,4,6,66.67,37,0,3.8,3.9,-0.1
Ja'Marr Chase,CIN,WR,6.5,3.6,5,9.68,4,5,80,35,0,4.8,4,0.9
Rome Odunze,CHI,WR,7.9,2.3,13.9,29.53,2,5,40,33,0,7.3,1.2,6
Jakobi Meyers,LV,WR,5.6,2.2,6.9,15.19,4,5,80,29,0,1.4,2.7,-1.3
Cole Kmet,CHI,TE,10.5,4.2,8,16.85,4,5,80,27,0,2.6,3.6,-1
Tyler Boyd,TEN,WR,6,1.1,9.9,17.98,2,5,40,26,0,5.5,3.5,2
Tyreek Hill,MIA,WR,6.1,4.1,12.3,26.56,3,6,50,24,0,8.2,8.3,-0.1
Britain Covey,PHI,WR,7.2,3.8,1.7,5.2,6,6,100,23,0,2.2,2.7,-0.5
Terry McLaurin,WAS,WR,7.2,3.2,3.9,25.23,6,8,75,22,0,1.9,2.1,-0.2
Michael Pittman,IND,WR,5.1,2,12,21.82,3,7,42.86,21,0,0.5,1.7,-1.2
Greg Dulcich,DEN,TE,4.5,3.4,6.8,17.35,3,8,37.5,16,0,4.1,3.7,0.4
Diontae Johnson,CAR,WR,5.4,2.6,6.3,48.04,3,6,50,15,0,2.7,4.5,-1.8
Amari Cooper,CLE,WR,4.2,2.7,8.4,32.25,3,8,37.5,11,0,0.9,3.4,-2.4
Trenton Irwin,CIN,WR,5.6,1.3,8.9,20.56,1,6,16.67,5,0,0.5,1.2,-0.7
