PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Justin Jefferson,MIN,WR,4.1,3.1,11.6,54.46,10,13,76.92,144,2,3.2,3.1,0.1
Jameson Williams,DET,WR,5.6,2.6,11.9,45.38,5,7,71.43,143,1,13.4,9,4.4
Keenan Allen,CHI,WR,7.4,3.6,10.9,41.08,9,13,69.23,141,1,6.2,5.6,0.7
Brian Thomas Jr.,JAX,WR,7.3,3.5,10.1,60.14,9,13,69.23,132,1,6.3,5.8,0.5
George Kittle,SF,TE,7,3.8,4,19.54,8,9,88.89,106,0,9.2,5.7,3.5
CeeDee Lamb,DAL,WR,4.1,3,10.3,38.87,7,8,87.5,105,0,7,3.4,3.6
Zay Flowers,BAL,WR,6.8,2.6,13.4,47.81,5,8,62.5,100,0,6,2.8,3.2
Brock Bowers,LV,TE,7.1,3.6,3.4,19.38,11,13,84.62,99,0,5.8,4.7,1.1
Tank Dell,HOU,WR,3.5,2.2,19.9,34.07,6,7,85.71,98,1,2.2,1.9,0.3
Ja'Marr Chase,CIN,WR,6.2,3.2,10,34.5,6,8,75,97,1,7.1,1.3,5.8
A.J. Brown,PHI,WR,5,1.8,10.4,66.2,8,15,53.33,97,1,3.2,2.1,1.2
Deebo Samuel Sr.,SF,WR,7.5,5,2.5,12.24,7,9,77.78,96,1,13.2,7.4,5.8
Jaxon Smith-Njigba,SEA,WR,4.5,2.5,12,44.53,8,12,66.67,95,1,3.8,2,1.8
Kayshon Boutte,NE,WR,2.7,4.4,14,40.54,5,7,71.43,95,1,7.9,2.4,5.5
Ladd McConkey,LAC,WR,4.8,5.5,6,17.62,6,6,100,87,0,8.5,8,0.6
Darnell Mooney,ATL,WR,6.5,3,12.3,47.6,5,6,83.33,82,0,4.6,6,-1.3
Chig Okonkwo,TEN,TE,7.4,4.1,6.2,29.85,9,11,81.82,81,0,5,3.6,1.4
Calvin Ridley,TEN,WR,5.7,1.9,21,46.34,3,5,60,78,1,2.7,0.8,1.8
Rome Odunze,CHI,WR,3.5,2,11.7,23.82,4,7,57.14,77,0,8.1,9,-0.8
Amon-Ra St. Brown,DET,WR,6.8,3.5,7.9,34.18,6,8,75,70,1,5.6,5.1,0.5
Olamide Zaccheaus,WAS,WR,6.4,5.3,4.6,13.44,5,8,62.5,70,2,8.7,6.7,2.1
Mike Evans,TB,WR,7.9,1.9,16.8,32.93,5,8,62.5,69,0,2,2.3,-0.3
Malik Nabers,NYG,WR,7.2,3.2,9.8,51.96,7,14,50,68,0,5.3,4.7,0.6
DJ Moore,CHI,WR,5.8,3.4,10.8,31.32,7,10,70,68,0,5.4,7.4,-2
Davante Adams,NYJ,WR,4.4,3.2,7.9,46.29,7,13,53.85,68,1,5.8,5.7,0.1
David Njoku,CLE,TE,8.4,3,4.9,33.91,8,10,80,66,0,5.6,4,1.6
Xavier Worthy,KC,WR,6.8,3.9,5.9,29.18,7,11,63.64,65,1,8.6,8,0.6
Calvin Austin III,PIT,WR,5.5,2,19.1,50.31,4,5,80,65,0,2.3,3.4,-1.1
Wan'Dale Robinson,NYG,WR,7.2,2.7,3.6,16.55,7,12,58.33,62,0,7.1,6.5,0.6
Jonnu Smith,MIA,TE,5.5,3.9,2.4,6.93,6,6,100,62,0,8,5.5,2.5
Marvin Mims Jr.,DEN,WR,4.9,3.8,12.3,47.31,3,5,60,62,0,24.8,12,12.8
Terry McLaurin,WAS,WR,8.5,4.5,9.5,20.74,5,6,83.33,60,1,4.3,4.2,0.1
Nico Collins,HOU,WR,4.4,2.2,8.7,21.24,7,10,70,60,0,3,3.4,-0.4
Drake London,ATL,WR,6.1,2.4,6.6,34.24,5,8,62.5,59,0,5.3,2.8,2.5
Tyler Conklin,NYJ,TE,5.7,4.5,7,22,5,7,71.43,59,0,6.4,6.3,0
Tee Higgins,CIN,WR,6.6,3.2,7.7,36.6,8,11,72.73,58,1,1.8,1.6,0.3
Jalen McMillan,TB,WR,8.5,2.9,14.7,25.11,5,7,71.43,57,1,3.1,3.7,-0.6
DK Metcalf,SEA,WR,3.5,2.3,16.5,35.5,3,7,42.86,57,1,1.4,2.5,-1.1
Dyami Brown,WAS,WR,8.1,2.7,15.7,28.58,4,5,80,56,0,4.2,5.3,-1.1
Puka Nacua,LAR,WR,6.5,4.5,0.4,5.05,8,9,88.89,56,0,6.5,6.4,0
Austin Hooper,NE,TE,5.3,3.6,10.3,21.36,4,5,80,55,0,6.4,6.2,0.2
Parker Washington,JAX,WR,8.4,4.8,6.7,18.52,6,6,100,54,0,2.3,2.3,-0.1
Garrett Wilson,NYJ,WR,5.4,4,6.7,21.04,6,7,85.71,54,0,1.8,2.8,-1.1
DeVonta Smith,PHI,WR,6.4,2.6,7.3,24.71,6,8,75,51,0,0.8,1.3,-0.4
Jauan Jennings,SF,WR,6.1,1.9,14.3,46.17,4,6,66.67,51,0,-0.2,1.4,-1.6
Courtland Sutton,DEN,WR,8.4,3.3,7.7,35.67,5,6,83.33,50,0,2.5,2.6,-0.1
Noah Fant,SEA,TE,3.9,4.1,6.8,12.66,3,6,50,50,0,12.7,5.6,7.1
Marquise Brown,KC,WR,7.3,4.2,6.8,24.33,5,8,62.5,45,0,7,8.8,-1.9
Dalton Schultz,HOU,TE,6.7,4.7,5.6,10.94,5,8,62.5,45,1,6.3,6.9,-0.5
Michael Wilson,ARI,WR,8.3,3.4,15.9,41.72,2,5,40,44,0,10.6,7.4,3.2
Sam LaPorta,DET,TE,8.1,3.3,4.8,18.39,4,7,57.14,43,1,4.8,4.2,0.6
Adam Thielen,CAR,WR,6.4,2.7,11.2,39.85,5,6,83.33,43,1,1.6,1.7,-0.1
Josh Palmer,LAC,WR,6.2,2,16.5,48.61,3,6,50,41,0,3.3,1.6,1.7
Jakobi Meyers,LV,WR,3.4,2.8,14.1,31.06,2,5,40,41,0,12.9,10.8,2.1
Jake Ferguson,DAL,TE,5.6,2.9,1.2,5.07,6,9,66.67,40,0,5.7,6.2,-0.6
Marvin Harrison Jr.,ARI,WR,9,3,10.6,44.66,4,8,50,39,0,0.2,0.9,-0.8
Hunter Henry,NE,TE,4.2,1.4,7.7,25.69,4,8,50,39,1,2.5,2.6,0
Mark Andrews,BAL,TE,5.1,2,11.9,31.68,4,6,66.67,37,1,1.8,2,-0.2
Jordan Addison,MIN,WR,4.1,3.4,8.2,23.81,5,8,62.5,35,1,2.3,3.6,-1.3
Demario Douglas,NE,WR,8.5,5.7,0,0.01,4,5,80,33,0,8.7,9.6,-1
Dante Pettis,NO,WR,6.8,1.8,12.4,37.36,2,7,28.57,31,0,3.1,2.9,0.3
Travis Kelce,KC,TE,6.7,4.4,4.9,15.47,5,7,71.43,30,0,0.4,1.8,-1.4
Payne Durham,TB,TE,6.5,4.7,6.1,10.44,5,7,71.43,29,0,1.9,1.9,0
Tyreek Hill,MIA,WR,3.7,2.1,13.7,46.56,3,7,42.86,29,1,4.1,3.7,0.4
T.J. Hockenson,MIN,TE,6,3.5,9.3,16.77,2,5,40,27,0,2.9,4.9,-2
Khalil Shakir,BUF,WR,6.7,2.7,17.2,31.8,2,6,33.33,22,0,4.7,7,-2.3
Elijah Moore,CLE,WR,6.5,5.1,8.3,28.97,2,5,40,21,0,2.8,8.2,-5.3
Allen Lazard,NYJ,WR,4.9,3.7,5.5,12.47,2,5,40,20,0,3.5,3.1,0.4
Robert Woods,HOU,WR,4.1,4.4,12.1,17.78,3,6,50,19,0,5.4,7.2,-1.9
