PLAYER NAME,TEAM,TT,CAY,IAY,AYD,AGG%,LCAD,AYTS,ATT,YDS,TD,INT,RATE,COMP%,xCOMP%,+/-
Geno Smith,SEA,2.82,10.4,11,-0.7,20.6,56.4,-0.3,34,363,3,3,90.7,61.8,60.8,1
Matthew Stafford,LAR,2.87,7.3,10.2,-2.9,27.3,49.1,1.8,44,298,2,1,83.3,56.8,58.9,-2
Patrick Mahomes,KC,2.69,4.5,6.4,-1.9,6.8,35.1,-1.8,44,291,3,0,116.8,77.3,73.3,3.9
Sam Darnold,MIN,2.84,6.4,7.6,-1.2,5.9,44.2,-1,34,290,3,2,107.1,82.4,69.5,12.9
Justin Herbert,LAC,2.78,7.9,9.3,-1.5,11.1,47.9,-0.4,27,282,2,0,125.8,66.7,66.2,0.5
Lamar Jackson,BAL,3.02,9.1,8.3,0.8,5.3,36.4,-1.4,19,280,3,0,158.3,84.2,70.4,13.8
Jordan Love,GB,3.15,7.5,10,-2.5,25.6,45.8,1.3,39,273,0,1,69.7,59,61,-2.1
Joe Burrow,CIN,2.53,4,6.5,-2.5,12.8,27.5,0.1,39,251,5,1,115.5,69.2,66.3,2.9
Mason Rudolph,TEN,2.71,7.4,9,-1.6,6.1,35.1,-0.2,33,240,2,1,90.5,60.6,57.8,2.8
Derek Carr,NO,2.91,4.4,6.9,-2.5,6.5,35.6,-2.2,31,236,1,0,92.9,58.1,60,-1.9
Josh Allen,BUF,2.62,2.2,3.7,-1.5,2.6,29.1,-5.2,39,235,3,1,95.6,64.1,71.6,-7.5
Jameis Winston,CLE,2.74,7.1,8.7,-1.6,19.6,39.8,0.3,46,235,1,3,50.5,56.5,65.3,-8.8
Tua Tagovailoa,MIA,2.5,3.9,4.6,-0.7,17.9,43.5,-4.1,28,231,2,0,124.9,89.3,72.7,16.6
Jalen Hurts,PHI,3.28,9.4,9.3,0,16.7,46.3,0.1,24,230,2,0,132.3,75,63.9,11.1
Bo Nix,DEN,3.52,6.5,8.9,-2.4,15.2,38.2,0.2,33,223,0,1,65.6,57.6,65.4,-7.8
Kirk Cousins,ATL,2.71,4.1,6.1,-2,25,33.8,-2.6,24,222,3,0,144.8,79.2,67.9,11.3
Caleb Williams,CHI,3.3,5.3,9.7,-4.4,9.8,45.3,0.4,41,217,0,0,68.9,53.7,58.7,-5
Aaron Rodgers,NYJ,2.22,4.6,5.8,-1.2,12.5,47,-2.6,32,211,3,0,118.1,68.8,69.1,-0.4
Jayden Daniels,WAS,2.97,6.7,6.4,0.4,18.2,38.4,-2.8,22,209,2,0,128.8,68.2,62.9,5.3
Drake Maye,NE,2.84,2.4,7.1,-4.7,9.8,29.8,-2.9,41,206,1,2,69.8,70.7,66.8,3.9
Baker Mayfield,TB,2.33,3.3,4.8,-1.5,6.5,36.8,-5.4,31,200,2,0,112.3,74.2,75.5,-1.3
C.J. Stroud,HOU,3.63,11.2,14.8,-3.7,20,53.6,5.2,30,191,0,0,59.2,36.7,50.5,-13.9
Joe Flacco,IND,2.87,6.8,7.3,-0.6,7.4,37.5,-3.2,27,179,0,1,63.7,59.3,70.8,-11.5
Daniel Jones,NYG,2.34,6.7,7.5,-0.7,23.1,32.7,-0.8,26,174,2,0,119.7,76.9,68.3,8.6
Bryce Young,CAR,2.79,4.4,7.9,-3.5,23.1,34.6,-0.7,26,171,1,1,77.6,61.5,57.6,3.9
Trevor Lawrence,JAX,2.91,7.4,8.5,-1.1,22.6,36.6,0.5,31,169,0,2,40.9,51.6,59.1,-7.5
Kyler Murray,ARI,3.08,4.1,6.8,-2.7,20,27.2,-0.8,20,154,0,0,88.3,65,67.6,-2.6
Jared Goff,DET,2.86,3.3,3.8,-0.4,18.2,28.3,-4.5,22,145,1,0,109.3,81.8,65.1,16.7
Dak Prescott,DAL,2.66,2.7,3.7,-1,8.3,33,-5.2,24,133,1,0,101.6,75,73.5,1.5
Gardner Minshew,LV,2.68,5.6,9.9,-4.3,23.5,30.4,1.7,17,124,0,0,81.5,58.8,65.2,-6.4
Cooper Rush,DAL,2.65,5.9,8.7,-2.8,28,24.6,0.3,25,115,1,0,77.9,52,62.1,-10.1
Desmond Ridder,LV,2.41,4.8,5.4,-0.6,12.5,29.3,-3.4,16,74,1,0,99.5,68.8,60.7,8
