PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Jayden Reed,GB,WR,7.4,5.3,16.9,34.07,4,6,66.67,138,1,14.3,7.5,6.8
Tyreek Hill,MIA,WR,5.2,3.7,11.3,64.85,7,12,58.33,130,1,12.1,7.1,5
Jameson Williams,DET,WR,5.4,3.6,14.4,68.4,5,9,55.56,121,1,13.7,11.4,2.3
A.J. Brown,PHI,WR,6.2,2,11.1,48.28,5,10,50,119,1,13,4.8,8.2
Nico Collins,HOU,WR,6.3,1.9,15.8,50.45,6,8,75,117,0,3.1,1.8,1.3
Isaiah Likely,BAL,TE,7.4,5,9.4,39.28,9,12,75,111,1,8,5.2,2.8
Cooper Kupp,LAR,WR,7,3.1,7.5,53.26,14,21,66.67,110,1,3,3.7,-0.7
Jaylen Waddle,MIA,WR,3.8,2.9,13.5,32.44,5,5,100,109,0,8.3,7.3,1
Rashee Rice,KC,WR,5.5,3.3,4.5,28.08,7,9,77.78,103,0,11.2,7,4.2
Allen Lazard,NYJ,WR,4.9,1.6,10.2,54.14,6,9,66.67,89,2,5.2,4.5,0.7
George Pickens,PIT,WR,7,2.7,13.6,75.17,6,7,85.71,85,0,1.3,2.7,-1.4
DeVonta Smith,PHI,WR,7.4,3.6,7.9,27.48,7,8,87.5,84,0,7.4,5.1,2.3
Chris Godwin,TB,WR,6.7,3.8,4.4,23.46,8,8,100,83,1,6,3.9,2.1
Tyler Johnson,LAR,WR,4.3,2.7,5.3,12.64,5,7,71.43,79,0,13.2,1.6,11.7
Tyler Lockett,SEA,WR,5.4,3.6,9.5,44.29,6,7,85.71,77,0,1.7,3.3,-1.7
Rashid Shaheed,NO,WR,8.1,3.6,18.9,41.67,3,5,60,73,1,10.6,9.6,1
Malik Nabers,NYG,WR,5.4,3.9,6.6,27.33,5,7,71.43,66,0,5,4.7,0.3
Jauan Jennings,SF,WR,4.7,3.2,11.2,20.27,5,5,100,64,0,1.7,1.9,-0.2
Ja'Marr Chase,CIN,WR,6,4.4,6.4,23.59,6,6,100,62,0,4,2.1,1.8
Mike Evans,TB,WR,5.4,2.3,13.3,53.48,5,6,83.33,61,2,1.6,2.1,-0.5
CeeDee Lamb,DAL,WR,3.5,1.6,10,41.46,5,10,50,61,0,7.7,2.1,5.6
Garrett Wilson,NYJ,WR,6.4,4.3,7.3,47.19,6,11,54.55,60,0,5.5,5.2,0.3
Davante Adams,LV,WR,6.5,4.4,10.2,43.57,5,6,83.33,59,0,4.7,3.6,1.1
Justin Jefferson,MIN,WR,5.1,3.1,10.2,33.34,4,6,66.67,59,1,5.3,5.5,-0.2
Brock Bowers,LV,TE,5.1,3.7,4.7,26.38,6,8,75,58,0,2.7,2.9,-0.1
Deebo Samuel Sr.,SF,WR,6.1,1.8,7,22.77,5,9,55.56,54,0,7.1,3.6,3.5
Rashod Bateman,BAL,WR,2.5,3.1,24.1,41.92,2,5,40,53,0,3.3,1.7,1.5
Ray-Ray McCloud,ATL,WR,7.5,3,9.8,45.44,4,7,57.14,52,0,2,2.1,-0.2
Keon Coleman,BUF,WR,4.8,2.7,9.5,28.87,4,5,80,51,0,3.3,3.6,-0.3
Romeo Doubs,GB,WR,7.9,2.4,9.8,23.02,4,7,57.14,50,0,3.5,2.1,1.3
Calvin Ridley,TEN,WR,6.5,2.3,21.3,69.37,3,7,42.86,50,0,3.4,2.5,0.9
Colby Parkinson,LAR,TE,10.1,4.1,2.3,3.94,4,5,80,47,0,7.4,6.1,1.4
Greg Dortch,ARI,WR,6.1,3,7.4,32.07,6,8,75,47,0,3.6,3.8,-0.1
Josh Reynolds,DEN,WR,5.6,2.1,8.4,26.13,5,8,62.5,45,0,2.2,1.8,0.4
Sam LaPorta,DET,TE,4.2,3.6,7.4,19.58,4,5,80,45,0,5.8,4.3,1.5
Wan'Dale Robinson,NYG,WR,9.2,3.6,4.8,34.24,6,12,50,44,0,1.6,2.4,-0.8
David Njoku,CLE,TE,6.5,6,3.7,4.88,4,5,80,44,0,7.5,5.2,2.3
Demarcus Robinson,LAR,WR,3.8,2.5,11.6,27.64,4,7,57.14,42,0,2.1,2.6,-0.5
Tank Dell,HOU,WR,9,2.6,16.1,44.84,3,7,42.86,40,0,2.9,1.8,1.1
Brandin Cooks,DAL,WR,6.9,4.3,11.2,32.5,4,7,57.14,40,1,1.4,3.5,-2.1
Jonathan Mingo,CAR,WR,5.7,3.3,7.6,11.7,2,5,40,40,0,7.6,7.8,-0.1
George Kittle,SF,TE,4.2,4.3,5,9,4,5,80,40,0,2.6,1.7,0.9
