PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Devaughn Vele,DEN,WR,6.3,4.4,2.1,6.42,8,8,100,39,0,2.8,3.3,-0.5
Ladd McConkey,LAC,WR,5.4,3,6.2,25.75,5,7,71.43,39,1,2.6,2.3,0.3
Quentin Johnston,LAC,WR,7.9,3.3,10.1,30.09,3,5,60,38,0,9.4,9,0.4
Courtland Sutton,DEN,WR,5.7,2.5,13.3,62.39,4,12,33.33,38,0,2,3.8,-1.8
Zay Flowers,BAL,WR,7.1,4.2,5.8,20.07,6,10,60,37,0,5,5.2,-0.2
DJ Moore,CHI,WR,4.7,2.3,6.7,23.8,5,8,62.5,36,0,2.7,4.7,-2
Xavier Legette,CAR,WR,7.1,1.8,16.4,35.33,4,7,57.14,35,0,0.8,1.3,-0.4
Stefon Diggs,HOU,WR,7.7,3.6,1.6,3.79,6,6,100,33,2,4.1,3.9,0.2
Michael Pittman,IND,WR,8.2,1.9,9.5,24.19,4,8,50,31,0,1.8,1.3,0.5
Dallas Goedert,PHI,TE,6.6,5.4,1,2.18,4,5,80,31,0,7.1,7.6,-0.5
Trey McBride,ARI,TE,6.9,2.8,8.3,40.79,5,9,55.56,30,0,0.6,1.3,-0.7
Keenan Allen,CHI,WR,6.3,2.7,11,53.63,4,11,36.36,29,0,4.2,4.8,-0.6
Brandon Aiyuk,SF,WR,3.3,1.6,14.6,26.63,2,5,40,28,0,0.2,0.7,-0.5
Andrei Iosivas,CIN,WR,6.9,2.4,7.9,29.37,3,6,50,26,0,0.5,2.2,-1.7
Jerry Jeudy,CLE,WR,7.7,2.2,14.7,31.33,3,8,37.5,25,1,1.5,1.5,0
K.J. Osborn,NE,WR,5,2.2,4.4,16.75,3,6,50,21,0,2.1,2,0.1
Diontae Johnson,CAR,WR,3.4,2.6,8.9,16.46,2,6,33.33,19,0,1.8,2.1,-0.3
Tyler Boyd,TEN,WR,6.3,2.4,7.6,17.57,3,5,60,18,0,2.8,3.8,-1
Amari Cooper,CLE,WR,7.8,2.6,19.5,46.52,2,9,22.22,16,0,2.4,1.8,0.6
Jake Ferguson,DAL,TE,5.7,4.1,6.2,12.82,3,5,60,15,0,4.7,2.5,2.3
Christian Watson,GB,WR,7.6,2.4,12.9,21.73,3,5,60,13,1,0.8,1,-0.2
Amon-Ra St. Brown,DET,WR,5.6,2.6,4.6,14.42,3,6,50,13,0,2.3,2.3,-0.1
Elijah Moore,CLE,WR,7.2,4.2,3.8,5.99,3,6,50,9,0,1.8,2.7,-1
Adonai Mitchell,IND,WR,8.5,3.2,17.2,27.47,1,5,20,2,0,2.9,4.7,-1.8
