PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Cedrick Wilson Jr.,NO,WR,4.8,3.2,6.2,16.62,6,7,85.71,57,1,2.8,2.1,0.7
Ja'Marr Chase,CIN,WR,6.6,3.6,11,28.95,5,6,83.33,55,1,3.7,2.1,1.6
Dalton Kincaid,BUF,TE,4.3,1.2,12.2,25.47,3,6,50,52,0,1.8,1.9,-0.1
Tutu Atwell,LAR,WR,8.1,4.4,3.2,19.17,6,9,66.67,51,0,7.3,8.4,-1.1
Trey McBride,ARI,TE,4.6,3.6,5.4,26.59,5,7,71.43,51,0,4.7,3,1.8
Troy Franklin,DEN,WR,4.1,5.5,8.2,29.84,5,6,83.33,50,0,4.6,4.1,0.5
Dontayvion Wicks,GB,WR,7.9,2.4,13.7,28.75,3,6,50,48,1,4.8,2.6,2.2
Darnell Mooney,ATL,WR,7.1,2.1,9,27.56,5,8,62.5,46,0,0.1,1.7,-1.6
Ladd McConkey,LAC,WR,5.7,3.6,5,11.15,5,7,71.43,46,0,4.1,3.7,0.4
Tyler Lockett,SEA,WR,7.1,1.6,16.8,28.34,4,6,66.67,45,0,0.4,1.4,-0.9
Mason Tipton,NO,WR,6.7,3.9,12.2,41.88,6,9,66.67,45,0,2.4,2.3,0
Simi Fehoko,LAC,WR,6,1.7,12.2,23.18,3,6,50,45,0,2.5,3.5,-1
Tyler Boyd,TEN,WR,6.3,1.7,6,13.68,5,5,100,43,0,2.7,2.1,0.6
Calvin Ridley,TEN,WR,6.6,4.4,13.7,56.5,3,9,33.33,42,0,8.3,3,5.3
Elijah Moore,CLE,WR,6.8,6.3,6.7,13.55,6,7,85.71,41,0,3.7,4,-0.4
Malik Nabers,NYG,WR,6,1.4,13,56.26,4,8,50,41,0,3,2.9,0.2
Zach Ertz,WAS,TE,6.7,2.9,8.6,17.79,4,5,80,40,1,3.6,3.6,0.1
Bub Means,NO,WR,2.6,3.2,12.3,23.35,3,5,60,37,0,6.7,3.1,3.6
Tre Tucker,LV,WR,4.9,2.8,12.9,39.74,3,8,37.5,36,0,6.9,6.3,0.6
Evan Engram,JAX,TE,9.4,6.1,1.8,7.71,5,5,100,35,0,5.2,7.2,-2.1
Austin Hooper,NE,TE,5.7,4.5,5.9,10.96,4,5,80,32,0,4,3.8,0.2
Davante Adams,NYJ,WR,5.9,3.7,6,26.01,3,9,33.33,30,0,4.5,2.4,2.1
Olamide Zaccheaus,WAS,WR,6.9,2.6,7.2,17.89,4,6,66.67,25,0,1.3,2,-0.7
Wan'Dale Robinson,NYG,WR,7.6,3.1,1.6,7.81,6,9,66.67,23,0,1.8,2.4,-0.7
Brandon Aiyuk,SF,WR,6,2.3,10.8,22.01,2,6,33.33,23,0,2.9,2.9,0
Stefon Diggs,HOU,WR,5.1,1.9,9.2,44.74,5,7,71.43,23,0,2.1,2.8,-0.7
Ricky Pearsall,SF,WR,5.5,1.9,8.2,13.93,3,5,60,21,0,1.4,2.3,-0.9
Marvin Harrison Jr.,ARI,WR,5.1,1.6,10,42.23,3,6,50,21,0,-0.6,0.5,-1.1
Xavier Worthy,KC,WR,6.5,2.8,15.3,58.57,3,8,37.5,19,0,4.2,7.8,-3.6
Jerry Jeudy,CLE,WR,6.8,3.5,14.9,21.68,1,5,20,18,0,3.5,2.8,0.7
Juwan Johnson,NO,TE,2.6,2.8,5.1,11.72,3,6,50,18,0,5.5,4.4,1
Travis Kelce,KC,TE,8.8,2.6,7.3,17.41,4,5,80,17,0,3.2,4.6,-1.5
Jalen McMillan,TB,WR,6.3,2.5,13.6,29.1,3,8,37.5,15,0,3,2.7,0.3
Alec Pierce,IND,WR,6.1,4,14.1,29.55,2,5,40,15,0,7.6,7.2,0.3
DJ Turner,LV,WR,7.3,2,8,21.59,2,7,28.57,13,0,4.4,3.8,0.6
Jaxon Smith-Njigba,SEA,WR,9.4,3.3,8.8,14.9,3,6,50,9,0,4,7,-3
Johnny Mundt,MIN,TE,5.7,3.9,1.2,2.92,4,5,80,8,0,1.9,2.6,-0.7
