PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Keon Coleman,BUF,WR,2.4,2.5,13.2,32.08,4,7,57.14,125,0,19.9,9.1,10.8
Amon-Ra St. Brown,DET,WR,9,3.3,11,50.62,8,8,100,112,1,3,1.8,1.1
George Pickens,PIT,WR,3.9,2.1,16.6,68.88,5,9,55.56,111,1,5.7,2.3,3.3
Cade Otton,TB,TE,3.9,3.2,8.2,21.89,8,10,80,100,0,5.2,5.3,-0.1
DK Metcalf,SEA,WR,6.7,2.7,21.4,42.15,4,7,57.14,99,1,3.4,3.6,-0.2
Terry McLaurin,WAS,WR,8,3.1,13.1,32.34,6,6,100,98,0,3.3,2.6,0.6
Jonnu Smith,MIA,TE,7.7,3.1,6.5,27.18,7,7,100,96,1,7.2,4.9,2.3
Romeo Doubs,GB,WR,7.3,2.1,11.7,40.87,8,10,80,94,0,2.8,3.1,-0.2
Brock Bowers,LV,TE,5.7,3.1,5.6,30.36,10,14,71.43,93,0,4.7,4,0.7
Hunter Henry,NE,TE,5.6,3.1,11.1,37.32,8,9,88.89,92,0,4.4,4,0.4
George Kittle,SF,TE,5.4,3.3,10.9,25.99,6,7,85.71,92,0,4.9,4.1,0.8
Brian Thomas Jr.,JAX,WR,6.5,3.6,11.7,49.05,5,5,100,89,1,5.8,7.6,-1.8
A.J. Brown,PHI,WR,6,2,14.7,72.65,5,5,100,89,1,3.1,2.1,1
Tee Higgins,CIN,WR,7.1,2.4,14.6,51.09,4,8,50,82,1,8.3,4.9,3.5
Cedric Tillman,CLE,WR,7.4,3.5,10.4,36.15,8,12,66.67,81,0,3.8,4.5,-0.6
Will Dissly,LAC,TE,5.3,2.9,5.7,19.79,8,11,72.73,81,0,5.8,4,1.8
Justin Jefferson,MIN,WR,4.5,3.6,7.8,29.71,7,8,87.5,81,1,4.1,4.4,-0.2
David Njoku,CLE,TE,6.7,3.6,5.1,20.64,10,14,71.43,76,1,3.6,2.9,0.6
Jalen Nailor,MIN,WR,6.1,3.8,11.8,28.1,4,5,80,76,0,6.9,2.5,4.4
Amari Cooper,BUF,WR,5.5,1.9,12.8,22.2,4,5,80,66,1,3.9,3.9,0
Kyle Pitts,ATL,TE,8.1,4.6,7.4,25.64,7,9,77.78,65,0,3.5,4.6,-1.1
Khalil Shakir,BUF,WR,6.1,3.6,0.4,1.03,7,7,100,65,0,8.9,5.2,3.7
Chris Godwin,TB,WR,4.4,2.4,6.8,16.4,7,9,77.78,65,0,4.2,4.2,0
Michael Pittman,IND,WR,8.6,3.4,15.3,32.11,3,5,60,63,0,5.9,5.1,0.7
Drake London,ATL,WR,7,2,10.3,31.57,6,8,75,63,1,2.6,2.4,0.2
Josh Palmer,LAC,WR,4.8,2,13.4,21.36,4,5,80,63,0,1.2,1.5,-0.3
Garrett Wilson,NYJ,WR,5.6,3.4,10.2,44.07,5,9,55.56,61,0,7.8,3.5,4.3
Ja'Tavion Sanders,CAR,TE,5.1,4.9,4.9,52.54,6,6,100,61,0,5.3,7.7,-2.4
Tyler Johnson,LAR,WR,8,4.6,8.4,39.48,4,7,57.14,57,0,10.1,3.2,6.9
