PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Ja'Marr Chase,CIN,WR,4.5,2.7,15.2,52.41,11,17,64.71,264,3,9.3,4.6,4.7
Terry McLaurin,WAS,WR,4.8,2.4,9.6,23.24,5,6,83.33,113,0,12.5,5.6,6.8
A.J. Brown,PHI,WR,7.6,2.3,17.6,52.64,5,7,71.43,109,0,7.4,5.1,2.3
Puka Nacua,LAR,WR,7.5,3.3,9.6,43.43,9,14,64.29,98,0,3.8,3.4,0.3
Drake London,ATL,WR,5.6,2.5,11.7,32.32,8,12,66.67,97,0,2,2.1,-0.1
Darnell Mooney,ATL,WR,5.4,1.5,16.8,38.92,5,10,50,96,0,2.1,1.4,0.7
Jauan Jennings,SF,WR,6.8,3.2,8.2,34.34,7,11,63.64,93,0,4.9,1.7,3.2
George Pickens,PIT,WR,5.6,1.7,17,40.13,5,7,71.43,91,1,6.3,2.9,3.4
Calvin Ridley,TEN,WR,6.9,1.9,15.8,78.04,5,9,55.56,84,2,2.4,3.2,-0.9
Alec Pierce,IND,WR,6.2,2.7,17.3,44.08,4,7,57.14,81,1,2.1,2.8,-0.6
Cooper Kupp,LAR,WR,6.9,4.6,9.6,21.82,7,7,100,80,0,1.8,2,-0.2
John Metchie III,HOU,WR,4.8,3.5,11.3,25.36,5,6,83.33,74,1,4.5,5.9,-1.3
Ricky Pearsall,SF,WR,7,2.2,10,23.06,4,6,66.67,73,1,9.1,6.5,2.6
Josh Downs,IND,WR,7.1,3.6,7.4,26.98,7,10,70,72,0,3.2,3.3,-0.1
T.J. Hockenson,MIN,TE,6.6,2.1,7.2,18.75,8,9,88.89,72,0,3.1,3.2,-0.1
Adonai Mitchell,IND,WR,5.8,2.9,8.9,19.28,6,6,100,71,0,2.7,4.2,-1.5
Trey McBride,ARI,TE,2.7,3.8,10.4,44.34,4,5,80,71,0,6.4,3,3.4
Courtland Sutton,DEN,WR,2.8,2.2,10.8,56.21,6,9,66.67,70,1,0.3,1.3,-0.9
Mark Andrews,BAL,TE,8.3,5,9.3,26.73,6,7,85.71,68,1,4.9,5.7,-0.7
Sam LaPorta,DET,TE,3.4,3.3,13.5,29.02,3,6,50,66,1,3.5,3.1,0.5
Travis Kelce,KC,TE,5.5,2.8,7.2,44,8,12,66.67,64,1,2.9,3.3,-0.4
Deebo Samuel Sr.,SF,WR,5.3,2.3,4.9,11.32,5,6,83.33,62,0,8.1,4.1,4
Amon-Ra St. Brown,DET,WR,8.8,3.6,3.8,10.99,6,8,75,60,1,5.8,5.1,0.7
Khalil Shakir,BUF,WR,7.8,3.5,7.4,26.68,6,9,66.67,58,0,8.5,7.7,0.8
Jaylen Waddle,MIA,WR,5.3,5.1,12,49.89,3,6,50,57,0,5.6,5.3,0.4
DeAndre Hopkins,KC,WR,4.4,2.7,8.4,21.3,4,5,80,56,0,5.2,4.7,0.6
Kyle Pitts,ATL,TE,2.5,3.6,11.5,15.89,4,6,66.67,55,0,4.1,3.8,0.3
Rashod Bateman,BAL,WR,6.2,2.5,12.2,39.9,6,8,75,54,1,1.4,2.4,-1
Marvin Harrison Jr.,ARI,WR,5.9,3.4,7.8,33.41,5,5,100,54,1,3.8,2.9,1
Jameson Williams,DET,WR,6.4,1.8,26,46.55,3,5,60,53,0,2.9,1.5,1.4
Josh Oliver,MIN,TE,5.2,2.5,13.2,22.77,4,6,66.67,52,0,3.5,4,-0.5
Wan'Dale Robinson,NYG,WR,7,3.2,8.2,24.05,5,8,62.5,51,0,3.9,3.1,0.8
Demario Douglas,NE,WR,9.5,6,1.4,3.2,4,5,80,50,0,12,12.2,-0.2
Malik Nabers,NYG,WR,7.9,1.9,11.3,41.37,6,10,60,50,0,0.5,1,-0.5
Justin Jefferson,MIN,WR,3.6,2.8,8.7,22.56,5,9,55.56,48,0,3.7,3.8,-0.2
Kayshon Boutte,NE,WR,4.9,2.1,19.1,52.27,4,6,66.67,47,0,3.3,3.3,-0.1
Keenan Allen,CHI,WR,6,2,6.2,22.54,5,6,83.33,44,0,3.5,3.6,-0.2
Tanner Hudson,CIN,TE,3.6,5.8,2.3,3.31,6,7,85.71,42,1,5.1,4.9,0.2
Jalen Coker,CAR,WR,6.9,2.1,10.9,49.85,3,8,37.5,41,0,4.4,4,0.4
Garrett Wilson,NYJ,WR,5,3.4,6.2,17.9,5,6,83.33,41,0,3.7,2.7,1
Evan Engram,JAX,TE,5.1,4.7,6.4,31.64,6,8,75,40,0,2.8,3.3,-0.5
Tank Dell,HOU,WR,7.2,3,9.7,32.55,5,9,55.56,39,0,3,3.3,-0.4
Theo Johnson,NYG,TE,7.9,2,8,17.69,4,6,66.67,37,0,1.4,1.2,0.2
Curtis Samuel,BUF,WR,7.8,1.9,7.6,24.47,4,8,50,35,0,2.4,2.8,-0.3
Cade Otton,TB,TE,5.4,2.1,3.7,19.69,5,8,62.5,35,0,3.7,3.2,0.5
Zay Flowers,BAL,WR,6.7,5.9,5,12.26,4,6,66.67,34,0,7,5.6,1.5
Davis Allen,LAR,TE,5.7,4.1,2.4,4.57,5,6,83.33,34,0,4.2,4.5,-0.4
Noah Brown,WAS,WR,4.4,2.1,10.7,30.33,3,7,42.86,33,0,1.9,3.2,-1.3
Davante Adams,NYJ,WR,5.8,3.1,7.2,44.87,6,13,46.15,31,0,2.7,3.2,-0.5
Zach Ertz,WAS,TE,5.2,3.9,4.8,15.38,4,8,50,31,0,2.1,3.6,-1.6
Mike Gesicki,CIN,TE,5.2,1.4,9.4,17.24,4,9,44.44,30,0,1.3,1.4,0
Will Dissly,LAC,TE,5,1.7,6.2,25.04,5,6,83.33,30,0,2.3,3.1,-0.9
Jordan Addison,MIN,WR,3.9,2.6,14.8,21.3,2,5,40,25,0,1,1.4,-0.5
DJ Moore,CHI,WR,6.1,2.5,6.2,22.79,3,6,50,24,0,4.2,6.7,-2.4
Jake Ferguson,DAL,TE,5.7,3.3,2.2,5.47,4,5,80,24,0,5.4,4.9,0.5
Dalton Kincaid,BUF,TE,5.6,5.1,5.4,10.77,2,5,40,24,0,10,5.6,4.4
Demarcus Robinson,LAR,WR,4.2,1.6,18.1,29.26,1,5,20,23,0,1.5,0.3,1.1
Rome Odunze,CHI,WR,3.8,2.9,10,36.54,3,6,50,23,0,4.4,6.7,-2.3
CeeDee Lamb,DAL,WR,6.8,2.7,6.2,30.6,6,10,60,21,0,2.3,3.5,-1.3
Calvin Austin III,PIT,WR,5.3,1.6,12.5,25.19,2,6,33.33,20,0,5.4,2.5,2.9
Jalen Tolbert,DAL,WR,7.8,1.1,12.6,31.1,3,5,60,14,0,-0.8,0.4,-1.2
Jermaine Burton,CIN,WR,4.5,1,18.1,18.36,1,5,20,11,0,2.5,1.7,0.8
