PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Cole Kmet,CHI,TE,6.2,6.5,5.9,25.17,5,5,100,70,2,9.4,11.8,-2.3
Kyle Pitts,ATL,TE,3.8,3.5,9.6,24,3,5,60,70,0,14.3,7.5,6.9
Zach Ertz,WAS,TE,8.1,4.1,10,18.43,4,5,80,68,0,5.5,7.8,-2.3
Josh Downs,IND,WR,2.3,3.7,3.2,9.52,7,9,77.78,66,1,5.4,5,0.3
Tyler Lockett,SEA,WR,5.4,2.4,12,21.75,4,8,50,65,1,4.8,4.6,0.2
Noah Fant,SEA,TE,4.9,7.1,4.5,6.12,6,6,100,63,0,6,6.6,-0.6
George Kittle,SF,TE,7.5,2.6,8.3,27.03,5,6,83.33,58,2,3.5,2.2,1.2
Noah Brown,WAS,WR,5.7,1.6,12.6,37.32,4,8,50,58,0,1.5,2.2,-0.7
Tank Dell,HOU,WR,6.7,2.5,7.9,27.22,7,9,77.78,57,1,3,3.5,-0.5
Darius Slayton,NYG,WR,4.3,2.4,9.3,41.05,6,11,54.55,57,0,3.4,3.1,0.3
DeAndre Hopkins,TEN,WR,6.2,3.8,13.2,32.28,4,6,66.67,54,0,2.2,3.2,-1.1
Courtland Sutton,DEN,WR,8.5,2.7,15.1,26.42,4,6,66.67,53,1,1.9,3,-1.1
George Pickens,PIT,WR,6.2,2.1,14.9,55.83,3,8,37.5,53,0,3,2.5,0.4
Jaxon Smith-Njigba,SEA,WR,5.4,3.1,10.4,21.29,5,9,55.56,53,0,5,3.3,1.7
Terry McLaurin,WAS,WR,4,1.6,13.3,34.32,6,7,85.71,53,2,0.2,1.3,-1.2
Dalton Kincaid,BUF,TE,7,3.8,3.8,13.54,6,7,85.71,51,0,7.1,5.5,1.5
Wan'Dale Robinson,NYG,WR,6.3,3.6,5.6,24.94,5,11,45.45,50,0,6.5,5.8,0.7
Ja'Tavion Sanders,CAR,TE,6.6,5.4,6,16.07,5,7,71.43,49,0,5.6,4.4,1.2
DK Metcalf,SEA,WR,4.4,1.4,16.4,40.99,3,11,27.27,48,0,10,8.3,1.8
Gabe Davis,JAX,WR,5.7,2.3,12.8,33.45,5,8,62.5,45,2,0.8,0.9,-0.1
Bub Means,NO,WR,5.5,2.8,9.4,26.29,5,8,62.5,45,1,-0.5,0.6,-1.1
Ladd McConkey,LAC,WR,5.9,2.6,11.9,35.46,4,8,50,43,0,3.1,3.1,0
Jalen Tolbert,DAL,WR,4.9,2.2,14.3,21.06,4,5,80,43,0,1.9,1.3,0.5
Amari Cooper,CLE,WR,5.4,3.5,6,28.64,4,6,66.67,42,0,3.8,4.1,-0.2
Hunter Henry,NE,TE,10,3.5,6.8,16.77,3,5,60,41,1,9.2,11.3,-2.1
Keenan Allen,CHI,WR,2.9,1.1,7.8,33.44,5,5,100,41,2,2,1.1,0.9
Christian Kirk,JAX,WR,6.7,3,10.7,20.83,3,6,50,39,0,8.8,6.9,1.9
Darnell Mooney,ATL,WR,8.2,6.1,6.8,16.84,3,5,60,38,0,7.3,8.6,-1.3
Calvin Austin III,PIT,WR,7.4,1.7,13.7,31.89,2,5,40,36,0,1.6,2.2,-0.6
Greg Dortch,ARI,WR,6.2,4.6,3.4,9.67,3,5,60,36,0,9.7,6.4,3.2
Michael Pittman,IND,WR,5.4,2.3,9.5,15.64,3,5,60,35,1,2.2,2.7,-0.5
Mike Evans,TB,WR,6.6,1.5,14,42.61,2,6,33.33,34,0,7,5,2
David Njoku,CLE,TE,6.6,3,2.1,11.95,5,7,71.43,31,0,5.4,4.2,1.2
Jayden Reed,GB,WR,8,6.4,-1.9,-5.73,6,6,100,28,1,6.7,7.9,-1.3
Olamide Zaccheaus,WAS,WR,9.7,4.8,5.5,12.09,4,6,66.67,27,0,3.1,3.6,-0.5
Dalton Schultz,HOU,TE,8,3.1,7.7,23.53,4,8,50,27,0,2.8,2.5,0.2
Brian Thomas Jr.,JAX,WR,6.8,2.4,11.9,23.31,3,6,50,27,0,6.2,5,1.2
Jauan Jennings,SF,WR,5.4,2.9,5.7,15.37,3,5,60,27,0,2.5,2.6,-0.1
Will Dissly,LAC,TE,4.2,2,1.2,2.22,4,5,80,26,0,6.8,6,0.8
Harrison Bryant,LV,TE,5,3.9,3.3,9.94,3,5,60,24,0,6.8,5,1.8
KaVontae Turpin,DAL,WR,4.9,2.6,7.3,15.13,4,7,57.14,24,0,2.9,5,-2.1
DJ Moore,CHI,WR,5.2,3.1,7.4,31.52,4,5,80,20,0,4.3,4.5,-0.2
Cade Otton,TB,TE,8.6,2.9,7.2,21.95,2,6,33.33,15,1,1.1,0.6,0.5
Calvin Ridley,TEN,WR,6.8,1.4,18.1,58.92,0,8,0,0,0,0,0,0
Jalen Brooks,DAL,WR,3.7,1.8,9.6,16.97,1,6,16.67,15,0,10.3,4.8,5.5
Rashid Shaheed,NO,WR,6.4,2.3,18,43.91,1,7,14.29,11,0,9.3,10.6,-1.3
