PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Jerry Jeudy,CLE,WR,6,3.5,15.1,39.93,9,13,69.23,235,1,11,11.3,-0.3
Brock Bowers,LV,TE,5.9,4,7.2,37.97,10,14,71.43,140,1,5.6,6.9,-1.3
Nico Collins,HOU,WR,5.5,4.1,7.4,29.71,8,11,72.73,119,0,7.3,5.9,1.3
Mike Evans,TB,WR,8.1,2.6,11.5,63.33,8,12,66.67,118,1,3.5,3.6,-0.1
Ladd McConkey,LAC,WR,5.9,2.4,8.5,62.63,9,12,75,117,0,4.2,3.9,0.4
Jonnu Smith,MIA,TE,6.1,4,6.4,23.32,10,11,90.91,113,0,4.2,3.7,0.5
Elijah Moore,CLE,WR,5.5,2.3,9.7,27.66,8,14,57.14,111,0,2.6,2.3,0.3
Parker Washington,JAX,WR,6.5,3.5,12.2,32.56,6,12,50,103,1,6.4,3.8,2.6
Courtland Sutton,DEN,WR,8.8,2.3,18.8,43.93,6,9,66.67,102,0,3.6,2.9,0.8
Justin Jefferson,MIN,WR,8.6,3.6,7.5,25.91,7,9,77.78,99,0,6.6,4.8,1.8
Adam Thielen,CAR,WR,5.3,3.8,10.6,26.6,8,10,80,99,1,3.4,3.4,0.1
Jakobi Meyers,LV,WR,4.4,2.4,11.9,49.32,6,11,54.55,97,0,5.4,3.3,2.1
DJ Moore,CHI,WR,3.1,2.9,10,39.29,8,16,50,97,1,5.4,5.5,-0.1
Trey McBride,ARI,TE,5.7,3.9,3.6,13.61,12,12,100,96,0,4.4,4.2,0.3
Ray-Ray McCloud,ATL,WR,8.3,2.1,6.6,13.83,4,6,66.67,95,0,16.3,4.6,11.7
DeAndre Hopkins,KC,WR,6.5,3,13.7,32.85,4,9,44.44,90,0,6.4,8.4,-2
Drake London,ATL,WR,7,1.5,11.8,65.79,9,16,56.25,86,0,4.2,3.3,0.9
Ja'Marr Chase,CIN,WR,4.9,4.6,8.9,31.98,6,9,66.67,86,1,9.7,5.1,4.5
Tyreek Hill,MIA,WR,7.3,3.3,12.3,36.74,6,9,66.67,83,1,3.6,4.1,-0.5
