PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Tucker Kraft,GB,TE,4.8,5.6,2.2,8.22,6,7,85.71,78,0,10,7,3
Tommy Tremble,CAR,TE,7.9,2.9,5.8,11.62,5,8,62.5,77,0,7.7,6.5,1.2
Brian Thomas Jr.,JAX,WR,5.7,2.3,20.6,45.96,4,10,40,76,1,13.7,5.2,8.5
Hunter Henry,NE,TE,6.6,3.8,6.8,32.28,7,9,77.78,75,0,4.9,4.5,0.4
Zay Flowers,BAL,WR,5.7,3.3,18.2,40.42,3,7,42.86,74,0,4.8,2,2.8
George Pickens,PIT,WR,4.5,3.2,11.5,37.21,3,6,50,74,1,14.2,6.8,7.3
Terry McLaurin,WAS,WR,5.9,3.8,7,33.22,8,8,100,73,2,2.3,3.2,-0.9
Keenan Allen,CHI,WR,5.2,2.4,13.1,25.67,5,8,62.5,73,2,3.2,2.3,0.9
Amon-Ra St. Brown,DET,WR,5,2.3,12.8,36.54,5,7,71.43,73,0,2.9,2.3,0.7
Malik Nabers,NYG,WR,7.3,3,6,38.11,8,13,61.54,69,0,3.2,3.5,-0.3
Tee Higgins,CIN,WR,5.7,2.5,9.4,37.57,5,10,50,69,1,4.3,3.5,0.8
Pat Freiermuth,PIT,TE,8.1,4.1,6.4,24.15,6,7,85.71,68,1,4.4,3.4,1.1
Travis Kelce,KC,TE,4.3,2.9,5.4,18.78,7,13,53.85,68,0,4.5,4.5,0
Mark Andrews,BAL,TE,2.9,3.4,9.9,21.96,6,7,85.71,67,1,2.2,2.1,0.1
A.J. Brown,PHI,WR,6.3,2.5,13.9,62.3,5,6,83.33,66,0,3.4,2.7,0.6
DK Metcalf,SEA,WR,4.7,1.9,12.5,58.95,4,9,44.44,66,0,3.4,5.4,-1.9
Davante Adams,NYJ,WR,4.5,2.4,12.6,47.25,5,12,41.67,66,1,4.4,4.7,-0.3
Dalton Schultz,HOU,TE,8.4,3.5,4.3,11.03,5,7,71.43,61,1,7.6,5.1,2.5
Nick Westbrook-Ikhine,TEN,WR,7.8,2.3,12.3,24.62,3,8,37.5,61,2,4.2,2.4,1.8
Marvin Harrison Jr.,ARI,WR,4.5,1.5,14.7,56.12,5,12,41.67,60,1,0.7,0.9,-0.3
Noah Gray,KC,TE,6.7,4.2,10,15.89,4,6,66.67,58,0,6.8,6.3,0.5
Puka Nacua,LAR,WR,5.9,2.7,5,20.33,5,8,62.5,56,1,8.9,8,0.9
Jauan Jennings,SF,WR,5.4,2.1,13,76.22,3,5,60,56,0,6.9,2.7,4.2
Michael Wilson,ARI,WR,6.3,1.7,11.9,26.42,5,7,71.43,55,0,1.6,1.4,0.2
Jordan Addison,MIN,WR,7.9,3.4,15.3,35.38,4,6,66.67,54,0,3.4,3.1,0.3
Theo Johnson,NYG,TE,7,8,4.7,11.44,5,5,100,54,0,6.1,4.7,1.5
Xavier Worthy,KC,WR,5.7,4.5,9.6,17.9,5,7,71.43,54,0,6.5,6.6,-0.2
KaVontae Turpin,DAL,WR,6.9,5.5,0.9,1.55,4,5,80,53,0,15.6,12.3,3.4
Mike Gesicki,CIN,TE,6.2,3.5,6.7,13.35,5,5,100,53,0,3.9,4.9,-1
Xavier Legette,CAR,WR,5,2.5,13,26.08,4,8,50,53,0,3.2,4.6,-1.4
David Njoku,CLE,TE,3,2.4,5.7,19.67,9,17,52.94,52,2,1.9,1.5,0.4
Calvin Ridley,TEN,WR,7.2,3.9,22.3,38.93,2,7,28.57,45,0,2.3,2.3,0
Mike Woods,CLE,WR,4.2,2.7,9.7,9.82,3,5,60,43,0,6.1,3.6,2.5
Michael Pittman,IND,WR,9.2,4.2,5.5,10.37,5,7,71.43,42,0,7,6.3,0.8
Sterling Shepard,TB,WR,7.2,2.6,6.3,20.03,4,7,57.14,42,0,8.5,4.1,4.4
Evan Engram,JAX,TE,8.1,2.8,3.3,6.59,7,9,77.78,41,0,3.2,2.4,0.8
Kayshon Boutte,NE,WR,6.6,1.5,8.4,26.6,3,6,50,41,0,7.1,3.3,3.8
Garrett Wilson,NYJ,WR,4.3,3.3,10.8,33.74,5,10,50,41,0,5.1,5.9,-0.8
David Moore,CAR,WR,7.2,2.8,12.7,28.64,5,9,55.56,40,0,1.7,2.3,-0.6
CeeDee Lamb,DAL,WR,7,3.4,7.1,14.8,2,6,33.33,39,0,9.5,1.1,8.4
Isaiah Likely,BAL,TE,5.8,5,9.8,24.85,5,8,62.5,38,1,2.8,2.7,0.1
Taysom Hill,NO,TE,7.6,3.2,4.6,13.01,5,7,71.43,37,0,3.2,2.9,0.3
Juwan Johnson,NO,TE,6.9,3.8,8.7,24.73,5,7,71.43,36,0,3.9,1.6,2.3
Dyami Brown,WAS,WR,7.2,6.2,6.8,20.24,4,5,80,35,0,10.2,7.9,2.3
Zach Ertz,WAS,TE,3.9,3.3,7.6,27.27,3,6,50,35,1,6.7,4.5,2.2
Luke Schoonmaker,DAL,TE,2.8,3.3,4.5,9.35,5,6,83.33,33,0,2.1,2.4,-0.3
Tyler Conklin,NYJ,TE,10.7,4.9,5.1,7.97,4,5,80,32,0,5.8,8.7,-2.9
Dontayvion Wicks,GB,WR,7.8,2.6,6.3,16.91,4,5,80,30,0,3.4,1.3,2
Khalil Shakir,BUF,WR,6.3,3.4,6.2,41.28,4,7,57.14,30,0,6.1,7,-0.9
Troy Franklin,DEN,WR,8.3,1.3,19.5,25.24,2,5,40,28,0,13.2,7.8,5.3
T.J. Hockenson,MIN,TE,6.8,4.1,6.9,16,3,6,50,28,0,4.5,2.1,2.5
Jameson Williams,DET,WR,6,4.4,6.6,18.91,5,7,71.43,28,0,4.4,2.8,1.6
Chig Okonkwo,TEN,TE,5.8,4.1,8.6,12.82,3,6,50,27,0,2.1,1.5,0.6
Rome Odunze,CHI,WR,3,3.6,18.2,26.7,2,6,33.33,25,0,0.9,5.3,-4.4
Jayden Reed,GB,WR,4.7,2.9,9.3,29.83,3,6,50,24,2,4.4,1,3.5
Darnell Mooney,ATL,WR,6.4,3.2,7.9,16.48,3,6,50,20,0,2,2.3,-0.3
Cade Otton,TB,TE,5.8,3.2,1,3.2,4,7,57.14,20,0,4.2,4.7,-0.5
Deebo Samuel Sr.,SF,WR,5.6,5.3,0.5,2.88,4,5,80,20,0,5.1,6.1,-1
Cooper Kupp,LAR,WR,8.5,1.6,8.3,25.12,3,6,50,17,0,0.4,0.7,-0.3
Alec Pierce,IND,WR,8.8,2,21.1,34.32,2,6,33.33,16,1,1.7,1.3,0.4
Brandin Cooks,DAL,WR,6.7,1,15.6,37.64,3,7,42.86,16,1,1.3,1.1,0.1
Darius Slayton,NYG,WR,6.6,1.6,18.2,53.7,2,6,33.33,8,0,0.5,0.8,-0.3
Sam LaPorta,DET,TE,5.6,1.8,9.1,22.2,3,6,50,6,2,0.3,0.2,0.1
