PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Amon-Ra St. Brown,DET,WR,6,2.9,9.4,39.94,11,11,100,161,2,5.5,4.8,0.6
Tee Higgins,CIN,WR,6.8,2.4,12.1,29.05,9,13,69.23,148,1,4.7,2.1,2.5
Jerry Jeudy,CLE,WR,5.4,2.3,14.9,32.89,6,11,54.55,142,1,12.2,6.7,5.5
Brock Bowers,LV,TE,8,3.5,3.6,39.91,13,16,81.25,126,1,6.1,4,2.1
Puka Nacua,LAR,WR,7,3,12.2,35.84,7,9,77.78,123,1,6.9,4.8,2.1
Ladd McConkey,LAC,WR,5.9,2.8,14.9,31.15,6,9,66.67,123,0,3.2,3.2,0
Nick Westbrook-Ikhine,TEN,WR,6.2,3,15.3,31.68,2,6,33.33,117,1,31.9,6.4,25.6
Jameson Williams,DET,WR,5.8,3.5,11.4,26.33,4,6,66.67,115,1,16.5,12.7,3.8
Jaxon Smith-Njigba,SEA,WR,7.3,3.8,8.3,36.19,10,11,90.91,110,0,3.1,4.4,-1.3
Cooper Kupp,LAR,WR,7,2.5,10.6,34.46,6,10,60,106,2,10.7,4.9,5.7
Jonnu Smith,MIA,TE,7.9,4.1,7,28.23,6,8,75,101,2,10,9,0.9
CeeDee Lamb,DAL,WR,7.3,2.8,7,26.54,8,12,66.67,93,0,4.9,3.9,1
Jauan Jennings,SF,WR,3.6,2.6,7.2,48.61,10,11,90.91,91,1,1.8,1.6,0.3
George Pickens,PIT,WR,6.2,1.7,11.3,75.12,8,12,66.67,89,0,3.6,2.3,1.2
Josh Downs,IND,WR,3.3,3.3,13.7,27.24,5,5,100,84,1,3.1,3.8,-0.7
Brian Thomas Jr.,JAX,WR,4.2,3.4,12.5,28.46,5,7,71.43,82,0,9.7,7.5,2.3
David Njoku,CLE,TE,8.2,5.1,2.4,4.3,9,9,100,81,0,6.6,4.7,1.9
Justin Jefferson,MIN,WR,7.4,2.1,9.6,25.86,6,8,75,81,0,3,1.9,1.1
Will Dissly,LAC,TE,8.8,3.2,9.3,12.9,4,6,66.67,80,1,6.9,3.6,3.3
Courtland Sutton,DEN,WR,8.1,4,9.6,66.02,7,8,87.5,78,0,2.7,2.3,0.4
Isaiah Likely,BAL,TE,6.6,5,8.7,14.73,4,5,80,75,0,11.8,8.3,3.5
Ja'Marr Chase,CIN,WR,5.6,2.1,11.9,28.36,7,13,53.85,75,2,4.5,4.3,0.2
Davante Adams,NYJ,WR,7.7,3.3,2.7,15.86,6,7,85.71,72,0,9.3,5.4,3.9
DK Metcalf,SEA,WR,7.7,1.6,12.2,43.32,7,9,77.78,70,0,0.1,0.8,-0.7
Kendrick Bourne,NE,WR,6.9,1.6,8.3,19.6,5,5,100,70,1,6.2,2,4.2
Khalil Shakir,BUF,WR,6.4,4.8,4.3,21.19,8,12,66.67,70,0,7,6.2,0.9
Devaughn Vele,DEN,WR,6.8,2.2,8.1,34.64,4,5,80,66,0,5.3,4.3,1
Elijah Moore,CLE,WR,6,2.7,19.7,31.67,6,8,75,66,1,1,1.6,-0.6
A.J. Brown,PHI,WR,7,3.5,9.2,51.62,5,8,62.5,65,0,4.3,3.5,0.7
Rome Odunze,CHI,WR,3.8,2.5,10.9,53.04,6,10,60,65,0,3.5,5.6,-2.1
Hunter Henry,NE,TE,4.6,1.5,6.6,28.09,6,9,66.67,63,0,2.7,2.2,0.5
DJ Moore,CHI,WR,7.9,3.7,0.9,3.23,7,7,100,62,0,7.9,6.7,1.2
Drake London,ATL,WR,7.9,1.4,13.1,41.41,3,7,42.86,61,0,4.3,3.7,0.6
Tyreek Hill,MIA,WR,7.8,3,8.4,34.05,7,8,87.5,61,1,1,2.5,-1.5
Jordan Addison,MIN,WR,6.4,2.5,16.2,43.37,3,8,37.5,61,1,10.1,7,3.1
Dallas Goedert,PHI,TE,4.7,5.1,6,20.89,5,5,100,61,0,6.3,8.1,-1.8
Xavier Worthy,KC,WR,3.9,4,14.3,34.07,4,5,80,61,1,7.1,5.5,1.7
Demario Douglas,NE,WR,7.2,4.1,6.2,20.41,5,7,71.43,59,0,9.5,5.4,4.2
Calvin Ridley,TEN,WR,7.7,2.9,23.5,48.71,4,6,66.67,58,0,-0.3,0.8,-1
Curtis Samuel,BUF,WR,4.4,5.3,4.7,11.43,5,6,83.33,58,1,6,5,1
Luke Schoonmaker,DAL,TE,6.2,1.7,8.2,25.77,6,10,60,56,0,2.5,1.1,1.4
Tank Dell,HOU,WR,5.8,2.8,9.4,37.83,4,7,57.14,54,0,3.9,5.5,-1.7
Nico Collins,HOU,WR,5.1,3.3,8.2,32.97,4,7,57.14,54,0,9.3,10.4,-1.1
Taysom Hill,NO,TE,5.7,3.9,2.5,11.65,8,10,80,50,0,4.2,4.2,-0.1
Quentin Johnston,LAC,WR,4.9,2,20.7,38.35,2,8,25,48,1,2.2,0.6,1.6
Zach Ertz,WAS,TE,6.3,3.4,4.8,29,6,7,85.71,47,1,2.8,3.4,-0.6
Cedric Tillman,CLE,WR,4.7,1.7,15.9,25.52,3,8,37.5,47,0,6.3,3.6,2.7
Ray-Ray McCloud,ATL,WR,8.8,4.6,2.3,6.31,6,6,100,46,0,5.3,5.1,0.2
Michael Pittman,IND,WR,5.7,3.3,11.8,37.62,5,8,62.5,46,0,2.8,2.6,0.1
Brevyn Spann-Ford,DAL,TE,8.4,5.6,4.2,6.65,4,5,80,42,0,8.9,9.4,-0.6
Keenan Allen,CHI,WR,6.7,3.2,8,31.17,4,8,50,41,0,2.9,3.7,-0.8
Dawson Knox,BUF,TE,7.3,3.5,10.3,25.27,4,6,66.67,40,0,3.1,4.4,-1.3
Zay Flowers,BAL,WR,4.4,3.3,13.8,27.89,2,6,33.33,39,1,9.7,8.1,1.6
Dalton Schultz,HOU,TE,7.7,2.5,3.9,15.64,5,7,71.43,33,0,2.9,3.7,-0.7
Kayshon Boutte,NE,WR,4.4,2.5,11.1,31.49,4,6,66.67,33,0,2.8,1.8,1
