PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Cedric Tillman,CLE,WR,6.1,2.8,10.9,16.75,4,5,80,55,0,4.1,1.7,2.4
CeeDee Lamb,DAL,WR,4.9,1.6,16.9,34.32,4,9,44.44,53,1,4.4,2.7,1.7
Jahan Dotson,WAS,WR,8.7,2.1,8.5,14.66,5,6,83.33,52,0,1.6,3.1,-1.5
T.J. Hockenson,MIN,TE,7.7,2.5,9,20.96,5,6,83.33,50,1,1.1,2.4,-1.4
Tank Dell,HOU,WR,7,2.9,15,37.89,5,8,62.5,50,1,1.3,1.6,-0.4
Diontae Johnson,PIT,WR,6.9,1.7,11.7,34.8,4,8,50,50,0,2.6,5.5,-2.8
Terry McLaurin,WAS,WR,4.3,1.9,12.5,39.5,4,11,36.36,50,0,2.5,2.5,0
Demario Douglas,NE,WR,9.6,3.5,3.5,25.28,6,9,66.67,49,0,9.4,7.3,2
Evan Engram,JAX,TE,7.1,3.3,6.6,16.61,5,8,62.5,49,0,3.8,2.1,1.7
DeAndre Hopkins,TEN,WR,5.7,2.2,13.1,30.16,3,5,60,49,0,4.4,4,0.4
Khalil Shakir,BUF,WR,5.3,3.5,7.1,8.94,3,5,60,47,0,4.1,5.4,-1.4
Sam LaPorta,DET,TE,4.3,4,8.9,21.43,5,8,62.5,47,1,3.6,6.1,-2.5
Chris Godwin,TB,WR,9.2,2.4,8.4,24.86,3,7,42.86,45,0,7.8,4.2,3.5
Juwan Johnson,NO,TE,5.2,1.6,7.3,16.89,4,7,57.14,45,0,2.9,2.5,0.4
Chigoziem Okonkwo,TEN,TE,3.4,4.4,5.9,13.58,4,5,80,45,0,5.5,6.2,-0.7
Elijah Moore,CLE,WR,7.4,2.3,15.6,43.17,3,9,33.33,44,0,2.7,2.6,0.1
Garrett Wilson,NYJ,WR,6.4,2.6,8.5,53.85,7,10,70,44,1,0.3,0.6,-0.3
Cole Kmet,CHI,TE,6.9,5.2,1.4,11.01,7,7,100,43,0,4.8,6.2,-1.4
Josh Downs,IND,WR,5.1,3.5,4.2,23.53,5,13,38.46,43,0,6.9,4.6,2.3
DeVante Parker,NE,WR,9,3.2,3.8,15.51,3,5,60,42,0,12.5,9.9,2.6
Nick Westbrook-Ikhine,TEN,WR,8.4,2.7,8.7,19.92,4,5,80,41,0,1.2,2.2,-1
Isaiah Likely,BAL,TE,7.5,4.8,0.5,1.48,4,6,66.67,40,0,10.8,7.5,3.3
Jordan Addison,MIN,WR,6.8,3,15.3,59.34,6,10,60,39,0,0.2,1.1,-0.9
Dalton Kincaid,BUF,TE,3.8,2.6,6.7,10.07,5,6,83.33,38,0,3.6,3.7,-0.2
A.J. Brown,PHI,WR,5.3,2.3,6.1,26.43,5,9,55.56,37,1,2.6,1.6,1
Odell Beckham,BAL,WR,5.8,2.6,10.6,27.73,3,5,60,34,0,4.1,3.5,0.6
Jayden Reed,GB,WR,4.1,3,7.4,19.92,4,8,50,34,1,4.1,3.8,0.2
Tyler Conklin,NYJ,TE,6.2,4.2,2.2,6.87,4,5,80,33,0,6.5,6.5,0
DK Metcalf,SEA,WR,6.4,1.8,17.2,54.12,3,9,33.33,32,0,4.8,4.4,0.4
Tyler Lockett,SEA,WR,8.7,2,13.1,22.81,3,5,60,30,0,0.5,1.6,-1.1
Tyler Higbee,LAR,TE,7.1,4.1,4.4,11.77,5,5,100,29,2,2.6,2.6,0
Alec Pierce,IND,WR,6.7,2.9,9.5,24.72,4,6,66.67,27,0,0.9,2,-1.1
Puka Nacua,LAR,WR,6.5,2.9,9.2,39.06,4,8,50,27,0,4.1,2.5,1.6
Greg Dortch,ARI,WR,5.7,2.1,10.5,25.86,3,9,33.33,27,1,1.6,2.4,-0.9
Wan'Dale Robinson,NYG,WR,8.8,4,2.4,6.63,4,5,80,26,0,4.2,3.8,0.3
Zay Flowers,BAL,WR,7.9,4.5,6.1,25.32,5,8,62.5,25,1,5.4,3.8,1.6
Tyler Boyd,CIN,WR,5.6,2.2,4.7,17.5,3,5,60,23,0,1.1,1.3,-0.2
Rashod Bateman,BAL,WR,5.9,2.3,9.3,24.3,2,5,40,21,0,3.6,2.6,1
Tyquan Thornton,NE,WR,8.2,3.6,3.3,13.39,2,5,40,19,0,8.8,6,2.9
George Kittle,SF,TE,3,2.8,10.9,21,3,5,60,19,0,3.7,3.5,0.2
Cooper Kupp,LAR,WR,10.5,3.9,5.7,15.09,3,5,60,18,0,4.2,4.6,-0.4
Tanner Hudson,CIN,TE,4.5,2.9,3.4,12.6,4,5,80,18,0,1.2,0.9,0.3
Trey Palmer,TB,WR,7.5,5.2,5.5,11.57,4,5,80,17,0,0.8,3.1,-2.2
Amari Cooper,CLE,WR,5.8,2.3,7.5,13.87,2,6,33.33,16,0,0.3,1,-0.8
Rashid Shaheed,NO,WR,7.3,3.2,4.4,7.24,2,5,40,9,0,2.8,11,-8.2
Jalen Guyton,LAC,WR,6.8,3.3,16,24.73,1,5,20,4,0,2.4,5.5,-3
