PLAYER NAME,TEAM,EFF,8+D%,TLOS,ATT,YDS,RYOE,AVG,RYOE/ATT,ROE%,TD
James Cook,BUF,2.83,32,2.57,25,179,74,7.2,2.95,60,1
Kyren Williams,LAR,2.88,3.7,2.6,27,152,39,5.6,1.45,48.1,1
Ty Chandler,MIN,2.94,17.39,2.95,23,132,23,5.7,0.99,47.8,1
Devin Singletary,HOU,3.45,11.54,2.58,26,121,17,4.7,0.73,39.1,0
Christian McCaffrey,SF,3.12,11.11,2.76,18,115,24,6.4,1.31,38.9,1
Jahmyr Gibbs,DET,2.83,--,2.89,11,100,44,9.1,4,54.5,1
Rachaad White,TB,3.13,33.33,2.55,21,89,15,4.2,0.7,42.9,0
Trey Sermon,IND,3.01,47.06,2.52,17,88,9,5.2,0.52,47.1,0
Chuba Hubbard,CAR,3.79,9.09,3.03,22,87,25,4,1.12,36.4,0
James Conner,ARI,2.93,--,2.78,14,86,32,6.1,2.27,42.9,1
Kenneth Walker,SEA,4.36,5.26,2.97,19,86,11,4.5,0.59,36.8,1
David Montgomery,DET,3.19,11.76,2.5,17,85,-6,5,-0.36,47.1,0
D'Andre Swift,PHI,3.83,5.56,3.01,18,74,-6,4.1,-0.34,35.3,0
Tyler Goodson,IND,2.67,45.45,2.65,11,69,22,6.3,1.99,36.4,0
Zamir White,LV,3.39,11.76,2.64,17,69,17,4.1,1.02,58.8,1
Alvin Kamara,NO,4.34,25,2.69,16,66,-11,4.1,-0.7,37.5,0
Gus Edwards,BAL,4.26,68.75,2.78,16,58,8,3.6,0.55,50,1
Aaron Jones,GB,3.68,23.08,2.32,13,53,-1,4.1,-0.09,30.8,0
Tony Pollard,DAL,2.95,--,2.26,11,52,-3,4.7,-0.3,30,0
Isaiah Spiller,LAC,4.84,--,3.15,16,50,-16,3.1,-0.99,31.3,0
Joe Mixon,CIN,3.08,30,2.73,10,47,16,4.7,1.64,70,1
Tyler Allgeier,ATL,4.24,21.43,2.93,14,45,-13,3.2,-0.95,42.9,0
Raheem Mostert,MIA,7.6,46.67,3.41,15,42,-5,2.8,-0.34,20,2
Jaylen Warren,PIT,4.01,10,2.82,10,40,-8,4,-0.86,33.3,0
Clyde Edwards-Helaire,KC,4.91,--,2.79,13,37,-6,2.8,-0.5,15.4,0
Chris Rodriguez,WAS,4.08,30,2.6,10,35,6,3.5,0.57,50,0
Najee Harris,PIT,4.87,8.33,2.82,12,33,-13,2.8,-1.06,25,0
Travis Etienne,JAX,5.33,10,3.17,10,31,-11,3.1,-1.13,50,0
Javonte Williams,DEN,5.66,8.33,3.29,12,27,-19,2.3,-1.62,16.7,0
Ezekiel Elliott,NE,6.12,18.18,2.96,11,25,-7,2.3,-0.67,27.3,0
Derrick Henry,TEN,20.55,6.25,2.98,16,9,-23,0.6,-1.42,18.8,0
