PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Tucker Kraft,GB,TE,5.3,3.9,4,12.07,4,6,66.67,60,0,10.6,7.7,2.9
Tommy Tremble,CAR,TE,6.5,3.6,9,15.85,4,6,66.67,59,0,9.7,6.3,3.4
Tyler Boyd,CIN,WR,5.2,2.7,8.2,20.8,5,7,71.43,59,0,6.4,2.9,3.6
Rashee Rice,KC,WR,4.8,2.9,7.3,50.27,6,12,50,57,0,5.7,4.4,1.3
DK Metcalf,SEA,WR,6.8,1.7,9.5,22.06,4,6,66.67,56,1,5.2,2.3,2.9
Durham Smythe,MIA,TE,4.3,4.5,5.9,8.48,5,5,100,56,0,5.3,4.3,1
Cooper Kupp,LAR,WR,7.9,3.6,5.2,21.12,6,12,50,52,0,5.9,7.1,-1.2
Terry McLaurin,WAS,WR,5.1,3.8,3,8.68,3,5,60,50,0,13.4,9.1,4.3
Juwan Johnson,NO,TE,3.7,1.9,9.9,18.4,4,7,57.14,48,1,4.9,3.9,1
Josh Palmer,LAC,WR,8.5,3.1,6.9,21.75,5,8,62.5,47,0,2.9,3.4,-0.5
Brandon Johnson,DEN,WR,6.8,2.9,13.9,21.37,3,5,60,47,1,7.1,3.7,3.4
Deebo Samuel,SF,WR,6.6,4.2,6,24.53,4,12,33.33,47,0,3.9,4.7,-0.8
Greg Dortch,ARI,WR,6.4,4.2,10.8,26.13,2,5,40,45,1,19.8,11.6,8.2
Jake Ferguson,DAL,TE,4.5,2.3,2.1,8.31,4,8,50,45,0,7.9,7.5,0.4
Bo Melton,GB,WR,8.7,2.3,11.6,34.68,4,6,66.67,44,0,1.8,1.2,0.6
Jerry Jeudy,DEN,WR,7.1,2,21.6,33.17,3,5,60,44,0,4.8,3.2,1.6
Travis Kelce,KC,TE,6.5,5,-0.8,-3.15,5,7,71.43,44,0,10.5,8.2,2.3
David Njoku,CLE,TE,5,3.2,6.5,13.19,6,9,66.67,44,1,3,3.6,-0.6
Jameson Williams,DET,WR,8.9,5.1,5.4,19.81,5,6,83.33,43,0,4.4,4.3,0.1
Daniel Bellinger,NYG,TE,6.3,5.2,5.7,12.26,4,5,80,43,0,4.6,3.7,0.9
Trey Palmer,TB,WR,7.1,2.3,5.3,13.24,4,6,66.67,42,0,5.6,2.7,2.9
Gerald Everett,LAC,TE,5.7,5.5,2.6,8.07,7,8,87.5,42,0,3.8,4,-0.2
Cedrick Wilson,MIA,WR,5.3,2.5,10.1,14.41,3,5,60,42,0,4.3,2.7,1.5
Jakobi Meyers,LV,WR,5.1,2.9,13,46.38,3,5,60,42,0,8.5,8.6,-0.2
Josh Downs,IND,WR,5.7,2.4,8.5,22.63,6,9,66.67,39,0,3.5,4.3,-0.8
Noah Brown,HOU,WR,7,3.8,13.4,28.15,3,7,42.86,38,0,3.5,2.4,1.1
Logan Thomas,WAS,TE,9.8,2.2,5.3,18.24,5,6,83.33,36,1,1.2,1.1,0.1
Andrei Iosivas,CIN,WR,7.5,3,10.4,30.16,4,8,50,36,0,-0.3,0.5,-0.8
Tyler Conklin,NYJ,TE,6.4,4.3,3.8,17.71,4,7,57.14,36,0,8.6,9.5,-1
Jonnu Smith,ATL,TE,8.2,3.6,2.7,9.84,4,6,66.67,32,0,7.6,7,0.6
Tim Jones,JAX,WR,6.2,2.9,14.1,17.47,3,5,60,32,0,1.8,1.4,0.4
Darren Waller,NYG,TE,5.4,1.8,10.2,21.89,2,5,40,32,0,3.3,1.7,1.5
Trey McBride,ARI,TE,3.9,3.4,4.8,18.69,6,8,75,31,0,2.3,4.1,-1.8
Alec Pierce,IND,WR,5.2,1.4,15.8,32.54,3,7,42.86,30,0,-0.2,1.8,-2
Stefon Diggs,BUF,WR,5.1,2.3,13.5,42.95,5,8,62.5,29,0,1.8,3.3,-1.5
Quentin Johnston,LAC,WR,4.9,2.6,21.8,42.95,2,5,40,29,0,3.4,1.4,2
Lucas Krull,DEN,TE,5.9,3.6,5.3,8.2,4,5,80,28,1,5.3,5.4,-0.1
Justin Watson,KC,WR,6,2.2,10.8,30.82,3,5,60,27,1,2.2,10.1,-8
Stephen Sullivan,CAR,TE,4.9,1.7,8.3,12.19,3,5,60,21,0,0.8,1.2,-0.5
D.J. Moore,CHI,WR,9.3,2.5,11.3,25.24,3,6,50,18,0,1,1.3,-0.3
Nico Collins,HOU,WR,5.5,1.5,8.7,15.65,4,6,66.67,18,1,2.4,1.3,1.2
Wan'Dale Robinson,NYG,WR,6.1,3.5,9.5,28.52,3,7,42.86,16,0,8.2,7.5,0.8
Curtis Samuel,WAS,WR,5,2.9,3.3,11.46,1,6,16.67,16,0,19.6,8.2,11.4
Diontae Johnson,PIT,WR,7.2,2.9,13.6,28.1,2,5,40,15,0,1.1,1.3,-0.2
John Bates,WAS,TE,6.8,4.4,1.2,3.33,3,5,60,14,0,3.9,3.3,0.6
Robert Woods,HOU,WR,6.3,2.1,9.5,17.13,2,6,33.33,14,0,5.3,3.9,1.4
Davante Adams,LV,WR,4.9,1.7,10.8,46.19,1,6,16.67,4,0,0.1,1.7,-1.7
