PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
CeeDee Lamb,DAL,WR,4.7,3,14.3,52.88,11,16,68.75,191,0,5.2,5.6,-0.4
Noah Brown,HOU,WR,5.6,3.1,11.7,16.44,6,6,100,153,1,13.8,6.3,7.5
Amari Cooper,CLE,WR,5.6,2.4,21.7,55.03,5,5,100,139,1,6.6,3.4,3.2
Dalton Schultz,HOU,TE,7.3,4.6,6.7,17.31,10,11,90.91,130,1,7.4,7.5,-0.1
Nathaniel Dell,HOU,WR,7,2.9,21.4,54.95,6,11,54.55,114,2,1,0.9,0
Tee Higgins,CIN,WR,4.6,2.7,9.9,31.03,8,9,88.89,110,0,4.5,2.8,1.6
Jonnu Smith,ATL,TE,7.8,6.3,1.7,3.24,5,6,83.33,100,1,21.1,6.9,14.2
Jake Ferguson,DAL,TE,3.6,2.7,8.4,19.51,7,10,70,91,1,6.1,2.7,3.4
Diontae Johnson,PIT,WR,7.3,4.2,7.4,51.25,7,9,77.78,90,1,5.8,6,-0.2
Mike Evans,TB,WR,6.8,1.8,16.1,30.77,4,5,80,87,0,2.6,2.5,0.1
Stefon Diggs,BUF,WR,5.4,2.6,7.6,23.41,6,7,85.71,86,1,6.9,2.5,4.3
Darnell Mooney,CHI,WR,6.1,5.3,4.2,13.23,5,6,83.33,82,0,13.9,10.2,3.8
Dalton Kincaid,BUF,TE,7.8,4.2,3.9,19.11,10,11,90.91,81,0,4.9,3.9,1
Garrett Wilson,NYJ,WR,6.7,3.7,12.8,47.4,7,13,53.85,80,0,3.3,3.4,-0.2
Mark Andrews,BAL,TE,5.2,3.2,6.4,23.49,9,10,90,80,0,3.4,3.8,-0.4
Keenan Allen,LAC,WR,6.4,2.9,7.4,43.61,8,9,88.89,77,0,2.7,3.4,-0.6
Terry McLaurin,WAS,WR,5.9,4.2,10.2,17.43,5,7,71.43,73,0,9,7,1.9
Jahan Dotson,WAS,WR,5.6,3.1,14.9,29.13,4,8,50,69,1,1.9,1.7,0.2
T.J. Hockenson,MIN,TE,5.1,2.2,5.6,35.81,7,12,58.33,69,0,5.6,3.1,2.5
Kyle Philips,TEN,WR,7.4,3.4,13.7,18.33,4,5,80,68,0,3,4.5,-1.5
Cade Otton,TB,TE,5.3,3.7,8.5,29.31,6,9,66.67,67,2,5,5.2,-0.2
A.J. Brown,PHI,WR,7.8,3.2,11.9,56.31,7,9,77.78,66,1,3.9,3.4,0.5
Tyler Conklin,NYJ,TE,7.2,3.2,8.1,13.87,6,6,100,66,0,2.9,2.9,-0.1
Michael Pittman,IND,WR,8.6,2.9,5,35.87,8,8,100,64,0,3,3.2,-0.3
Jaxon Smith-Njigba,SEA,WR,6.7,3.4,6.3,19.05,6,7,85.71,63,0,4.1,5.6,-1.5
Tyreek Hill,MIA,WR,5.6,2.7,7.2,26.21,8,10,80,62,0,3.6,3.6,0
KhaDarel Hodge,ATL,WR,6.1,3.5,21.2,39.47,3,6,50,60,0,6.4,3.1,3.3
DeAndre Hopkins,TEN,WR,3.5,2.9,13.1,38.38,4,11,36.36,60,0,8.3,7,1.4
Darius Slayton,NYG,WR,9.9,4.1,9.4,23.06,4,7,57.14,59,0,8.4,5.7,2.7
Kyle Pitts,ATL,TE,5.1,2.5,10.3,15.99,4,5,80,56,0,4.3,3.9,0.5
Odell Beckham,BAL,WR,4.2,2.1,10.6,27.28,5,7,71.43,56,1,2.2,2.2,0.1
Tyler Boyd,CIN,WR,4.2,2.2,13.5,23.41,3,5,60,56,0,5,3.5,1.6
Demario Douglas,NE,WR,5.8,1.2,6.4,12.5,5,7,71.43,55,0,6.4,6.2,0.2
Cole Kmet,CHI,TE,5.7,2.9,6.4,26.75,6,8,75,55,2,4.1,4.8,-0.6
Nico Collins,HOU,WR,4.4,4.2,9.8,11.4,3,5,60,54,1,9.6,7.8,1.9
Jordan Addison,MIN,WR,7.7,3.5,10.1,37.86,5,7,71.43,52,0,1,3.3,-2.3
JuJu Smith-Schuster,NE,WR,7.6,2.3,4.9,9.58,6,7,85.71,51,0,4.5,4.9,-0.5
Jalen Tolbert,DAL,WR,5.4,2.3,17.3,19.96,3,5,60,49,1,2.8,2.4,0.4
Cooper Kupp,LAR,WR,4.7,2.4,17.4,50.51,2,7,28.57,48,0,8.6,3.8,4.8
Chris Olave,NO,WR,5.7,3,7.5,47.51,6,8,75,46,1,1.7,6,-4.3
Tanner Hudson,CIN,TE,7.5,3,5.1,8.88,4,5,80,45,0,4.3,3.1,1.2
D.J. Moore,CHI,WR,5.5,3.5,19.2,50.51,3,5,60,44,0,3.8,4.8,-1
Jaylen Waddle,MIA,WR,3.7,1.9,14.8,32.38,3,6,50,42,0,3.7,4.6,-0.9
Ja'Marr Chase,CIN,WR,4,2.4,12.6,35.02,4,8,50,41,0,4.9,5,0
Hunter Henry,NE,TE,5.3,1.6,10.2,19.89,4,7,57.14,39,1,1.5,1.5,0.1
Jakobi Meyers,LV,WR,3.8,2.5,8.9,23.3,2,5,40,38,0,12.9,11.5,1.4
Wan'Dale Robinson,NYG,WR,10.3,4.8,7.2,12.64,4,5,80,35,1,4.2,3.6,0.5
Davante Adams,LV,WR,5.4,2.2,9.9,36.54,4,7,57.14,34,0,4.4,2.9,1.6
Puka Nacua,LAR,WR,6.8,1.6,5.4,15.82,3,7,42.86,32,0,1.8,1.1,0.7
Tyler Lockett,SEA,WR,6.2,1.7,12.1,41.45,3,8,37.5,32,0,-0.1,0.8,-0.9
Cedrick Wilson,MIA,WR,5.7,1.6,19,34.61,1,5,20,31,1,--,--,--
Logan Thomas,WAS,TE,4.9,3.8,5,7.38,4,6,66.67,31,0,5.9,5.4,0.5
Adam Thielen,CAR,WR,7.2,3.4,5,17.51,5,6,83.33,29,0,2,2.6,-0.6
Juwan Johnson,NO,TE,5.9,3.8,5.9,23.28,5,5,100,29,1,1.8,2.2,-0.4
Stephen Sullivan,CAR,TE,7.2,5,6.2,18.06,4,5,80,28,0,-0.2,1,-1.2
Rashod Bateman,BAL,WR,6,0.9,20.2,36.92,3,5,60,28,0,-0.4,0.4,-0.8
David Njoku,CLE,TE,5.1,4,1.1,3.27,4,6,66.67,26,1,5.9,4.8,1.1
Marquise Brown,ARI,WR,4.5,3,5,70.87,4,8,50,24,0,1.9,5.1,-3.2
Jamison Crowder,WAS,WR,5.8,2.3,8,11.69,4,6,66.67,23,0,2.4,2.4,0
Trey McBride,ARI,TE,7,3.8,5.2,46.27,3,5,60,22,0,3.7,3,0.8
Jalin Hyatt,NYG,WR,8.4,2.4,28.9,50.6,2,5,40,19,0,1.4,2.9,-1.4
Allen Lazard,NYJ,WR,6.7,2.4,9.4,16.09,2,6,33.33,18,0,3.9,3.3,0.6
Chris Godwin,TB,WR,7.6,3.1,8.4,19.33,2,6,33.33,16,0,6.8,7.5,-0.6
Justin Watson,KC,WR,8.7,2.1,15.7,47.86,2,5,40,15,0,2.1,3,-1
Tutu Atwell,LAR,WR,8.3,2.7,8.6,24.88,4,7,57.14,13,0,0.7,1.3,-0.6
Jalen Reagor,NE,WR,4.6,1.8,18.6,30.95,1,6,16.67,11,0,4.4,4.5,-0.2
C.J. Uzomah,NYJ,TE,3.9,3.7,5.3,7.59,2,5,40,11,0,0.7,5.2,-4.5
George Pickens,PIT,WR,6.3,2.3,4.4,16.86,2,5,40,-1,0,0.1,5.1,-5
