PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
CeeDee Lamb,DAL,WR,4.9,2.5,7.8,36.48,13,17,76.47,227,1,9.5,5.7,3.8
D.J. Moore,CHI,WR,5.5,2.7,12.7,61.17,9,13,69.23,159,1,6.3,5.7,0.5
David Njoku,CLE,TE,3.6,4,5.9,25.44,6,8,75,134,0,17.6,10.8,6.8
George Pickens,PIT,WR,5.4,1.9,12.5,66.68,7,9,77.78,131,0,5.7,3.1,2.6
Rashee Rice,KC,WR,7,5.1,7,27.18,5,6,83.33,127,0,18.2,13.2,4.9
Davante Adams,LV,WR,5.9,2.9,10.9,58.52,13,21,61.9,126,2,1,2.3,-1.4
Puka Nacua,LAR,WR,8.2,3.2,4.5,20.47,5,8,62.5,118,0,21.5,4.9,16.5
Brandon Aiyuk,SF,WR,5.8,3.4,14.3,58.04,7,8,87.5,114,1,2.7,2.3,0.4
Darius Slayton,NYG,WR,7.6,1.8,18.6,34.75,4,6,66.67,106,1,10,4.7,5.3
DK Metcalf,SEA,WR,5.5,2.9,10.3,34,5,8,62.5,106,0,9.5,7.6,1.9
Bo Melton,GB,WR,6.8,4.5,13.4,34,6,9,66.67,105,1,2.1,3.3,-1.2
Alex Erickson,LAC,WR,8.3,2.8,11.4,31.79,7,8,87.5,98,0,3.6,2.7,0.9
Demarcus Robinson,LAR,WR,5.3,3.5,10.1,57.22,6,10,60,92,0,5.5,6.7,-1.1
Amon-Ra St. Brown,DET,WR,8.5,3.4,9.4,31.78,6,8,75,90,1,5.5,5,0.5
Juwan Johnson,NO,TE,4,3.2,7.4,53.33,8,12,66.67,90,1,5.6,4.8,0.9
Jayden Reed,GB,WR,8.6,3.4,17,38.31,6,8,75,89,2,7.4,3.9,3.5
Dalton Kincaid,BUF,TE,5,3.3,18.5,40.76,4,7,57.14,87,0,9.6,10.9,-1.3
Sam LaPorta,DET,TE,6.6,2.9,8.1,41,7,12,58.33,84,0,4.7,3.8,0.9
Trey Palmer,TB,WR,5.1,1.7,19.7,35.35,4,5,80,84,1,4.1,9.5,-5.4
Greg Dortch,ARI,WR,6.5,3,6.5,35.47,7,7,100,82,0,5.2,2.1,3.1
Chris Godwin,TB,WR,7.3,2.4,15,27.06,3,5,60,81,1,8.8,5.3,3.4
Nico Collins,HOU,WR,6.9,3.7,7.5,36.07,7,8,87.5,80,0,5.3,2.6,2.7
Tyreek Hill,MIA,WR,5.3,2.3,8.7,38.92,6,12,50,76,0,2.6,3.9,-1.3
DeAndre Hopkins,TEN,WR,5.7,3.3,6.6,26.54,7,7,100,72,0,3.7,3.3,0.3
Tyler Higbee,LAR,TE,6.3,5.1,1.3,5.24,6,7,85.71,62,0,9.6,7,2.5
Elijah Moore,CLE,WR,7.3,3.2,6.5,20.96,5,6,83.33,61,1,4.6,2.8,1.8
Terry McLaurin,WAS,WR,6.4,1.6,10.5,51.69,4,6,66.67,61,1,6.9,5.6,1.3
Evan Engram,JAX,TE,6.7,2.1,4.3,16.01,6,6,100,60,0,5.7,5.7,0
Brandin Cooks,DAL,WR,5.1,2.8,20,43.8,5,8,62.5,60,1,1.2,1.3,-0.1
Justin Jefferson,MIN,WR,7.9,2,13.5,55.5,5,10,50,59,0,1.3,2,-0.7
Noah Fant,SEA,TE,6.4,5.3,8.7,21.5,5,6,83.33,59,0,4.7,4.2,0.5
Jakobi Meyers,LV,WR,7.8,3.7,6.8,17.34,6,10,60,56,0,3.3,4.4,-1.1
Drake London,ATL,WR,6.4,2.2,11.2,33.75,4,10,40,56,0,2.4,2,0.3
Wan'Dale Robinson,NYG,WR,9.2,3.2,4,11.2,6,9,66.67,55,0,5.5,3.1,2.4
Jerry Jeudy,DEN,WR,8.6,5.1,6.8,20.73,3,6,50,54,0,13.3,9.1,4.2
Rashod Bateman,BAL,WR,4.4,2.4,14.4,35.01,4,6,66.67,54,0,3.3,2.7,0.6
A.J. Brown,PHI,WR,7.6,2.7,10.4,17.85,4,5,80,53,0,4.4,3.8,0.6
Darren Waller,NYG,TE,9.2,5.7,6.4,11.89,5,6,83.33,51,0,6.1,5.1,1.1
Garrett Wilson,NYJ,WR,4.8,2.1,8.5,54.01,5,10,50,50,0,2.1,3.3,-1.3
Trey McBride,ARI,TE,5,3.6,0.8,4.19,6,7,85.71,48,0,6.3,5.2,1.1
Tucker Kraft,GB,TE,4,4.4,1.4,2.4,6,6,100,48,0,6.6,4,2.6
Dallas Goedert,PHI,TE,5.5,3.6,7.7,15.87,5,6,83.33,47,1,4.8,3,1.8
Michael Pittman,IND,WR,8.2,3.4,5.6,25.74,5,7,71.43,46,0,6.1,8.8,-2.7
Tyler Conklin,NYJ,TE,7.1,3.2,6.5,20.57,5,5,100,45,0,2.5,2.6,-0.1
Ja'Marr Chase,CIN,WR,4.2,2.7,11.8,35.96,3,7,42.86,41,0,2.1,2.3,-0.2
Calvin Ridley,JAX,WR,5.2,1.4,9.7,48.1,4,8,50,39,0,1.8,0.5,1.3
Johnny Mundt,MIN,TE,3.7,4.7,2.9,8.29,4,7,57.14,39,1,5.8,4.8,0.9
Adam Thielen,CAR,WR,9.2,4.8,3.5,9,6,6,100,38,0,2.8,3.5,-0.7
Tanner Hudson,CIN,TE,7,2.2,6.2,18.8,3,7,42.86,38,0,8,7.6,0.4
Deebo Samuel,SF,WR,7.3,2.9,1.6,4.87,5,6,83.33,37,1,6.7,3.9,2.8
Tre Tucker,LV,WR,6.5,1.7,19.2,24.53,2,5,40,36,0,-0.1,0.4,-0.6
Mike Gesicki,NE,TE,7.7,3.2,5.4,16.75,4,6,66.67,35,0,4.1,4.3,-0.2
Michael Wilson,ARI,WR,5.6,2.3,7.1,32.95,4,6,66.67,35,1,3,2.3,0.7
Jake Ferguson,DAL,TE,12.8,5,8.7,14.27,4,6,66.67,33,0,5.6,5.1,0.5
Xavier Gipson,NYJ,WR,6.6,4.4,1.7,7.47,4,7,57.14,33,0,8.2,11.7,-3.5
Gerald Everett,LAC,TE,5.5,3.3,4.8,14.99,4,9,44.44,31,0,8.1,4.8,3.3
Demario Douglas,NE,WR,5,3.5,13.1,33.81,3,5,60,31,0,7.4,5.5,1.9
DeVonta Smith,PHI,WR,7.5,1.9,19.2,33.06,3,5,60,30,0,2.8,2.5,0.3
Quentin Johnston,LAC,WR,4.8,2.8,10.8,22.73,3,6,50,29,0,0.8,0.7,0.1
Jordan Addison,MIN,WR,6.1,2.2,12.7,26.15,3,5,60,28,0,2,1.8,0.2
Romeo Doubs,GB,WR,5.7,2.3,12.5,21.14,3,6,50,28,0,1.5,1.3,0.3
Brandon Johnson,DEN,WR,6.8,1.4,6.3,18.99,4,6,66.67,27,0,1,1.8,-0.9
Cooper Kupp,LAR,WR,6,2.2,7,23.55,4,6,66.67,27,1,3,2,1
Stefon Diggs,BUF,WR,7.2,4.4,14.2,31.4,4,7,57.14,26,0,3.4,3.5,-0.1
Chris Olave,NO,WR,5.8,2.9,6.4,22.97,3,6,50,26,0,2.4,4,-1.6
