PLAYER NAME,TEAM,TT,CAY,IAY,AYD,AGG%,LCAD,AYTS,ATT,YDS,TD,INT,RATE,COMP%,xCOMP%,+/-
Justin Fields,CHI,3.25,6.8,8.4,-1.6,17.1,46.2,-1.1,35,335,4,1,132.7,80,61.9,18.1
Josh Allen,BUF,2.81,7.2,8.2,-1,8,40.6,-0.5,25,320,4,0,158.3,84,69.8,14.2
Matthew Stafford,LAR,2.82,7.4,7.4,0,15,35,-1.5,40,319,1,1,89.5,67.5,63.5,4
Jalen Hurts,PHI,2.75,7.7,11,-3.3,10.8,45.7,2.2,37,319,2,0,112.3,67.6,56.5,11.1
C.J. Stroud,HOU,2.83,8.6,8.7,-0.1,16.7,33.4,0.5,30,306,2,0,111.3,53.3,53.5,-0.2
Sam Howell,WAS,2.78,5.3,9.4,-4.1,24.4,30.7,2.1,41,290,1,0,98.6,70.7,59.4,11.3
Brock Purdy,SF,2.67,8.6,8.4,0.3,19,46.8,-1.3,21,283,1,0,134.6,95.2,67.3,28
Tua Tagovailoa,MIA,2.46,5.9,6.1,-0.2,5.7,32.8,-3.8,35,282,1,1,92.8,71.4,70.7,0.7
Joshua Dobbs,ARI,2.68,6.7,8.1,-1.4,14.6,43.3,-0.8,41,265,2,0,102.2,68.3,66.5,1.8
Dak Prescott,DAL,2.43,5.5,6.3,-0.9,11.8,38.7,-1.5,34,261,1,0,108.5,82.4,71.7,10.7
Baker Mayfield,TB,2.91,4.6,5.7,-1.1,9.4,37.3,-2.6,32,246,3,1,116.9,78.1,61.7,16.4
Jordan Love,GB,3.11,8.2,9.2,-1,22.2,52.6,-1.2,36,246,1,2,69.9,63.9,58.4,5.4
Zach Wilson,NYJ,2.88,6.6,8.2,-1.5,25.6,49,-0.8,39,245,2,0,105.2,71.8,61.3,10.5
Ryan Tannehill,TEN,2.64,7.7,11.7,-4,12,50.5,2.5,25,240,1,1,98.8,72,66.2,5.8
Aidan O'Connell,LV,2.91,4.2,6.2,-2,17.9,30.5,-3.5,39,238,0,1,68.1,61.5,66.5,-5
Russell Wilson,DEN,2.99,4.1,6.7,-2.5,10.7,44.5,-3.2,28,223,3,0,133.5,75,65.8,9.2
Jared Goff,DET,2.74,5.5,6.3,-0.7,10.7,31.7,-3.3,28,210,1,1,86.9,67.9,69.8,-1.9
Trevor Lawrence,JAX,2.34,5.5,6.2,-0.7,--,42.3,-1.6,30,207,1,0,105.8,76.7,74.1,2.5
Bryce Young,CAR,2.46,2.4,3.4,-1,3.1,25,-5.8,32,204,0,0,93.2,78.1,77.6,0.6
Daniel Jones,NYG,2.66,2.4,3,-0.6,2.9,28.6,-6.9,34,203,0,2,67,79.4,73.8,5.6
Patrick Mahomes,KC,3.12,3.5,7,-3.5,13.3,29.8,-1,30,203,1,2,63.6,60,69.7,-9.7
Anthony Richardson,IND,2.92,12.6,12.4,0.2,20,44.6,3.2,25,200,2,0,98.8,44,57.3,-13.3
Desmond Ridder,ATL,2.46,5.1,8.8,-3.8,25.8,31.5,-0.8,31,191,1,2,62.7,61.3,61.6,-0.3
Lamar Jackson,BAL,3.19,6.8,6.9,-0.1,15.8,49.1,-4.1,19,186,2,0,142.5,78.9,57.7,21.3
Justin Herbert,LAC,3.38,6.1,12,-5.9,16.7,49.8,2.7,24,167,1,1,72.7,54.2,58.5,-4.3
Joe Burrow,CIN,2.25,2.4,4.1,-1.7,10,28.8,-3.7,30,165,0,0,80.6,66.7,67.4,-0.8
Mac Jones,NE,3.18,7.2,6.1,1.1,19,34.9,-2.5,21,150,0,2,39.9,57.1,67.7,-10.6
Kirk Cousins,MIN,2.93,8,8.6,-0.6,15.8,45.4,2.4,19,139,2,2,80.7,63.2,60.6,2.6
Derek Carr,NO,2.71,0.4,6.9,-6.5,5.4,28.1,-2.6,37,127,0,0,68.2,62.2,74.3,-12.2
Dorian Thompson-Robinson,CLE,3.18,3.9,9.1,-5.2,13.9,30.8,-0.8,36,121,0,3,25.3,52.8,60.9,-8.2
Kenny Pickett,PIT,3.18,2.5,6.5,-4,30.4,31.1,-3.8,23,114,0,1,59,65.2,57.2,8
Geno Smith,SEA,3.16,4.4,4.3,0.1,15,30.7,-6.1,20,110,1,0,95.8,65,69.7,-4.7
