PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Kyle Pitts,ATL,TE,5.8,2.4,11,25.79,28,48,58.33,333,1,3.1,3.1,0
Curtis Samuel,WAS,WR,7.3,3.7,6.8,13.02,35,43,81.4,332,2,3.9,4,0
Jonnu Smith,ATL,TE,6.2,3.5,6.8,12.03,29,36,80.56,322,1,5.8,5,0.9
Cole Kmet,CHI,TE,7.2,4.5,5.8,14.74,35,42,83.33,319,3,4.2,3.8,0.4
Cooper Kupp,LAR,WR,6,2.4,9.3,15.51,21,38,55.26,316,1,5.4,4.1,1.3
Jayden Reed,GB,WR,5.7,2.8,13.1,22.44,20,37,54.05,314,3,5.3,4.7,0.6
Deebo Samuel,SF,WR,7.1,3.4,8,14.44,20,32,62.5,302,1,8.2,4.8,3.4
David Njoku,CLE,TE,4.8,3.5,4.8,9.15,28,39,71.79,293,1,8.6,5.8,2.8
Jahan Dotson,WAS,WR,7.2,2.7,9.4,20.42,30,49,61.22,291,2,2.4,2.9,-0.6
Tyler Higbee,LAR,TE,5.6,3.1,6.7,12.36,26,42,61.9,286,0,4.4,5,-0.6
Logan Thomas,WAS,TE,6,3.5,6.8,12.12,29,40,72.5,280,3,4.6,4,0.6
Romeo Doubs,GB,WR,5.6,2.9,11.6,27.57,27,51,52.94,276,5,2.7,3,-0.3
Trey McBride,ARI,TE,4.5,3,6.8,11.74,25,35,71.43,265,1,4.9,3.7,1.2
Dalton Kincaid,BUF,TE,5.7,3.9,4.2,6.08,30,34,88.24,258,1,4.5,4.1,0.3
Darius Slayton,NYG,WR,5.4,2.2,13.6,30.52,19,34,55.88,257,0,4.4,3.6,0.8
Elijah Moore,CLE,WR,7.2,4.3,8.5,19.96,27,48,56.25,256,0,4,4.7,-0.7
Allen Lazard,NYJ,WR,6.4,2.4,12.8,23.7,17,29,58.62,255,1,2.6,2,0.6
Mike Williams,LAC,WR,6.3,2.8,11.2,14.44,19,26,73.08,249,1,7.1,5.2,1.9
Tyler Boyd,CIN,WR,6.3,2.9,6.1,16.72,33,44,75,244,2,3.1,3.1,0
Alec Pierce,IND,WR,6.2,2.4,13.9,20.3,17,30,56.67,243,0,3,2.9,0.2
Hunter Henry,NE,TE,6.2,2.6,8.6,14.21,23,34,67.65,238,2,2.7,2.6,0.2
Jake Ferguson,DAL,TE,5.2,3.3,4.9,10.07,25,33,75.76,237,2,5.3,3.9,1.4
Kalif Raymond,DET,WR,6.1,4.3,8.8,10.93,18,23,78.26,231,1,5.9,4.5,1.4
Robert Woods,HOU,WR,6.7,2.5,9.8,22.39,22,43,51.16,227,1,2.8,3,-0.2
Tyler Conklin,NYJ,TE,5.6,3.2,6.9,12.83,20,29,68.97,227,0,5.5,4.3,1.2
Darnell Mooney,CHI,WR,5.8,3.2,11.9,20.07,15,28,53.57,225,1,4.8,4.1,0.6
Michael Gallup,DAL,WR,6.5,2.6,10.4,22.49,20,35,57.14,224,0,4.6,3.9,0.6
Demario Douglas,NE,WR,7.3,3.2,9.7,14.06,19,30,63.33,222,0,5.8,6.3,-0.4
D.J. Chark,CAR,WR,5.9,2.6,14.5,26.78,15,31,48.39,220,2,3.2,2.9,0.3
Dalton Schultz,HOU,TE,5.7,2.9,7.8,16.27,23,39,58.97,220,3,3.9,3.4,0.4
Tee Higgins,CIN,WR,5.9,2.2,11.8,30.89,19,42,45.24,218,2,4,3,1
Diontae Johnson,PIT,WR,7.7,2.7,12.6,18.27,16,26,61.54,212,0,4.2,3.5,0.8
Mack Hollins,ATL,WR,7.4,3.6,13.4,17.1,14,26,53.85,211,0,3.1,3.2,-0.1
Jaxon Smith-Njigba,SEA,WR,7.1,3.9,4.6,9.56,23,36,63.89,209,2,6.1,6,0.1
Nick Westbrook-Ikhine,TEN,WR,6.6,2.9,10.7,15.06,17,25,68,201,3,4.7,4.6,0.1
Luke Musgrave,GB,TE,5.6,4.7,6.1,8.79,24,31,77.42,198,0,4.9,4.8,0
Jonathan Mingo,CAR,WR,5.1,2.2,9.9,20.16,19,34,55.88,195,0,3,4.1,-1.1
Braxton Berrios,MIA,WR,5.4,3.1,8.2,9.64,20,25,80,194,1,3.4,3.6,-0.2
Zach Ertz,ARI,TE,6.5,2.9,7.1,15.23,27,43,62.79,187,1,1.9,2.1,-0.3
Christian Watson,GB,WR,7.1,3.4,16.4,18.31,11,24,45.83,176,1,6.9,2.5,4.4
Cade Otton,TB,TE,5.6,3.1,5.5,8.23,22,29,75.86,174,1,3.8,3.2,0.5
Kylen Granson,IND,TE,6.3,3.5,7.6,9.63,16,26,61.54,170,1,4.6,5.1,-0.5
Skyy Moore,KC,WR,6.2,3.3,10.2,13.3,14,27,51.85,168,1,4.4,4.8,-0.5
Wan'Dale Robinson,NYG,WR,6.1,3.9,3.2,5.89,23,28,82.14,163,0,4.2,4.4,-0.2
Calvin Austin,PIT,WR,7.8,2.8,11.1,14.83,14,24,58.33,162,1,5,4.8,0.2
Odell Beckham,BAL,WR,5.1,2.6,11.3,16.51,14,26,53.85,162,0,3.3,4.2,-0.8
Mike Gesicki,NE,TE,5.6,3.3,8.7,10.57,19,25,76,160,1,3.4,3.9,-0.6
Brandin Cooks,DAL,WR,7.3,2.3,12.4,20.07,16,27,59.26,158,2,1.2,1.8,-0.7
DeVante Parker,NE,WR,4.9,1.9,10.3,12.53,15,25,60,158,0,3.4,3.5,-0.1
Gerald Everett,LAC,TE,6.2,4,3.9,4.42,19,23,82.61,149,2,4.8,4.5,0.3
Chigoziem Okonkwo,TEN,TE,6.6,3.2,6.9,12.48,21,32,65.63,145,0,3.3,4.2,-0.9
Allen Robinson,PIT,WR,6.8,2.7,7.4,11.59,18,28,64.29,144,0,1.9,1.8,0.1
Van Jefferson,ATL,WR,6.1,2,16.7,17.56,12,24,50,137,0,0.8,1.9,-1.1
Rondale Moore,ARI,WR,7.5,4.4,2.2,3.44,19,31,61.29,123,0,5.3,5.7,-0.4
Terrace Marshall,CAR,WR,6.5,3,8.1,13.54,17,28,60.71,123,0,2.4,3,-0.6
Hayden Hurst,CAR,TE,7.5,2.7,7,10,14,24,58.33,116,1,3.2,3,0.2
Trey Palmer,TB,WR,6.5,3.1,10.9,13.54,12,24,50,116,2,1.6,1.7,-0.1
Kadarius Toney,KC,WR,6.9,3.9,2.7,3.47,19,27,70.37,109,1,5.2,6.3,-1.1
Dawson Knox,BUF,TE,4.7,3.8,7.7,9.25,15,28,53.57,102,1,4.2,3.9,0.3
JuJu Smith-Schuster,NE,WR,7.7,2.8,5.5,6.91,15,26,57.69,89,1,2.2,3.8,-1.6
Parris Campbell,NYG,WR,6.2,3.8,3.9,5.94,16,23,69.57,85,0,2.6,3.3,-0.7
