PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Keenan Allen,LAC,WR,7,4.8,5.9,39.12,18,20,90,215,0,5.8,4.8,1
Davante Adams,LV,WR,4.7,3,11.5,52.68,13,20,65,172,2,3.1,2.8,0.3
Tyreek Hill,MIA,WR,5.7,3.5,11.3,66.83,9,11,81.82,157,1,6.4,6.5,-0.1
Justin Jefferson,MIN,WR,6.7,2.4,12.1,40.37,7,13,53.85,149,1,9.8,4.9,4.9
Nathaniel Dell,HOU,WR,5.8,4.1,18,50.24,5,7,71.43,145,1,10.5,7.7,2.8
Adam Thielen,CAR,WR,4.9,2.9,9.4,29.7,11,14,78.57,145,1,4.1,4.8,-0.7
Ja'Marr Chase,CIN,WR,6.1,4,9.6,45.67,12,15,80,141,0,4.7,4.3,0.4
A.J. Brown,PHI,WR,6.6,2.8,9,38.78,9,14,64.29,131,0,8.1,4.4,3.8
Deebo Samuel,SF,WR,7.3,3.6,6.9,50.28,6,12,50,129,1,13.3,4.4,9
Mike Williams,LAC,WR,7.2,3.3,10.1,26.9,7,8,87.5,121,1,10.8,7.6,3.2
Amari Cooper,CLE,WR,5.1,2,17.5,63.5,7,8,87.5,116,1,1.6,1.5,0.1
DK Metcalf,SEA,WR,7.5,2.9,15,36.47,6,8,75,112,0,5,3,2.1
Stefon Diggs,BUF,WR,6.6,2.9,11,39.75,8,12,66.67,111,0,2.4,4.1,-1.6
Chris Olave,NO,WR,4.9,2.5,9.6,36.4,8,11,72.73,104,0,4.3,4.7,-0.4
Amon-Ra St. Brown,DET,WR,4.2,3.3,8,34.94,9,12,75,102,0,4.5,4.2,0.2
Michael Gallup,DAL,WR,6.4,2.6,10.1,34.89,6,7,85.71,92,0,7.3,3.7,3.6
Courtland Sutton,DEN,WR,7.7,4.2,11.2,30.97,8,11,72.73,91,1,5,6.1,-1.2
George Kittle,SF,TE,5.3,3.6,7.3,39.76,7,9,77.78,90,0,7,3.3,3.7
D.J. Chark,CAR,WR,5.2,2.5,16.4,40.92,4,11,36.36,86,1,6.7,3.3,3.4
Jakobi Meyers,LV,WR,8,2,12.3,33.88,7,12,58.33,85,0,2,1.9,0
Sam LaPorta,DET,TE,5.5,4.6,7.1,28.61,8,11,72.73,84,1,3,2.9,0.1
Jerry Jeudy,DEN,WR,7.4,2.1,16.9,29.66,5,7,71.43,81,0,2.6,3.7,-1.1
T.J. Hockenson,MIN,TE,7.2,3.8,7.2,20.47,8,11,72.73,78,0,3,3.7,-0.7
Michael Pittman,IND,WR,4.7,2.7,4.9,17.13,9,11,81.82,77,0,4.4,6.5,-2.1
George Pickens,PIT,WR,3.4,2.5,8.4,22.45,4,6,66.67,75,0,9.7,10.1,-0.4
Marvin Mims,DEN,WR,7.3,3.2,23.1,28.98,3,5,60,73,0,8.4,8.2,0.2
Romeo Doubs,GB,WR,3.4,1.8,13.9,32.92,5,12,41.67,73,1,2,3.3,-1.3
Puka Nacua,LAR,WR,6.5,3.1,9.9,21.98,5,7,71.43,72,0,2.3,2.4,-0.2
Calvin Austin,PIT,WR,4.8,2.8,14.2,37.92,2,6,33.33,72,1,18.9,16.3,2.7
Tyler Higbee,LAR,TE,4.5,3.1,9.1,14.34,5,5,100,71,0,5.1,4.8,0.3
Travis Kelce,KC,TE,5.8,4.5,8.4,25.22,7,8,87.5,69,1,3.2,3.2,-0.1
Evan Engram,JAX,TE,6.9,4.1,2.1,6.38,7,8,87.5,67,0,7.5,8.4,-0.9
Josh Palmer,LAC,WR,9.3,3.2,14.2,33.19,4,7,57.14,66,1,4.6,4.6,0
Jayden Reed,GB,WR,3.8,2.4,13.7,18.9,3,7,42.86,63,0,4.5,3,1.4
Marquise Brown,ARI,WR,5.7,2.6,11.3,63.75,5,7,71.43,61,1,1.3,1.1,0.2
Mike Evans,TB,WR,6.4,1.8,15,55.51,5,10,50,60,1,3.3,2.9,0.3
Rashee Rice,KC,WR,5.1,3.6,6.1,15.99,5,7,71.43,59,0,6.3,4.8,1.5
Josh Downs,IND,WR,6.8,3.2,5.5,20.89,8,12,66.67,57,0,3.6,3.7,-0.1
Kalif Raymond,DET,WR,3.1,3,15.5,33.95,4,6,66.67,55,0,1.9,2,-0.1
Christian Kirk,JAX,WR,7.1,2.4,13.9,31.86,4,6,66.67,54,1,0.2,0.8,-0.5
CeeDee Lamb,DAL,WR,6.8,3,9.4,32.4,4,7,57.14,53,0,4.4,3.5,0.9
Jordan Addison,MIN,WR,9.2,2.7,10,20.57,6,8,75,52,0,1,1,0
Michael Thomas,NO,WR,7.5,1.8,6.9,21.41,6,9,66.67,50,0,1.9,2.4,-0.5
Tutu Atwell,LAR,WR,6.9,3.2,13.1,37.12,4,9,44.44,50,1,5.4,6.2,-0.8
Jamal Agnew,JAX,WR,8.3,2.4,10.6,20.25,4,5,80,49,0,2.6,4.6,-2
Elijah Moore,CLE,WR,8,5.9,0.9,3.85,9,9,100,49,0,4.9,7.2,-2.3
Luke Musgrave,GB,TE,5.9,4.4,8.9,14.01,6,8,75,49,0,4.2,3.3,0.9
Garrett Wilson,NYJ,WR,7.5,3.7,5.4,23.26,5,9,55.56,48,0,5.1,5.5,-0.4
Zay Flowers,BAL,WR,6.5,3.5,3.7,21.44,8,10,80,48,0,2.3,2.5,-0.2
Jake Ferguson,DAL,TE,4.7,3.5,4,13.92,5,7,71.43,48,0,6.7,3.9,2.8
DeAndre Hopkins,TEN,WR,3.7,2.3,13.9,43.67,3,7,42.86,48,0,4.3,4.8,-0.5
Kendrick Bourne,NE,WR,5.2,2.9,10.4,19.08,4,5,80,46,0,4.7,2.4,2.3
Dontayvion Wicks,GB,WR,4.2,3,9,10.64,4,6,66.67,45,0,2.4,2.3,0
Alec Pierce,IND,WR,4.9,1.6,21.3,47.35,3,7,42.86,43,0,2.3,2.5,-0.2
Skyy Moore,KC,WR,5.3,3,9.6,21.81,4,6,66.67,42,0,1.9,2.8,-0.9
Dallas Goedert,PHI,TE,8.7,2.5,4.7,10.15,5,7,71.43,41,0,3.1,2.2,0.9
Noah Fant,SEA,TE,7.5,4.1,6.4,9.74,4,5,80,41,0,3.6,4,-0.4
Kyle Pitts,ATL,TE,5.7,2.5,11,34.91,5,9,55.56,41,0,1.9,2.2,-0.3
Terry McLaurin,WAS,WR,3.3,1.9,7,18.78,6,6,100,41,0,-0.1,0.6,-0.8
D.J. Moore,CHI,WR,3.3,1.3,21.2,42.97,3,6,50,41,1,3.3,2.4,0.9
Calvin Ridley,JAX,WR,6,2.4,14.1,37.71,3,7,42.86,40,0,2,4.4,-2.4
Allen Lazard,NYJ,WR,5.7,1.4,12.6,30.26,3,5,60,39,0,0.6,1,-0.4
Tyler Boyd,CIN,WR,3.8,2.3,6.4,18.23,5,9,55.56,39,0,4.5,3.2,1.3
Jonnu Smith,ATL,TE,6.6,3.5,7,19.76,5,8,62.5,37,0,2.1,3.4,-1.3
Mark Andrews,BAL,TE,6.6,2.8,6.1,17.87,4,5,80,35,0,3,4.9,-1.8
