PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Terrace Marshall,CAR,WR,6,2.8,8.1,14.58,5,8,62.5,35,0,1.2,1.5,-0.2
Cole Turner,WAS,TE,5,1.9,9.1,28.71,4,7,57.14,35,0,1.2,2.3,-1.1
Tyler Lockett,SEA,WR,7.5,3.3,15.5,32.96,3,7,42.86,34,0,6.2,7.2,-1
Robert Woods,HOU,WR,6.8,2.1,12,28.7,3,6,50,34,0,0.6,1.4,-0.8
Chris Godwin,TB,WR,7.1,2.8,11.6,21.5,3,5,60,32,0,4.8,3.7,1.1
Darius Slayton,NYG,WR,4.2,1.3,11.6,37.6,3,6,50,32,0,1,1,0
Drake London,ATL,WR,2.7,1,9.5,20.16,2,6,33.33,31,0,1.9,7.6,-5.6
Gerald Everett,LAC,TE,6.8,3.6,0.9,1.78,6,6,100,30,0,4.1,4.9,-0.8
DeVonta Smith,PHI,WR,9.3,4.3,11.8,18.23,4,5,80,28,0,2.3,4.6,-2.3
Tyler Conklin,NYJ,TE,5,4.5,7.1,16.95,3,5,60,26,0,3.5,4.2,-0.7
Parris Campbell,NYG,WR,4.5,4.2,3.5,11.45,6,6,100,24,0,0.5,1.6,-1.2
Wan'Dale Robinson,NYG,WR,5.7,3.4,3.6,9.81,4,5,80,21,0,2.9,3,-0.1
Tee Higgins,CIN,WR,5.4,2.3,10.6,26.94,2,8,25,21,0,5.3,4.7,0.6
Jonathan Mingo,CAR,WR,4.5,1.9,6.9,9.34,3,6,50,21,0,2.2,2.3,-0.1
Darren Waller,NYG,TE,5.1,2.2,8.6,32.41,3,7,42.86,20,0,2.3,1.8,0.4
Hunter Henry,NE,TE,10.3,1.6,6,10.98,2,5,40,17,0,2.9,2.7,0.2
Brandin Cooks,DAL,WR,7.9,2.4,9.2,27.16,2,7,28.57,17,0,1.8,3,-1.2
Rondale Moore,ARI,WR,8,4.8,2,9.5,4,6,66.67,8,0,4.9,4.6,0.3
Treylon Burks,TEN,WR,7.4,2.3,17.3,46.61,1,6,16.67,5,0,6.4,4.4,2
