PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Chris Godwin,TB,WR,7.3,4.1,8,42.02,10,12,83.33,155,0,7.4,6.4,1
Jaylen Waddle,MIA,WR,7.5,4,8.6,91.18,8,9,88.89,142,1,9.2,5.6,3.6
Terry McLaurin,WAS,WR,4.8,2,19.4,64.03,6,12,50,141,1,4.5,3.2,1.2
Amon-Ra St. Brown,DET,WR,7.2,3.3,8.3,25.75,7,9,77.78,112,1,8.9,5.4,3.5
Cooper Kupp,LAR,WR,8.3,6.3,6.7,29.68,8,8,100,111,1,7.2,5.8,1.3
Jordan Addison,MIN,WR,5.8,3.6,9.3,22.93,6,6,100,111,2,9.6,2.8,6.7
Amari Cooper,CLE,WR,7.9,1.5,14.7,32.43,4,8,50,109,1,9.1,2,7.1
David Njoku,CLE,TE,6.7,3,5.8,22.46,10,14,71.43,104,1,5.8,3.7,2.1
Trey McBride,ARI,TE,6.8,5.4,5.6,24.34,10,11,90.91,102,0,5,5,0
Davante Adams,LV,WR,7.4,2.8,8.6,34.91,8,12,66.67,101,1,5.3,3.7,1.5
Dontayvion Wicks,GB,WR,7.9,3.6,8.3,25.21,6,7,85.71,97,0,7.8,4.6,3.2
Rashee Rice,KC,WR,8.1,5.6,3.3,14.72,9,9,100,91,1,6.4,5.6,0.8
Justin Jefferson,MIN,WR,6.5,2.1,13.3,54.73,7,10,70,84,0,0.6,1.2,-0.6
Noah Brown,HOU,WR,7.3,2.2,11.6,45.51,8,11,72.73,82,1,2.6,2,0.6
Michael Pittman,IND,WR,6.3,3.5,10.6,26.98,4,5,80,78,0,9.4,9.9,-0.6
DK Metcalf,SEA,WR,5,2.4,9.7,25.49,5,6,83.33,78,0,5,8.5,-3.5
Jerry Jeudy,DEN,WR,5.8,3.8,11.5,29.03,3,7,42.86,74,0,16.6,15,1.6
Courtland Sutton,DEN,WR,5.3,4.6,9.1,19.69,5,6,83.33,71,0,5.3,2.9,2.3
Isaiah Likely,BAL,TE,3.9,4.8,6.2,19.32,5,6,83.33,70,1,5.4,5.5,-0.1
Hunter Henry,NE,TE,4.6,2.7,7.4,47.67,7,9,77.78,66,1,2.1,2.4,-0.3
T.J. Hockenson,MIN,TE,6.7,3.9,6.4,18.35,6,7,85.71,63,0,4.1,4.7,-0.5
Darius Slayton,NYG,WR,6.6,2.7,12,47.29,4,8,50,63,0,7.6,5.5,2.1
Diontae Johnson,PIT,WR,7.4,3.8,13.9,33.92,4,6,66.67,62,1,1,0.8,0.2
Tee Higgins,CIN,WR,7.6,1.7,21.4,51.86,4,8,50,61,2,0.2,0.8,-0.6
Zay Jones,JAX,WR,4.8,1.9,17,33.14,5,8,62.5,59,0,2.8,2.6,0.2
Dalton Schultz,HOU,TE,3.4,3,12.3,22,4,5,80,58,0,2.1,1.2,0.9
Mike Evans,TB,WR,5.2,2.1,11,28.87,4,6,66.67,57,1,2,1.5,0.5
Tucker Kraft,GB,TE,4.1,3.1,5.1,13.34,4,6,66.67,57,1,7.7,8.7,-1
A.J. Brown,PHI,WR,6.6,2.4,13.7,44.46,5,10,50,56,0,3,1.4,1.5
Sam LaPorta,DET,TE,5.8,3,9,18.61,5,6,83.33,56,3,5.3,3.7,1.6
Tyler Boyd,CIN,WR,9.5,7.1,3,4.47,2,5,40,53,0,17.3,6.4,11
CeeDee Lamb,DAL,WR,5.7,1.8,8.5,39.01,7,10,70,53,0,2,1.9,0.2
Jayden Reed,GB,WR,6.2,4,8,27.8,6,8,75,52,1,3.9,5.3,-1.4
D.J. Moore,CHI,WR,5.5,2.4,16.6,31.65,4,8,50,52,0,0.9,2.3,-1.4
Cedric Tillman,CLE,WR,5.2,2.2,9.4,20.75,4,8,50,52,0,5.5,4.2,1.3
DeVonta Smith,PHI,WR,7.2,2.7,8.8,14.29,5,5,100,50,0,1.2,1.4,-0.2
Puka Nacua,LAR,WR,5.9,3.7,3.1,13.9,5,8,62.5,50,0,6.1,6,0.1
Tanner Hudson,CIN,TE,5,3.9,7.3,10.98,5,5,100,49,0,2.5,2.9,-0.4
Stefon Diggs,BUF,WR,6.7,3.4,5.6,26.87,4,5,80,48,0,6,6.4,-0.3
Deebo Samuel,SF,WR,5.7,3,10.7,22.22,4,7,57.14,48,2,1.9,2.4,-0.5
Jameson Williams,DET,WR,7,3.4,16.1,38.89,4,7,57.14,47,0,3.7,3.7,0
George Pickens,PIT,WR,5.7,2.5,19.2,54.47,3,7,42.86,47,0,3.6,2.5,1.1
Jake Ferguson,DAL,TE,6.1,2.9,4.2,15.42,6,8,75,44,0,3.6,2.2,1.4
DeVante Parker,NE,WR,6,2.2,5.5,19.8,5,5,100,44,0,3.3,3.1,0.2
Adam Thielen,CAR,WR,3.3,2.2,7.2,28.21,4,7,57.14,43,0,3.6,4,-0.3
Gerald Everett,LAC,TE,7,2.5,2.8,16.1,5,8,62.5,41,0,7.3,7.8,-0.6
Curtis Samuel,WAS,WR,6,1.9,7.9,19.63,5,9,55.56,41,2,1.6,2.1,-0.5
Darren Waller,NYG,TE,7,4,5,14.83,4,6,66.67,40,0,7,5.7,1.3
Michael Mayer,LV,TE,6.7,4.5,3.3,5.57,4,5,80,39,1,5.4,4,1.4
Calvin Ridley,JAX,WR,6.6,2.1,12.8,37.26,5,12,41.67,39,0,0.6,2.5,-1.9
Rashod Bateman,BAL,WR,6.2,2.8,12.9,40.34,3,6,50,39,0,2.2,2.5,-0.3
Brandon Aiyuk,SF,WR,7.1,2.4,17.9,26.5,3,5,60,37,0,3.7,3.1,0.6
Tyler Higbee,LAR,TE,10.6,3.7,7,19.24,4,5,80,36,0,3,2.9,0.1
Demario Douglas,NE,WR,4.3,3.7,7.3,26.15,3,5,60,33,0,9,9.5,-0.4
Jonathan Mingo,CAR,WR,6.8,3.5,12.6,34.95,4,5,80,32,0,0.6,2.3,-1.8
Lynn Bowden,NO,WR,7.9,7.1,6.7,16.87,3,5,60,31,0,5.3,4.4,0.9
Robert Woods,HOU,WR,9.1,3.4,10.5,18.68,3,5,60,30,0,4,3.3,0.7
Dallas Goedert,PHI,TE,7.8,2.2,5.6,16.36,4,9,44.44,30,0,3.5,3.5,0
Xavier Gipson,NYJ,WR,4.2,2.1,14,28.8,2,6,33.33,29,0,5.6,3.1,2.5
Travis Kelce,KC,TE,7.7,2.6,5.6,19.85,5,7,71.43,28,0,5.5,6,-0.5
Evan Engram,JAX,TE,6.4,2.3,5.7,8.25,4,6,66.67,28,0,3.6,2,1.6
Cole Kmet,CHI,TE,6.9,3.9,4.9,8.1,5,7,71.43,23,1,3.2,3.7,-0.5
Allen Lazard,NYJ,WR,8,1.2,11.4,23.42,3,6,50,21,0,-0.3,0.4,-0.7
DeAndre Hopkins,TEN,WR,6.3,1.3,21.8,52.37,2,9,22.22,21,0,1.2,2.4,-1.2
Tyler Lockett,SEA,WR,6.3,3,12.9,50.9,3,9,33.33,21,0,1.1,2.3,-1.2
Tyler Conklin,NYJ,TE,4.5,3.4,6,14.49,4,7,57.14,18,0,0.8,1.7,-0.9
Noah Fant,SEA,TE,5.3,2.8,4.4,9.54,3,5,60,16,0,0.4,0.9,-0.5
Darnell Mooney,CHI,WR,5.3,1.7,12.3,23.45,2,8,25,14,0,2,2.3,-0.3
Alec Pierce,IND,WR,6.3,2.3,11.8,29.8,1,5,20,13,0,0.7,1.9,-1.2
Foster Moreau,NO,TE,5.3,3.3,2.2,5.42,3,5,60,13,0,2.8,4.2,-1.4
Parker Washington,JAX,WR,5.1,2.4,6.4,9.31,4,6,66.67,12,0,2.3,3.8,-1.5
Brandin Cooks,DAL,WR,6.8,2.7,14.3,39.58,2,6,33.33,10,0,3.9,2.4,1.5
