PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Travis Kelce,KC,TE,8.4,3.9,9.8,40.01,12,13,92.31,179,1,6.1,5.8,0.3
A.J. Brown,PHI,WR,7.8,1.9,10.6,68.35,10,15,66.67,137,1,3.4,1.6,1.8
Josh Downs,IND,WR,6.8,4,14,44.18,5,6,83.33,125,1,13.4,6.9,6.5
Jordan Addison,MIN,WR,6.3,3,9.9,37.86,7,10,70,123,2,8.1,3.4,4.7
Amon-Ra St. Brown,DET,WR,6.1,2.3,6.1,33.65,13,19,68.42,102,0,2.4,3.5,-1
T.J. Hockenson,MIN,TE,6.3,3.1,4.1,18.65,11,12,91.67,86,0,3.8,3.5,0.3
Marquez Valdes-Scantling,KC,WR,7.5,2.7,13.4,21,3,5,60,84,1,12,9.6,2.4
Michael Pittman,IND,WR,7.1,2.8,11.6,30.41,2,5,40,83,1,31.9,3.6,28.3
Mike Evans,TB,WR,7.3,3.2,11,29.96,6,8,75,82,1,4.5,5,-0.5
Diontae Johnson,PIT,WR,8.7,2.4,10.3,32.95,5,6,83.33,79,0,7,5.3,1.7
Dallas Goedert,PHI,TE,6.1,4.4,4.1,8.89,5,5,100,77,1,11.3,11.1,0.1
Zay Flowers,BAL,WR,8.1,4.1,7.9,18.41,4,6,66.67,75,0,8.1,7.1,1
Chris Godwin,TB,WR,6.4,2.7,7.6,31.1,6,12,50,66,0,6.4,5.5,0.9
Jerry Jeudy,DEN,WR,6.4,4.7,9.4,29.65,5,5,100,64,0,3.4,3.5,-0.2
Kendrick Bourne,NE,WR,8.1,3.8,2.1,12.11,6,7,85.71,63,1,7.4,5.2,2.2
Jaylen Waddle,MIA,WR,6.7,3,7.8,17.84,6,6,100,63,0,2.7,5.2,-2.6
Jake Bobo,SEA,WR,6.4,2,14.2,30.68,4,5,80,61,1,2.7,2.1,0.6
Chris Olave,NO,WR,6.8,3.7,8.6,35.27,7,15,46.67,57,0,3.5,3.3,0.2
Keenan Allen,LAC,WR,6.5,3.5,11.2,30.09,4,9,44.44,55,0,2.9,4.6,-1.7
Drake London,ATL,WR,7.1,3.8,5.6,23.14,6,7,85.71,54,0,3.9,2.9,1
Demario Douglas,NE,WR,7,2.9,6.2,30.35,4,6,66.67,54,0,7.4,8.3,-0.8
David Njoku,CLE,TE,6.2,3.2,5.7,17.37,5,9,55.56,54,0,8.5,5.4,3.2
Jakobi Meyers,LV,WR,6.9,2.1,9.7,41.26,7,13,53.85,50,1,1.3,1.3,0
DeVonta Smith,PHI,WR,7.7,1.9,11,23.7,4,5,80,49,0,2.7,2.5,0.2
Marquise Brown,ARI,WR,6.8,2.1,11.5,37.23,3,7,42.86,49,0,3.1,2.4,0.7
Evan Engram,JAX,TE,7.4,4.1,3.8,14.84,5,7,71.43,45,0,7.2,6.1,1.1
Jahan Dotson,WAS,WR,7.3,2.6,8.7,23.93,5,8,62.5,43,0,2,2.4,-0.4
Tyler Lockett,SEA,WR,7.9,1.8,11.9,25.77,4,5,80,38,0,0.1,1,-0.9
Jamal Agnew,JAX,WR,7.6,2.5,8.2,27.62,4,6,66.67,36,0,4.2,4.5,-0.3
Rashid Shaheed,NO,WR,8.7,2.9,10,21.77,4,8,50,28,0,3.8,3.5,0.4
Christian Watson,GB,WR,8.9,4.3,6.8,15.38,3,5,60,27,0,3.4,3.2,0.2
Jameson Williams,DET,WR,6.7,3.2,21.5,37.49,0,6,--,,0,--,--,--
Puka Nacua,LAR,WR,5.6,3.4,8.1,48.96,8,12,66.67,154,0,11.9,7.4,4.4
Josh Palmer,LAC,WR,5.1,3,14.2,29.77,5,7,71.43,133,0,11.3,9.1,2.3
George Pickens,PIT,WR,3.9,2.7,14.1,60.18,5,8,62.5,107,0,8.2,5.2,3
Darren Waller,NYG,TE,5.7,3.8,9.2,25.3,7,8,87.5,98,1,4.6,4.4,0.2
Terry McLaurin,WAS,WR,3.9,2.5,11.8,36.27,6,9,66.67,90,0,3.4,4.3,-0.9
Christian Kirk,JAX,WR,3.2,3.8,7.5,25.38,6,6,100,90,1,7.2,4.9,2.3
Tyreek Hill,MIA,WR,5.7,3.7,6.9,39.09,11,15,73.33,88,1,2.2,3,-0.8
George Kittle,SF,TE,4.1,2.9,11.8,34.55,5,7,71.43,78,0,4.9,5.1,-0.2
Courtland Sutton,DEN,WR,5,2.3,10.9,41.31,6,6,100,76,1,1.7,2.7,-1
Dalton Kincaid,BUF,TE,5.1,5.2,4.3,7.94,8,8,100,75,0,5.1,3.9,1.1
Jalin Hyatt,NYG,WR,4.8,1.1,31.2,53.62,2,5,40,75,0,4.4,6.9,-2.4
Brandon Powell,MIN,WR,5.7,2.3,10,19.11,4,5,80,64,0,5.8,4.4,1.3
Mark Andrews,BAL,TE,5.9,3.1,9.1,21.35,4,6,66.67,63,2,8.5,8.7,-0.2
Jaxon Smith-Njigba,SEA,WR,5.9,3.3,10.3,31.08,4,7,57.14,63,1,3,2.7,0.3
Rashee Rice,KC,WR,5.9,4.3,7.4,13.98,5,6,83.33,60,1,9.5,8.6,0.8
Elijah Moore,CLE,WR,5.9,3.9,10.4,24.51,4,7,57.14,59,0,5.6,4,1.6
Stefon Diggs,BUF,WR,5.6,3.1,17.9,49.43,6,12,50,58,1,4.4,4.5,-0.1
Brandon Aiyuk,SF,WR,5.5,3.8,8.4,20.98,5,6,83.33,57,0,3.5,3.5,0
Davante Adams,LV,WR,5.1,2.7,7.3,28.73,7,12,58.33,57,0,3.8,5.8,-2
Jauan Jennings,SF,WR,5.9,4.8,8.1,30.43,5,9,55.56,54,0,4.6,4,0.7
D.J. Moore,CHI,WR,4.1,2.5,4.1,61.65,8,9,88.89,54,0,3.6,2.5,1
Sam LaPorta,DET,TE,5.6,2.7,7.5,15.29,6,7,85.71,52,0,2,1.4,0.6
Logan Thomas,WAS,TE,4,3.9,6.4,13.16,4,6,66.67,51,0,9.5,9.9,-0.4
Odell Beckham,BAL,WR,5.6,3.5,11.7,31.81,5,7,71.43,49,0,1.9,7.5,-5.7
K.J. Osborn,MIN,WR,4.3,2.1,11,25.36,5,6,83.33,47,0,-0.2,0.7,-0.9
Cade Otton,TB,TE,4.8,2.1,6.4,13.14,5,6,83.33,43,0,3.5,2.6,0.9
Michael Thomas,NO,WR,2.7,1.3,10.8,20.54,3,7,42.86,42,1,4.5,1.3,3.1
Romeo Doubs,GB,WR,4.9,1.7,15.1,34.02,2,5,40,30,1,7.9,4.3,3.5
Luke Musgrave,GB,TE,3.6,3.7,3.6,8.2,4,5,80,30,0,4,3.8,0.2
Cooper Kupp,LAR,WR,5.3,2.8,7.2,25.51,2,7,28.57,29,0,0.5,0.5,0.1
Trey McBride,ARI,TE,4.7,3.4,3.2,8.81,3,6,50,29,0,9.8,8.1,1.7
Curtis Samuel,WAS,WR,6,2.3,8.5,23.38,4,8,50,25,0,3.2,2.6,0.6
Amari Cooper,CLE,WR,5.3,1.4,15.4,41.33,2,8,25,22,0,0.9,0.9,0
Gabe Davis,BUF,WR,6,2.4,18.9,21.78,1,5,20,6,0,1.5,2.2,-0.7
