PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Josh Reynolds,DET,WR,3.1,2.8,12.7,27.94,5,6,83.33,66,2,2.9,3.2,-0.3
Nelson Agholor,BAL,WR,7.6,2.6,17.8,35.23,5,6,83.33,63,1,0.6,1.2,-0.7
Deebo Samuel,SF,WR,6,4.1,6.4,27,6,9,66.67,63,0,8.5,6.3,2.2
Sam LaPorta,DET,TE,4.7,2.6,5.3,11.58,5,6,83.33,63,0,7.3,3.6,3.7
Zay Flowers,BAL,WR,9.8,3.8,11.8,19.48,4,5,80,62,0,7.6,7.1,0.5
Darius Slayton,NYG,WR,5.6,1.7,21.5,37.81,3,6,50,62,0,5,6.5,-1.5
Justin Watson,KC,WR,3.6,1.9,22.4,43.85,3,5,60,62,0,3.1,1,2.1
Mack Hollins,ATL,WR,5.2,2.8,14.3,33.36,3,6,50,60,0,2.8,2.3,0.5
Tyler Lockett,SEA,WR,4.9,2.7,8.8,35.91,8,10,80,59,2,1.6,2.4,-0.8
Chris Godwin,TB,WR,7.8,3,12.4,41.43,5,8,62.5,58,0,2.7,1.3,1.5
DeVante Parker,NE,WR,5.8,2.7,5.9,12.38,6,8,75,57,0,6.3,6.3,0
Evan Engram,JAX,TE,4.9,3.9,3.2,8.43,6,8,75,57,0,9.3,6.5,2.8
Michael Pittman,IND,WR,8.1,2.6,6.3,48.44,8,12,66.67,56,0,3.6,4.4,-0.8
Zach Ertz,ARI,TE,5.9,4.6,8.7,30.41,6,8,75,56,0,3.3,2.6,0.7
Michael Thomas,NO,WR,4.9,1.5,8.4,26.77,7,9,77.78,55,0,1.1,1.4,-0.4
Terry McLaurin,WAS,WR,7.1,3.8,10.6,33.22,5,6,83.33,54,1,0.9,1.6,-0.7
Marquise Brown,ARI,WR,6.7,2.8,9.4,40.88,6,10,60,54,1,3.7,3.8,0
Adam Thielen,CAR,WR,6.5,3,6.4,31.98,7,9,77.78,54,1,3.6,5.2,-1.6
Tyler Boyd,CIN,WR,7.1,2.7,5,15.9,6,8,75,52,0,4.5,4.1,0.3
Hunter Henry,NE,TE,4.4,2,8.4,15.43,6,7,85.71,52,1,1.2,1.3,-0.1
Tyler Conklin,NYJ,TE,8.6,3.8,5,11.47,5,6,83.33,50,0,5.1,3.6,1.5
Jonnu Smith,ATL,TE,5.4,3.8,8.1,18.98,4,6,66.67,47,0,8.1,7.2,0.8
John Bates,WAS,TE,5,5.7,8.7,22.72,3,5,60,46,0,3.9,4.3,-0.4
Mark Andrews,BAL,TE,6.1,3.3,5.6,14.65,5,8,62.5,45,1,3.8,2.6,1.2
Dalton Kincaid,BUF,TE,7.8,3.9,6.3,21.15,5,6,83.33,43,0,4,4,0
Brandon Aiyuk,SF,WR,4.7,2.5,13.3,37.23,3,6,50,43,0,2.8,1.7,1.1
Cade Otton,TB,TE,6.5,2.9,3.2,8,6,6,100,41,0,3.6,3,0.6
DeAndre Hopkins,TEN,WR,7.7,2.2,8.2,20.68,4,5,80,40,0,1.5,2.7,-1.2
Tyreek Hill,MIA,WR,6.1,2.9,13.2,47.75,5,9,55.56,40,1,2.5,2.5,0
Isaiah Hodgins,NYG,WR,4.5,1.7,8.3,12.21,4,5,80,40,1,3.3,3.1,0.2
Cole Kmet,CHI,TE,3.3,3.9,8.2,24.47,4,6,66.67,38,0,5.3,6.3,-0.9
Jayden Reed,GB,WR,6.5,3.1,7.5,28.41,4,8,50,37,2,5.3,4.1,1.1
Josh Downs,IND,WR,5.1,4.4,5.3,16.97,4,5,80,37,0,3.9,4.9,-1
Chase Claypool,CHI,WR,9.6,2.8,9,35.9,3,8,37.5,36,1,1.8,1.1,0.7
Elijah Moore,CLE,WR,8.3,2.8,12.7,29.08,3,9,33.33,36,0,1.5,1.1,0.3
Kadarius Toney,KC,WR,7.9,5.5,-0.7,-1.31,5,5,100,35,0,9.4,9.8,-0.4
Dalton Schultz,HOU,TE,9.6,4.2,8.5,13.56,4,7,57.14,34,0,3.3,3.1,0.2
K.J. Osborn,MIN,WR,8,6.4,10.3,19.73,3,6,50,34,1,4.2,5,-0.7
Jaxon Smith-Njigba,SEA,WR,7.1,5.9,2.4,5.91,5,6,83.33,34,0,4.9,6.1,-1.2
Mike Gesicki,NE,TE,5.5,3.1,11.6,18.18,5,6,83.33,33,0,1.4,2.1,-0.6
Calvin Ridley,JAX,WR,4.2,1.7,12.9,33.54,2,8,25,32,0,2,3,-1
Ja'Marr Chase,CIN,WR,5.9,2.9,5.3,16.67,5,8,62.5,31,0,4.3,4.4,0
A.J. Brown,PHI,WR,8,3.2,8.6,26.27,4,6,66.67,29,0,4.4,5.8,-1.4
Kendrick Bourne,NE,WR,8,2.4,19.1,44.9,4,9,44.44,29,0,2.1,1.6,0.5
JuJu Smith-Schuster,NE,WR,8.3,1.5,3.5,5.51,5,6,83.33,28,0,0.8,1.9,-1.1
Jonathan Mingo,CAR,WR,4.7,2,12.3,54.93,3,8,37.5,26,0,1.2,3.1,-1.9
Jerry Jeudy,DEN,WR,8.8,4.6,7.5,12.98,3,5,60,25,0,6,7.1,-1.1
Jahan Dotson,WAS,WR,8.2,4.1,7.2,18.81,3,5,60,22,0,2.3,2.1,0.2
Dallas Goedert,PHI,TE,7.9,3.2,4.6,16.53,6,7,85.71,22,0,1.4,2.3,-0.9
Parris Campbell,NYG,WR,7.2,3,3.3,5.82,4,6,66.67,21,0,2.9,2.8,0.1
Kyle Pitts,ATL,TE,6.5,3.4,9.5,18.38,2,5,40,15,0,1.2,2.1,-0.9
Josh Palmer,LAC,WR,6,2.7,9.6,11.6,3,5,60,13,0,0.5,1.7,-1.2
Zay Jones,JAX,WR,5.8,3,17.3,33.68,0,6,--,,0,--,--,--
Travis Kelce,KC,TE,5.7,2.2,5.9,20.65,4,9,44.44,26,1,4,2.9,1.1
Tyler Higbee,LAR,TE,7.5,3.5,4.1,8.39,3,7,42.86,12,0,0.8,2.6,-1.8
Dawson Knox,BUF,TE,3.7,3.4,2.2,6.17,3,5,60,10,1,1.9,2,-0.1
