PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Drake London,ATL,WR,6,2.1,15.7,45.83,10,11,90.91,172,0,2.4,2.3,0.1
Deebo Samuel,SF,WR,5.8,3.1,6.9,23.33,7,9,77.78,149,1,13.4,6.7,6.6
Brandon Aiyuk,SF,WR,4,2.9,15,50.51,6,9,66.67,126,0,5.7,4,1.7
DeAndre Hopkins,TEN,WR,4.4,2.3,13.8,50.41,7,12,58.33,124,1,2.7,2.8,-0.2
Cooper Kupp,LAR,WR,9.5,4.1,8.5,23.13,8,10,80,115,1,8.1,4.6,3.5
Garrett Wilson,NYJ,WR,6,2.6,12.1,70.58,9,14,64.29,108,0,1.9,3.1,-1.2
Odell Beckham,BAL,WR,5.9,3.7,21,41,4,10,40,97,1,1.8,1,0.8
Evan Engram,JAX,TE,7,3.2,6.4,16.08,11,12,91.67,95,2,2.9,2.8,0.1
Michael Pittman,IND,WR,6,2.4,7.8,37.31,8,11,72.73,95,0,3.6,3.3,0.3
A.J. Brown,PHI,WR,6.1,2.7,11,50.91,9,13,69.23,94,0,3.3,3.9,-0.6
David Njoku,CLE,TE,5.8,4.7,6.2,15.17,6,8,75,91,2,6.5,4.5,2
JuJu Smith-Schuster,NE,WR,5.5,1.7,13.1,45.69,4,6,66.67,90,0,8.4,6.5,1.9
Tyler Lockett,SEA,WR,5.8,3,10.5,26.55,6,6,100,89,0,4.4,4.2,0.1
Puka Nacua,LAR,WR,6.3,3.4,12.3,26.75,5,8,62.5,84,0,7.1,4.5,2.6
Isaiah Likely,BAL,TE,8.1,5.4,6,8.25,5,7,71.43,83,1,10.1,7.6,2.5
Travis Kelce,KC,TE,6.3,2.7,11,40.6,6,10,60,83,0,4.1,4.1,0
Jaylen Waddle,MIA,WR,6.6,3.9,7.6,24.56,6,8,75,79,0,5.3,4,1.3
Wan'Dale Robinson,NYG,WR,6.3,5.1,9.9,55.01,6,7,85.71,79,0,4.6,4.5,0.1
Amari Cooper,CLE,WR,5.5,1.6,11.9,50.6,7,14,50,77,0,3.1,3,0.1
George Kittle,SF,TE,4.4,2.2,11.9,22.13,3,5,60,76,1,12.4,4.8,7.5
Adam Thielen,CAR,WR,6.6,3.2,13.7,22.37,5,7,71.43,74,0,1.5,1.3,0.2
