PLAYER NAME,TEAM,EFF,8+D%,TLOS,ATT,YDS,RYOE,AVG,RYOE/ATT,ROE%,TD
Kyren Williams,LAR,2.62,--,2.84,16,143,71,8.9,4.43,56.3,0
Christian McCaffrey,SF,2.98,31.58,2.78,19,114,45,6,2.48,61.1,2
Josh Jacobs,LV,3.27,5,2.96,20,110,38,5.5,1.88,30,1
Rachaad White,TB,2.6,6.67,2.56,15,100,24,6.7,1.58,40,0
Najee Harris,PIT,3.06,--,2.71,15,99,33,6.6,2.18,46.7,1
Rhamondre Stevenson,NE,3.1,28.57,2.64,21,98,20,4.7,0.94,42.9,1
Raheem Mostert,MIA,4.45,15,3.14,20,94,11,4.7,0.57,42.1,2
Bijan Robinson,ATL,3.47,18.75,2.73,16,91,19,5.7,1.17,50,1
Jonathan Taylor,IND,2.79,40,2.68,15,91,37,6.1,2.43,73.3,2
D'Andre Swift,PHI,3.24,--,2.9,14,80,17,5.7,1.2,35.7,0
Tony Pollard,DAL,3.29,--,2.68,13,79,15,6.1,1.24,50,1
Royce Freeman,LAR,2.95,15.38,2.66,13,77,8,5.9,0.61,30.8,1
Derrick Henry,TEN,4.4,33.33,2.93,18,76,23,4.2,1.26,44.4,2
David Montgomery,DET,3.4,33.33,2.66,15,71,-5,4.7,-0.33,50,1
Alvin Kamara,NO,3.74,--,2.7,15,69,-17,4.6,-1.31,23.1,0
Javonte Williams,DEN,4.64,44.44,3.19,18,65,3,3.6,0.16,47.1,0
Tyler Allgeier,ATL,3.24,10,2.86,10,64,-2,6.4,-0.22,50,0
Travis Etienne,JAX,6.51,25,2.9,20,56,-12,2.8,-0.62,26.3,0
Jeffery Wilson,MIA,3.6,--,2.75,11,56,-5,5.1,-0.47,27.3,0
Isiah Pacheco,KC,4.14,--,2.66,15,55,-4,3.7,-0.25,33.3,2
Jahmyr Gibbs,DET,3.61,18.18,2.78,11,54,-17,4.9,-1.59,27.3,0
Brian Robinson,WAS,3.61,20,2.92,15,53,-24,3.5,-1.59,26.7,0
Alexander Mattison,MIN,3.46,30,3.01,10,52,8,5.2,0.77,50,0
Jaylen Warren,PIT,5.22,--,2.91,13,49,-6,3.8,-0.48,23.1,0
Zach Charbonnet,SEA,4.39,7.14,3.09,14,47,-22,3.4,-1.6,35.7,0
Saquon Barkley,NYG,4.04,--,2.77,12,46,10,3.8,0.83,41.7,0
Chuba Hubbard,CAR,4.32,7.14,2.72,14,45,-1,3.2,-0.09,42.9,1
James Cook,BUF,5.22,--,2.75,16,43,-27,2.7,-1.67,12.5,0
A.J. Dillon,GB,4.12,42.86,2.49,14,43,-11,3.1,-0.77,21.4,0
Roschon Johnson,CHI,4.19,20,2.94,10,35,-2,3.5,-0.23,50,0
Austin Ekeler,LAC,4.65,20,2.37,10,32,0,3.2,-0.02,50,0
Miles Sanders,CAR,7.67,--,2.87,15,28,-21,1.9,-1.4,26.7,0
