PLAYER NAME,TEAM,EFF,8+D%,TLOS,ATT,YDS,RYOE,AVG,RYOE/ATT,ROE%,TD
Christian McCaffrey,SF,3.06,68.18,2.82,22,152,56,6.9,2.56,54.5,1
Breece Hall,NYJ,2.18,20,2.75,10,127,81,12.7,8.14,50,0
Austin Ekeler,LAC,2.3,25,2.49,16,117,55,7.3,3.42,56.3,1
Nick Chubb,CLE,3.36,22.22,3.1,18,106,26,5.9,1.42,55.6,0
Joshua Kelley,LAC,2.76,--,2.47,16,91,11,5.7,0.71,50,1
Travis Etienne,JAX,3.1,16.67,2.65,18,77,9,4.3,0.54,35.3,1
Tyler Allgeier,ATL,3.72,53.33,3.1,15,75,19,5,1.27,40,2
David Montgomery,DET,4.46,14.29,2.51,21,74,-9,3.5,-0.45,38.1,1
Miles Sanders,CAR,3.91,--,2.59,18,72,-19,4,-1.03,16.7,0
Tony Pollard,DAL,2.93,21.43,2.51,14,70,11,5,0.85,30.8,2
Kenneth Walker,SEA,4.15,--,3.22,12,64,-4,5.3,-0.35,25,0
Derrick Henry,TEN,4.18,53.33,2.61,15,63,-8,4.2,-0.51,46.7,0
James Conner,ARI,4.05,28.57,2.58,14,62,-19,4.4,-1.32,28.6,0
Brian Robinson,WAS,4.57,21.05,2.34,19,59,-20,3.1,-1.11,27.8,0
Joe Mixon,CIN,3.52,--,3.06,13,56,20,4.3,1.52,61.5,0
Bijan Robinson,ATL,3.28,20,2.99,10,56,20,5.6,2.05,50,0
Kenneth Gainwell,PHI,3.44,21.43,2.75,14,54,-6,3.9,-0.42,28.6,0
Kyren Williams,LAR,3.55,--,2.44,15,52,2,3.5,0.15,53.3,2
Javonte Williams,DEN,4.64,--,3.04,13,52,-5,4,-0.41,30.8,0
Saquon Barkley,NYG,3.26,50,2.52,12,51,4,4.3,0.34,41.7,0
Josh Jacobs,LV,5.58,31.58,2.93,19,48,-17,2.5,-0.91,21.1,0
James Cook,BUF,4.52,--,2.76,12,46,2,3.8,0.19,25,0
Jamaal Williams,NO,5.49,33.33,2.74,18,45,-16,2.5,-0.99,25,0
Rachaad White,TB,5.58,47.06,2.96,17,39,-38,2.3,-2.4,37.5,0
Dameon Pierce,HOU,4.59,45.45,2.93,11,38,2,3.5,0.17,50,0
Raheem Mostert,MIA,5.24,30,2.84,10,37,-6,3.7,-0.61,40,1
Jerome Ford,CLE,6.73,20,3.16,15,36,-24,2.4,-1.75,14.3,0
Alexander Mattison,MIN,4.29,63.64,2.9,11,34,-11,3.1,-1.04,18.2,0
Dalvin Cook,NYJ,5.76,23.08,2.57,13,33,-23,2.5,-1.75,30.8,0
Cam Akers,LAR,12.11,45.45,3.03,22,29,-41,1.3,-1.94,14.3,1
Rhamondre Stevenson,NE,4.75,--,2.36,12,25,-20,2.1,-1.81,18.2,0
A.J. Dillon,GB,9.71,23.08,2.67,13,19,-21,1.5,-1.76,33.3,0
Deon Jackson,IND,10.41,23.08,2.66,13,14,-19,1.1,-1.49,30.8,0
