PLAYER NAME,TEAM,TT,CAY,IAY,AYD,AGG%,LCAD,AYTS,ATT,YDS,TD,INT,RATE,COMP%,xCOMP%,+/-
Baker Mayfield,TB,2.36,8.9,8.4,0.4,7.1,34.4,0,28,381,4,0,158.3,78.6,69.6,9
Joe Flacco,CLE,3.1,7.7,8.5,-0.9,20.5,52.1,-0.8,44,374,2,3,77.3,63.6,61.4,2.3
Jake Browning,CIN,2.83,5.7,8.3,-2.5,14.3,39.6,-1,42,324,2,1,97.7,69,68.2,0.9
Patrick Mahomes,KC,2.86,3.6,6,-2.4,5.4,44.6,-3.3,37,305,2,2,92.7,73,70.1,2.9
Nick Mullens,MIN,3.11,6.4,6.9,-0.5,24.2,34.4,-1.2,33,303,2,2,99.9,78.8,62.8,16
Jordan Love,GB,2.83,5.3,6.4,-1.1,5.1,36.1,-2.4,39,284,2,0,111.5,74.4,66.7,7.7
Jared Goff,DET,3,6.8,9.1,-2.3,14.7,33.6,0.2,34,278,5,0,134.6,70.6,61.1,9.5
Trevor Lawrence,JAX,2.53,6.1,9.8,-3.7,18.6,50,1.3,43,264,1,0,83.9,58.1,63.3,-5.1
Matthew Stafford,LAR,2.54,4.8,5.7,-0.9,6.1,51,-2.5,33,258,2,0,118,75.8,68.9,6.9
Easton Stick,LAC,2.72,3.4,4.5,-1.1,6.3,38,-4.2,32,257,3,1,113.7,71.9,70.9,0.9
Aidan O'Connell,LV,2.79,7.7,8.6,-0.9,26.5,45.5,0.7,34,248,4,0,120.7,58.8,62.6,-3.8
Brock Purdy,SF,3.15,9.2,13.3,-4.1,12,37.7,4.5,25,242,4,0,135.3,64,59.1,4.9
Case Keenum,HOU,3.05,5.5,8.3,-2.7,16.7,31.3,-1.3,36,229,1,1,79.5,63.9,61.7,2.2
Tua Tagovailoa,MIA,2.08,3.1,3.9,-0.8,8.3,48.6,-5.8,24,224,1,0,119.4,87.5,77.7,9.8
Russell Wilson,DEN,2.97,4.9,8.6,-3.7,18.8,37.5,0,32,223,1,0,88.4,56.3,62.3,-6
Derek Carr,NO,2.67,5.9,7.2,-1.2,17.9,33.8,-2.5,28,218,3,0,134.8,82.1,67.7,14.4
Gardner Minshew,IND,2.61,5.4,7.3,-1.9,3.6,29.7,-0.8,28,215,3,0,123.4,64.3,69.9,-5.6
Kyler Murray,ARI,2.95,3.7,6.6,-3,7.7,40.7,-1.4,39,211,1,2,67.4,66.7,69.4,-2.7
Drew Lock,SEA,2.43,5.2,7.1,-1.9,21.2,47.6,-2.2,33,208,1,0,94,66.7,67,-0.4
Will Levis,TEN,2.95,8.3,14.4,-6.1,30.8,46.3,4.2,26,199,0,1,72.4,65.4,58.5,6.9
Bailey Zappe,NE,2.34,3.7,4.5,-0.9,19.4,27.7,-4.5,31,180,1,1,85.4,74.2,70.4,3.8
Tommy DeVito,NYG,3.06,2.8,6.2,-3.4,17.6,44.6,-4.7,34,177,0,0,72.8,58.8,62.7,-3.9
Lamar Jackson,BAL,3.8,6.9,8.3,-1.4,12.5,45.4,-0.3,24,171,1,1,76.9,58.3,56.1,2.3
Mitchell Trubisky,PIT,2.74,7.4,10.1,-2.7,17.4,35.4,0.7,23,169,1,2,68.9,69.6,67.3,2.2
Bryce Young,CAR,3.16,5.8,7.8,-2,4.2,34.5,-1.6,24,167,0,0,93.6,75,67.4,7.6
Justin Fields,CHI,3.48,3.6,11.4,-7.7,12.5,41.3,1.9,40,166,1,2,46.5,47.5,51.3,-3.8
Desmond Ridder,ATL,3.24,6.2,7.8,-1.6,15,36,-1.2,20,152,1,1,79.6,60,65.6,-5.6
Jalen Hurts,PHI,2.85,5.6,10.3,-4.7,25.8,30.4,2.4,31,143,0,2,40.1,54.8,59.2,-4.3
Dak Prescott,DAL,2.71,3.7,6.8,-3.1,17.6,35.3,-1.1,34,134,0,1,57.7,61.8,63,-1.2
Trevor Siemian,NYJ,2.36,4.1,9.5,-5.4,19.2,27,-0.5,26,110,0,2,32.5,53.8,62,-8.2
Sam Howell,WAS,2.93,6.3,9.5,-3.3,11.5,41.4,2.3,26,102,1,1,50.5,42.3,60.9,-18.6
Josh Allen,BUF,3.06,6,7.9,-1.9,13.3,35.9,0.3,15,94,1,0,89.3,46.7,61.1,-14.4
