PLAYER NAME,TEAM,EFF,8+D%,TLOS,ATT,YDS,RYOE,AVG,RYOE/ATT,ROE%,TD
Devin Singletary,HOU,3.25,--,2.81,22,112,17,5.1,0.79,45.5,1
Isiah Pacheco,KC,3.19,21.05,2.71,19,89,16,4.7,0.85,31.6,0
Raheem Mostert,MIA,4.57,--,2.64,22,86,-17,3.9,-0.77,18.2,0
Saquon Barkley,NYG,3.39,14.29,2.69,14,83,48,5.9,3.43,35.7,0
Alexander Mattison,MIN,3.44,11.11,2.9,18,81,8,4.5,0.42,44.4,0
Christian McCaffrey,SF,4.78,71.43,2.73,21,78,-12,3.7,-0.59,35,0
D'Andre Swift,PHI,3.21,8.33,2.86,12,76,33,6.3,2.72,41.7,1
David Montgomery,DET,2.72,16.67,2.36,12,76,16,6.3,1.34,58.3,1
Royce Freeman,LAR,3.98,--,2.89,17,73,20,4.3,1.25,56.3,0
James Cook,BUF,3.9,5.88,2.78,17,73,-3,4.3,-0.15,47.1,0
Brian Robinson,WAS,3.93,5.88,2.93,17,73,15,4.3,0.86,70.6,0
Joe Mixon,CIN,3.26,6.25,2.42,16,69,-5,4.3,-0.31,20,0
Austin Ekeler,LAC,3.25,--,3.16,10,64,29,6.4,2.92,30,0
Gus Edwards,BAL,3.31,50,2.92,12,62,24,5.2,2.03,58.3,2
James Conner,ARI,4.46,21.43,3.13,14,62,13,4.4,0.92,35.7,0
Tony Pollard,DAL,3.69,8.33,2.59,12,61,18,5.1,1.49,66.7,1
Chuba Hubbard,CAR,3.17,--,2.76,10,57,16,5.7,1.83,55.6,0
Travis Etienne,JAX,4.94,7.14,3.17,14,52,-11,3.7,-0.81,42.9,0
Miles Sanders,CAR,3.68,18.18,2.9,11,50,13,4.5,1.22,54.5,0
Zach Charbonnet,SEA,4.84,20,2.92,15,47,-13,3.1,-0.85,40,0
Josh Jacobs,LV,4.35,--,2.86,14,39,-24,2.8,-1.7,28.6,0
Derrick Henry,TEN,4.03,40,2.82,10,38,-11,3.8,-1.21,22.2,0
Javonte Williams,DEN,4.8,9.09,3.02,11,37,-7,3.4,-0.68,54.5,0
Kareem Hunt,CLE,4.91,50,2.82,12,36,-10,3,-0.8,33.3,0
Latavius Murray,BUF,3.53,20,2.3,10,35,0,3.5,0.01,44.4,0
Khalil Herbert,CHI,5.44,62.5,2.65,16,35,-6,2.2,-0.39,37.5,0
Najee Harris,PIT,5.41,8.33,3.11,12,35,12,2.9,1.04,50,0
Jerome Ford,CLE,6.45,33.33,2.98,12,31,-25,2.6,-2.25,18.2,1
A.J. Dillon,GB,5.68,--,2.53,14,29,-16,2.1,-1.14,42.9,0
Breece Hall,NYJ,5.83,20,2.7,10,23,-9,2.3,-0.95,22.2,0
