PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Keenan Allen,LAC,WR,5.9,2.8,9.1,49.89,11,14,78.57,175,2,6.2,4,2.2
Brandin Cooks,DAL,WR,5.3,2.8,13.6,28.31,9,10,90,173,1,6.9,4.7,2.2
Noah Brown,HOU,WR,7.2,3.9,16.6,28.55,7,8,87.5,172,0,6.2,2.8,3.4
Amon-Ra St. Brown,DET,WR,5.9,2.9,12.2,49.61,8,9,88.89,156,1,9.1,5.7,3.4
CeeDee Lamb,DAL,WR,5.2,2.8,11.8,34.21,11,14,78.57,151,1,4.2,3.7,0.5
Mike Evans,TB,WR,6.7,1.9,18,51.37,6,10,60,143,1,5.8,8,-2.2
T.J. Hockenson,MIN,TE,5.7,3.9,8.5,53.03,11,15,73.33,134,1,4.5,3.8,0.7
Trey McBride,ARI,TE,5,3.6,8.6,25.25,8,9,88.89,131,0,8.1,5.3,2.8
Ja'Marr Chase,CIN,WR,6.3,1.7,16.1,30.06,5,6,83.33,124,1,7.2,3,4.2
Tyler Boyd,CIN,WR,5.7,2.8,8.4,31.25,8,12,66.67,117,0,9.5,5.4,4.1
Christian Kirk,JAX,WR,4.4,2.8,15.6,73.29,6,11,54.55,104,0,7,5,2
DK Metcalf,SEA,WR,6.7,2.3,11.9,54.59,7,12,58.33,98,0,5.8,3.4,2.4
Amari Cooper,CLE,WR,5.4,2.7,14.5,36.33,6,9,66.67,98,0,5.4,4.8,0.6
Chris Olave,NO,WR,6.1,2.3,19.9,39.45,6,9,66.67,94,1,3.2,1.7,1.5
Garrett Wilson,NYJ,WR,6.2,2.8,7.6,36.02,9,14,64.29,93,0,5.5,3.2,2.3
Tyler Lockett,SEA,WR,5.7,4.2,10.4,39.73,8,10,80,92,1,5.7,5.2,0.5
Davante Adams,LV,WR,5,1.8,12.3,87.03,6,13,46.15,86,0,6.5,4.6,1.9
Jayden Reed,GB,WR,8.7,5.1,11.5,14.83,5,5,100,84,1,5.2,5.3,-0.1
Michael Pittman,IND,WR,7.2,2.5,8.8,46.95,8,12,66.67,84,0,2.8,4.7,-1.9
Demario Douglas,NE,WR,6.5,4.2,6.4,44.45,6,9,66.67,84,0,10.8,11.3,-0.5
Zay Flowers,BAL,WR,7.4,3.1,15.8,37.65,5,6,83.33,73,0,2.3,3,-0.7
Dalton Schultz,HOU,TE,6.5,2.8,12.5,16.17,4,6,66.67,71,0,4.3,6,-1.7
Tyler Conklin,NYJ,TE,9.2,5.1,5.7,13.61,7,7,100,70,0,4.3,3.6,0.7
Jordan Addison,MIN,WR,5.7,2.4,10.2,29.76,4,7,57.14,69,0,7.4,4.3,3
Kyle Philips,TEN,WR,6.3,5.4,7.8,8.65,3,5,60,61,0,11.7,6.6,5.2
D.J. Moore,CHI,WR,7.8,3.5,11.7,49.68,5,9,55.56,58,0,6.8,3.7,3.1
David Njoku,CLE,TE,7.8,5.8,1.5,3.79,6,9,66.67,58,0,10,7.3,2.7
Gabe Davis,BUF,WR,7.3,2.1,14.3,44.31,2,6,33.33,56,0,8.4,1.7,6.6
Nathaniel Dell,HOU,WR,5.7,2.5,13,39.04,6,14,42.86,56,1,1.9,1.8,0.1
Chris Godwin,TB,WR,7.5,3.3,11.7,20.09,4,6,66.67,54,0,-0.2,1.4,-1.6
Jaxon Smith-Njigba,SEA,WR,6.8,6.7,-0.9,-1.77,4,5,80,53,0,13.2,12,1.3
Courtland Sutton,DEN,WR,4.7,3.6,6.7,78.74,8,11,72.73,53,1,2.9,2.9,0
Dalton Kincaid,BUF,TE,6.4,4.9,6.2,19.23,5,6,83.33,51,1,4.5,4.1,0.5
Cole Kmet,CHI,TE,4.3,3.9,3.8,12.56,5,7,71.43,45,0,7.4,6.3,1.1
Elijah Moore,CLE,WR,7.8,4.1,11.6,22.66,5,7,71.43,44,1,2.5,3.1,-0.6
Rondale Moore,ARI,WR,6.7,5,7.5,19.46,5,8,62.5,43,0,7.5,7,0.5
Adam Thielen,CAR,WR,6.7,2.7,4.1,18.29,6,10,60,42,0,3.8,3.5,0.3
Jalen Guyton,LAC,WR,5.6,1.8,9.5,22.31,4,6,66.67,41,1,3.7,1.3,2.3
Sam LaPorta,DET,TE,7.4,1.5,7.2,16.24,4,5,80,40,0,2.3,1.7,0.5
Logan Thomas,WAS,TE,4.5,4.4,3,8.1,5,5,100,40,0,5,5.3,-0.3
Brandon Powell,MIN,WR,8.3,1.9,7.4,15.44,4,5,80,35,0,1.9,2.4,-0.4
Stefon Diggs,BUF,WR,6.1,2.6,5.7,14.72,3,5,60,34,0,7.5,3.6,3.9
Michael Wilson,ARI,WR,4.1,1.3,11.8,23.1,3,6,50,34,0,2.7,0.6,2.1
Tanner Hudson,CIN,TE,7.2,3.7,4.2,9.07,6,7,85.71,33,0,2.9,3.7,-0.8
Terry McLaurin,WAS,WR,4.5,1.4,8.6,37.47,4,8,50,33,0,3.5,2.6,0.9
Romeo Doubs,GB,WR,4.8,3.6,18.9,24.36,3,5,60,31,1,-0.1,1.4,-1.5
Kyle Pitts,ATL,TE,6,2.4,5.8,17.51,3,5,60,30,0,4.4,4.8,-0.4
DeAndre Hopkins,TEN,WR,6.1,1.9,21.2,42.28,3,9,33.33,27,0,0.3,0.2,0
Chigoziem Okonkwo,TEN,TE,4.3,3.6,9,11.99,3,6,50,27,0,6.5,6.5,0
Jake Ferguson,DAL,TE,4.8,2.1,7.1,10.28,4,7,57.14,26,1,1.4,2.4,-0.9
Rashid Shaheed,NO,WR,4.8,3.7,10,19.88,5,9,55.56,24,0,3.2,4.3,-1.1
Christian Watson,GB,WR,5.2,2,13.4,24.13,2,7,28.57,23,0,0.2,1,-0.7
