PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Robert Woods,HOU,WR,9.3,2.1,9.2,23.31,3,6,50,26,0,-0.5,0.4,-0.9
Tyler Boyd,CIN,WR,7,2,10.1,61.84,4,7,57.14,26,0,1.4,1.8,-0.4
George Pickens,PIT,WR,6.1,1,10,41.63,3,7,42.86,25,0,0.6,0.4,0.2
Calvin Austin,PIT,WR,9.5,1.9,14.7,43.55,3,5,60,24,0,2,2.8,-0.9
Tutu Atwell,LAR,WR,7,2.4,6,18.63,5,9,55.56,24,0,0.1,1,-0.9
Kylen Granson,IND,TE,6,3.2,12.2,20.44,2,5,40,24,0,3.2,4.2,-1
Amari Cooper,CLE,WR,7.3,2,21.2,41.06,1,6,16.67,16,0,-0.5,0.1,-0.7
Michael Pittman,IND,WR,6.7,2.5,17,28.46,1,5,20,15,0,0.7,0.8,-0.1
Parris Campbell,NYG,WR,5.5,4.7,4.3,22.15,3,5,60,15,0,4.9,6.9,-2.1
JuJu Smith-Schuster,NE,WR,6.7,2.2,9.3,20.54,1,5,20,14,0,0.4,0.5,-0.1
Jaxon Smith-Njigba,SEA,WR,6.8,4.9,3.8,15.25,3,6,50,5,0,4.3,4.7,-0.4
Chris Olave,NO,WR,6.5,3.5,24.6,50.52,1,6,16.67,4,0,6.8,9.8,-3.1
