PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Brandon Aiyuk,SF,WR,4.7,2.4,14.4,41.75,5,6,83.33,156,1,16.3,5.4,10.9
Nathaniel Dell,HOU,WR,8.1,2,16.2,42.25,8,10,80,149,1,2,1.3,0.7
Tyreek Hill,MIA,WR,7.8,3.8,10.8,44.05,10,11,90.91,146,1,4.4,3.9,0.5
Keenan Allen,LAC,WR,7.4,2.6,9.8,44.12,10,16,62.5,116,1,3.7,3.8,-0.1
Odell Beckham,BAL,WR,5.9,2.7,22.1,55.18,4,7,57.14,116,0,13.5,8.4,5.2
Calvin Ridley,JAX,WR,6.4,2.5,13.5,41.48,7,9,77.78,103,2,2.4,2.2,0.2
DeVonta Smith,PHI,WR,7.2,2.8,11.3,66.81,6,8,75,99,0,1.8,2.7,-0.9
D.J. Moore,CHI,WR,5.2,2.4,16.2,55.3,7,9,77.78,96,1,2.8,2.3,0.5
DK Metcalf,SEA,WR,6.2,3,17.7,46.75,5,9,55.56,94,1,5.2,3.9,1.3
Dontayvion Wicks,GB,WR,7.9,3.2,13,23.66,3,5,60,91,0,16.4,6.6,9.8
George Kittle,SF,TE,5,4.3,6.5,28.29,8,9,88.89,89,1,7.1,6.4,0.7
Darius Slayton,NYG,WR,7.1,4.2,11.4,23.69,4,5,80,82,1,10.3,4.8,5.5
Davante Adams,LV,WR,4.9,2.3,13.9,45.01,7,13,53.85,82,1,1.5,1.2,0.3
Amon-Ra St. Brown,DET,WR,7,1.8,5.5,25.3,8,11,72.73,77,1,3.5,2.4,1.1
Greg Dortch,ARI,WR,8.5,4.2,6.2,17.02,6,8,75,76,0,7.7,6.5,1.2
Adam Thielen,CAR,WR,6,2.7,7.8,47.84,8,11,72.73,74,0,3.2,3.9,-0.8
Puka Nacua,LAR,WR,4.2,2.4,9.7,41.55,5,7,71.43,70,1,2.7,1.6,1.1
Courtland Sutton,DEN,WR,7,2.1,15.4,38.49,4,5,80,66,1,1.4,2,-0.6
Nico Collins,HOU,WR,7.7,1.8,9,25.9,7,11,63.64,65,0,2.4,2.6,-0.2
Elijah Moore,CLE,WR,9,3.5,7.1,36.72,6,7,85.71,60,0,3.3,2.9,0.4
DeAndre Hopkins,TEN,WR,7.2,2.6,11.8,45.42,4,5,80,59,1,3.2,2.4,0.8
Logan Thomas,WAS,TE,9.3,4,8.7,26.75,5,8,62.5,58,0,6.1,6.1,0
Jerry Jeudy,DEN,WR,9.1,5,9.2,32.24,5,7,71.43,58,0,8.3,6.3,2
Donald Parham,LAC,TE,5.6,3.2,10.7,18.02,4,6,66.67,57,0,2.9,1.2,1.7
David Njoku,CLE,TE,4.7,2.8,3.2,36.16,7,15,46.67,56,0,5,3.7,1.3
Jaylen Waddle,MIA,WR,7.6,3.5,10.5,30.92,4,8,50,55,0,9.1,6.2,2.9
T.J. Hockenson,MIN,TE,6.3,2.2,9.8,32.04,4,7,57.14,55,0,3.4,2.6,0.9
Romeo Doubs,GB,WR,6.7,2.3,14.5,31.72,5,6,83.33,53,1,2.8,3.8,-1.1
Justin Watson,KC,WR,5.3,2.9,13.7,45.05,5,11,45.45,53,1,0.4,1.9,-1.5
Tyler Lockett,SEA,WR,6.6,3.1,9.3,19.25,5,7,71.43,51,0,4.2,3.7,0.5
Jakobi Meyers,LV,WR,7.2,3.4,12.1,15.06,4,5,80,49,0,4.3,4.7,-0.3
