PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Travis Kelce,KC,TE,7.2,4.2,4.8,21.74,10,11,90.91,67,1,3.5,5.1,-1.6
Jonnu Smith,ATL,TE,6.8,3.9,5.2,12.67,6,7,85.71,67,0,6.9,6.1,0.8
Tyler Conklin,NYJ,TE,5.8,2.8,7,20.1,4,5,80,67,0,9.9,6.7,3.1
Curtis Samuel,WAS,WR,7.7,3.8,9.9,17.84,6,7,85.71,65,1,1.9,2.1,-0.2
Mark Andrews,BAL,TE,4.9,3.6,7.1,16.93,6,10,60,65,0,3.6,3.8,-0.2
Michael Thomas,NO,WR,4.5,1.5,16,48.93,4,7,57.14,65,0,3.6,2.7,0.9
Dalton Schultz,HOU,TE,3.6,2.5,8.2,29.29,7,10,70,65,1,2.5,3.4,-0.9
Jordan Addison,MIN,WR,4.5,2.7,12.5,30.98,6,9,66.67,64,1,4.7,5.1,-0.4
Nelson Agholor,BAL,WR,4.3,1.8,15.4,18.31,4,5,80,64,0,2.2,2.4,-0.3
Marquise Brown,ARI,WR,5.8,3.7,13.2,47.93,4,10,40,61,1,10.5,7.4,3.1
Trenton Irwin,CIN,WR,8.5,2.9,10.1,32.19,8,10,80,60,0,2.6,2.6,0
Brandon Aiyuk,SF,WR,8.6,3.9,12.9,41.27,4,7,57.14,58,0,3.3,3.5,-0.2
Garrett Wilson,NYJ,WR,4.9,2.9,15.2,61.14,3,7,42.86,54,0,3.6,3.9,-0.2
Michael Pittman,IND,WR,7,3.8,9.1,39.94,5,7,71.43,52,0,4.5,4,0.6
T.J. Hockenson,MIN,TE,6.2,1.5,9,19.85,5,8,62.5,51,0,3.3,4.1,-0.8
Jerry Jeudy,DEN,WR,8.9,3.5,8.1,33.51,6,7,85.71,50,0,3,3.3,-0.3
Terry McLaurin,WAS,WR,10.1,3.3,15.7,20.21,4,5,80,49,0,2.7,5.2,-2.5
CeeDee Lamb,DAL,WR,6.3,2.6,8.8,15.91,4,5,80,49,0,4.9,5.2,-0.3
K.J. Osborn,MIN,WR,3.9,2.9,7.1,17.63,5,9,55.56,49,0,4.2,6.3,-2.1
Jonathan Mingo,CAR,WR,5.9,3.3,8.4,23.49,5,7,71.43,48,0,3.5,3.2,0.2
Brandon Powell,MIN,WR,4.9,2.2,10.4,17.25,4,6,66.67,43,0,3.8,5,-1.3
Kendrick Bourne,NE,WR,4.8,2.4,20.1,31.76,2,5,40,43,0,7.7,5.5,2.2
Cole Kmet,CHI,TE,8.6,2.8,6,11.31,5,5,100,42,1,2.1,1.2,0.9
D.J. Chark,CAR,WR,3.9,3,13.7,32.72,3,6,50,42,1,0.4,1,-0.6
Tyler Boyd,CIN,WR,6.6,5.2,4.1,9.2,6,7,85.71,39,0,3.2,4.5,-1.3
Jaylen Waddle,MIA,WR,7,2.7,4.9,36.88,5,10,50,35,1,5.2,3.4,1.8
Luke Musgrave,GB,TE,6.9,5.4,1.3,3.48,6,7,85.71,34,0,5.6,6,-0.4
Chigoziem Okonkwo,TEN,TE,7.2,3.2,6.1,20.1,5,9,55.56,33,0,2.6,3.3,-0.7
Rashee Rice,KC,WR,6,3.5,5.7,11.71,4,5,80,33,1,4.5,4.1,0.4
Jahan Dotson,WAS,WR,7.8,4.1,9.5,12.18,3,5,60,30,0,3.8,3.5,0.3
Robert Woods,HOU,WR,4.7,2.1,9.9,31.58,3,9,33.33,30,0,6.5,4.4,2.1
Allen Robinson,PIT,WR,7.2,2.2,7.2,21.14,5,9,55.56,29,0,0.3,0.5,-0.3
Evan Engram,JAX,TE,7.1,4.6,5.5,14.47,4,8,50,28,0,4.4,4.7,-0.4
Justin Jefferson,MIN,WR,4.3,3.4,6.9,11.44,3,6,50,28,0,4.2,3.9,0.3
Rondale Moore,ARI,WR,6.8,4.6,3.1,5.58,3,5,60,26,0,4.9,3.3,1.6
Kadarius Toney,KC,WR,6.7,5.5,0.2,0.59,5,6,83.33,26,0,4.5,5.8,-1.3
Adam Trautman,DEN,TE,4.9,3.5,7.4,21.77,4,5,80,26,1,1.9,1.9,0
Zay Jones,JAX,WR,5.7,2.5,9.6,15.96,3,5,60,23,1,2.2,1.9,0.3
Wan'Dale Robinson,NYG,WR,5.9,3,2.2,6.2,5,6,83.33,18,0,1.7,2.6,-1
Dawson Knox,BUF,TE,5.6,3.6,9.4,13.33,3,6,50,17,0,3.6,5.5,-1.9
Michael Gallup,DAL,WR,5.7,1.9,15.2,27.55,2,5,40,15,0,1,2.2,-1.2
Chris Olave,NO,WR,5.4,2.2,18.8,41.22,2,5,40,12,1,0.3,0.2,0.1
Tutu Atwell,LAR,WR,4.8,2.2,12,18.63,2,5,40,9,1,0.2,0.3,-0.1
DeVonta Smith,PHI,WR,7.9,2.2,7.7,14.73,1,5,20,6,0,-1,0.2,-1.1
