PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Tyreek Hill,MIA,WR,6.4,3.6,16.1,59.55,6,10,60,163,1,8.9,4.9,4.1
Cooper Kupp,LAR,WR,5.7,2.2,13.8,62.4,7,9,77.78,148,1,6.9,5.2,1.8
A.J. Brown,PHI,WR,6.5,3.5,15.9,38.6,7,9,77.78,131,0,6,1.8,4.2
Drake London,ATL,WR,7.4,2.1,10.8,33.19,9,12,75,125,0,3.6,3.9,-0.3
Travis Kelce,KC,TE,7.9,4.8,8.9,44.63,9,9,100,124,0,5.2,3.8,1.4
Amon-Ra St. Brown,DET,WR,5.9,3.3,4.5,24.68,12,15,80,124,1,5.7,4.2,1.5
CeeDee Lamb,DAL,WR,8,3.6,12.3,32.17,7,7,100,117,0,4.4,7,-2.6
Adam Thielen,CAR,WR,7,2.3,9.6,42.31,11,13,84.62,115,1,2.1,2.9,-0.8
Michael Pittman,IND,WR,6.9,3.2,10,36.49,9,14,64.29,109,0,5.1,3.9,1.2
Amari Cooper,CLE,WR,3.8,2.6,14.4,44.04,4,8,50,108,0,12.6,6.9,5.7
Stefon Diggs,BUF,WR,5.3,2.4,9.5,65.46,10,16,62.5,100,0,2.4,2.8,-0.4
Chris Olave,NO,WR,5.6,3,15.5,32.62,7,10,70,96,0,3.8,4.7,-0.9
Tyler Lockett,SEA,WR,5.8,1.7,13.9,31.3,6,8,75,94,0,3,1.8,1.2
Garrett Wilson,NYJ,WR,6.9,2,10.6,51.53,8,12,66.67,90,0,2.9,3.1,-0.2
Kendrick Bourne,NE,WR,8.2,3.8,1.7,11.62,10,11,90.91,89,0,6.7,3.7,3
Keenan Allen,LAC,WR,7.6,2.9,11.4,45.99,7,11,63.64,85,1,5.4,3.5,1.9
Rashid Shaheed,NO,WR,6.7,1.5,24.2,30.51,2,6,33.33,85,1,3.8,2.1,1.7
Terry McLaurin,WAS,WR,5.8,2.4,9.3,58.19,6,11,54.55,81,0,5.8,5.4,0.4
Nico Collins,HOU,WR,4.2,2.6,12.2,34.37,4,6,66.67,80,0,7.4,6.3,1.1
Ja'Marr Chase,CIN,WR,3.2,2.8,8.5,59.96,6,13,46.15,80,0,8,6.6,1.4
Chris Godwin,TB,WR,7,3.3,12.2,19.26,6,7,85.71,77,0,3.1,3.5,-0.4
Brandon Aiyuk,SF,WR,6.1,2.7,14.3,61.22,4,10,40,76,0,12,6.5,5.5
Michael Mayer,LV,TE,6.8,3.6,8.8,18.97,5,6,83.33,75,0,6.8,5.8,1
Mark Andrews,BAL,TE,6.9,2.2,14.5,39.84,4,6,66.67,69,0,3.7,3.4,0.3
DK Metcalf,SEA,WR,5.3,2.9,15.9,44.76,4,10,40,69,0,6.4,5.1,1.3
Darius Slayton,NYG,WR,3.8,2.2,16.4,44.94,4,6,66.67,69,0,2.6,2.8,-0.2
Wan'Dale Robinson,NYG,WR,6.7,4.9,4.1,14.93,8,8,100,62,0,3.7,5.3,-1.6
Trey McBride,ARI,TE,4.6,3.2,7.1,9.24,4,5,80,62,0,8,6.8,1.1
Jakobi Meyers,LV,WR,8,2.5,13,32.67,5,7,71.43,61,1,1.6,1.8,-0.2
Dalton Schultz,HOU,TE,5.6,2.5,8.5,28,4,7,57.14,61,1,6.7,2.7,4
Josh Palmer,LAC,WR,6.5,1.9,11.6,29.89,4,7,57.14,60,0,2.5,4,-1.5
Jaylen Waddle,MIA,WR,7.8,3.5,10.9,36.21,7,9,77.78,51,1,2.8,3.2,-0.5
D.J. Moore,CHI,WR,5.6,2.5,12.9,64.27,5,8,62.5,51,0,3.1,2.9,0.3
T.J. Hockenson,MIN,TE,7.7,3.4,7.3,31.36,6,8,75,50,0,2.6,2.9,-0.3
Zay Flowers,BAL,WR,7.2,3.3,7.2,26.34,6,8,75,50,1,4.2,3.7,0.5
Mike Evans,TB,WR,7.4,2.4,14.1,31.61,4,10,40,49,0,1.6,2.3,-0.7
