PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Christian Kirk,JAX,WR,4.2,3.4,14.1,38.7,3,6,50,49,1,5.6,5.5,0.1
Jaxon Smith-Njigba,SEA,WR,7.1,2.6,6.9,9.76,4,5,80,48,0,6.4,7,-0.6
K.J. Osborn,MIN,WR,4.9,2.6,7.8,21.05,4,5,80,48,0,6.4,4.5,1.9
Trey Palmer,TB,WR,6.8,3.9,21.5,33.76,2,7,28.57,47,0,2.8,2.4,0.4
Courtland Sutton,DEN,WR,5,2.3,8.5,43.46,4,6,66.67,46,1,1.5,1.9,-0.4
Michael Thomas,NO,WR,6.2,2.1,12.1,20.26,5,8,62.5,45,0,2.3,3.3,-0.9
DeVonta Smith,PHI,WR,5,2.7,15.5,45.85,5,11,45.45,44,0,0.3,1.2,-0.9
Kyle Pitts,ATL,TE,5.5,2.2,9.7,14.99,4,6,66.67,43,1,5.3,3.9,1.4
Darren Waller,NYG,TE,3.1,2.5,4.5,14.29,5,7,71.43,43,0,4.9,4.7,0.2
Dallas Goedert,PHI,TE,5.5,3,2.5,5.46,5,8,62.5,42,0,7.1,3.7,3.5
Evan Engram,JAX,TE,4.5,3.7,2.7,8.58,7,7,100,41,0,3.2,3.9,-0.7
Tyler Boyd,CIN,WR,7,3.2,2.6,10.06,7,7,100,38,1,2.8,3.4,-0.6
Noah Brown,HOU,WR,6.5,2.8,9.9,23.23,2,5,40,37,0,11.1,9.1,2.1
Sam LaPorta,DET,TE,5.5,2.3,8.6,34.2,4,11,36.36,36,0,3.4,2.8,0.6
Jonnu Smith,ATL,TE,5.1,2.9,7.7,9.91,4,5,80,36,1,4,4.7,-0.7
Marquise Brown,ARI,WR,6.1,2.1,16.6,47.87,4,11,36.36,34,0,-0.4,1.4,-1.9
Rondale Moore,ARI,WR,9.1,5.3,0.8,1.55,4,7,57.14,30,0,8.4,10.1,-1.7
Calvin Ridley,JAX,WR,4.9,2.6,11.8,43.16,4,8,50,30,0,0.6,0.3,0.3
Davante Adams,LV,WR,4.9,2.6,13.5,24.37,2,5,40,29,0,2.9,3.4,-0.5
Jordan Addison,MIN,WR,3.4,2,13.9,37.45,3,5,60,28,1,2.3,2.3,0.1
Puka Nacua,LAR,WR,7.6,2.2,5.9,20.6,4,7,57.14,26,0,2.6,3.9,-1.3
D.J. Chark,CAR,WR,6.2,2.3,10.3,20.96,3,6,50,26,0,3.5,4.7,-1.1
Alec Pierce,IND,WR,7.5,2.9,13.1,20.44,3,6,50,25,0,2.3,4.6,-2.3
Michael Gallup,DAL,WR,7.6,2.1,11.3,41.96,3,10,30,24,0,0.1,1.7,-1.7
Zach Ertz,ARI,TE,6,1.9,6.9,9.03,2,5,40,22,0,2.6,2.4,0.2
Josh Downs,IND,WR,5.2,2.6,5.5,11.53,5,8,62.5,21,1,0.7,1,-0.3
DeAndre Hopkins,TEN,WR,4.1,1.1,13.3,37.82,1,5,20,20,0,5.6,2.7,2.9
Elijah Moore,CLE,WR,7.1,5.4,6.7,17.82,4,7,57.14,19,0,4.5,5.6,-1.1
Dawson Knox,BUF,TE,3.6,4.6,6.4,16.45,3,6,50,17,0,3.8,3.3,0.4
Gerald Everett,LAC,TE,5,3.6,4.4,8.15,3,5,60,16,1,1,1.8,-0.8
Jerry Jeudy,DEN,WR,5,4.1,5.6,24.06,3,5,60,14,0,3.4,4.6,-1.2
Kadarius Toney,KC,WR,7.5,2.4,2.7,9.04,3,6,50,9,1,2.6,4.5,-2
