PLAYER NAME,TEAM,TT,CAY,IAY,AYD,AGG%,LCAD,AYTS,ATT,YDS,TD,INT,RATE,COMP%,xCOMP%,+/-
Justin Herbert,LAC,2.26,4.8,6.3,-1.5,10.6,48.4,-2.6,47,405,3,0,123.8,85.1,70.6,14.5
Kirk Cousins,MIN,2.99,6.7,8.1,-1.4,10,39.1,-0.3,50,367,3,1,97.7,64,64.8,-0.8
Andy Dalton,CAR,2.5,6.4,7.8,-1.3,13.8,42.1,-1.7,58,361,2,0,88.4,58.6,64.7,-6.1
Jimmy Garoppolo,LV,2.86,8.1,9.9,-1.8,22.7,35.6,1.2,44,324,2,3,72.5,63.6,62.5,1.1
Brock Purdy,SF,2.34,4,4.8,-0.9,16.2,44.6,-5.1,37,310,2,0,111.3,67.6,67.5,0.1
Tua Tagovailoa,MIA,2.29,5.3,5.9,-0.6,19.2,28.7,-3,26,309,4,0,155.8,88.5,74.2,14.3
Russell Wilson,DEN,3.02,8,11.1,-3.1,15.8,50.2,1.9,38,306,1,1,83.9,60.5,61.2,-0.6
Geno Smith,SEA,3.2,6.5,9.4,-2.9,8.3,36.8,-0.7,36,296,1,1,87.3,63.9,61.9,2
Deshaun Watson,CLE,3.11,6.5,7.1,-0.6,15.2,48.8,-1.7,33,289,2,0,123.4,81.8,66.7,15.2
C.J. Stroud,HOU,2.89,6.5,8.7,-2.1,16.7,51.8,0.6,30,280,2,0,118.8,66.7,62.8,3.9
Trevor Lawrence,JAX,2.54,4.8,6.7,-1.9,10,39.7,-1.7,40,279,1,1,85.3,67.5,64.5,3
Jalen Hurts,PHI,3.03,6.4,9.3,-2.9,10.8,37.4,1.3,37,277,1,2,71.6,62.2,65.5,-3.3
Patrick Mahomes,KC,2.76,6.3,7.3,-0.9,9.1,46.1,-0.7,33,272,3,0,127.3,72.7,70.3,2.4
Matthew Stafford,LAR,2.78,9.4,9.9,-0.5,18.2,47.3,1.3,33,269,1,2,66.4,54.5,62.1,-7.6
Joe Burrow,CIN,2.61,4.8,6.9,-2.1,20.4,34.1,-2.5,49,259,0,1,59.8,53.1,60.2,-7.1
Jordan Love,GB,2.78,7.9,11.8,-3.8,34.1,44,3.3,44,259,1,1,66.4,50,58.9,-8.9
Dak Prescott,DAL,2.51,3.8,5.7,-1.9,12.5,41.1,-3.2,40,249,1,1,78,62.5,64.3,-1.8
Jared Goff,DET,2.85,7.8,8.9,-1.1,15.2,48.8,-0.9,33,243,1,1,85.8,66.7,64,2.7
Kenny Pickett,PIT,3.01,7.1,8.3,-1.2,17.9,46,-0.1,28,235,2,0,108.5,57.1,58,-0.8
Gardner Minshew,IND,2.58,4.7,7.5,-2.8,18.2,40,-0.9,44,227,1,0,82.3,61.4,65.3,-4
Josh Allen,BUF,2.86,7.1,10.4,-3.3,31.3,44.7,0.2,32,218,1,1,79.9,62.5,61.8,0.7
Lamar Jackson,BAL,2.43,4.5,5.7,-1.2,3.2,29.2,-3.2,31,202,0,0,88.4,71,75.8,-4.8
Desmond Ridder,ATL,2.69,5.3,7.5,-2.2,15.8,38.1,-1.9,38,201,0,0,70.2,55.3,65.8,-10.6
Mac Jones,NE,2.6,7.4,10.1,-2.7,20.7,35.4,2.1,29,201,1,0,85.6,51.7,60.3,-8.6
Joshua Dobbs,ARI,2.36,4.6,5.9,-1.3,19,39.1,-2.7,21,189,1,0,120,81,69,12
Sam Howell,WAS,2.63,6.9,7.7,-0.8,27.6,42,-0.9,29,170,0,4,41.5,65.5,57.4,8.1
Zach Wilson,NYJ,3.22,4.5,7.2,-2.7,19.4,32.4,-2.2,36,157,0,0,61.9,50,49.9,0.1
Baker Mayfield,TB,2.48,5.9,10.8,-4.9,16,27.3,2.8,25,146,1,1,73.1,60,62.9,-2.9
Daniel Jones,NYG,2.63,3.4,5.7,-2.2,6.3,30.1,-3.9,32,137,0,1,64.2,68.8,70.8,-2.1
Ryan Tannehill,TEN,2.51,4.2,9.3,-5.1,16,42.7,0.6,25,104,0,0,62.8,52,59.4,-7.4
Derek Carr,NO,2.76,3.4,8.3,-4.9,16.7,37.2,0.3,18,103,1,0,104.6,72.2,65,7.2
Jameis Winston,NO,2.29,7.2,8.8,-1.5,25,38.3,-0.4,16,101,0,0,80.5,62.5,62.3,0.2
Justin Fields,CHI,3.02,5.2,14.8,-9.5,22.7,39.5,7.7,22,99,1,1,58.7,50,48.7,1.3
