PLAYER NAME,TEAM,TT,CAY,IAY,AYD,AGG%,LCAD,AYTS,ATT,YDS,TD,INT,RATE,COMP%,xCOMP%,+/-
Nick Mullens,MIN,3.28,13.6,15.5,-1.9,16.7,50.2,5.5,36,411,2,4,79.5,61.1,54.3,6.8
Joe Flacco,CLE,3.1,9.6,10.9,-1.2,23.8,54.1,2.5,42,368,3,2,96.1,64.3,61,3.3
Jake Browning,CIN,2.84,4.9,6.7,-1.8,11.9,34,-2,42,335,1,3,69,66.7,62.9,3.8
Matthew Stafford,LAR,2.81,8.6,9.2,-0.6,17.6,53.9,2.2,34,328,2,0,120.7,70.6,60.9,9.7
Derek Carr,NO,2.63,8.8,9.4,-0.6,12.5,52.7,1.1,40,319,3,1,106.1,67.5,66.3,1.2
Bryce Young,CAR,2.94,9,10.6,-1.7,11.1,38.6,1.6,36,312,2,0,110,63.9,54.1,9.8
Jalen Hurts,PHI,2.76,4.9,5.8,-0.8,5.3,41.5,-4.1,38,301,1,1,85.5,63.2,68.8,-5.7
Tua Tagovailoa,MIA,2.25,7.7,9.7,-2,2.7,53.1,1.9,37,293,1,0,98.1,64.9,70,-5.2
Mason Rudolph,PIT,2.62,6.3,9.7,-3.4,11.1,55.7,0.9,27,290,2,0,124,63,53.3,9.7
Baker Mayfield,TB,2.56,6.8,6.8,0,22.9,35.2,-1.5,35,283,2,0,116.7,74.3,67.8,6.5
Jared Goff,DET,2.81,3.6,4.2,-0.6,7.5,37.4,-4.4,40,257,1,0,99.7,75,74.3,0.7
Bailey Zappe,NE,2.65,6.2,6.6,-0.5,21.2,43.2,-2.8,33,256,2,0,117.7,75.8,59.8,16
Brock Purdy,SF,3.24,6.6,6.2,0.4,15.6,32.6,-2.9,32,255,0,4,42.6,56.3,67.1,-10.8
Dak Prescott,DAL,2.95,6.9,6.4,0.5,31.3,54.8,-1.5,32,253,2,0,107.9,62.5,59.6,2.9
Lamar Jackson,BAL,3.11,4.9,6.5,-1.6,8.6,28.7,-3.3,35,252,2,0,105.9,65.7,70.1,-4.4
Russell Wilson,DEN,3.53,3.4,9.1,-5.7,21.6,49.5,-1,37,238,2,0,103.2,67.6,64.1,3.5
Josh Allen,BUF,2.82,9.4,12,-2.6,14.3,44.6,3.8,21,237,1,1,104.7,71.4,67.3,4.2
Patrick Mahomes,KC,3.4,1.4,4.4,-2.9,9.1,31.7,-4,44,235,1,1,73.6,61.4,67,-5.6
Kyler Murray,ARI,2.86,1.7,5.6,-3.9,13.2,27.7,-3.7,38,230,2,0,97.5,63.2,70.8,-7.7
Taylor Heinicke,ATL,2.68,4,5.1,-1,12.1,36.8,-3.4,33,229,1,0,99.2,69.7,68.5,1.2
Geno Smith,SEA,2.6,5.7,7.2,-1.4,16.7,35.8,-1.1,36,227,2,0,104.7,69.4,61.5,8
Jordan Love,GB,2.89,7.2,7.7,-0.5,14.3,48.2,-0.9,28,219,2,0,109.1,60.7,65.7,-5
Trevor Siemian,NYJ,2.63,0.4,3.3,-2.9,16.3,23.7,-6.4,49,217,1,1,64.8,55.1,64,-8.9
Easton Stick,LAC,2.89,5.5,7.9,-2.5,12.1,34.2,-2.6,33,215,0,0,87.3,69.7,70.1,-0.4
Trevor Lawrence,JAX,2.63,8.3,10.5,-2.3,17.2,33.7,0.8,29,211,1,2,64,58.6,66.2,-7.5
Gardner Minshew,IND,2.9,6.5,9.7,-3.2,27,29,0.4,37,201,0,1,58.5,54.1,56.8,-2.7
Justin Fields,CHI,3.55,9.2,11.7,-2.4,3.7,59.4,2.7,27,170,1,1,71.5,55.6,57.3,-1.8
Ryan Tannehill,TEN,2.88,3.4,4.8,-1.5,15.4,26.9,-5.4,26,152,0,0,84.1,69.2,61.3,7.9
Davis Mills,HOU,2.69,5.5,7.1,-1.6,12.5,34.1,-1.1,32,149,2,0,81.4,46.9,69.7,-22.8
Tyrod Taylor,NYG,3.34,12.5,15.7,-3.1,6.3,56.6,8.2,16,133,1,1,68,43.8,51,-7.2
C.J. Beathard,JAX,2.67,6,6.9,-0.9,6.7,29.4,-2.4,15,94,1,0,111.5,73.3,66.4,7
Case Keenum,HOU,2.49,1.7,6.7,-5,23.5,27,-3.6,17,62,0,2,31.6,64.7,67.9,-3.2
Aidan O'Connell,LV,2.93,2.7,7.4,-4.7,19,34.2,-1.4,21,62,0,0,50.3,42.9,59,-16.1
Sam Howell,WAS,3.32,0.9,5.5,-4.5,27.3,19.3,-3.6,22,56,0,2,1.7,27.3,54.8,-27.5
Tommy DeVito,NYG,3.42,-0.3,1.1,-1.4,6.3,25.1,-8.1,16,55,0,0,63.3,56.3,60.2,-4
