PLAYER NAME,TEAM,EFF,8+D%,TLOS,ATT,YDS,RYOE,AVG,RYOE/ATT,ROE%,TD
Isiah Pacheco,KC,2.53,5.56,2.67,18,130,50,7.2,2.78,38.9,0
James Conner,ARI,3.74,15.38,2.93,26,128,33,4.9,1.26,53.8,1
Khalil Herbert,CHI,3.06,44.44,2.91,18,124,28,6.9,1.56,27.8,1
Najee Harris,PIT,3.55,44.44,2.78,27,122,41,4.5,1.53,51.9,2
Aaron Jones,GB,2.81,30,2.51,20,120,18,6,1.04,47.1,0
Devon Achane,MIA,2.87,21.43,2.85,14,107,11,7.6,0.76,35.7,0
Travis Etienne,JAX,3.31,25,2.97,16,102,26,6.4,1.62,37.5,2
Jonathan Taylor,IND,3.39,4.76,2.58,21,96,-9,4.6,-0.44,33.3,1
Kyren Williams,LAR,3.97,--,2.65,20,87,4,4.4,0.18,20,3
Breece Hall,NYJ,3.3,23.08,3.23,13,84,28,6.5,2.16,46.2,0
Elijah Mitchell,SF,3.56,47.06,2.62,17,80,20,4.7,1.19,70.6,1
Devin Singletary,HOU,3.12,6.25,2.76,16,80,9,5,0.57,37.5,0
Bijan Robinson,ATL,4.28,--,3.22,15,75,1,5,0.05,35.7,0
Jaylen Warren,PIT,3.75,15.38,3.3,13,75,39,5.8,3,46.2,1
Zamir White,LV,3.89,10,2.66,20,71,-22,3.6,-1.18,42.1,0
Gus Edwards,BAL,3.5,43.75,2.46,16,68,1,4.3,0.08,43.8,1
David Montgomery,DET,3.29,7.14,2.51,14,65,0,4.6,-0.02,35.7,1
Joe Mixon,CIN,5.73,9.52,2.82,21,65,-20,3.1,-0.93,33.3,0
Jerome Ford,CLE,4.23,33.33,3.67,12,64,10,5.3,0.82,50,0
Christian McCaffrey,SF,3.99,35.71,2.81,14,64,10,4.6,0.7,50,0
D'Andre Swift,PHI,3.43,--,2.7,13,61,-14,4.7,-1.05,30.8,0
Jamaal Williams,NO,4.46,57.89,2.59,19,58,-10,3.1,-0.51,26.3,0
Kenneth Walker,SEA,4.31,40,2.85,10,53,8,5.3,0.99,37.5,1
Tony Pollard,DAL,4.87,--,2.9,16,49,5,3.1,0.34,37.5,0
James Cook,BUF,4.45,6.25,2.48,16,48,-13,3,-0.8,56.3,0
Austin Ekeler,LAC,4.14,15.38,2.46,13,46,-19,3.5,-1.45,23.1,0
Chuba Hubbard,CAR,3.75,18.18,3.06,11,45,-4,4.1,-0.35,63.6,0
Alvin Kamara,NO,3.89,20,2.69,10,45,8,4.5,0.8,50,0
Jahmyr Gibbs,DET,6.39,6.67,2.79,15,43,-17,2.9,-1.23,28.6,0
Derrick Henry,TEN,4.01,25,2.98,12,42,-7,3.5,-0.57,58.3,0
Rachaad White,TB,4.43,--,2.45,11,42,2,3.8,0.14,36.4,0
Javonte Williams,DEN,4.78,33.33,2.84,15,41,-11,2.7,-0.73,26.7,0
Ty Chandler,MIN,3.47,10,2.82,10,40,-12,4,-1.38,33.3,0
Saquon Barkley,NYG,3.89,8.33,2.49,12,39,-9,3.3,-0.73,25,0
Ezekiel Elliott,NE,4.66,--,2.77,14,39,-1,2.8,-0.05,50,1
Tank Bigsby,JAX,4.34,10,2.22,10,32,-1,3.2,-0.13,40,0
Kareem Hunt,CLE,4.35,40,2.69,10,31,-7,3.1,-0.79,33.3,1
