PLAYER NAME,TEAM,TT,CAY,IAY,AYD,AGG%,LCAD,AYTS,ATT,YDS,TD,INT,RATE,COMP%,xCOMP%,+/-
C.J. Stroud,HOU,3.04,9,10.2,-1.2,6.4,36,1.5,47,384,2,0,103.5,63.8,59.6,4.2
Kirk Cousins,MIN,2.89,6.6,7.3,-0.6,15.9,47.7,-1.4,44,364,4,0,125.6,70.5,64.4,6.1
Geno Smith,SEA,3.04,6.9,6.6,0.3,7.3,38.2,-1.9,41,328,2,0,116.3,78,59.9,18.2
Jared Goff,DET,2.78,7.5,8,-0.5,17.1,46.6,0.1,35,323,3,1,121.8,80,64.7,15.3
Daniel Jones,NYG,2.82,8.3,9.8,-1.5,18.9,51,0.9,37,321,2,1,103.5,70.3,60.5,9.8
Baker Mayfield,TB,2.99,6,7.5,-1.5,11.8,45,-1.4,34,317,1,0,114.5,76.5,62.4,14.1
Russell Wilson,DEN,3.42,10.9,10.7,0.2,3.1,60.1,1.8,32,308,3,1,107.3,56.3,59.4,-3.1
Matthew Stafford,LAR,2.57,4.7,6.5,-1.8,3.6,34.1,-2.6,55,307,1,2,67.8,61.8,69,-7.1
Justin Herbert,LAC,2.78,6.9,10.6,-3.7,22,51.5,2.5,41,305,2,0,104.2,65.9,58.9,6.9
Patrick Mahomes,KC,2.69,4,6.4,-2.4,17.1,43.1,-4.3,41,305,2,1,98.1,70.7,71.1,-0.3
Sam Howell,WAS,2.88,5.5,5.6,-0.1,--,42.6,-4.5,39,299,2,0,108.8,69.2,68.6,0.6
Josh Allen,BUF,2.9,4.1,4.9,-0.9,10.8,33.1,-2.3,37,274,3,0,124.5,83.8,74.4,9.3
Dak Prescott,DAL,2.58,3.1,4.8,-1.7,10.5,33.8,-3.2,38,255,2,0,112.2,81.6,67.6,14
Tua Tagovailoa,MIA,2.08,5.2,8.6,-3.4,13.3,36.2,0.2,30,249,1,1,92.2,70,68.4,1.6
Ryan Tannehill,TEN,2.51,8.7,8.3,0.4,8.3,62.2,0.2,24,246,1,0,123.3,83.3,72.2,11.1
Lamar Jackson,BAL,2.59,6.6,9.2,-2.6,18.2,52.7,-0.5,33,237,2,0,112.8,72.7,67.4,5.3
Desmond Ridder,ATL,2.91,6.8,8.6,-1.8,6.3,53.7,0.2,32,237,1,1,79.8,59.4,65.8,-6.4
Deshaun Watson,CLE,2.9,5.6,9.8,-4.3,17.5,35.5,-0.2,40,235,1,1,70.3,55,61.1,-6.1
Mac Jones,NE,2.38,4.3,9.1,-4.8,19,25.7,-0.3,42,231,1,1,84.5,73.8,62.6,11.2
Derek Carr,NO,2.62,7.2,8.5,-1.3,11.1,49.6,0.9,36,228,0,1,65.5,58.3,62.6,-4.2
Joshua Dobbs,ARI,2.85,6.4,7.9,-1.5,16.1,36.7,-1.8,31,228,1,0,99.9,67.7,64.2,3.5
Kenny Pickett,PIT,2.9,4.3,5.9,-1.6,20,31.1,-3.9,30,222,1,1,71.8,50,62.5,-12.5
Joe Burrow,CIN,2.28,3.1,6.5,-3.4,22,33.7,-1.1,41,222,2,1,85.6,65.9,60.1,5.8
Trevor Lawrence,JAX,2.43,4.4,7.7,-3.4,19.5,47.1,-0.2,41,216,0,0,68.8,53.7,65.1,-11.4
Justin Fields,CHI,3.03,6.2,7.1,-1,6.9,31.6,-3.7,29,211,1,2,61.1,55.2,67.2,-12
Brock Purdy,SF,2.41,6.1,8.9,-2.8,12,37.7,0.9,25,206,0,0,93.1,68,67.4,0.6
Jalen Hurts,PHI,2.58,6.4,8.9,-2.5,13,54.6,-1.5,23,193,1,1,98,78.3,69.1,9.2
Jimmy Garoppolo,LV,3.2,7.1,8.7,-1.6,16.7,33.8,0.3,24,185,1,2,68.9,66.7,65.9,0.8
Gardner Minshew,IND,2.43,5.1,6.1,-1.1,4.3,31.3,-1.3,23,171,1,0,112.1,82.6,65.6,17
Zach Wilson,NYJ,3.17,6.4,10.4,-4,7.4,27,0.6,27,170,1,3,38.1,44.4,56.5,-12
Bryce Young,CAR,3.12,3.1,5.8,-2.7,9.1,33.1,-2.8,33,153,1,0,87.1,66.7,66.6,0.1
Jordan Love,GB,2.57,5.4,8.4,-3.1,28,34.5,-0.2,25,151,3,0,113.5,56,65.3,-9.3
