PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
Tyreek Hill,MIA,WR,4.2,2.9,15.2,44.69,11,15,73.33,215,2,4.9,5.1,-0.2
Justin Jefferson,MIN,WR,5.7,4,9.5,37.48,9,12,75,150,0,7.8,7,0.8
Brandon Aiyuk,SF,WR,5.1,2.9,14.4,46.02,8,8,100,129,2,2.7,3,-0.3
Tutu Atwell,LAR,WR,6.4,3.2,14.8,29.44,6,8,75,119,0,5.8,5.1,0.8
Puka Nacua,LAR,WR,5.6,3,9.1,34.17,10,15,66.67,119,0,4.5,2.7,1.9
Chris Olave,NO,WR,5.9,3.5,13.6,33.12,8,10,80,112,0,7.8,8.6,-0.8
Stefon Diggs,BUF,WR,6.4,1.9,10.5,44.64,10,13,76.92,102,1,3,2.4,0.6
Calvin Ridley,JAX,WR,5.6,2.6,9.6,49.3,8,11,72.73,101,1,4.6,3,1.6
Michael Pittman,IND,WR,7,2.4,6,31.18,8,11,72.73,97,1,6.5,3.9,2.6
Rashid Shaheed,NO,WR,8.1,3,16.8,24.57,5,6,83.33,89,1,1.3,3.2,-1.9
Jakobi Meyers,LV,WR,7.2,2.3,8.1,41.2,9,10,90,81,2,1.8,1.9,-0.1
Nico Collins,HOU,WR,7.2,2.2,13,66.74,6,10,60,80,0,3.6,3.1,0.6
Josh Reynolds,DET,WR,4.6,2.5,10.7,36.4,4,7,57.14,80,0,7,4.8,2.2
A.J. Brown,PHI,WR,6.2,2.7,17.8,61.44,7,10,70,79,0,1.6,2.1,-0.4
Zay Flowers,BAL,WR,7.9,3.5,2.7,25.96,9,10,90,78,0,5.9,5.5,0.5
Jaylen Waddle,MIA,WR,3.6,3.1,13.9,13.6,4,5,80,78,0,9.7,3.5,6.2
Keenan Allen,LAC,WR,7.9,2.6,10.5,41.41,6,9,66.67,76,0,6.1,5.5,0.7
Amon-Ra St. Brown,DET,WR,6.4,2.9,5.7,25.12,6,9,66.67,71,1,4,5.5,-1.6
Mike Evans,TB,WR,7.7,2.6,12.8,53.46,6,10,60,66,1,2.3,2.9,-0.6
Davante Adams,LV,WR,5.8,1.9,10.4,47.87,6,9,66.67,66,0,0.7,1.7,-1
DeAndre Hopkins,TEN,WR,5.2,2,10.5,47.06,7,13,53.85,65,0,0.6,2.1,-1.4
Kendrick Bourne,NE,WR,7.1,1.9,12,33,6,11,54.55,64,2,3.8,3.1,0.8
Allen Robinson,PIT,WR,6,3,7.2,17.93,5,8,62.5,64,0,5.2,4,1.1
Jordan Addison,MIN,WR,7.8,2.9,13.3,26.33,4,6,66.67,61,1,1.8,2.2,-0.4
Michael Thomas,NO,WR,5,1.9,10.7,20.92,5,8,62.5,61,0,1.4,1.8,-0.5
Nick Westbrook-Ikhine,TEN,WR,6.2,2.9,4.8,11.52,4,7,57.14,58,0,11.5,9,2.5
Robert Woods,HOU,WR,6.7,2.9,6,27.76,6,9,66.67,57,0,4.1,4.7,-0.6
Hunter Henry,NE,TE,5.6,2.6,10.7,16.1,5,6,83.33,56,1,1.8,1.5,0.3
Deebo Samuel,SF,WR,7.3,2.7,11.4,31.95,5,7,71.43,55,0,2,2.7,-0.7
Zay Jones,JAX,WR,7,1.8,10.6,34.55,5,7,71.43,55,1,0.9,1.2,-0.2
Curtis Samuel,WAS,WR,8.1,5,5.3,12.05,5,5,100,54,0,5.5,6.5,-1
Darnell Mooney,CHI,WR,5,3.2,9,53.58,4,7,57.14,53,1,1.6,2.2,-0.6
Chris Godwin,TB,WR,8.4,3.4,5.5,13.75,5,6,83.33,51,0,3,4,-1
Evan Engram,JAX,TE,5.2,2.6,4.6,10.6,5,5,100,49,0,5.2,4.3,1
Diontae Johnson,PIT,WR,7.9,2.8,12.3,22.94,3,6,50,48,0,8.4,4.9,3.5
Jayden Reed,GB,WR,6.9,2.8,18.4,34.11,2,5,40,48,0,9.9,10.1,-0.2
DeVonta Smith,PHI,WR,4.8,2.3,9.6,33.07,7,10,70,47,1,0.8,2.3,-1.5
DK Metcalf,SEA,WR,4,2.6,15.7,58.89,3,5,60,47,1,3.7,1.1,2.7
Mike Williams,LAC,WR,5.6,4.2,10,21.84,4,5,80,45,0,2.8,4.5,-1.7
Cole Kmet,CHI,TE,7.7,5.7,3.6,21.24,5,7,71.43,44,0,6.2,5,1.2
Durham Smythe,MIA,TE,5.7,2.6,8.7,11.99,3,7,42.86,44,0,7.6,7,0.6
Logan Thomas,WAS,TE,7.6,2.8,6.4,23.28,4,8,50,43,0,2.8,2.1,0.7
Elijah Moore,CLE,WR,4.1,4.2,9.8,21.37,3,7,42.86,43,0,3,3.7,-0.7
Braxton Berrios,MIA,WR,3.1,1.3,17.1,16.77,3,5,60,42,0,0.8,0.6,0.2
Hayden Hurst,CAR,TE,8.1,2.7,8.1,29.12,5,7,71.43,41,1,2.7,3.7,-1.1
Demario Douglas,NE,WR,8,3.5,10.9,19,4,7,57.14,40,0,2.7,5.3,-2.6
Jahan Dotson,WAS,WR,8,1.9,10,32.03,5,7,71.43,40,0,0.6,1.1,-0.5
River Cracraft,MIA,WR,6.3,2.5,10.6,10.36,3,5,60,40,1,5.2,8.5,-3.3
Kylen Granson,IND,TE,6.9,4.6,6.3,17.8,4,6,66.67,39,0,6.4,7.9,-1.4
Ja'Marr Chase,CIN,WR,5.2,2.8,9.7,38.57,5,9,55.56,39,0,4,3,1
Sam LaPorta,DET,TE,4.9,3.4,3.9,9.56,5,5,100,39,0,3.9,4.4,-0.5
Calvin Austin,PIT,WR,8.4,3.2,3.5,6.5,6,6,100,37,0,2.7,2.6,0
Amari Cooper,CLE,WR,6.1,4,16.3,35.67,3,7,42.86,37,0,0.7,2.1,-1.4
George Pickens,PIT,WR,7.5,2.8,11.8,25.68,5,7,71.43,36,0,2,2,0
Juwan Johnson,NO,TE,5.6,3.6,9.3,11.37,3,5,60,36,0,6.5,7.1,-0.7
Darren Waller,NYG,TE,4.7,2.3,8.1,27.54,3,5,60,36,0,4.7,4.5,0.2
T.J. Hockenson,MIN,TE,3.8,2.4,2.5,7.52,8,9,88.89,35,0,1.7,2.5,-0.8
Adam Trautman,DEN,TE,5.1,5.3,3.1,10.44,5,5,100,34,0,3.7,6.4,-2.6
Rashee Rice,KC,WR,6.1,2.7,9.1,13.6,3,5,60,29,1,5.3,4.6,0.7
Romeo Doubs,GB,WR,5.7,2.6,7.1,13.14,4,5,80,26,2,2.3,2.3,0
Tee Higgins,CIN,WR,4.6,1.9,17.2,60.49,0,8,--,,0,--,--,--
Garrett Wilson,NYJ,WR,4.2,1.5,6.5,41.57,5,5,100,34,1,0.6,1.5,-1
JuJu Smith-Schuster,NE,WR,7.8,4.3,4.2,7.3,4,7,57.14,33,0,5.2,8.5,-3.3
Courtland Sutton,DEN,WR,7.3,2.7,9.9,33.55,4,5,80,32,1,0.6,0.9,-0.2
