PLAYER NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
K.J. Osborn,MIN,WR,8,1.8,10.6,21,3,6,50,31,0,0.2,1.2,-1
Noah Gray,KC,TE,7.7,2,7,10.41,3,5,60,31,0,7.1,1.7,5.4
Josh Downs,IND,WR,7.8,3.1,3.6,11.98,3,7,42.86,30,0,7.6,10.1,-2.5
Marquise Brown,ARI,WR,6.3,1.6,9.5,26.35,3,5,60,28,0,-0.3,0.6,-0.9
Van Jefferson,LAR,WR,7.1,3.4,11,13.64,4,5,80,24,0,0.4,2.8,-2.4
Terrace Marshall,CAR,WR,4.3,2.3,15.4,47.28,2,6,33.33,23,0,3.3,3.4,-0.1
Zach Ertz,ARI,TE,8,1.5,5.7,31.5,6,10,60,21,0,1.2,1.4,-0.2
George Kittle,SF,TE,7,3.5,6.1,14.65,3,6,50,19,0,4.9,4.5,0.4
Irv Smith,CIN,TE,7.5,4,1.3,2.93,3,5,60,17,0,2.1,1.1,1
Jonathan Mingo,CAR,WR,3.4,1.4,12.2,31.28,2,5,40,17,0,-0.3,0.2,-0.5
Darius Slayton,NYG,WR,3.2,3.2,9.7,33.2,3,5,60,15,0,3.1,2.8,0.3
Jaxon Smith-Njigba,SEA,WR,8.6,3,1.3,4.93,3,5,60,13,0,4.7,5.5,-0.8
Jake Ferguson,DAL,TE,4.3,2,5,21.07,2,7,28.57,11,0,3.8,4.9,-1.1
Marvin Jones,DET,WR,3.7,1.9,7.4,21.74,2,6,33.33,8,0,0.8,3.5,-2.7
Kadarius Toney,KC,WR,4,3.1,7.4,11.01,1,5,20,1,0,4.6,5.2,-0.6
