"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Kyle Pitts","78","240","316","3","20","48","32","21","0.36","64","2.01","78.2","42","Damien Wilson","72","245","239","17","0.33","85","1.64","54.6"
"Mark Andrews","77","256","352","1","25","56","18","22","0.42","74","1.98","89.4","-12","Jeremiah Owusu-Koramoah","74","215","133","14","0.21","72","0.65","75.2"
"Dawson Knox","76","254","244","7","39","36","12","15","0.39","76","1.57","64.3","-3","Demario Davis","74","248","308","12","0.14","65","0.66","73.7"
"Ian Thomas","75","260","194","21","58","31","11","10","0.14","68","0.75","54.3","-48","Brandon Jones","72","205","233","7","0.15","88","0.89","63.7"
"Cole Kmet","78","258","252","14","38","46","12","17","0.23","66","1.17","64","29","Alex Anzalone","75","241","293","11","0.17","70","0.71","31.5"
"C.J. Uzomah","78","265","270","8","55","25","15","11","0.33","87","1.19","64.8","4","Joe Schobert","73","245","277","12","0.2","71","0.89","61.8"
"David Njoku","76","246","188","15","59","27","13","19","0.39","69","1.98","73.5","1","Chuck Clark","72","205","366","7","0.17","71","0.72","60.1"
"Dalton Schultz","77","244","305","8","45","44","9","19","0.36","77","1.61","78.9","36","Cory Littleton","75","228","278","17","0.25","85","1.02","55.4"
"Noah Fant","76","249","274","7","70","23","5","21","0.36","74","1.38","59.3","-12","Kyzir White","74","218","264","14","0.24","78","0.87","63.1"
"T.J. Hockenson","77","247","335","5","34","55","11","21","0.35","77","1.49","69.7","3","Roquan Smith","73","225","309","14","0.18","76","0.73","53.1"
"Josiah Deguara","75","242","82","11","40","34","21","13","0.3","91","1.1","51.2","-28","Ernest Jones","74","230","98","12","0.25","92","0.73","49.3"
"Pharaoh Brown","78","258","107","21","87","8","4","19","0.25","70","1.16","58.6","11","C.J. Mosley","74","250","297","16","0.32","91","1.18","34.2"
"Jack Doyle","78","262","199","10","50","39","10","16","0.26","62","0.99","70.4","18","Devin White","72","237","349","16","0.27","82","1.07","40.9"
"Dan Arnold","78","220","250","4","23","64","13","19","0.3","72","1.6","62.1","15","Deion Jones","73","227","322","17","0.36","91","1.66","44"
"Tyler Higbee","78","255","331","8","54","23","22","15","0.27","76","1.04","60.9","13","Krys Barnes","73","235","136","17","0.35","91","1.56","46.2"
"Jared Cook","77","254","285","5","31","51","18","17","0.27","65","1.21","59.6","4","Justin Simmons","74","202","356","8","0.13","62","0.63","68.2"
"Darren Waller","78","255","335","5","49","30","20","23","0.37","66","1.82","69.5","37","Keanu Neal","73","216","182","11","0.2","90","1.05","38.1"
"Mike Gesicki","78","245","371","2","5","66","29","19","0.32","68","1.56","70.8","21","Jermaine Carter","72","225","260","9","0.18","83","0.82","46.7"
"Tyler Conklin","75","254","277","17","83","11","5","18","0.34","76","1.4","66.4","-4","Azeez Al-Shaair","74","228","252","17","0.32","80","1.13","64.7"
"Hunter Henry","77","250","262","14","27","60","12","17","0.43","73","1.44","72.4","19","Jayon Brown","72","226","147","11","0.25","88","1.12","52.6"
"Adam Trautman","78","253","211","19","57","29","14","18","0.26","66","1.14","65.3","-13","Matt Milano","72","223","241","14","0.16","65","0.68","71.6"
"Evan Engram","75","240","246","4","26","68","6","15","0.26","78","0.96","54.8","-37","T.J. Edwards","73","242","184","17","0.38","87","1.64","72.6"
"Ryan Griffin","78","264","212","20","60","29","7","14","0.19","60","0.75","46.9","-11","Zach Cunningham","75","238","211","20","0.31","72","1.31","47.5"
"Dallas Goedert","76","260","227","7","46","44","9","19","0.42","77","2.16","86.6","35","Benardrick McKinney","76","257","41","29","0.32","58","1.51","36"
"Eric Ebron","76","253","172","3","75","20","5","10","0.15","71","0.49","48.5","-27","Logan Wilson","74","250","344","15","0.29","82","1.35","52"
"Gerald Everett","75","240","189","7","46","37","15","14","0.29","93","1.24","63.6","16","Jamin Davis","76","234","177","12","0.25","86","1.09","32.1"
"George Kittle","76","250","189","15","56","31","8","24","0.49","74","2.18","88.8","29","Eric Kendricks","72","232","359","11","0.26","76","1.11","66.4"
"Rob Gronkowski","78","268","120","12","69","20","9","25","0.6","73","2.12","78.2","62","Bobby Okereke","73","239","392","12","0.24","87","0.89","58.5"
"Anthony Firkser","74","246","189","2","11","66","22","14","0.21","70","0.73","44.1","-63","Adrian Phillips","71","210","317","8","0.11","56","0.32","85.1"
"John Bates","78","256","63","22","51","41","6","13","0.22","100","0.94","62.9","-27","Jordyn Brooks","73","245","298","17","0.37","88","1.79","55.7"
