"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Demetrius Harris","79","230","27","10","53","27","7","4","","","","55","-46","Jeremiah Owusu-Koramoah","74","215","91","11","0.12","60","0.51","84.8"
"Mark Andrews","77","256","169","1","35","53","12","21","0.48","81","2.37","90.6","-1","Drue Tranquill","74","234","79","14","0.31","100","0.97","76.2"
"Dawson Knox","76","254","142","6","38","36","15","16","0.52","78","1.84","72.4","56","Rashaan Evans","74","232","89","13","0.19","75","0.88","29.2"
"Ian Thomas","75","260","81","26","75","18","6","15","0.21","75","0.98","55.4","-31","Eric Kendricks","72","232","168","10","0.19","94","1.05","71.3"
"Cole Kmet","78","258","109","15","45","44","10","16","0.17","59","0.74","53.5","-35","Oren Burks","75","233","51","10","0.12","80","0.39","66.4"
"C.J. Uzomah","78","265","123","4","52","24","23","11","0.31","85","1.22","64.8","44","Alex Anzalone","75","241","142","10","0.21","86","0.87","38.5"
"Austin Hooper","76","254","86","20","63","31","6","17","0.31","73","1.13","74.4","10","Jordan Hicks","73","236","160","12","0.18","75","0.82","51.8"
"Dalton Schultz","77","244","120","8","56","37","7","25","0.6","87","2.33","91.2","37","Kyle Dugger","74","220","128","12","0.18","60","0.67","60.5"
"Noah Fant","76","249","149","7","67","25","6","20","0.34","70","1.18","60.5","-5","Cory Littleton","75","228","147","18","0.29","85","1.3","54.5"
"T.J. Hockenson","77","247","188","5","34","56","10","18","0.32","73","1.26","70.9","-6","Logan Wilson","74","250","179","12","0.19","86","0.93","71.1"
"Robert Tonyan","77","237","123","2","39","42","18","12","0.19","60","0.67","51.3","13","Roquan Smith","73","225","164","15","0.22","72","1.07","50.9"
"Pharaoh Brown","78","258","64","22","79","12","6","17","0.26","64","1.48","64.4","-8","Darius Leonard","74","234","159","13","0.27","71","1.01","67.7"
"Jack Doyle","78","262","96","11","39","46","14","17","0.24","69","1.28","75.8","14","Christian Kirksey","74","235","170","11","0.19","79","0.97","56.2"
"Dan Arnold","78","220","100","2","20","69","12","21","0.33","71","1.77","60.6","0","Brandon Jones","72","205","73","8","0.2","100","1.14","57.1"
"Travis Kelce","77","260","192","4","26","43","31","21","0.47","73","1.92","88.3","61","Jamin Davis","76","234","77","9","0.15","100","0.55","51.9"
"Tyler Higbee","78","255","140","11","51","22","25","14","0.32","85","1.17","60.7","37","Tae Crowder","75","235","126","14","0.27","83","1.46","35"
"Jared Cook","77","254","155","5","37","48","15","17","0.28","65","1.35","61.6","-6","Chuck Clark","72","205","191","7","0.14","77","0.52","75.9"
"Darren Waller","78","255","206","5","55","26","19","23","0.35","60","1.55","58.9","11","Justin Strnad","75","235","80","19","0.17","53","0.68","51.4"
"Mike Gesicki","78","245","154","3","6","74","21","21","0.33","69","1.47","70.2","7","Rayshawn Jenkins","73","220","162","9","0.12","73","0.56","62.7"
"Tyler Conklin","75","254","137","17","82","10","6","18","0.31","76","1.23","59.4","-19","Julian Stanford","73","230","12","8","0.03","100","-0.58","68.6"
"Hunter Henry","77","250","135","16","24","63","12","19","0.4","77","1.6","72.3","3","Jayron Kearse","76","215","186","12","0.22","73","0.74","70"
"Evan Engram","75","240","89","4","29","68","3","16","0.24","79","1.16","51","-20","Kenny Young","73","234","172","16","0.29","93","1.35","59"
"Zach Ertz","77","250","120","1","34","52","14","19","0.3","61","1.33","62.9","4","Devin White","72","237","199","18","0.32","81","1.18","40.1"
"Eric Ebron","76","253","112","3","76","20","4","9","0.08","50","0.33","43.5","-5","Jordyn Brooks","73","245","141","17","0.34","83","1.53","49.3"
"Gerald Everett","75","240","71","10","47","43","10","11","0.31","100","1.08","62.5","-3","Devin Bush","71","234","94","15","0.27","79","0.9","54.8"
"O.J. Howard","78","251","46","27","75","17","6","11","0.2","80","1.11","46.3","49","Eric Wilson","73","230","129","15","0.25","74","0.91","34.1"
"Anthony Firkser","74","246","82","2","12","63","25","16","0.2","69","0.91","46.3","-23","Tremaine Edmunds","77","250","165","12","0.29","85","1.13","57.8"
"Ricky Seals-Jones","77","243","81","15","23","56","15","16","0.27","62","0.98","71.5","33","Daniel Sorensen","74","208","167","12","0.34","80","1.7","33.6"
