"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","77","250","435","2","30","58","9","21","0.35","67","1.47","67.6","-13","Jayron Kearse","76","215","527","11","0.17","65","0.73","76.3"
"Kyle Pitts","78","240","464","3","22","44","34","21","0.36","65","2.05","81.4","33","Tremaine Edmunds","77","250","385","14","0.27","83","1.21","51.1"
"Mark Andrews","77","256","547","1","22","62","16","23","0.49","73","2.17","91.6","5","Ernest Jones","74","230","247","13","0.2","78","0.76","58.8"
"Dawson Knox","76","254","437","8","38","40","13","14","0.35","73","1.23","62.2","29","Deion Jones","73","227","450","19","0.38","87","1.81","38.3"
"Tommy Tremble","76","242","248","6","42","44","14","11","0.17","64","0.7","57.6","-61","Pete Werner","75","242","177","15","0.19","74","0.79","80.9"
"Cole Kmet","78","258","429","12","33","50","14","19","0.25","66","1.26","63.1","-29","Jaylon Smith","74","245","134","13","0.2","82","0.94","61.5"
"C.J. Uzomah","78","265","423","7","56","26","14","13","0.29","79","1.09","62.3","4","Willie Gay Jr.","74","240","152","16","0.27","79","1.45","54.9"
"David Njoku","76","246","258","15","57","28","14","18","0.36","64","1.69","73.6","-1","Joe Schobert","73","245","398","14","0.2","69","0.92","51.8"
"Dalton Schultz","77","244","498","8","43","45","11","18","0.36","78","1.47","79.2","39","Isaiah Simmons","76","230","419","15","0.22","71","1.03","48.8"
"Noah Fant","76","249","389","6","70","23","6","20","0.35","77","1.44","60.2","-16","Drue Tranquill","74","234","283","11","0.2","87","0.86","65.3"
"Brock Wright","77","255","74","23","65","26","7","20","0.31","67","0.89","52","-13","Jordyn Brooks","73","245","474","18","0.4","87","1.75","57.7"
"Josiah Deguara","75","242","177","7","39","38","19","14","0.24","80","0.95","53.5","-13","Eric Kendricks","72","232","486","11","0.23","72","1.02","59.1"
"Jordan Akins","76","243","198","8","60","28","10","16","0.23","77","1.08","53","-52","Azeez Al-Shaair","74","228","367","19","0.34","82","1.35","64.8"
"Jack Doyle","78","262","239","12","53","39","8","17","0.31","68","1.22","74.8","3","Marquel Lee","75","235","6","17","0.27","100","1","63"
"James O'Shaughnessy","76","245","178","2","33","56","10","19","0.27","73","1.37","62.5","-31","Kyle Dugger","74","220","389","12","0.18","67","0.69","66.8"
"Travis Kelce","77","260","536","3","28","45","27","22","0.43","70","1.99","82.4","48","Germaine Pratt","74","240","337","15","0.28","80","1.18","49.9"
"Tyler Higbee","78","255","435","8","53","23","23","15","0.25","74","1","63.1","19","Patrick Queen","73","227","357","14","0.22","78","1.09","46.3"
"Jared Cook","77","254","424","4","29","53","18","17","0.27","61","1.14","61.4","24","Kareem Jackson","70","185","475","6","0.12","74","0.4","53.2"
"Darren Waller","78","255","346","5","49","30","20","24","0.37","65","1.86","70.7","-1","Bobby Okereke","73","239","524","13","0.25","84","0.92","59.7"
"Mike Gesicki","78","245","486","2","7","63","29","20","0.31","70","1.45","69.6","19","Jayon Brown","72","226","240","10","0.22","88","1.05","47.3"
"Tyler Conklin","75","254","425","17","82","11","6","17","0.3","75","1.27","66","-9","Krys Barnes","73","235","230","18","0.33","90","1.47","51"
"Hunter Henry","77","250","355","12","27","61","11","18","0.41","66","1.35","74","16","Shaquille Quarterman","73","240","45","13","0.1","50","0.36","59.3"
"Nick Vannett","78","261","85","19","59","29","11","15","0.31","62","1.45","56.3","-17","Jermaine Carter","72","225","324","9","0.17","83","0.79","47.1"
"Evan Engram","75","240","418","4","23","70","7","15","0.24","72","0.94","55.5","-12","Roquan Smith","73","225","416","13","0.2","82","0.93","47.9"
"Tyler Kroft","78","252","162","17","61","25","10","14","0.23","68","1.04","63.7","1","Devin White","72","237","507","15","0.25","81","1.01","36.9"
"Dallas Goedert","76","260","332","9","48","42","10","20","0.45","77","2.29","88.8","18","David Mayo","74","245","55","9","0.31","100","1.11","53.1"
"Zach Gentry","80","265","128","26","93","4","2","13","0.21","82","1","69.1","-35","Jeremiah Owusu-Koramoah","74","215","257","12","0.17","75","0.56","75.1"
"Gerald Everett","75","240","312","8","48","36","15","16","0.35","86","1.35","63.4","15","Derrick Barnes","73","245","125","19","0.48","88","2.13","36.4"
"George Kittle","76","250","336","14","59","29","9","25","0.56","77","2.61","91.2","37","Christian Kirksey","74","235","318","13","0.24","73","1.1","47.1"
"Rob Gronkowski","78","268","304","7","59","25","14","22","0.43","61","1.81","73.4","68","C.J. Mosley","74","250","446","15","0.31","88","1.2","39.6"
"Geoff Swaim","76","260","172","27","74","17","5","20","0.34","79","1.16","52.5","-29","Brandon Jones","72","205","272","7","0.15","89","0.85","61.8"
"John Bates","78","256","155","19","45","46","7","12","0.28","89","1.35","68.1","-50","T.J. Edwards","73","242","323","15","0.29","82","1.27","79.9"
