"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","77","250","282","3","36","52","10","20","0.41","70","1.62","70.4","10","Roquan Smith","73","225","317","14","0.18","77","0.76","53.7"
"Kyle Pitts","78","240","344","3","20","47","33","21","0.34","62","1.92","77.5","52","Devin White","72","237","373","15","0.26","82","1.01","40.7"
"Mark Andrews","77","256","383","1","25","57","18","22","0.43","70","1.99","90.3","8","Joe Schobert","73","245","298","12","0.19","73","0.82","56.5"
"Dawson Knox","76","254","272","7","40","36","12","15","0.42","78","1.53","63.6","-14","Kyle Dugger","74","220","350","11","0.16","68","0.65","70.4"
"Cole Kmet","78","258","289","13","36","48","12","19","0.25","67","1.25","67.9","-13","Isaiah Simmons","76","230","331","15","0.22","76","1.09","50.9"
"C.J. Uzomah","78","265","291","8","56","24","16","12","0.32","88","1.14","66.2","5","Kyzir White","74","218","283","14","0.24","80","0.84","62.2"
"Dalton Schultz","77","244","352","7","43","46","9","18","0.35","75","1.53","78.7","14","Demario Davis","74","248","339","12","0.14","68","0.63","75.2"
"Noah Fant","76","249","293","7","70","23","6","21","0.35","74","1.33","57.9","-6","Anthony Hitchens","72","235","159","15","0.33","79","1.37","42.9"
"T.J. Hockenson","77","247","356","5","35","53","11","21","0.36","78","1.5","69.7","-1","Eric Kendricks","72","232","385","11","0.25","73","1.06","64.2"
"Brevin Jordan","75","245","55","11","73","21","6","22","0.53","75","1.45","67.9","-29","Bobby Okereke","73","239","423","13","0.27","88","0.95","56.3"
"Jack Doyle","78","262","224","10","51","40","9","17","0.32","67","1.24","74.8","18","Zach Cunningham","75","238","238","19","0.29","74","1.21","49.7"
"James O'Shaughnessy","76","245","78","","28","62","9","17","0.26","77","1.29","67.9","-2","Ernest Jones","74","230","132","10","0.19","92","0.56","53.4"
"Travis Kelce","77","260","442","3","27","44","28","21","0.41","71","1.86","79.4","19","Caden Sterns","73","207","146","10","0.23","79","1.12","68.9"
"Tyler Higbee","78","255","369","8","53","24","22","15","0.25","71","0.94","59.6","15","Damien Wilson","72","245","258","16","0.31","85","1.52","53.1"
"Jared Cook","77","254","318","5","30","52","18","17","0.28","62","1.17","59.7","13","Logan Wilson","74","250","369","15","0.3","82","1.38","52.5"
"Darren Waller","78","255","346","5","49","30","20","24","0.37","65","1.86","70.7","29","Jamin Davis","76","234","192","12","0.25","88","1.08","35.1"
"Mike Gesicki","78","245","401","2","6","64","30","19","0.31","69","1.49","69.8","32","Benardrick McKinney","76","257","48","25","0.27","58","1.29","39.7"
"Tyler Conklin","75","254","298","18","83","10","5","18","0.33","75","1.39","66","35","Alex Anzalone","75","241","330","12","0.17","71","0.72","36.8"
"Hunter Henry","77","250","285","13","28","59","12","18","0.41","70","1.38","72.7","-8","Matt Milano","72","223","270","15","0.17","66","0.74","72.1"
"Juwan Johnson","76","231","93","2","26","54","20","16","0.41","60","1.16","77.5","-35","Jayron Kearse","76","215","381","12","0.19","67","0.81","77.6"
"Evan Engram","75","240","278","3","27","66","7","15","0.25","74","0.98","53.7","-28","Eric Rowe","73","205","306","16","0.29","79","1.11","69"
"Ryan Griffin","78","264","231","20","60","29","7","15","0.19","62","0.77","49.5","-44","T.J. Edwards","73","242","213","18","0.37","84","1.6","71.4"
"Dallas Goedert","76","260","258","8","45","45","10","18","0.37","74","1.9","84.2","31","C.J. Mosley","74","250","325","16","0.31","88","1.13","39"
"Pat Freiermuth","77","258","249","6","60","31","9","20","0.44","78","1.31","73.7","6","Chuck Clark","72","205","403","6","0.16","69","0.74","60.6"
"Gerald Everett","75","240","213","8","48","36","14","16","0.32","86","1.28","65.4","-12","Azeez Al-Shaair","74","228","281","19","0.36","80","1.41","61.6"
"George Kittle","76","250","214","15","56","31","9","22","0.45","73","1.99","86.6","37","Jordyn Brooks","73","245","328","19","0.4","90","1.91","55"
"Rob Gronkowski","78","268","150","10","66","22","10","26","0.61","74","2.52","88.1","87","Mykal Walker","75","220","69","17","0.26","75","1.3","56.1"
"Logan Thomas","78","250","129","10","19","71","7","16","0.32","75","1.15","61.4","4","Cory Littleton","75","228","307","17","0.27","87","1.15","51.1"
