"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","77","250","299","3","36","52","11","20","0.39","69","1.57","68.8","0","Ernest Jones","74","230","163","12","0.18","70","0.53","62.3"
"Kyle Pitts","78","240","387","3","21","45","33","20","0.33","62","1.83","76.3","29","Jermaine Carter","72","225","278","9","0.17","83","0.76","48.2"
"Mark Andrews","77","256","423","1","24","58","18","22","0.41","67","1.92","88.4","-27","Jeremiah Owusu-Koramoah","74","215","159","13","0.19","75","0.59","81.6"
"Dawson Knox","76","254","306","7","40","38","12","15","0.39","72","1.4","61.3","27","Devin White","72","237","411","15","0.27","84","1.1","37"
"Ian Thomas","75","260","217","20","55","33","12","9","0.13","65","0.67","54.6","-29","Deion Jones","73","227","366","17","0.37","88","1.71","41.9"
"Cole Kmet","78","258","322","13","35","48","14","19","0.25","66","1.25","65.8","-8","Krys Barnes","73","235","160","18","0.35","90","1.51","54.4"
"C.J. Uzomah","78","265","332","7","56","25","15","12","0.3","82","1.06","62.8","-4","Azeez Al-Shaair","74","228","322","20","0.35","81","1.34","66"
"Austin Hooper","76","254","227","17","58","32","8","19","0.29","67","1.15","68.2","-16","Chuck Clark","72","205","431","7","0.16","69","0.71","60.7"
"Dalton Schultz","77","244","384","9","44","44","11","18","0.35","76","1.51","78.4","38","Jamin Davis","76","234","224","15","0.27","91","1.09","38.4"
"Noah Fant","76","249","323","7","70","23","6","20","0.34","75","1.31","57.5","8","Alex Anzalone","75","241","372","12","0.18","72","0.76","36.4"
"T.J. Hockenson","77","247","395","5","34","54","11","21","0.36","75","1.48","68.1","0","Kareem Jackson","70","185","387","5","0.11","76","0.42","51.9"
"Josiah Deguara","75","242","110","8","37","39","20","13","0.26","86","0.94","51.6","-28","Roquan Smith","73","225","335","14","0.19","79","0.8","52.3"
"Pharaoh Brown","78","258","134","21","88","8","3","19","0.24","69","1.1","53.9","-9","Jordyn Brooks","73","245","356","18","0.37","89","1.81","55.2"
"James O'Shaughnessy","76","245","101","1","29","59","11","19","0.23","63","1.13","62.1","-3","Jayon Brown","72","226","180","12","0.26","86","1.25","45.9"
"Travis Kelce","77","260","469","3","27","45","27","22","0.39","69","1.81","78.6","38","Cory Littleton","75","228","318","17","0.27","85","1.19","51.2"
"Tyler Higbee","78","255","403","8","54","24","22","15","0.25","73","0.98","61.1","21","Isaiah Simmons","76","230","362","16","0.23","71","1.12","46"
"Jared Cook","77","254","344","5","29","53","18","16","0.27","64","1.16","60.3","26","Benardrick McKinney","76","257","60","20","0.22","58","1.03","47.7"
"Foster Moreau","76","253","175","25","61","18","20","12","0.27","62","0.97","64.9","20","Anthony Hitchens","72","235","173","14","0.31","79","1.26","41.6"
"Tyler Conklin","75","254","334","18","83","11","5","19","0.34","76","1.4","68.1","19","Joe Schobert","73","245","339","14","0.21","70","0.96","50.7"
"Juwan Johnson","76","231","114","2","26","54","20","14","0.36","62","1.18","77","-6","C.J. Mosley","74","250","353","16","0.33","89","1.22","38.2"
"Evan Engram","75","240","314","5","26","67","7","15","0.26","74","1.06","56.2","-21","Kyzir White","74","218","327","15","0.25","81","0.92","61.9"
"Ryan Griffin","78","264","244","20","60","29","7","15","0.22","64","0.8","52.1","-47","Demario Davis","74","248","371","11","0.13","68","0.58","75.7"
"Pat Freiermuth","77","258","271","6","61","30","9","20","0.42","78","1.3","73.6","39","Nick Vigil","74","240","285","12","0.2","88","1","46.1"
"Will Dissly","76","265","171","19","54","31","13","12","0.24","81","1.06","60.5","-13","Christian Kirksey","74","235","274","12","0.23","71","1.01","49.2"
"George Kittle","76","250","242","14","57","29","10","25","0.56","73","2.5","90.6","39","Logan Wilson","74","250","382","15","0.29","82","1.33","52.8"
"Rob Gronkowski","78","268","192","8","64","24","10","24","0.59","70","2.27","85.4","63","Tremaine Edmunds","77","250","282","13","0.28","86","1.23","54.3"
"Geoff Swaim","76","260","127","27","75","17","3","20","0.36","80","1.09","56.7","-27","Damien Wilson","72","245","277","16","0.33","84","1.72","48.5"
"Logan Thomas","78","250","151","9","21","67","8","17","0.37","72","1.3","64.2","-24","Jayron Kearse","76","215","425","12","0.19","67","0.8","78.2"
