"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","77","250","215","3","38","48","14","20","0.36","67","1.51","66.3","12","Jermaine Carter","72","225","223","10","0.19","82","0.79","51.2"
"Kyle Pitts","78","240","264","3","20","47","33","21","0.37","65","2.07","78.2","30","Jayron Kearse","76","215","273","11","0.2","76","0.78","73.3"
"Mark Andrews","77","256","264","1","29","54","16","22","0.44","72","2.12","89.3","11","Brandon Jones","72","205","186","6","0.14","92","0.82","63.1"
"Tommy Sweeney","76","251","100","11","44","34","11","10","0.19","90","0.44","48.3","-9","C.J. Mosley","74","250","238","16","0.33","92","1.25","33.1"
"Ian Thomas","75","260","159","23","64","30","6","11","0.16","67","0.87","54.3","-42","Isaiah Simmons","76","230","278","14","0.22","78","1.06","56.1"
"Austin Hooper","76","254","158","19","65","26","8","18","0.28","71","1.16","69.9","-5","Kyle Dugger","74","220","269","10","0.16","70","0.71","60.5"
"Dalton Schultz","77","244","230","9","48","40","10","20","0.42","79","1.84","82.7","42","Deion Jones","73","227","267","17","0.34","89","1.49","57.4"
"Albert Okwuegbunam","77","255","87","15","74","16","9","21","0.39","89","1.33","69.8","-35","T.J. Edwards","73","242","117","16","0.38","100","1.62","71.5"
"T.J. Hockenson","77","247","289","4","32","57","11","21","0.36","77","1.55","72.9","-13","Joe Schobert","73","245","215","11","0.19","71","0.84","65.5"
"Marcedes Lewis","78","267","81","25","92","1","7","15","0.26","83","1.32","76.5","5","Jordyn Brooks","73","245","234","16","0.35","89","1.53","51.1"
"Jack Doyle","78","262","169","10","49","39","11","13","0.23","64","0.8","69.8","-23","Damien Wilson","72","245","203","18","0.35","83","1.72","59.1"
"Dan Arnold","78","220","192","5","24","63","13","20","0.32","74","1.73","62.6","-3","Bobby Okereke","73","239","320","13","0.26","85","0.95","61.3"
"Travis Kelce","77","260","365","3","27","43","29","21","0.4","69","1.72","77.9","47","Cory Littleton","75","228","221","17","0.26","87","1.09","51.2"
"Tyler Higbee","78","255","288","8","55","23","21","16","0.28","78","1.12","63.5","7","Azeez Al-Shaair","74","228","192","20","0.38","79","1.34","60.6"
"Jared Cook","77","254","232","5","33","50","16","18","0.3","66","1.33","64.2","11","Eric Kendricks","72","232","295","11","0.22","75","0.95","70.3"
"Darren Waller","78","255","273","6","53","27","19","23","0.36","63","1.72","65.1","5","Tyrann Mathieu","69","185","281","7","0.08","68","0.38","69.2"
"Mike Gesicki","78","245","310","2","5","68","27","20","0.35","72","1.71","75.3","8","Chuck Clark","72","205","293","6","0.18","74","0.72","65.2"
"Tyler Conklin","75","254","219","19","83","10","5","19","0.33","76","1.56","66.9","-8","Drue Tranquill","74","234","122","12","0.25","93","0.87","69"
"Hunter Henry","77","250","223","14","26","61","12","17","0.4","71","1.42","70.1","12","Malcolm Smith","72","225","147","16","0.43","83","1.27","53.2"
"Adam Trautman","78","253","166","18","55","30","14","14","0.18","62","0.91","61.6","-11","Jayon Brown","72","226","83","8","0.23","86","0.84","49.7"
"Ryan Griffin","78","264","154","21","63","29","4","16","0.19","58","0.64","46.3","-25","Tremaine Edmunds","77","250","250","14","0.29","85","1.3","51.4"
"Dallas Goedert","76","260","195","7","46","45","9","18","0.41","77","2.06","87.3","6","Justin Simmons","74","202","332","9","0.14","62","0.67","66.4"
"Pat Freiermuth","77","258","160","6","61","28","11","20","0.47","84","1.53","81.2","50","Alex Anzalone","75","241","221","10","0.19","78","0.81","34.8"
"Gerald Everett","75","240","128","9","46","38","16","12","0.26","93","1.05","57.8","-3","Krys Barnes","73","235","98","18","0.37","89","1.41","45.9"
"George Kittle","76","250","152","16","58","32","6","24","0.42","69","2.16","81.4","14","Ernest Jones","74","230","83","12","0.25","90","0.66","61.1"
"Rob Gronkowski","78","268","92","14","69","19","10","24","0.63","73","2","76.2","72","Jamin Davis","76","234","146","10","0.21","87","0.84","40.9"
"Geoff Swaim","76","260","104","28","76","16","3","18","0.36","79","1.01","55","-35","Demario Davis","74","248","258","13","0.19","68","0.78","74.7"
"Ricky Seals-Jones","77","243","203","10","19","62","13","14","0.26","69","0.99","65.6","-8","Devin White","72","237","287","16","0.28","80","1.06","37.5"
