"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","77","250","244","3","37","50","12","20","0.36","67","1.52","66.5","5","Jordyn Brooks","73","245","263","16","0.36","88","1.7","57.2"
"Kyle Pitts","78","240","285","3","21","47","32","22","0.37","65","2.13","79.5","20","Adrian Phillips","71","210","287","8","0.13","58","0.35","79.3"
"Mark Andrews","77","256","309","2","26","56","18","21","0.43","73","2.02","89.6","15","Roquan Smith","73","225","278","14","0.18","74","0.77","53.7"
"Dawson Knox","76","254","204","8","41","33","13","13","0.4","81","1.49","67.6","-2","Darius Leonard","74","234","355","12","0.19","66","0.84","72.1"
"Ian Thomas","75","260","178","22","61","31","8","10","0.15","67","0.78","54.5","-24","Jamin Davis","76","234","162","12","0.25","85","1.04","38.4"
"Cole Kmet","78","258","226","12","39","48","11","19","0.25","67","1.26","63.2","-28","Chuck Clark","72","205","330","7","0.18","73","0.77","62.1"
"C.J. Uzomah","78","265","238","9","56","24","15","12","0.36","89","1.32","65.3","26","Cory Littleton","75","228","255","17","0.25","84","1.01","55.9"
"David Njoku","76","246","172","14","57","28","14","18","0.4","71","2.05","71.7","35","Alex Anzalone","75","241","263","11","0.18","79","0.78","36.3"
"Dalton Schultz","77","244","260","8","48","41","10","19","0.38","78","1.68","79.8","42","Anthony Hitchens","72","235","147","16","0.36","79","1.48","41.1"
"T.J. Hockenson","77","247","314","5","33","55","12","20","0.33","76","1.43","69","-26","Jeremiah Owusu-Koramoah","74","215","123","11","0.19","71","0.61","74.8"
"Marcedes Lewis","78","267","95","24","92","2","6","15","0.25","86","1.23","73.3","-9","Eric Kendricks","72","232","327","12","0.24","74","0.98","68"
"Jordan Akins","76","243","171","9","62","26","10","15","0.23","81","1.08","54.7","-21","Jayon Brown","72","226","119","10","0.24","83","1.1","51.3"
"Jack Doyle","78","262","185","11","50","38","11","15","0.25","63","0.9","70.6","-21","Matt Milano","72","223","223","14","0.17","69","0.74","70"
"Dan Arnold","78","220","226","5","22","65","13","21","0.33","72","1.77","64.5","-5","Azeez Al-Shaair","74","228","234","18","0.34","79","1.19","62"
"Travis Kelce","77","260","405","3","26","43","29","21","0.41","71","1.84","80.2","21","Micah Parsons","75","240","166","16","0.23","78","1.05","73.3"
"Jared Cook","77","254","255","5","33","50","17","17","0.28","65","1.25","62.9","12","Joe Schobert","73","245","243","12","0.2","70","0.93","63"
"Darren Waller","78","255","307","5","51","29","20","22","0.34","64","1.61","66.3","24","Logan Wilson","74","250","314","15","0.28","85","1.4","52.9"
"Mike Gesicki","78","245","343","3","5","67","28","20","0.32","66","1.54","72.6","35","C.J. Mosley","74","250","267","16","0.3","90","1.18","35.6"
"Tyler Conklin","75","254","250","17","83","10","5","19","0.35","74","1.41","65.5","14","Krys Barnes","73","235","116","17","0.35","90","1.47","47.7"
"Hunter Henry","77","250","243","14","27","60","12","17","0.45","74","1.45","72.4","44","Deion Jones","73","227","297","18","0.37","90","1.7","46.5"
"Adam Trautman","78","253","189","19","56","29","15","16","0.2","67","0.97","59.6","-30","T.J. Edwards","73","242","149","16","0.36","92","1.75","71.4"
"Evan Engram","75","240","208","4","25","68","6","16","0.29","79","1.08","55.4","3","Devin White","72","237","317","16","0.28","82","1.07","38.8"
"Ryan Griffin","78","264","189","18","61","28","6","14","0.17","58","0.63","46.3","-54","Brandon Jones","72","205","219","7","0.14","87","0.79","63.8"
"Dallas Goedert","76","260","200","7","47","44","9","18","0.42","78","2.14","87.6","-2","Demario Davis","74","248","282","13","0.18","68","0.74","73"
"Pat Freiermuth","77","258","193","5","63","26","10","21","0.43","78","1.43","73.2","12","Kyzir White","74","218","221","12","0.21","85","0.79","62"
"Gerald Everett","75","240","166","7","46","37","16","14","0.29","96","1.19","61.3","-7","Isaiah Simmons","76","230","303","16","0.24","77","1.14","51.6"
"George Kittle","76","250","168","16","56","30","9","25","0.48","71","2.25","86.8","32","Damien Wilson","72","245","223","17","0.34","85","1.7","52.8"
"O.J. Howard","78","251","107","18","73","18","8","17","0.29","72","1.17","48.4","-13","Reggie Ragland","74","252","138","13","0.21","83","0.99","60.4"
"Geoff Swaim","76","260","118","26","76","17","3","20","0.37","79","1.11","56.7","-19","Zach Cunningham","75","238","163","18","0.28","69","1.24","44.2"
"Ricky Seals-Jones","77","243","222","10","19","61","14","15","0.26","70","1.04","66.2","-18","Jermaine Carter","72","225","245","10","0.19","83","0.87","49.6"
