"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Rob Gronkowski","78","268","278","6","60","25","13","23","0.46","62","1.9","76.5","61","Jermaine Carter","72","225","315","9","0.18","83","0.8","45.4"
"Geoff Swaim","76","260","161","26","74","18","5","19","0.34","77","1.17","55.9","-35","Marcell Harris","72","208","125","14","0.26","100","1.24","50.8"
"John Bates","78","256","131","20","47","43","8","12","0.23","88","1.25","66.1","-46","Jayron Kearse","76","215","501","11","0.18","69","0.77","78.9"
"Zach Ertz","77","250","393","2","31","57","10","20","0.36","68","1.49","66.2","2","Bobby Okereke","73","239","487","14","0.26","85","0.96","58.5"
"Kyle Pitts","78","240","442","3","22","45","33","21","0.34","63","1.92","77.9","65","Derrick Barnes","73","245","120","20","0.5","88","2.22","34.2"
"Mark Andrews","77","256","513","1","23","61","17","23","0.47","72","2.07","91","17","Germaine Pratt","74","240","298","16","0.27","81","1.24","52.7"
"Dawson Knox","76","254","393","7","38","40","12","15","0.37","73","1.34","62.2","-10","Kyle Dugger","74","220","361","12","0.15","64","0.63","67.5"
"Ian Thomas","75","260","248","21","56","32","12","9","0.12","61","0.61","53.1","-29","Devin White","72","237","482","15","0.25","82","1.03","37.4"
"Cole Kmet","78","258","395","12","33","51","13","19","0.25","65","1.24","63.1","-16","Jordyn Brooks","73","245","436","18","0.41","87","1.81","54.7"
"C.J. Uzomah","78","265","389","7","56","25","14","13","0.29","80","1.09","62.5","-10","Josh Bynes","73","235","182","13","0.23","78","0.96","73.3"
"David Njoku","76","246","238","14","57","28","14","19","0.38","67","1.83","75.9","-2","Krys Barnes","73","235","212","17","0.3","89","1.23","55.8"
"Dalton Schultz","77","244","461","8","43","45","10","17","0.34","77","1.41","77.6","48","Jamin Davis","76","234","268","15","0.26","90","1.09","39.5"
"Noah Fant","76","249","369","6","70","23","6","20","0.35","77","1.44","59.9","-15","K.J. Wright","76","246","155","9","0.22","100","0.89","59.4"
"Brock Wright","77","255","58","24","64","29","5","21","0.33","58","1.07","54.4","17","Deion Jones","73","227","420","18","0.38","87","1.81","39.3"
"Josiah Deguara","75","242","156","8","37","40","18","14","0.26","82","1.04","54.1","-30","Jeremiah Owusu-Koramoah","74","215","236","11","0.17","78","0.55","77.5"
"Jordan Akins","76","243","197","8","60","28","10","15","0.23","80","1.09","54.5","-22","Kyzir White","74","218","402","13","0.22","81","0.82","66.8"
"Jack Doyle","78","262","239","12","53","39","8","17","0.31","68","1.22","74.4","15","Isaiah Simmons","76","230","408","15","0.23","71","1.05","48.2"
"James O'Shaughnessy","76","245","155","2","32","58","9","19","0.25","69","1.26","61.2","3","C.J. Mosley","74","250","405","16","0.33","89","1.23","37.6"
"Noah Gray","76","240","93","15","53","29","17","8","0.13","57","0.19","56.6","7","Joe Schobert","73","245","379","13","0.2","69","0.92","50.1"
"Kendall Blanton","78","265","51","16","57","28","13","14","0.15","57","0.73","37.1","-37","Eric Kendricks","72","232","454","11","0.23","72","1.02","61.3"
"Jared Cook","77","254","397","5","29","52","19","17","0.27","61","1.11","60.3","49","Garret Wallow","74","230","53","23","0.44","92","2.36","34.9"
"Foster Moreau","76","253","256","21","59","23","16","14","0.26","64","0.96","64","-10","Kareem Jackson","70","185","445","6","0.11","72","0.39","55.1"
"Mike Gesicki","78","245","459","2","5","64","30","20","0.31","70","1.49","70.5","-6","Demario Davis","74","248","453","12","0.14","67","0.62","73.5"
"Tyler Conklin","75","254","385","17","83","11","5","17","0.31","75","1.29","65.6","4","Ernest Jones","74","230","240","12","0.19","76","0.69","57.6"
"Hunter Henry","77","250","324","12","28","60","12","18","0.44","71","1.45","74.9","15","Tremaine Edmunds","77","250","356","14","0.28","86","1.24","54.4"
"Adam Trautman","78","253","223","19","56","30","14","18","0.25","65","1.1","63.2","-17","Eric Rowe","73","205","376","15","0.28","79","1.08","70.7"
"Evan Engram","75","240","376","5","24","69","7","15","0.24","71","1","55.4","-37","T.J. Edwards","73","242","278","17","0.32","83","1.43","74"
"Tyler Kroft","78","252","137","19","61","25","10","12","0.23","71","1.01","64.4","4","Myles Jack","73","244","368","14","0.23","76","0.92","39"
"Dallas Goedert","76","260","311","8","48","42","10","20","0.47","77","2.35","89.5","33","Benardrick McKinney","76","257","78","23","0.31","67","1.51","40.1"
"Pat Freiermuth","77","258","321","6","62","29","8","19","0.41","79","1.31","71.6","26","Anthony Hitchens","72","235","215","13","0.3","81","1.13","41.1"
"Gerald Everett","75","240","287","8","48","35","15","16","0.33","87","1.23","60.6","-9","Roquan Smith","73","225","391","14","0.2","81","0.85","51.3"
"George Kittle","76","250","303","14","59","28","10","27","0.61","78","2.81","92.2","48","Jayon Brown","72","226","229","11","0.23","88","1.1","46.9"
