"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Maxx Williams","76","252","86","17","54","35","5","19","0.45","94","2.08","80.4","33","Azeez Al-Shaair","74","228","117","25","0.52","79","1.68","53.9"
"Kyle Pitts","78","240","139","3","24","45","31","17","0.24","62","1.36","66.5","43","Quincy Williams","71","226","103","19","0.31","80","1.55","35.8"
"Mark Andrews","77","256","128","2","35","49","15","18","0.34","78","1.98","80.3","-1","Bobby Okereke","73","239","115","12","0.19","86","0.81","65.2"
"Dawson Knox","76","254","115","7","39","33","14","17","0.46","79","1.25","67","33","Daniel Sorensen","74","208","142","12","0.26","82","1.2","39.2"
"Ian Thomas","75","260","57","31","76","17","7","12","0.16","71","0.68","49.1","7","Eric Wilson","73","230","109","15","0.27","81","0.95","30.2"
"Cole Kmet","78","258","94","13","44","44","10","14","0.15","62","0.63","53","-18","Cory Littleton","75","228","130","20","0.3","85","1.33","55.9"
"C.J. Uzomah","78","265","89","4","51","23","25","12","0.39","82","1.51","69.1","-1","Oren Burks","75","233","43","9","0.1","75","0.35","71.4"
"Austin Hooper","76","254","71","20","61","33","6","21","0.38","73","1.37","75.3","0","Drue Tranquill","74","234","57","9","0.23","100","0.39","77"
"Dalton Schultz","77","244","93","10","59","35","6","24","0.62","91","2.16","90.5","56","Tae Crowder","75","235","95","15","0.27","79","1.51","45.8"
"Noah Fant","76","249","111","8","64","26","7","23","0.41","69","1.41","67.5","1","Devin Bush","71","234","86","16","0.3","79","0.99","50.4"
"T.J. Hockenson","77","247","156","4","32","59","9","19","0.36","73","1.38","72.6","12","Eric Kendricks","72","232","132","11","0.22","93","1.2","60.3"
"Robert Tonyan","77","237","98","1","38","45","16","13","0.22","62","0.76","50","-6","Logan Wilson","74","250","144","12","0.18","83","0.79","75.3"
"Pharaoh Brown","78","258","54","18","76","15","6","15","0.23","62","1.35","65.3","2","Kyle Dugger","74","220","105","10","0.08","40","0.39","60.6"
"Jack Doyle","78","262","81","6","38","45","15","19","0.27","67","1.47","73","7","Malik Harrison","75","245","63","19","0.47","83","2.11","51.7"
"Dan Arnold","78","220","70","1","14","76","10","19","0.29","69","1.61","65.5","27","Rashaan Evans","74","232","77","16","0.22","75","1.01","37.5"
"Travis Kelce","77","260","137","4","25","44","31","23","0.53","75","2.28","91.4","49","A.J. Klein","73","240","28","11","0.19","100","0.79","64.5"
"Tyler Higbee","78","255","110","11","49","21","28","16","0.33","83","1.36","64.7","31","Jordyn Brooks","73","245","115","17","0.32","80","1.32","45"
"Jared Cook","77","254","123","5","36","47","16","19","0.33","70","1.47","64.3","-5","Jeremiah Owusu-Koramoah","74","215","51","16","0.15","50","0.69","87.2"
"Darren Waller","78","255","170","4","51","27","22","23","0.37","62","1.61","63.7","27","Roquan Smith","73","225","130","15","0.24","75","1.2","47.9"
"Mike Gesicki","78","245","120","3","5","74","21","22","0.35","67","1.53","71.9","12","Devin White","72","237","163","17","0.28","79","1.12","45.1"
"Tyler Conklin","75","254","111","15","78","13","8","20","0.34","77","1.3","58.1","39","Derrick Barnes","73","245","16","31","0.62","80","3.69","28.4"
"Hunter Henry","77","250","115","14","24","64","10","16","0.3","78","1.23","66.7","11","Christian Kirksey","74","235","139","8","0.12","73","0.63","61.1"
"Adam Trautman","78","253","50","18","62","20","16","14","0.12","57","0.42","59.1","-12","Jamin Davis","76","234","71","10","0.16","100","0.59","54.5"
"Evan Engram","75","240","59","3","36","61","3","17","0.2","70","0.81","41.2","-37","Jayron Kearse","76","215","147","12","0.24","72","0.69","70.3"
"Tyler Kroft","78","252","89","18","61","24","11","11","0.12","60","0.52","48.5","-28","Deion Jones","73","227","138","13","0.37","94","1.55","60.6"
"Dallas Goedert","76","260","102","9","48","44","8","16","0.43","81","1.84","73.3","-12","Shaq Thompson","72","230","105","16","0.19","65","0.83","71.7"
"Eric Ebron","76","253","97","4","78","19","3","8","0.06","38","0.28","41.3","-7","Justin Strnad","75","235","64","17","0.15","55","0.55","45.5"
"Will Dissly","76","265","54","18","55","33","9","11","0.26","100","1.5","63","1","Kenny Young","73","234","149","17","0.27","92","1.13","62.4"
"George Kittle","76","250","120","18","59","31","6","23","0.35","68","1.89","77.4","14","Jordan Hicks","73","236","131","15","0.22","79","1.01","58.5"
"Cameron Brate","77","245","84","2","42","35","19","13","0.17","64","0.86","56.2","11","Eric Rowe","73","205","99","18","0.37","83","0.93","74.7"
"Anthony Firkser","74","246","68","1","12","64","25","13","0.15","67","0.62","49.8","1","Myles Jack","73","244","122","11","0.29","86","0.93","41.5"
"Ricky Seals-Jones","77","243","39","17","34","45","15","13","0.33","60","0.97","65.4","-22","Demario Davis","74","248","130","15","0.15","63","0.62","77.7"
