"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Maxx Williams","76","252","22","19","52","44","4","5","","","","54.1","-9","Eric Kendricks","72","232","28","7","0.12","100","0.54","70"
"Kyle Pitts","78","240","31","3","22","50","28","23","0.23","57","1","58.9","-1","Devin White","72","237","55","11","0.19","100","0.78","67.9"
"Mark Andrews","77","256","37","","32","49","16","11","0.14","75","0.54","52.4","10","Anthony Hitchens","72","235","20","25","0.36","80","1.55","28"
"Dawson Knox","76","254","25","","28","48","16","16","0.32","100","1.64","63.7","-5","Eric Rowe","73","205","34","26","0.36","78","1.59","73.6"
"Dan Arnold","78","220","23","","22","70","9","13","0.11","67","0.26","48.7","-37","Demario Davis","74","248","24","12","0.13","67","0.5","79.6"
"Cole Kmet","78","258","32","9","43","46","11","19","0.29","83","1.31","68.3","-7","Logan Wilson","74","250","42","10","0.18","100","0.81","68.8"
"C.J. Uzomah","78","265","23","12","65","12","19","9","0.24","100","1.52","68.6","37","Alec Ogletree","74","235","19","16","0.35","100","1.89","29.1"
"Austin Hooper","76","254","14","22","44","50","6","21","0.41","100","1.93","71.3","-6","Christian Kirksey","74","235","50","10","0.11","60","0.5","81.4"
"Dalton Schultz","77","244","39","7","57","38","5","15","0.27","100","1.15","63.2","-17","Kyzir White","74","218","18","22","0.4","100","1.78","82.6"
"Noah Fant","76","249","27","7","55","34","7","26","0.45","86","2.3","76.6","7","Rayshawn Jenkins","73","220","34","12","0.14","75","0.53","59.6"
"T.J. Hockenson","77","247","53","2","26","67","7","21","0.45","73","1.83","76.4","23","Krys Barnes","73","235","17","18","0.28","100","1.06","44.8"
"Robert Tonyan","77","237","21","","24","43","33","19","0.13","50","0.38","44.1","6","Jamie Collins Sr.","75","250","16","6","0.16","100","0.94","70.9"
"Pharaoh Brown","78","258","17","19","67","24","5","29","0.63","80","3.94","83.4","5","Jeremiah Owusu-Koramoah","74","215","14","7","0.14","100","0.64","69.5"
"Jack Doyle","78","262","23","15","37","52","7","17","0.22","75","0.91","64.7","-31","Kenny Young","73","234","39","13","0.1","60","0.21","81.4"
"James O'Shaughnessy","76","245","40","","30","58","10","20","0.27","75","1.2","71.7","-17","Josey Jewell","73","234","41","12","0.12","60","0.44","76.5"
"Travis Kelce","77","260","35","3","14","47","39","20","0.73","86","2.17","89.2","52","Chuck Clark","72","205","56","9","0.22","60","0.59","63.4"
"Tyler Higbee","78","255","25","7","48","30","22","24","0.47","83","2.72","78.6","18","Darius Leonard","74","234","25","12","0.43","100","0.72","70.3"
"Jared Cook","77","254","31","9","38","50","12","26","0.34","62","1.81","60.1","2","Micah Parsons","75","240","29","24","0.31","71","1.41","72"
"Darren Waller","78","255","57","3","42","34","24","32","0.46","56","1.84","63.5","4","Devin Bush","71","234","46","13","0.18","83","0.67","59.4"
"Durham Smythe","78","248","15","","67","7","20","13","0.13","50","0.6","50.9","-6","Jordan Poyer","72","191","29","7","0.16","100","0.86","47.8"
"Tyler Conklin","75","254","32","16","87","13","","12","0.25","100","1.28","46.6","-16","Jordan Hicks","73","236","36","17","0.24","83","1.03","52.4"
"Jonnu Smith","75","248","19","21","46","12","42","26","0.48","100","2.21","54.1","22","Jamien Sherwood","74","220","1","","","","","25.5"
"Adam Trautman","78","253","18","5","47","21","32","28","0.27","60","1","33.7","-51","Shaq Thompson","72","230","36","25","0.28","56","1.36","75.7"
"Kyle Rudolph","78","265","27","16","47","44","9","19","0.1","40","0.3","47.3","-3","Jon Bostic","73","245","37","14","0.26","100","1.24","46.1"
"Tyler Kroft","78","252","31","9","62","24","9","16","0.18","60","0.84","58.3","-27","Kyle Dugger","74","220","26","8","0.06","50","0.19","74"
"Zach Ertz","77","250","23","","26","61","13","9","0.23","100","1.48","54.5","-30","Dre Greenlaw","72","227","20","20","0.29","100","0.85","55.6"
"Eric Ebron","76","253","17","11","89","5","5","12","0.17","50","1.12","62","29","Cory Littleton","75","228","29","14","0.31","100","1.72","40"
"Gerald Everett","75","240","17","11","42","47","11","12","0.59","100","1.18","75.8","30","Jayon Brown","72","226","31","3","0.13","100","0.94","44.7"
"George Kittle","76","250","16","38","69","15","12","31","0.74","80","4.88","80.3","31","Eric Wilson","73","230","36","8","0.17","100","0.92","44.7"
"Rob Gronkowski","78","268","37","12","67","24","10","24","0.78","89","2.43","85","69","Deion Jones","73","227","32","22","0.7","100","2.91","49.7"
"Anthony Firkser","74","246","27","4","14","54","32","15","0.18","75","0.7","54.4","-21","Bobby Wagner","72","245","41","10","0.14","75","0.68","66.4"
"Logan Thomas","78","250","24","8","27","62","8","12","0.5","100","1.25","66.7","-8","Tae Crowder","75","235","12","17","0.28","100","1.17","63.4"
