"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"C.J. Uzomah","78","265","461","7","55","26","14","13","0.28","79","1.07","62.4","9","Jacob Phillips","76","233","43","12","0.17","80","0.77","52"
"David Njoku","76","246","289","14","55","31","13","18","0.36","67","1.61","73.1","-3","Markus Bailey","73","240","110","17","0.21","68","0.91","62.1"
"Dalton Schultz","77","244","530","9","43","44","11","18","0.36","77","1.48","78.9","-2","T.J. Edwards","73","242","362","15","0.28","83","1.2","79.6"
"Noah Fant","76","249","414","6","70","24","6","21","0.38","78","1.58","62.4","-13","Willie Gay Jr.","74","240","176","15","0.25","81","1.32","54.3"
"Jared Pinkney","76","260","9","31","77","8","15","","","","","43.6","-20","Krys Barnes","73","235","256","18","0.31","87","1.32","57.5"
"Josiah Deguara","75","242","197","6","39","35","20","14","0.23","79","0.91","52.2","28","Anthony Pittman","75","224","33","15","0.47","100","3.18","45.5"
"Pharaoh Brown","78","258","190","22","83","13","2","17","0.21","72","0.9","49.5","-8","Zach Cunningham","75","238","303","19","0.27","74","1.14","54.5"
"Jack Doyle","78","262","246","12","53","39","8","17","0.31","68","1.18","73.6","20","Damien Wilson","72","245","352","17","0.34","80","1.69","41"
"Luke Farrell","78","258","92","13","47","42","7","11","0.14","70","0.61","44","-42","Darius Leonard","74","234","515","12","0.22","68","0.99","79.3"
"Travis Kelce","77","260","570","3","27","45","28","22","0.43","70","1.91","82.7","43","Kareem Jackson","70","185","507","6","0.13","75","0.44","51.1"
"Tyler Higbee","78","255","466","8","53","23","24","16","0.27","73","1.08","64.4","21","Marcell Harris","72","208","158","16","0.27","92","1.28","50.5"
"Stephen Anderson","74","230","103","18","52","21","7","18","0.37","84","1.6","69","-17","Divine Deablo","75","226","103","14","0.27","86","1.51","68.9"
"Darren Waller","78","255","346","5","49","30","20","24","0.37","65","1.86","70.7","43","Amen Ogbongbemiga","73","235","43","14","0.22","83","1.02","38"
"Mike Gesicki","78","245","521","2","8","62","30","20","0.3","69","1.45","68.9","-21","Adrian Phillips","71","210","441","9","0.13","58","0.38","83.7"
"Tyler Conklin","75","254","460","16","83","11","5","17","0.3","74","1.28","66.5","19","Roquan Smith","73","225","430","14","0.2","80","0.9","45.8"
"Hunter Henry","77","250","379","12","27","61","12","18","0.4","65","1.36","74.2","10","Brandon Jones","72","205","281","7","0.18","90","0.9","58.9"
"Adam Trautman","78","253","238","21","57","29","13","17","0.24","65","1.03","60.8","10","Deion Jones","73","227","477","19","0.37","84","1.77","35.7"
"Evan Engram","75","240","432","4","22","70","8","15","0.24","71","0.94","55.9","-12","David Mayo","74","245","69","10","0.33","100","1.42","52.2"
"Kenny Yeboah","76","240","28","18","47","29","12","11","0.2","67","1.29","74.5","21","Tremaine Edmunds","77","250","412","15","0.27","82","1.24","47.6"
"Dallas Goedert","76","260","355","9","49","40","10","20","0.46","78","2.34","89.9","-9","Jayron Kearse","76","215","566","11","0.17","67","0.75","77.8"
"Pat Freiermuth","77","258","360","6","61","31","7","19","0.39","79","1.23","70.7","31","Patrick Queen","73","227","380","14","0.24","78","1.19","43.5"
"Gerald Everett","75","240","334","9","48","34","16","17","0.35","84","1.37","64.5","3","Isaiah Simmons","76","230","455","15","0.23","73","1.09","50.3"
"George Kittle","76","250","358","14","59","29","9","24","0.54","77","2.53","91.4","4","Travin Howard","73","219","32","19","0.24","67","1.16","69.3"
"Rob Gronkowski","78","268","348","7","56","29","14","22","0.43","62","1.91","76.4","61","Jermaine Carter","72","225","354","9","0.17","84","0.75","49"
"Geoff Swaim","76","260","179","29","75","17","4","21","0.38","81","1.16","54.6","-5","Christian Kirksey","74","235","344","13","0.25","73","1.19","50.3"
"John Bates","78","256","190","17","40","51","7","12","0.26","86","1.28","69.7","-34","Jaylon Smith","74","245","158","11","0.18","83","0.84","66.3"
"Zach Ertz","77","250","472","3","31","58","9","21","0.35","68","1.44","67.2","11","Jordyn Brooks","73","245","508","18","0.41","88","1.77","57.7"
"Kyle Pitts","78","240","478","3","22","44","34","21","0.36","65","2.13","82.2","20","Demario Davis","74","248","481","12","0.14","66","0.59","74.5"
"Mark Andrews","77","256","585","1","21","62","16","23","0.48","74","2.18","91.6","23","Marcus Allen","74","215","33","12","0.12","50","0.64","46"
"Dawson Knox","76","254","464","8","38","41","13","14","0.33","71","1.16","61.5","27","C.J. Mosley","74","250","492","15","0.3","86","1.17","39.5"
"Ian Thomas","75","260","278","22","56","33","12","10","0.13","67","0.68","53.8","-25","Devin White","72","237","533","15","0.24","80","1.02","35"
"Cole Kmet","78","258","458","12","34","49","14","18","0.25","67","1.23","63.1","-4","Eric Kendricks","72","232","525","11","0.22","72","0.99","59.4"
