"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","77","250","345","3","34","54","11","19","0.37","70","1.48","66.9","38","Alex Anzalone","75","241","374","12","0.17","70","0.75","35.8"
"Kyle Pitts","78","240","409","3","21","46","33","21","0.33","64","1.88","77.8","25","Azeez Al-Shaair","74","228","343","20","0.36","81","1.42","65"
"Mark Andrews","77","256","469","1","23","59","17","23","0.43","71","1.97","89.2","6","Krys Barnes","73","235","184","18","0.34","88","1.4","56"
"Dawson Knox","76","254","362","7","39","38","13","15","0.38","73","1.35","61.8","-13","Jeremy Chinn","74","211","389","11","0.17","63","0.61","67.2"
"Ian Thomas","75","260","230","21","55","33","11","10","0.12","59","0.63","54.2","-47","Tremaine Edmunds","77","250","323","15","0.29","85","1.33","51.4"
"Cole Kmet","78","258","354","12","33","49","15","19","0.24","65","1.18","64.2","-20","Eric Kendricks","72","232","427","11","0.23","73","1","64.2"
"C.J. Uzomah","78","265","365","7","55","26","14","13","0.3","80","1.12","63.1","16","Kareem Jackson","70","185","416","6","0.11","72","0.42","53.7"
"Austin Hooper","76","254","253","18","59","32","7","19","0.32","69","1.15","66.2","-5","Cory Littleton","75","228","328","17","0.3","86","1.3","47.6"
"Dalton Schultz","77","244","425","8","42","45","11","17","0.32","75","1.37","75","15","Reggie Ragland","74","252","203","14","0.25","89","0.97","59.9"
"Noah Fant","76","249","340","6","70","23","7","20","0.35","77","1.4","59.1","-9","Germaine Pratt","74","240","266","15","0.26","80","1.16","55.7"
"T.J. Hockenson","77","247","395","5","34","54","11","21","0.36","75","1.48","68.1","15","Isaiah Simmons","76","230","389","15","0.21","71","1.07","44.2"
"Josiah Deguara","75","242","135","8","35","42","19","13","0.26","88","1.09","55","-33","Chuck Clark","72","205","465","7","0.17","70","0.68","62.7"
"Pharaoh Brown","78","258","156","21","87","9","3","17","0.21","69","0.94","50.7","-11","Damien Wilson","72","245","306","16","0.33","84","1.73","46.1"
"Jack Doyle","78","262","233","12","52","39","8","17","0.32","68","1.25","75.2","-20","Adrian Phillips","71","210","372","9","0.12","55","0.35","84.9"
"James O'Shaughnessy","76","245","131","2","31","58","10","19","0.23","64","1.03","59.2","-6","Christian Kirksey","74","235","302","12","0.24","73","1.06","47.6"
"Travis Kelce","77","260","493","3","27","45","27","22","0.39","69","1.77","77","36","Kyzir White","74","218","356","14","0.23","82","0.86","64.6"
"Kendall Blanton","78","265","38","16","51","36","11","16","0.2","67","0.97","44","-21","Jordyn Brooks","73","245","405","18","0.39","89","1.85","52.9"
"Jared Cook","77","254","368","4","29","53","18","17","0.28","62","1.11","60.8","32","Anthony Hitchens","72","235","185","13","0.29","79","1.18","41.5"
"Foster Moreau","76","253","217","23","59","22","18","12","0.24","59","0.84","61.3","-31","Malcolm Smith","72","225","191","17","0.42","84","1.19","60.7"
"Mike Gesicki","78","245","435","2","5","64","31","20","0.31","69","1.48","69.3","38","C.J. Mosley","74","250","377","16","0.33","90","1.22","37.6"
"Tyler Conklin","75","254","361","17","83","11","5","18","0.32","77","1.35","67.4","14","Roquan Smith","73","225","363","14","0.2","80","0.9","50"
"Hunter Henry","77","250","285","13","28","59","12","18","0.41","70","1.38","72.5","22","Bobby Okereke","73","239","445","14","0.27","87","0.97","56.5"
"Nick Vannett","78","261","57","17","52","32","14","19","0.46","73","2.16","70","-1","Devin White","72","237","453","15","0.25","85","1.03","38.4"
"Evan Engram","75","240","345","4","25","68","7","15","0.24","71","0.99","55.3","-46","Jayron Kearse","76","215","465","11","0.18","69","0.82","79.6"
"Ryan Griffin","78","264","259","21","60","29","7","15","0.23","64","0.86","54.5","-33","Eric Rowe","73","205","352","16","0.29","80","1.09","70"
"Dallas Goedert","76","260","283","8","47","43","10","19","0.44","77","2.11","87.2","25","Jamin Davis","76","234","246","15","0.27","89","1.13","39.7"
"Pat Freiermuth","77","258","307","6","62","29","8","19","0.41","78","1.25","70.7","24","Jayon Brown","72","226","216","11","0.24","88","1.15","46"
"Gerald Everett","75","240","261","8","49","34","15","16","0.32","86","1.13","59.3","-16","Ernest Jones","74","230","209","12","0.2","77","0.71","59.4"
"George Kittle","76","250","282","14","58","29","9","27","0.6","76","2.68","91.6","61","Deion Jones","73","227","397","17","0.36","87","1.63","41.8"
"Rob Gronkowski","78","268","233","7","63","24","11","24","0.53","68","2.14","82.1","40","Demario Davis","74","248","408","11","0.14","67","0.62","74.6"
"Geoff Swaim","76","260","147","26","76","16","4","20","0.36","79","1.25","57.2","-34","Joe Schobert","73","245","359","13","0.2","69","0.91","51"
"John Bates","78","256","116","21","47","44","7","13","0.23","87","1.16","66.3","-42","T.J. Edwards","73","242","249","17","0.34","84","1.49","71.8"
