Player,Position,Injuries,Practice Status,Game Status
Nick Bellore,LB,Knee,Did Not Participate In Practice,Out
Tyler Biadasz,C,,Full Participation in Practice,
Brandon Coleman,T,Shoulder,Limited Participation in Practice,Questionable
Clelin Ferrell,DE,,Did Not Participate In Practice,
Dante Fowler Jr.,LB,,Full Participation in Practice,
Noah Igbinoghene,CB,,Full Participation in Practice,
Marshon Lattimore,CB,Hamstring,Did Not Participate In Practice,Out
Cornelius Lucas,T,Ankle,Limited Participation in Practice,Questionable
Jordan Magee,LB,,Full Participation in Practice,
Brian Robinson,RB,,Full Participation in Practice,
Austin Seibert,K,Right Hip,Did Not Participate In Practice,Out
Andrew Wylie,T,Shoulder,Limited Participation in Practice,Questionable
Eagles,,,,
Player,Position,Injuries,Practice Status,Game Status
Nakobe Dean,LB,,Full Participation in Practice,
Dallas Goedert,TE,,Full Participation in Practice,
Bryce Huff,DE,,Full Participation in Practice,
Jalen Hurts,QB,WAS EVALUATED AND CLEARED TO RETURN,,
Jordan Mailata,T,,Full Participation in Practice,
Darius Slay,CB,,Full Participation in Practice,
DeVonta Smith,WR,,Limited Participation in Practice,
Milton Williams,DT,Foot,,Questionable
"SUNDAY, NOVEMBER 17TH",,,,
1:00 PM,,,,
EST,,,,
,,,,
FOX,,,,
,,,,
,,,,
Rams,,,,
,,,,
(4-5),,,,
,,,,
Patriots,,,,
,,,,
(3-7),,,,
Rams,,,,
Player,Position,Injuries,Practice Status,Game Status
Kam Curl,S,,Full Participation in Practice,
Neville Gallimore,DT,Neck,Did Not Participate In Practice,Out
Rob Havenstein,T,Ankle,Did Not Participate In Practice,Out
Quentin Lake,S,,Full Participation in Practice,
Joe Noteboom,T,Ankle,Did Not Participate In Practice,Doubtful
Kobie Turner,DE,,Full Participation in Practice,
Josh Wallace,CB,Hip,Limited Participation in Practice,Questionable
Charles Woods,CB,Ankle,Did Not Participate In Practice,Out
Byron Young,LB,Knee,Limited Participation in Practice,Questionable
Patriots,,,,
Player,Position,Injuries,Practice Status,Game Status
Alex Austin,CB,Ankle,Full Participation in Practice,Questionable
Christian Barmore,DT,Not injury related - other,Did Not Participate In Practice,Questionable
Isaiah Bolden,CB,,Full Participation in Practice,
Marcellas Dial Jr.,CB,,Full Participation in Practice,
Kyle Dugger,S,Ankle,Limited Participation in Practice,Questionable
Daniel Ekuale,DT,Abdomen,Limited Participation in Practice,Questionable
Christian Elliss,LB,Abdomen,Limited Participation in Practice,Questionable
Hunter Henry,TE,,Full Participation in Practice,
Vederian Lowe,T,Shoulder,Limited Participation in Practice,Questionable
Marte Mapu,S,Neck,Limited Participation in Practice,Questionable
Jaquelin Roy,DT,Neck,Did Not Participate In Practice,Questionable
Sione Takitaki,LB,Knee,Limited Participation in Practice,Questionable
Tyquan Thornton,WR,,Full Participation in Practice,
Deatrich Wise,DE,Foot,Did Not Participate In Practice,Questionable
1:00 PM,,,,
EST,,,,
,,,,
CBS,,,,
,,,,
,,,,
Ravens,,,,
,,,,
(7-3),,,,
,,,,
Steelers,,,,
,,,,
(7-2),,,,
Ravens,,,,
Player,Position,Injuries,Practice Status,Game Status
Jalyn Armour-Davis,CB,,Full Participation in Practice,
Kyle Hamilton,S,,Full Participation in Practice,
Lamar Jackson,QB,,Full Participation in Practice,
Travis Jones,DT,Ankle,Limited Participation in Practice,Questionable
Isaiah Likely,TE,,Full Participation in Practice,
Arthur Maulet,CB,Calf,Did Not Participate In Practice,Out
Brent Urban,DE,,Full Participation in Practice,
Kyle Van Noy,LB,,Full Participation in Practice,
Steelers,,,,
Player,Position,Injuries,Practice Status,Game Status
Najee Harris,RB,,Full Participation in Practice,
C.J. Henderson,CB,Neck,Did Not Participate In Practice,Out
Nick Herbig,LB,,Full Participation in Practice,
Cameron Heyward,DT,,Full Participation in Practice,
Alex Highsmith,LB,Ankle,Did Not Participate In Practice,Out
Donte Jackson,CB,,Full Participation in Practice,
Van Jefferson,WR,,Full Participation in Practice,
MyCole Pruitt,TE,"Knee, Not injury related - resting player",Did Not Participate In Practice,Doubtful
Isaac Seumalo,G,,Full Participation in Practice,
Cory Trice Jr.,CB,,Full Participation in Practice,Questionable
Jaylen Warren,RB,Back,Limited Participation in Practice,Questionable
1:00 PM,,,,
EST,,,,
,,,,
CBS,,,,
,,,,
,,,,
Jaguars,,,,
,,,,
(2-8),,,,
,,,,
Lions,,,,
,,,,
(8-1),,,,
Jaguars,,,,
Player,Position,Injuries,Practice Status,Game Status
Josh Hines-Allen,DE,,Limited Participation in Practice,
Tank Bigsby,RB,Ankle,Did Not Participate In Practice,Out
Tyson Campbell,CB,,Limited Participation in Practice,
Ezra Cleveland,G,Ankle,Limited Participation in Practice,Questionable
Gabe Davis,WR,,Limited Participation in Practice,
Blake Hance,G,,Limited Participation in Practice,
D'Ernest Johnson,RB,,Limited Participation in Practice,
Trevor Lawrence,QB,Left Shoulder,Did Not Participate In Practice,Out
Keilan Robinson,RB,Toe,Full Participation in Practice,Questionable
Brandon Scherff,G,,Limited Participation in Practice,
Maason Smith,DT,Ankle,Limited Participation in Practice,Questionable
Daniel Thomas,S,,Limited Participation in Practice,
Brian Thomas Jr.,WR,,Limited Participation in Practice,
Lions,,,,
Player,Position,Injuries,Practice Status,Game Status
Carlton Davis,S,,Full Participation in Practice,
Taylor Decker,T,,Full Participation in Practice,
Sam LaPorta,TE,Shoulder,Did Not Participate In Practice,Out
Brodric Martin,DT,Knee,Full Participation in Practice,Out
Ifeatu Melifonwu,S,"Ankle, Finger",Did Not Participate In Practice,Out
Emmanuel Moseley,CB,Pectoral,Full Participation in Practice,Out
Ben Niemann,LB,Ankle,Did Not Participate In Practice,Questionable
Malcolm Rodriguez,LB,,Full Participation in Practice,
1:00 PM,,,,
EST,,,,
,,,,
CBS,,,,
,,,,
,,,,
Colts,,,,
,,,,
(4-6),,,,
,,,,
Jets,,,,
,,,,
(3-7),,,,
Colts,,,,
Player,Position,Injuries,Practice Status,Game Status
Julian Blackmon,S,,Full Participation in Practice,
DeForest Buckner,DT,,Did Not Participate In Practice,
Michael Pittman,WR,,Full Participation in Practice,
Bernhard Raimann,T,Knee,Did Not Participate In Practice,Out
Braden Smith,T,Not injury related - personal matter,Did Not Participate In Practice,Questionable
E.J. Speed,LB,Knee,Full Participation in Practice,Questionable
Grover Stewart,DT,,Did Not Participate In Practice,
Jets,,,,
Player,Position,Injuries,Practice Status,Game Status
Davante Adams,WR,"Wrist, Illness",Full Participation in Practice,Questionable
Michael Carter II,CB,,Full Participation in Practice,
Chuck Clark,S,,Full Participation in Practice,
Brandin Echols,CB,,Full Participation in Practice,
Jake Hanson,G,Hamstring,Did Not Participate In Practice,Out
Morgan Moses,T,,Full Participation in Practice,
C.J. Mosley,LB,Neck,Did Not Participate In Practice,Out
D.J. Reed,CB,,Full Participation in Practice,
Aaron Rodgers,QB,,Full Participation in Practice,
Tyron Smith,T,Neck,Did Not Participate In Practice,Out
Chazz Surratt,LB,,Full Participation in Practice,
Solomon Thomas,DT,Knee,Limited Participation in Practice,Questionable
Alijah Vera-Tucker,G,,Full Participation in Practice,
1:00 PM,,,,
EST,,,,
,,,,
FOX,,,,
,,,,
,,,,
Browns,,,,
,,,,
(2-7),,,,
,,,,
Saints,,,,
,,,,
(3-7),,,,
Browns,,,,
Player,Position,Injuries,Practice Status,Game Status
Joel Bitonio,G,,Full Participation in Practice,
Mike Hall Jr.,DT,Knee,Did Not Participate In Practice,Out
Jordan Hicks,LB,,Full Participation in Practice,
Jerry Jeudy,WR,,Full Participation in Practice,
Dorian Thompson-Robinson,QB,,Full Participation in Practice,
Jedrick Wills,T,Knee,Full Participation in Practice,Out
Saints,,,,
Player,Position,Injuries,Practice Status,Game Status
J.T. Gray,S,Hip,Limited Participation in Practice,Questionable
Jordan Howden,S,,Full Participation in Practice,
Erik McCoy,C,Groin,Full Participation in Practice,Questionable
Kool-Aid McKinstry,CB,Hamstring,Full Participation in Practice,Questionable
Lucas Patrick,G,Ankle,Did Not Participate In Practice,Out
Nephi Sewell,LB,Knee,Full Participation in Practice,Questionable
Pete Werner,LB,Hand,Limited Participation in Practice,Questionable
Jamaal Williams,RB,Groin,Did Not Participate In Practice,Out
Cedrick Wilson Jr.,WR,Shoulder,Limited Participation in Practice,Questionable
1:00 PM,,,,
EST,,,,
,,,,
FOX,,,,
,,,,
,,,,
Packers,,,,
,,,,
(6-3),,,,
,,,,
Bears,,,,
,,,,
(4-5),,,,
Packers,,,,
Player,Position,Injuries,Practice Status,Game Status
Jaire Alexander,CB,Knee,Limited Participation in Practice,Questionable
Kenny Clark,DT,,Full Participation in Practice,
Kingsley Enagbare,DE,,Full Participation in Practice,
Josh Jacobs,RB,,Full Participation in Practice,
Elgton Jenkins,G,,Full Participation in Practice,
MarShawn Lloyd,RB,"Ankle, Hamstring, Abdomen",Did Not Participate In Practice,Out
Jordan Love,QB,,Full Participation in Practice,
Jordan Morgan,T,Shoulder,Did Not Participate In Practice,Out
Josh Myers,C,,Limited Participation in Practice,
Rasheed Walker,T,,Full Participation in Practice,
Evan Williams,S,Hamstring,Limited Participation in Practice,Questionable
Colby Wooden,DT,Shoulder,Did Not Participate In Practice,Doubtful
Bears,,,,
Player,Position,Injuries,Practice Status,Game Status
Kiran Amegadjie,T,Calf,Did Not Participate In Practice,Out
Jaquan Brisker,S,,Did Not Participate In Practice,
Teven Jenkins,T,Ankle,Did Not Participate In Practice,Out
Braxton Jones,T,,Full Participation in Practice,
Marcedes Lewis,TE,,Full Participation in Practice,
Tarvarius Moore,S,Concussion,Full Participation in Practice,Questionable
Noah Sewell,LB,,Full Participation in Practice,
Montez Sweat,DE,Ankle,Full Participation in Practice,Questionable
Darrell Taylor,DE,,Full Participation in Practice,
Darnell Wright,T,,Full Participation in Practice,
1:00 PM,,,,
EST,,,,
,,,,
CBS,,,,
,,,,
,,,,
Vikings,,,,
,,,,
(7-2),,,,
,,,,
Titans,,,,
,,,,
(2-7),,,,
Vikings,,,,
Player,Position,Injuries,Practice Status,Game Status
Blake Cashman,LB,,Full Participation in Practice,
Sam Darnold,QB,,Full Participation in Practice,
