Player,Position,Injuries,Practice Status,Game Status
Blake Cashman,LB,Toe,Did Not Participate In Practice,Out
Christian Darrisaw,T,Knee,,Out
Akayleb Evans,CB,Hip,Limited Participation in Practice,Questionable
T.J. Hockenson,TE,Knee,Limited Participation in Practice,Questionable
Theo Jackson,S,,Full Participation in Practice,
Aaron Jones,RB,,Full Participation in Practice,
Patrick Jones II,DE,,Full Participation in Practice,
Josh Oliver,TE,,Full Participation in Practice,
Harrison Phillips,DT,,Full Participation in Practice,
Dalton Risner,G,Back,Full Participation in Practice,Questionable
Rams,,,,
Player,Position,Injuries,Practice Status,Game Status
Kam Curl,S,Knee,,Questionable
Braden Fiske,DE,Back,Limited Participation in Practice,Questionable
Neville Gallimore,DT,Shoulder,Limited Participation in Practice,Questionable
Cooper Kupp,WR,,Full Participation in Practice,
Puka Nacua,WR,Knee,Limited Participation in Practice,Questionable
Joe Noteboom,T,Ankle,Full Participation in Practice,Out
Troy Reeder,LB,Hamstring,Did Not Participate In Practice,Out
Tre'Davious White,CB,,Did Not Participate In Practice,
Jordan Whittington,WR,Shoulder,Did Not Participate In Practice,Out
"SUNDAY, OCTOBER 27TH",,,,
1:00 PM,,,,
EDT,,,,
,,,,
FOX,,,,
,,,,
,,,,
Titans,,,,
,,,,
(1-5),,,,
,,,,
Lions,,,,
,,,,
(5-1),,,,
Titans,,,,
Player,Position,Injuries,Practice Status,Game Status
Julius Chestnut,RB,,Full Participation in Practice,
Keondre Coburn,DT,,Full Participation in Practice,
Jaelyn Duncan,T,Hamstring,Did Not Participate In Practice,Out
Cedric Gray,LB,Shoulder,Full Participation in Practice,Out
DeAndre Hopkins,WR,,Did Not Participate In Practice,
Ernest Jones,LB,,Did Not Participate In Practice,
Will Levis,QB,Right Shoulder,Limited Participation in Practice,Questionable
"Kenneth Murray, Jr.",LB,,Limited Participation in Practice,
Calvin Ridley,WR,,Did Not Participate In Practice,
Jeffery Simmons,DT,,Full Participation in Practice,
L'Jarius Sneed,CB,Quadricep,Did Not Participate In Practice,Out
Tyjae Spears,RB,Hamstring,Limited Participation in Practice,Questionable
T'Vondre Sweat,DT,Hip,Limited Participation in Practice,Questionable
Lions,,,,
Player,Position,Injuries,Practice Status,Game Status
Taylor Decker,T,,Full Participation in Practice,
Graham Glasgow,G,,Full Participation in Practice,
Christian Mahogany,G,Illness,Full Participation in Practice,Out
Levi Onwuzurike,DE,,Full Participation in Practice,
Joshua Paschal,DE,Illness,Did Not Participate In Practice,Out
Frank Ragnow,C,,Full Participation in Practice,
Kevin Zeitler,G,,Full Participation in Practice,
1:00 PM,,,,
EDT,,,,
,,,,
CBS,,,,
,,,,
,,,,
Eagles,,,,
,,,,
(4-2),,,,
,,,,
Bengals,,,,
,,,,
(3-4),,,,
Eagles,,,,
Player,Position,Injuries,Practice Status,Game Status
Saquon Barkley,RB,,Full Participation in Practice,
Zack Baun,LB,,Full Participation in Practice,
Mekhi Becton,T,Concussion,Did Not Participate In Practice,Out
Dallas Goedert,TE,Hamstring,Did Not Participate In Practice,Out
Brandon Graham,DE,,Full Participation in Practice,
Albert Okwuegbunam,TE,,Full Participation in Practice,
Eli Ricks,CB,,Limited Participation in Practice,
Darius Slay,CB,,Full Participation in Practice,
Ainias Smith,WR,,Full Participation in Practice,
Josh Sweat,LB,,Full Participation in Practice,
Byron Young,DT,Hamstring,Did Not Participate In Practice,Out
Bengals,,,,
Player,Position,Injuries,Practice Status,Game Status
Orlando Brown,T,,Limited Participation in Practice,
Joe Burrow,QB,,Full Participation in Practice,
Trey Hendrickson,DE,,Full Participation in Practice,
Kris Jenkins,DT,,Full Participation in Practice,
Geno Stone,S,,Limited Participation in Practice,
1:00 PM,,,,
EDT,,,,
,,,,
FOX,,,,
,,,,
,,,,
Packers,,,,
,,,,
(5-2),,,,
,,,,
Jaguars,,,,
,,,,
(2-5),,,,
Packers,,,,
Player,Position,Injuries,Practice Status,Game Status
Jaire Alexander,CB,,Limited Participation in Practice,
Corey Ballentine,CB,Ankle,Did Not Participate In Practice,Doubtful
Kenny Clark,DT,,Limited Participation in Practice,
Elgton Jenkins,G,,Limited Participation in Practice,
Josh Myers,C,Wrist,Limited Participation in Practice,Questionable
Keisean Nixon,CB,,Limited Participation in Practice,
Jayden Reed,WR,,Limited Participation in Practice,
Quay Walker,LB,Concussion,Limited Participation in Practice,Questionable
Christian Watson,WR,,Limited Participation in Practice,
Colby Wooden,DT,,Full Participation in Practice,
Devonte Wyatt,DT,Ankle,Limited Participation in Practice,Questionable
Jaguars,,,,
Player,Position,Injuries,Practice Status,Game Status
Arik Armstead,DE,,Limited Participation in Practice,
Gabe Davis,WR,,Limited Participation in Practice,
Evan Engram,TE,,Full Participation in Practice,
Travis Etienne,RB,Hamstring,Limited Participation in Practice,Questionable
Foye Oluokun,LB,Foot,Limited Participation in Practice,Questionable
Esezi Otomewo,DE,Calf,Limited Participation in Practice,Questionable
Cam Robinson,T,Concussion,Limited Participation in Practice,Questionable
Andrew Wingard,S,Knee,Limited Participation in Practice,Questionable
1:00 PM,,,,
EDT,,,,
,,,,
FOX,,,,
,,,,
,,,,
Falcons,,,,
,,,,
(4-3),,,,
,,,,
Buccaneers,,,,
,,,,
(4-3),,,,
Falcons,,,,
Player,Position,Injuries,Practice Status,Game Status
Troy Andersen,LB,Knee,Limited Participation in Practice,Out
Matthew Bergeron,G,,Limited Participation in Practice,
Antonio Hamilton,CB,Back,Limited Participation in Practice,Questionable
Matthew Judon,LB,,Limited Participation in Practice,
Nate Landman,LB,,Limited Participation in Practice,
Ryan Neuzil,C,Knee,Limited Participation in Practice,Questionable
Bijan Robinson,RB,,Limited Participation in Practice,
