,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Desmond Ridder,,0,QB,5200,ATL,vs CHI,9,25.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,35,0,100,,163,0,0,0.00,,19,30,30,36,241,241,,,,,,,,,,,,,,,,,,,,,
Kenneth Gainwell,,0,RB,5200,PHI,@ IND,13,25.75,6.5,8.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,8,0,0.00,,26,64,64,36,241,241,,,,,,,,3.77,16.38,0.31,2.65,1.81,13.54,0.08,,,,,,,
Jordan Love,,0,QB,5100,GB,vs TEN,32,21.75,4.6,4.2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,20,30,30,37,241,241,8.88,5.25,60.5,0.38,0.38,0.25,59.26,1.5,3.38,,,,,,,,,,,,
Mark Ingram,!,0,RB,5100,NO,vs LAR,3,20.75,9,7.8,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,30,0,0.00,,27,64,64,37,241,241,,,,,,,,11.67,53.52,0.41,2.84,2.32,17.17,0.09,,,,,,,
Mitchell Trubisky,,0,QB,5100,PIT,vs CIN,11,18.25,9.8,1.5,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,30,0,0.00,,20,30,30,37,241,241,27.6,17.6,184.38,0.63,1.91,1.06,83.14,3.46,17.35,0.15,,,,,,,,,,,
Zach Ertz,!,0,TE,5100,ARI,vs SF,19,17.00,8.4,10.3,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,100,,163,35,0,0.00,,6,38,38,37,241,241,,,,,,,,0.01,0.03,,7.7,5.22,54.08,0.33,,,,,,,
Phillip Walker,!,0,QB,5100,CAR,@ BAL,16,14.25,6.1,3.6,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,20,30,30,37,241,241,15.2,8.73,97.4,0.73,1.2,0.33,61.25,1.2,3.33,,,,,,,,,,,,
Jameson Williams,!,0,WR,5100,DET,@ NYG,16,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76,0,100,,163,0,0,0.00,,28,97,97,37,241,241,,,,,,,,,,,,,,,,,,,,,
Tyler Huntley,,0,QB,5000,BAL,vs CAR,25,27.25,10.3,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,21,30,30,38,241,241,20.6,13.1,115.6,0.4,1.9,0.3,64.99,6,34.9,0.2,,,,,,,,,,,
Case Keenum,,0,QB,5000,BUF,vs CLE,20,28.25,8.2,6.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,36,0,0.00,,21,30,30,38,241,241,29.08,18.48,200.11,0.63,1.62,1.05,82.64,1.92,5.34,0.08,,,,,,,,,,,
Nick Foles,!,0,QB,5000,IND,vs PHI,5,19.75,9,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,27,0,0.00,,21,30,30,38,241,241,30.2,19.25,197.45,0.7,1.48,1.02,81.52,1.66,1.48,0.07,,,,,,,,,,,
Sam Ehlinger,,0,QB,5000,IND,vs PHI,5,19.75,3.7,0.3,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,21,30,30,38,241,241,10.4,6.4,60.8,0.2,2.2,,29.14,2.8,12.6,,,,,,,,,,,,
Tyrod Taylor,,0,QB,5000,NYG,vs DET,30,23.75,8.3,14.5,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,46,0,0.00,,21,30,30,38,241,241,25.38,15.51,175.11,0.41,2.52,0.97,86.24,5.64,31.51,0.3,,,,,,,,,,,
Brett Rypien,,0,QB,5000,DEN,vs LV,31,21.75,5.8,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,5,0,0.00,,21,30,30,38,241,241,22,12.75,130,1.25,0.5,0.5,53.93,2,1,,,,,,,,,,,,
Marquise Brown,!,0,WR,5000,ARI,vs SF,11,17.00,8.1,14.8,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,40,0,0.00,,29,97,97,38,241,241,,,,,,,,0.07,0.45,,7.38,4.65,57.6,0.44,,,,,,,
Malik Willis,,0,QB,5000,TEN,@ GB,6,18.75,3.2,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,21,30,30,38,241,241,7.5,3,35.25,0.25,,,,4.5,16,,,,,,,,,,,,
Sam Darnold,,0,QB,5000,CAR,@ BAL,16,14.25,8,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,46,0,0.00,,21,30,30,38,241,241,32.5,19.44,212.48,1.04,2.66,1.08,77.53,3.24,12.78,0.2,,,,,,,,,,,
Carson Wentz,!,0,QB,5000,WAS,@ HOU,12,22.25,7.3,16.2,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,60,0,0.00,,21,30,30,38,241,241,35.26,22.05,237.67,0.68,2.55,1.63,89.59,3.63,14.73,0.1,,,,,,,,,,,
Gardner Minshew,,0,QB,5000,PHI,@ IND,14,25.75,6.9,11.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,60,0,0.00,,21,30,30,38,241,241,31.81,20.11,221.93,0.44,2.41,1.52,95.01,3.93,19.15,0.04,,,,,,,,,,,
Brock Purdy,,0,QB,5000,SF,@ ARI,17,26.00,0.9,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,100,,161,0,0,0.30,0.1,21,30,30,38,241,241,4.5,2,33,0.5,,,,1,,,,,,,,,,,,,
Bailey Zappe,,0,QB,4900,NE,vs NYJ,1,20.75,6.1,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,50,0,0.00,,22,30,30,39,241,241,23,16.25,195.25,0.75,,1.25,,2.5,,,,,,,,,,,,,
Chase Daniel,,0,QB,4900,LAC,vs KC,29,23.75,6.3,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,22,30,30,39,241,241,10.44,7.22,68.56,0.33,1.11,0.39,51.76,1.67,0.94,,,,,,,,,,,,
Joshua Dobbs,,0,QB,4900,CLE,@ BUF,3,21.25,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,22,30,30,39,241,241,2.83,1.67,7.5,0.17,,,49.62,1,5.17,,,,,,,,,,,,
Joe Flacco,!,0,QB,4900,NYJ,@ NE,19,17.75,7.1,12.4,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,53,0,0.00,,22,30,30,39,241,241,37.78,23.91,241.14,0.83,1.96,1.22,84.69,1.48,3.28,0.09,,,,,,,,,,,
Mike White,,0,QB,4900,NYJ,@ NE,19,17.75,10.1,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,27,0,0.00,,22,30,30,39,241,241,33,22,238.25,2,1,1.25,81.88,1.25,-0.25,,,,,,,,,,,,
John Wolford,!,0,QB,4900,LAR,@ NO,7,18.75,6.1,-0.5,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,22,30,30,39,241,241,16.8,10,95.4,0.6,1.4,0.2,52.94,2.4,12,,,,,,,,,,,,
Jarrett Stidham,,0,QB,4900,LV,@ DEN,2,19.75,2.1,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,22,30,30,39,241,241,6.78,3.56,38,0.44,0.67,0.22,41.27,1,0.56,,,,,,,,,,,,
Cooper Rush,,0,QB,4900,DAL,@ MIN,22,25.25,7.2,7.3,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,100,,152,3,0,1.24,0.3,22,30,30,39,241,241,17.17,10.08,120.33,0.33,0.83,0.67,85.23,1.67,0.92,,,,,,,,,,,,
Brandon Allen,,0,QB,4900,CIN,@ PIT,26,21.25,7.7,2.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,22,30,30,39,241,241,18.79,10.64,115.07,0.43,1.5,0.71,74.05,2.36,4.57,,,,,,,,,,,,
Chad Henne,,0,QB,4900,KC,@ LAC,15,28.75,4.6,0.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,22,30,30,39,241,241,5.31,3.62,32.69,0.08,0.23,0.15,46.5,2.08,0.23,0.08,,,,,,,,,,,
Kyle Allen,,0,QB,4800,HOU,vs WAS,24,19.25,7.7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,44,0,0.00,,23,30,30,40,241,241,29.81,18.81,205.62,0.81,2.62,1.14,90.53,2.19,7.71,0.19,,,,,,,,,,,
Nick Mullens,,0,QB,4800,MIN,vs DAL,10,23.25,7.6,9.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,100,,142,45,0,2.16,0.5,23,30,30,40,241,241,30.05,19.43,231.33,1.05,1.71,1.24,83.61,1.43,-0.52,,,,,,,,,,,,
Mason Rudolph,!,0,QB,4800,PIT,vs CIN,11,18.25,6.9,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,31,0,0.00,,23,30,30,40,241,241,24,14.75,147.88,0.69,1,1,77.11,2.06,5.63,,,,,,,,,,,,
Gerald Everett,!,0,TE,4800,LAC,vs KC,28,23.75,5.2,8,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,100,,163,17,0,0.00,,7,38,38,40,241,241,,,,,,,,0.11,0.6,0.01,3.91,2.49,26.88,0.16,,,,,,,
Trevor Siemian,,0,QB,4800,CHI,@ ATL,27,23.25,8.1,15.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,39,0,0.00,,23,30,30,40,241,241,30.29,17.85,201.41,0.79,2.21,1.21,80.44,2.03,5.97,0.06,,,,,,,,,,,
Kyren Williams,,0,RB,4800,LAR,@ NO,22,18.75,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,100,,114,0,0,5.40,1.1,30,64,64,40,241,241,,,,,,,,1,9,,3,3,30,,,,,,,,
Nate Sudfeld,,0,QB,4800,DET,@ NYG,13,20.75,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,23,30,30,40,241,241,7.4,5,37.6,0.2,1,0.2,123.6,1.6,5.6,,,,,,,,,,,,
Kylin Hill,,0,RB,4700,GB,vs TEN,1,21.75,0.5,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,44,0,0.00,,31,64,64,41,241,241,,,,,,,,2.2,6.2,,0.4,0.2,1,,,,,,,,
Josh Reynolds,!,0,WR,4700,DET,@ NYG,16,20.75,5.9,8.1,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,16,0,0.00,,32,97,97,41,241,241,,,,,,,,0.14,0.85,,4.38,2.49,33.18,0.18,,,,,,,
Darren Waller,!,0,TE,4700,LV,@ DEN,12,19.75,9.7,12.8,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,100,,163,22,0,0.00,,8,38,38,41,241,241,,,,,,,,0.05,0.42,,6.77,4.73,55.44,0.27,,,,,,,
Ameer Abdullah,,0,RB,4700,LV,@ DEN,17,19.75,5.1,5.6,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,100,,130,16,0,3.50,0.7,31,64,64,41,241,241,,,,,,,,5.39,20.84,0.08,2.41,1.74,12.78,0.09,,,,,,,
Joshua Kelley,!,0,RB,4600,LAC,vs KC,8,23.75,4.3,2.3,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,14,0,0.00,,32,64,64,42,241,241,,,,,,,,6.42,21.54,0.12,1.5,1.35,9.31,,,,,,,,
Mike Boone,!,0,RB,4500,DEN,vs LV,27,21.75,6.1,2.6,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,33,64,64,43,241,241,,,,,,,,3.75,20.67,0.17,0.96,0.63,4.63,,,,,,,,
Mecole Hardman,!,0,WR,4500,KC,@ LAC,12,28.75,6.1,9.2,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,29,0,0.00,,34,97,97,43,241,241,,,,,,,,0.45,3.56,0.05,3.78,2.64,35.94,0.28,,,,,,,
Hunter Renfrow,!,0,WR,4300,LV,@ DEN,7,19.75,7,15.7,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,38,0,0.00,,36,97,97,45,241,241,,,,,,,,0.06,0.06,,5.98,4.48,48,0.3,,,,,,,
Malik Davis,,0,RB,4300,DAL,@ MIN,18,25.25,1.1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,100,,113,0,0,5.50,1.3,35,64,64,45,241,241,,,,,,,,6.5,30.5,,1,1,9,,,,,,,,
Ty Johnson,,0,RB,4200,NYJ,@ NE,6,17.75,5.4,7.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,100,,160,5,0,0.40,0.1,36,64,64,46,241,241,,,,,,,,4.16,17.98,0.07,2.57,1.73,13.41,0.07,,,,,,,
Tyrion Davis-Price,,0,RB,4200,SF,@ ARI,21,26.00,1.4,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,36,64,64,46,241,241,,,,,,,,8,18.5,,1,,,,,,,,,,
Raheem Blackshear,,0,RB,4100,CAR,@ BAL,10,14.25,6.4,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,100,,131,0,0,3.40,0.8,37,64,64,47,241,241,,,,,,,,3.75,10.25,0.25,1,1,10,,,,,,,,
Sam Howell,,0,QB,4100,WAS,@ HOU,12,22.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,35,0,100,,163,0,0,0.00,,24,30,30,47,241,241,,,,,,,,,,,,,,,,,,,,,
Danny Etling,,0,QB,4000,GB,vs TEN,32,21.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,35,0,100,,163,0,0,0.00,,25,30,30,48,241,241,,,,,,,,,,,,,,,,,,,,,
Patrick Taylor,,0,RB,4000,GB,vs TEN,1,21.75,5.4,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,5.75,22.25,0.25,0.5,0.5,0.75,,,,,,,,
Tyler Goodson,,0,RB,4000,GB,vs TEN,1,21.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Damien Williams,!,0,RB,4000,ATL,vs CHI,32,25.25,9,5.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,5.05,21.63,0.26,2.72,2.04,15.93,0.2,,,,,,,
Keith Smith,,0,RB,4000,ATL,vs CHI,32,25.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Avery Williams,,0,RB,4000,ATL,vs CHI,32,25.25,0.8,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,100,,167,53,0,-1.00,,38,64,64,48,241,241,,,,,,,,1.4,7,,1,0.8,2.2,,,,,,,,
B.J. Baylor,,0,RB,4000,ATL,vs CHI,32,25.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Mike Davis,,0,RB,4000,BAL,vs CAR,26,27.25,7.2,8.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,100,,158,12,0,0.70,0.2,38,64,64,48,241,241,,,,,,,,7.67,28.17,0.19,2.97,2.36,14.94,0.06,,,,,,,
Patrick Ricard,,0,RB,4000,BAL,vs CAR,26,27.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,58,0,100,,160,0,0,0.40,0.1,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
J.K. Dobbins,!,0,RB,4000,BAL,vs CAR,26,27.25,7.1,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,35,0,0.00,,38,64,64,48,241,241,,,,,,,,8.95,48.24,0.52,1.71,1.33,9.71,0.05,,,,,,,
Ben Mason,,0,RB,4000,BAL,vs CAR,26,27.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Tyler Badie,,0,RB,4000,BAL,vs CAR,26,27.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Anthony Brown,,0,QB,4000,BAL,vs CAR,25,27.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,35,0,100,,163,0,0,,,25,30,30,48,241,241,,,,,,,,,,,,,,,,,,,,,
Ricky Person,,0,RB,4000,BAL,vs CAR,26,27.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Matt Barkley,,0,QB,4000,BUF,vs CLE,20,28.25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,22,0,0.00,,25,30,30,48,241,241,24.08,14,184.54,1.38,0.69,0.85,72.02,1.38,-0.77,,,,,,,,,,,,
Duke Johnson,,0,RB,4000,BUF,vs CLE,29,28.25,6.3,13,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,37,0,0.00,,38,64,64,48,241,241,0.01,,,,,,0.4,5.42,23.45,0.11,4.2,3.22,29.53,0.12,,,,,,,
Taiwan Jones,,0,RB,4000,BUF,vs CLE,29,28.25,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,5,0,0.00,,38,64,64,48,241,241,,,,,,,,0.91,2.91,,1.18,0.73,10.09,,,,,,,,
Reggie Gilliam,,0,RB,4000,BUF,vs CLE,29,28.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Jeff Driskel,,0,QB,4000,HOU,vs WAS,24,19.25,7.7,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,33,0,0.00,,25,30,30,48,241,241,21.56,12.63,132.5,0.5,2.38,0.81,70.89,3.44,20.25,0.19,,,,,,,,,,,
Dare Ogunbowale,,0,RB,4000,HOU,vs WAS,2,19.25,4.2,3.9,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,100,,149,11,0,1.50,0.4,38,64,64,48,241,241,,,,,,,,2.42,8.53,0.08,2.67,1.81,14.47,0.03,,,,,,,
Royce Freeman,,0,RB,4000,HOU,vs WAS,2,19.25,4.5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,26,0,0.00,,38,64,64,48,241,241,,,,,,,,6.79,26.08,0.15,1.9,1.52,9.35,0.02,,,,,,,
Darius Anderson,!,0,RB,4000,HOU,vs WAS,2,19.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Gerrid Doaks,,0,RB,4000,HOU,vs WAS,2,19.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Troy Hairston,,0,RB,4000,HOU,vs WAS,2,19.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Jordan Wilkins,,0,RB,4000,IND,vs PHI,14,19.75,4.1,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,11,0,0.00,,38,64,64,48,241,241,,,,,,,,4.95,24.17,0.1,1.22,0.95,6.05,,,,,,,,
Jake Funk,,0,RB,4000,IND,vs PHI,14,19.75,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,1.33,3.33,,,,,,,,,,,,
Brian Hoyer,!,0,QB,4000,NE,vs NYJ,1,20.75,9.6,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,,,25,30,30,48,241,241,20.49,12.47,138.82,0.44,1.22,0.76,65.58,1.49,0.73,0.02,,,,,,,,,,,
Garrett Gilbert,,0,QB,4000,NE,vs NYJ,1,20.75,5.3,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,25,30,30,48,241,241,9.38,5.38,59.63,0.13,0.63,0.13,33.99,0.75,3.13,,,,,,,,,,,,
J.J. Taylor,!,0,RB,4000,NE,vs NYJ,23,20.75,4.3,3.9,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,4.73,14.18,0.18,0.64,0.55,1.82,,,,,,,,
Kevin Harris,!,0,RB,4000,NE,vs NYJ,23,20.75,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,3,5,,,,,,,,,,,,
Pierre Strong,,0,RB,4000,NE,vs NYJ,23,20.75,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,1,5,,,,,,,,,,,,
Jordan Howard,,0,RB,4000,NO,vs LAR,3,20.75,8.6,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,27,0,0.00,,38,64,64,48,241,241,,,,,,,,14.1,60.21,0.51,1.79,1.18,9.04,0.03,,,,,,,
