,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Ben Skowronek,,0,WR,3300,LAR,vs ARI,12,20.75,4.4,1.8,6.9,0,0,0,0,0,0,0,0,0,3.47,0.1119,3.47,2.22,19.26,0.15,0,0,0,0,0,0,5.05,5.05,0,0,13.85,5.05,5.05,65,0,100,,131,8,1.5,3.40,1,47,77,77,56,192,192,,,,,,,,0.06,1,0.06,3.41,2.18,22.12,,,,,,,,
Kadarius Toney,,0,WR,5000,KC,vs JAC,27,30.25,8.4,9.5,2.5,0,0,0,0,0,0,0,0,0,2.89,0.0675,2.89,2,20.38,0.16,0,0,0,0,0,0,5,5,0,0,21.8,5,5,14,0,100,,36,0,1,19.00,3.8,30,78,78,39,193,193,0.25,0.08,1.58,,0.08,,16.5,0.42,2.42,,5.17,3.58,36,,,,,,,,
Browns,,0,DST,2300,CLE,@ MIA,7,26.25,4.9,6.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0.36,0.6,0,0.12,26.25,4.92,4.92,0,0,14.72,4.92,4.92,13,0,100,,168,8,2.1,-3.00,,18,20,20,66,194,194,,,,,,,,,,,,,,,2.15,0.74,0.5,0.1,0.02,25.02,364.82
Chargers,,0,DST,2700,LAC,@ SF,22,26.75,5.5,4.5,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.81,0.35,0.12,0,26.75,4.76,4.76,0,0,15.76,4.76,4.76,10,0,100,,135,10,1.8,3.00,1.1,14,21,21,62,195,195,,,,,,,,,,,,,,,2.16,0.83,0.48,0.16,0.02,23.35,347.84
Malik Davis,,0,RB,4400,DAL,@ GB,22,23.75,0,0,6.1,0,0,0,0,0,0.3636,10.41,29.93,0.29,10.41,0,0,0,0,0,0,0,0,0,0,0,4.73,4.73,0,4.73,4.73,4.73,4.73,40,0,100,,129,0,1.1,3.80,0.9,36,49,49,45,196,196,,,,,,,,8,23,,2,2,18,,,,,,,,
Connor Heyward,,0,TE,2500,PIT,vs NO,5,20.25,2.2,0,3.9,0,0,0,0,0,0,0,0,0,2.27,0.0694,2.27,1.9,23.45,0.08,0,0,0,0,0,0,4.73,4.73,0,1.43,9.13,4.73,4.73,28,0,100,,136,44,1.9,2.90,1.2,24,28,28,64,196,196,,,,,,,,,,,2,1.67,22.33,,,,,,,,
Steven Sims Jr.,,0,WR,3200,PIT,vs NO,15,20.25,6,0,1.2,0,0,0,0,0,0,0,0,0,3.25,0.0995,3.25,2.14,18.28,0.12,0,0,0,0,0,0,4.69,4.69,0,0,16.69,4.69,4.69,68,0,100,,137,13,1.5,2.70,0.8,48,79,79,57,197,197,0.04,,,,,,0.08,0.52,4.56,0.04,3.7,2.44,22.48,0.22,,,,,,,
Marquise Goodwin,,0,WR,3700,SEA,@ TB,19,21.25,7.1,4.3,7.3,0,0,0,0,0,0,0,0,0,3,0.1073,3,1.57,23.82,0.12,0,0,0,0,0,0,4.67,4.67,0,0,18.87,4.67,4.67,32,0,100,,75,3,1.3,11.80,3.2,43,80,80,52,198,198,,,,,,,,0.16,0.96,,4.26,2.23,35.57,0.19,,,,,,,
Jamal Agnew,,0,WR,3200,JAC,@ KC,18,21.25,7.3,0,4.2,0,0,0,0,0,0,0,0,0,2.19,0.0613,2.19,1.4,14.72,0.29,0,0,0,0,0,0,4.61,4.61,0,0,19.21,4.61,4.61,65,0,100,,131,0,1.4,3.40,1.1,48,81,81,57,199,199,,,,,,,,0.83,4.83,,1.83,1.17,13,0.33,,,,,,,
Dolphins,,0,DST,3600,MIA,vs CLE,6,23.25,6.9,8.9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0.43,0.32,0,0.21,23.25,4.6,4.6,0,0,18.4,4.6,4.6,7,0,100,,116,0,1.3,6.00,1.7,5,22,22,53,200,200,,,,,,,,,,,,,,,2.06,0.89,0.43,0.23,0.02,24.5,374.31
Boston Scott,,0,RB,4100,PHI,vs WAS,3,26.75,7.7,9.2,2.4,0,0,0,0,0,0.1454,5.82,25.2,0.34,5.82,0,0,0,0,0,0,0,0,0,0,0,4.56,4.56,0,0,19.96,4.56,4.56,55,0,100,,158,3,1.1,0.50,0.1,39,50,50,48,201,201,,,,,,,,6.32,27.37,0.37,2.02,1.63,12.8,0.02,,,,,,,
James Mitchell,,0,TE,2700,DET,@ CHI,9,22.75,3.2,0,5.6,0,0,0,0,0,0,0,0,0,1.29,0.0354,1.29,1.29,9.61,0.37,0,0,0,0,0,0,4.47,4.47,0,0,10.87,4.47,4.47,34,0,100,,148,0,1.7,1.40,0.5,22,29,29,62,202,202,,,,,,,,,,,1.5,1.5,11,0.5,,,,,,,
Scotty Miller,,0,WR,3400,TB,vs SEA,6,23.25,5.8,3.7,4.9,0,0,0,0,0,0,0,0,0,2.87,0.0648,2.87,1.71,20.92,0.11,0,0,0,0,0,0,4.46,4.46,0,0,16.06,4.46,4.46,60,0,100,,124,2,1.3,4.50,1.3,46,82,82,55,203,203,,,,,,,,0.26,2.51,0.03,3.41,2.03,25.9,0.13,,,,,,,
Tommy Tremble,,0,TE,2900,CAR,vs ATL,15,19.75,3.1,3.5,4.4,0,0,0,0,0,0,0,0,0,3.31,0.0986,3.31,1.84,16.38,0.16,0,0,0,0,0,0,4.44,4.44,0,0,10.64,4.44,4.44,39,0,100,,164,23,1.5,0.00,,20,30,30,60,204,204,,,,,,,,0.14,0.52,0.05,2.57,1.43,13.29,0.14,,,,,,,
Colts,,0,DST,2500,IND,@ LV,10,22.75,5.4,8.1,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0.43,0.54,0,0,22.75,4.43,4.43,0,0,15.23,4.43,4.43,10,0,100,,135,24,1.8,3.00,1.2,16,23,23,64,205,205,,,,,,,,,,,,,,,2.22,0.86,0.59,0.17,0.07,22.64,357.94
Laviska Shenault Jr.,,0,WR,3200,CAR,vs ATL,32,19.75,5.4,8,5.4,0,0,0,0,0,0,0,0,0,2.89,0.0861,2.89,1.97,19.66,0.08,0,0,0,0,0,0,4.42,4.42,0,0,15.22,4.42,4.42,22,0,100,,57,39,1.4,14.90,4.7,48,83,83,57,206,206,,,,,,,,0.91,3.94,,5.4,3.69,38.37,0.17,,,,,,,
Samori Toure,,0,WR,3900,GB,vs DAL,10,20.75,3.8,0,5.8,0,0,0,0,0,0,0,0,0,2.46,0.0746,2.46,1.09,18.76,0.23,0,0,0,0,0,0,4.35,4.35,0,0,11.95,4.35,4.35,81,0,100,,164,34,1.1,0.00,,41,84,84,50,207,207,,,,,,,,,,,3,1.33,25,0.33,,,,,,,
Bears,,0,DST,3100,CHI,vs DET,5,22.75,6,6.1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0.98,0.43,0,0,22.75,4.23,4.23,0,0,16.23,4.23,4.23,12,0,100,,152,12,1.4,1.00,0.3,10,24,24,58,208,208,,,,,,,,,,,,,,,2.35,0.73,0.52,0.17,0.04,21.44,332.94
Lions,,0,DST,2900,DET,@ CHI,14,25.75,5.2,3.5,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0.64,0.51,0.13,0,25.75,4.09,4.09,0,0,14.49,4.09,4.09,3,0,100,,86,0,1.4,10.00,3.4,12,25,25,60,209,209,,,,,,,,,,,,,,,1.94,0.6,0.49,0.14,0.05,25.24,373.88
Peyton Hendershot,,0,TE,2600,DAL,@ GB,11,23.75,2.1,0,5.9,0,0,0,0,0,0,0,0,0,2.01,0.0564,2.01,1.51,14.12,0.19,0,0,0,0,0,0,4.06,4.06,0,0.91,8.26,4.06,4.06,39,0,100,,164,64,1.6,0.00,,23,31,31,63,210,210,,,,,,,,,,,3,2.25,21.25,0.25,,,,,,,
Packers,,0,DST,2400,GB,vs DAL,13,23.75,5.1,7.1,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0.49,0.29,0.1,0.1,23.75,4.01,4.01,0,0,14.21,4.01,4.01,8,0,100,,122,19,1.7,5.00,2.1,17,26,26,65,211,211,,,,,,,,,,,,,,,2.47,0.83,0.45,0.08,0.02,22.15,347.67
Tevin Coleman,,0,RB,4000,SF,vs LAC,24,26.75,7.9,4.7,11,0,0,0,0,0,0.197,6.46,27.39,0.21,6.46,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,19.8,4,4,60,0,100,,164,18,1,0.00,,40,51,51,49,212,212,,,,,,,,9.04,38.33,0.29,2.08,1.48,14.78,0.15,,,,,,,
Trent Sherfield,,0,WR,3300,MIA,vs CLE,25,26.25,3.6,1.7,4,0,0,0,0,0,0,0,0,0,3.09,0.0867,3.09,1.77,18.71,0.06,0,0,0,0,0,0,4,4,0,0,11.2,4,4,18,0,100,,50,3,1.2,16.30,4.9,47,85,85,56,212,212,,,,,,,,,,,2.74,1.57,17.46,0.06,,,,,,,
Mike Woods,,0,WR,3000,CLE,@ MIA,24,23.25,0.4,0,2.1,0,0,0,0,0,0,0,0,0,3.33,0.096,3.33,1.67,15.8,0.12,0,0,0,0,0,0,3.97,3.97,0,3.37,4.77,3.97,3.97,81,0,100,,164,0,1.3,0.00,,50,86,86,59,213,213,,,,,,,,,,,2,1,10.5,,,,,,,,
Brevin Jordan,,0,TE,2600,HOU,@ NYG,19,18.25,4.6,7,1.8,0,0,0,0,0,0,0,0,0,2.73,0.079,2.73,1.62,12.35,0.18,0,0,0,0,0,0,3.94,3.94,0,0,13.14,3.94,3.94,39,0,100,,164,8,1.5,0.00,,23,32,32,63,214,214,,,,,,,,,,,3.38,2,16.15,0.23,,,,,,,
Kenneth Gainwell,,0,RB,4800,PHI,vs WAS,3,26.75,6.5,8.3,5.3,0,0,0,0,0,0.0457,1.83,7.9,0.15,3.43,0.0556,1.6,1.1,7.75,0.04,0,0,0,0,0,0,3.81,3.81,0,0,16.81,3.81,3.81,47,0,100,,141,11,0.8,2.20,0.5,32,52,52,41,215,215,,,,,,,,3.88,16.76,0.32,2.68,1.84,13.88,0.08,,,,,,,
Commanders,,0,DST,2200,WAS,@ PHI,3,26.75,5.1,5.4,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0.3,0.3,0.1,0,26.75,3.73,3.73,0,0,13.93,3.73,3.73,1,0,100,,56,22,1.7,15.00,6.8,19,27,27,67,216,216,,,,,,,,,,,,,,,2.56,0.78,0.55,0.12,0.03,23.14,360.31
Skyy Moore,,0,WR,3000,KC,vs JAC,27,30.25,2.2,0,2,0,0,0,0,0,0,0,0,0,2.36,0.0551,2.36,1.09,18.37,0.12,0,0,0,0,0,0,3.65,3.65,0,0.35,8.05,3.65,3.65,76,0,100,,147,12,1.2,1.60,0.5,50,87,87,59,217,217,,,,,,,,,,,2.17,1,16.67,,,,,,,,
Cameron Brate,,0,TE,3300,TB,vs SEA,32,23.25,5.3,4.8,4.9,0,0,0,0,0,0,0,0,0,1.97,0.0446,1.97,1.29,13.09,0.17,0,0,0,0,0,0,3.62,3.62,0,0,14.22,3.62,3.62,31,0,100,,145,24,1.1,1.80,0.5,16,33,33,56,218,218,,,,,,,,,,,3.86,2.52,26.73,0.31,,,,,,,
Jaylen Warren,,0,RB,4900,PIT,vs NO,21,20.25,3.7,0,4.5,0,0,0,0,0,0.196,5.11,26.93,0.14,5.11,0,0,0,0,0,0,0,0,0,0,0,3.53,3.53,0,0,10.93,3.53,3.53,22,0,100,,80,18,0.7,10.70,2.2,31,53,53,40,219,219,,,,,,,,3.63,19.13,,1.75,1.5,11,,,,,,,,
Jaguars,,0,DST,2100,JAC,@ KC,1,30.25,6.6,3.5,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0.82,0.3,0,0.1,30.25,3.48,3.48,0,0,16.68,3.48,3.48,9,0,100,,128,0,1.7,4.00,1.9,20,28,28,68,220,220,,,,,,,,,,,,,,,2.24,0.7,0.42,0.21,0.02,23.82,355.62
Khadarel Hodge,,0,WR,3100,ATL,@ CAR,7,21.75,3.2,2.8,3.7,0,0,0,0,0,0,0,0,0,2.06,0.0775,2.06,1.13,16.55,0.11,0,0,0,0,0,0,3.45,3.45,0,0,9.85,3.45,3.45,33,0,100,,76,0,1.1,11.70,3.8,49,88,88,58,221,221,,,,,,,,,,,2.22,1.22,18.03,,,,,,,,
Damiere Byrd,,0,WR,3300,ATL,@ CAR,7,21.75,6.2,6,6,0,0,0,0,0,0,0,0,0,2.06,0.0775,2.06,1.32,16.78,0.07,0,0,0,0,0,0,3.42,3.42,0,0,15.82,3.42,3.42,44,0,100,,95,3,1,8.80,2.7,47,89,89,56,222,222,,,,,,,,0.06,0.52,,3.65,2.33,30.06,0.13,,,,,,,
Albert Okwuegbunam,,0,TE,2600,DEN,@ TEN,31,18.75,4.2,5.9,3,0,0,0,0,0,0,0,0,0,1.81,0.0641,1.81,1.4,13.4,0.1,0,0,0,0,0,0,3.34,3.34,0,0,11.74,3.34,3.34,39,0,100,,164,25,1.3,0.00,,23,34,34,63,223,223,,,,,,,,,,,3.14,2.43,23.86,0.14,,,,,,,
DJ Turner,,0,WR,3000,LV,vs IND,3,22.75,0,0,0.7,0,0,0,0,0,0,0,0,0,2.05,0.0667,2.05,1.23,15.49,0.09,0,0,0,0,0,0,3.32,3.32,0,3.32,3.32,3.32,3.32,81,0,100,,164,0,1.1,0.00,,50,90,90,59,224,224,,,,,,,,3,20,,,,,,,,,,,,
Myles Gaskin,!,0,RB,4000,MIA,vs CLE,30,26.25,8.1,10.3,6.3,0,0,0,0,0,0.0453,1.34,5.05,0.03,2.91,0.044,1.57,1.24,8.18,0.06,0,0,0,0,0,0,3.1,3.1,0,0,19.3,3.1,3.1,60,0,100,,164,25,0.8,0.00,,40,54,54,49,225,225,,,,,,,,10.14,38.23,0.2,3.63,2.86,19.91,0.17,,,,,,,
Ian Thomas,,0,TE,2500,CAR,vs ATL,15,19.75,4.2,2.6,3,0,0,0,0,0,0,0,0,0,2.32,0.0691,2.32,1.49,12.89,0.05,0,0,0,0,0,0,3.08,3.08,0,0,11.48,3.08,3.08,39,0,100,,164,0,1.2,0.00,,24,35,35,64,226,226,,,,,,,,,,,2.94,1.89,17.07,0.07,,,,,,,
Adam Trautman,,0,TE,2500,NO,@ PIT,8,19.25,4.1,5.8,4.7,0,0,0,0,0,0,0,0,0,1.71,0.054,1.71,1.23,12.37,0.09,0,0,0,0,0,0,3.01,3.01,0,0,11.21,3.01,3.01,24,0,100,,127,13,1.2,4.20,1.7,24,36,36,64,227,227,,,,,,,,,,,2.63,1.89,19.7,0.15,,,,,,,
Caleb Huntley,,0,RB,4500,ATL,@ CAR,29,21.75,3.7,0,5.1,0,0,0,0,0,0.177,5.22,24.39,0.08,5.22,0,0,0,0,0,0,0,0,0,0,0,2.92,2.92,0,0,10.32,2.92,2.92,42,0,100,,133,27,0.6,3.20,0.7,35,55,55,44,228,228,,,,,,,,9.14,42.71,0.14,,,,,,,,,,,
James Cook,,0,RB,4800,BUF,vs MIN,11,26.25,3.8,0,4.5,0,0,0,0,0,0.1549,3.9,20.48,0.14,3.9,0,0,0,0,0,0,0,0,0,0,0,2.89,2.89,0,0,10.49,2.89,2.89,47,0,100,,141,16,0.6,2.20,0.5,32,56,56,41,229,229,,,,,,,,3.5,18.38,0.13,1.5,0.88,12,,,,,,,,
Cody Hollister,,0,WR,3000,TEN,vs DEN,1,20.75,1.7,2.4,1.7,0,0,0,0,0,0,0,0,0,1.69,0.064,1.69,1.12,12.5,0.08,0,0,0,0,0,0,2.85,2.85,0,0.3,6.25,2.85,2.85,81,0,100,,164,29,1,0.00,,50,91,91,59,230,230,,,,,,,,,,,1.67,1.11,12.44,,,,,,,,
Nick Westbrook,,0,WR,3500,TEN,vs DEN,1,20.75,5.4,7,3.5,0,0,0,0,0,0,0,0,0,1.58,0.0598,1.58,0.98,13.01,0.08,0,0,0,0,0,0,2.76,2.76,0,0,13.56,2.76,2.76,5,0,100,,7,0,0.8,31.90,9.1,45,92,92,54,231,231,,,,,,,,,,,2.76,1.72,22.9,0.14,,,,,,,
Zach Pascal,,0,WR,3200,PHI,vs WAS,30,26.75,6.8,6,3.6,0,0,0,0,0,0,0,0,0,1.7,0.0591,1.7,1,11.68,0.09,0,0,0,0,0,0,2.71,2.71,0,0,16.31,2.71,2.71,72,0,100,,143,7,0.8,2.00,0.6,48,93,93,57,232,232,0.03,,,,,,0.63,0.12,0.92,,4.21,2.48,30.94,0.26,,,,,,,
Shane Zylstra,,0,TE,2700,DET,@ CHI,9,22.75,1.9,3.2,7.1,0,0,0,0,0,0,0,0,0,1.66,0.0456,1.66,0.83,7.37,0.18,0,0,0,0,0,0,2.65,2.65,0,0,6.45,2.65,2.65,39,0,100,,164,58,1,0.00,,22,37,37,62,233,233,,,,,,,,,,,2.67,1.33,11.67,0.33,,,,,,,
Sony Michel,,0,RB,4700,LAC,@ SF,7,18.75,8,7.8,3.1,0,0,0,0,0,0.2,4.25,17.78,0.11,4.25,0,0,0,0,0,0,0,0,0,0,0,2.44,2.44,0,0,18.44,2.44,2.44,58,0,100,,162,15,0.5,0.20,0,33,57,57,42,234,234,,,,,,,,12.69,53.1,0.34,1.36,0.89,6.41,0.03,,,,,,,
Keelan Cole,,0,WR,3000,LV,vs IND,3,22.75,6.6,5.6,1.8,0,0,0,0,0,0,0,0,0,1.51,0.0491,1.51,0.85,12.19,0.05,0,0,0,0,0,0,2.37,2.37,0,0,15.57,2.37,2.37,81,0,100,,164,11,0.8,0.00,,50,94,94,59,235,235,0.01,,,,,,0.52,0.03,0.11,,4.49,2.54,37.04,0.17,,,,,,,
Ray-Ray McCloud,,0,WR,3300,SF,vs LAC,20,26.75,3.8,4.2,3.5,0,0,0,0,0,0,0,0,0,1.73,0.0566,1.73,1.17,8.37,0.02,0,0,0,0,0,0,2.13,2.13,0,0,9.73,2.13,2.13,61,0,100,,126,0,0.6,4.30,1.3,47,95,95,56,236,236,,,,,,,,0.2,2.1,,2.78,1.88,13.48,0.03,,,,,,,
Alexander Mattison,,0,RB,5600,MIN,@ BUF,4,20.25,7.3,8.3,5.8,0,0,0,0,0,0.1875,3.73,15.49,0.08,3.73,0,0,0,0,0,0,0,0,0,0,0,2.03,2.03,0,0,16.63,2.03,2.03,44,0,100,,136,0,0.4,2.90,0.5,24,58,58,33,237,237,,,,,,,,7.17,29.77,0.15,1.54,1.25,9.67,0.06,,,,,,,
Travis Homer,,0,RB,4600,SEA,@ TB,6,21.25,4.3,4.4,3.9,0,0,0,0,0,0.145,3.47,17.9,0.04,3.47,0,0,0,0,0,0,0,0,0,0,0,2.03,2.03,0,0,10.63,2.03,2.03,60,0,100,,164,9,0.4,0.00,,34,58,58,43,237,237,,,,,,,,2.66,13.72,0.03,1.72,1.47,13.06,0.03,,,,,,,
Tyrion Davis-Price,,0,RB,4400,SF,vs LAC,24,26.75,1.4,0,1.9,0,0,0,0,0,0.1515,4.97,11.49,0.14,4.97,0,0,0,0,0,0,0,0,0,0,0,1.99,1.99,0,0,4.79,1.99,1.99,60,0,100,,164,0,0.5,0.00,,36,59,59,45,238,238,,,,,,,,8,18.5,,1,,,,,,,,,,
Hassan Haskins,,0,RB,4000,TEN,vs DEN,20,20.75,1.5,0,2.6,0,0,0,0,0,0.125,3.38,14.21,0.09,3.38,0,0,0,0,0,0,0,0,0,0,0,1.96,1.96,0,0,4.96,1.96,1.96,60,0,100,,164,42,0.5,0.00,,40,60,60,49,239,239,,,,,,,,3.33,14,,1,1,2.33,,,,,,,,
Avery Williams,,0,RB,4000,ATL,@ CAR,29,21.75,0.8,0,1.5,0,0,0,0,0,0,0,0,0,1.6,0.0603,1.6,1.28,3.48,0.05,0,0,0,0,0,0,1.93,1.93,0,0.73,3.53,1.93,1.93,45,0,100,,138,47,0.5,2.50,0.6,40,61,61,49,240,240,,,,,,,,0.75,2.5,,1.25,1,2.75,,,,,,,,
Quez Watkins,,0,WR,3500,PHI,vs WAS,30,26.75,4.9,6.9,3.1,0,0,0,0,0,0,0,0,0,1.13,0.0393,1.13,0.72,10.14,0.03,0,0,0,0,0,0,1.91,1.91,0,0,11.71,1.91,1.91,34,0,100,,78,18,0.5,11.00,3.1,45,96,96,54,241,241,,,,,,,,0.07,,,3.24,2.07,31.07,0.1,,,,,,,
Kylen Granson,,0,TE,2600,IND,@ LV,21,18.75,2.5,2.2,4.2,0,0,0,0,0,0,0,0,0,1.09,0.0374,1.09,0.8,6.5,0.07,0,0,0,0,0,0,1.87,1.87,0,0,6.87,1.87,1.87,12,0,100,,89,19,0.7,9.70,3.7,23,38,38,63,242,242,,,,,,,,0.05,,,2.21,1.63,14.84,,,,,,,,
Isaiah Spiller,,0,RB,4400,LAC,@ SF,7,18.75,1.7,0,1.2,0,0,0,0,0,0.18,3.83,11.49,0.11,3.83,0,0,0,0,0,0,0,0,0,0,0,1.81,1.81,0,0,5.21,1.81,1.81,57,0,100,,160,0,0.4,0.30,0.1,36,62,62,45,243,243,,,,,,,,4,12,,,,,,,,,,,,
Raheem Blackshear,,0,RB,4600,CAR,vs ATL,23,19.75,7.3,0,5,0,0,0,0,0,0.1055,2.33,2.33,0.26,2.33,0,0,0,0,0,0,0,0,0,0,0,1.79,1.79,0,0,16.39,1.79,1.79,42,0,100,,133,0,0.4,3.20,0.7,34,63,63,43,244,244,,,,,,,,3,3,0.33,1.33,1.33,13.33,,,,,,,,
Matt Breida,,0,RB,4900,NYG,vs HOU,31,23.25,7,6.2,2.3,0,0,0,0,0,0.0938,2.94,14,0.04,2.94,0,0,0,0,0,0,0,0,0,0,0,1.64,1.64,0,0,15.64,1.64,1.64,48,0,100,,143,1,0.3,2.00,0.4,31,64,64,40,245,245,,,,,,,,7.22,34.39,0.1,1.68,1.29,11.35,0.09,,,,,,,
Jordan Akins,,0,TE,2500,HOU,@ NYG,19,18.25,4.1,3.6,5.5,0,0,0,0,0,0,0,0,0,0.95,0.0276,0.95,0.67,7.13,0.02,0,0,0,0,0,0,1.5,1.5,0,0,9.7,1.5,1.5,10,0,100,,85,15,0.6,10.20,4.1,24,39,39,64,246,246,,,,,,,,0.03,0.11,,2.95,2.08,23.39,0.07,,,,,,,
Brandon Bolden,,0,RB,4200,LV,vs IND,8,22.75,5.3,7.7,3.8,0,0,0,0,0,0.0842,2.07,9.44,0.09,2.07,0,0,0,0,0,0,0,0,0,0,0,1.48,1.48,0,0,12.08,1.48,1.48,60,0,100,,164,10,0.4,0.00,,38,65,65,47,247,247,,,,,,,,2.88,13.14,0.13,2.13,1.61,14.95,0.13,,,,,,,
Isaiah Hodgins,,0,WR,3000,NYG,vs HOU,4,23.25,0,0,8.1,0,0,0,0,0,0,0,0,0,0.82,0.0252,0.82,0.55,5.31,0.03,0,0,0,0,0,0,1.26,1.26,0,1.26,1.26,1.26,1.26,56,0,100,,115,0,0.4,6.10,2,50,97,97,59,248,248,,,,,,,,,,,6,4,41,,,,,,,,
Dwayne Washington,,0,RB,4800,NO,@ PIT,14,19.25,2.8,0.6,1.1,0,0,0,0,0,0.0773,2.07,7.28,0.01,2.07,0,0,0,0,0,0,0,0,0,0,0,0.79,0.79,0,0,6.39,0.79,0.79,60,0,100,,164,3,0.2,0.00,,32,66,66,41,249,249,,,,,,,,5.12,18,0.03,0.64,0.48,3.06,,,,,,,,
Kyler Murray,!,0,QB,7200,ARI,@ LAR,11,17.75,8.4,21.6,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,62,0,0.00,,4,29,29,17,250,250,35.12,23.4,244.65,0.75,2.32,1.49,93.6,6.58,37.74,0.39,,,,,,,,,,,
Mike Williams,!,0,WR,6600,LAC,@ SF,16,18.75,9.3,16.2,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,100,,164,20,0,0.00,,14,98,98,23,250,250,,,,,,,,0.1,0.36,0.01,5.96,3.46,54,0.36,,,,,,,
Keenan Allen,!,0,WR,6400,LAC,@ SF,16,18.75,9.4,16.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,100,,164,47,0,0.00,,16,98,98,25,250,250,0.02,,,,0.01,,0.87,0.16,1.09,,9.54,6.56,76.57,0.41,,,,,,,
Ezekiel Elliott,!,0,RB,6000,DAL,@ GB,22,23.75,8.9,14.6,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,53,0,0.00,,20,67,67,29,250,250,0.02,0.01,0.04,0.01,,,-3.28,18.25,81.25,0.61,4.04,3.03,23.31,0.12,,,,,,,
Matthew Stafford,!,0,QB,5600,LAR,vs ARI,21,20.75,7.3,22.5,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,61,0,0.00,,15,29,29,33,250,250,35.45,23.43,267.81,0.74,2.47,1.77,98.07,2.11,6.93,0.05,,,,,,,,,,,
Deshaun Watson,,0,QB,5600,CLE,@ MIA,26,23.25,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,61,0,0.00,,15,29,29,33,250,250,32.36,21.81,265.85,0.66,3.2,1.86,103.39,5.68,31.27,0.32,,,,,,,,,,,
Mark Ingram,!,0,RB,5500,NO,@ PIT,14,19.25,9,7.8,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,30,0,0.00,,25,67,67,34,250,250,,,,,,,,11.67,53.52,0.41,2.84,2.32,17.17,0.09,,,,,,,
Deon Jackson,!,0,RB,5400,IND,@ LV,17,18.75,8.9,3,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,,164,0,0,0.00,,26,67,67,35,250,250,,,,,,,,6,17.11,0.22,1.89,1.78,13.44,,,,,,,,
Jameis Winston,,0,QB,5300,NO,@ PIT,29,19.25,8.4,17.3,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,164,55,0,0.00,,18,29,29,36,250,250,32.99,20.22,254.63,1.12,2.26,1.63,89.16,3.4,14.22,0.13,,,,,,,,,,,
Marquise Brown,!,0,WR,5300,ARI,@ LAR,14,17.75,8.1,14.8,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,100,,164,40,0,0.00,,27,98,98,36,250,250,,,,,,,,0.07,0.45,,7.38,4.65,57.6,0.44,,,,,,,
Romeo Doubs,!,0,WR,5200,GB,vs DAL,10,20.75,6.6,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,100,,164,26,0,0.00,,28,98,98,37,250,250,,,,,,,,0.11,1.22,,5.56,3.44,34.89,0.33,,,,,,,
