,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
DeAndre Carter,,0,WR,3700,LAC,@ ARI,5,25.25,5,5.1,7.9,0,0,0,0,0,0,0,0,0,5.81,0.1332,5.81,4.1,47.35,0.24,0,0,0,0,0,0,10.28,10.28,0,2.78,20.28,10.28,10.28,13,0,100,,31,19,2.8,20.30,5.5,42,52,52,50,128,128,,,,,,,,0.3,2.19,,3.33,2.35,27.28,0.14,,,,,,,
Elijah Moore,,0,WR,3500,NYJ,vs CHI,6,21.75,8.6,12.8,5.7,0,0,0,0,0,0,0,0,0,6.23,0.1563,6.23,3.45,46.11,0.35,0,0,0,0,0,0,10.16,10.16,0,0,27.36,10.16,10.16,28,0,100,,69,17,2.9,14.00,4,44,53,53,52,129,129,,,,,,,,0.42,2.42,0.05,6,3.32,43.26,0.32,,,,,,,
Robert Tonyan,,0,TE,3300,GB,@ PHI,4,20.25,6.4,6.3,7.4,0,0,0,0,0,0,0,0,0,4.89,0.1529,4.89,3.9,37.79,0.41,0,0,0,0,0,0,10.14,10.14,0,0.54,22.94,10.14,10.14,25,0,100,,145,14,3.1,5.00,1.5,17,14,14,54,130,130,,,,,,,,,,,3.35,2.67,27.67,0.33,,,,,,,
Gus Edwards,,0,RB,5600,BAL,@ JAC,21,23.25,5.7,0,12.6,0,0,0,0,0,0.3033,8.46,42.79,0.23,11.2,0.0774,2.74,1.9,20.18,0.09,0,0,0,0,0,0,10.12,10.12,0,1.57,21.52,10.12,10.12,29,0,100,,102,25,1.8,10.20,1.8,22,33,33,31,131,131,,,,,,,,9.72,49.16,0.26,0.52,0.36,3.88,,,,,,,,
Zay Jones,,0,WR,4600,JAC,vs BAL,11,20.25,6.7,7.9,10.8,0,0,0,0,0,0,0,0,0,7.56,0.2234,7.56,4.44,44.98,0.19,0,0,0,0,0,0,10.08,10.08,0,0.03,23.48,10.08,10.08,4,0,100,,8,6,2.2,30.50,6.6,33,54,54,41,132,132,0.02,0.01,0.35,,,,1.47,0.09,0.33,,4.9,2.88,30.82,0.16,,,,,,,
Ben Skowronek,,0,WR,3400,LAR,@ KC,26,12.75,4.2,1.8,6,0,0,0,0,0,0,0,0,0,7.88,0.2753,7.88,4.53,35.68,0.3,0,0,0,0,0,0,9.9,9.9,0,3.6,18.3,9.9,9.9,79,0,100,,166,7,2.9,2.50,0.7,45,55,55,53,133,133,,,,,,,,0.05,0.85,0.05,3.65,2.1,19.95,,,,,,,,
Isiah Pacheco,,0,RB,5500,KC,vs LAR,4,28.75,5.3,0,5.1,0,0,0,0,0,0.5851,13.96,65.46,0.28,14.81,0.0203,0.85,0.85,6.44,0.02,0,0,0,0,0,0,9.84,9.84,0,1.89,20.44,9.84,9.84,15,0,100,,56,12,1.8,15.60,2.8,23,34,34,32,134,134,,,,,,,,8.82,41.36,0.18,0.36,0.36,2.73,,,,,,,,
Jets,,0,DST,3300,NYJ,vs CHI,9,14.75,5.4,3.4,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,1.43,0.39,0.13,0.13,14.75,9.83,9.83,0,1.73,20.63,9.83,9.83,6,0,100,,120,5,3,8.00,2.4,8,3,3,54,135,135,,,,,,,,,,,,,,,2.13,0.73,0.5,0.13,0.03,24.11,358.32
George Kittle,,0,TE,5300,SF,vs NO,8,25.50,9.4,13.3,12.3,0,0,0,0,0,0,0,0,0,4.97,0.1698,4.97,3.55,46.66,0.24,0,0,0,0,0,0,9.66,9.66,0,0,28.46,9.66,9.66,24,0,100,,140,29,1.8,5.60,1.1,3,15,15,34,136,136,,,,,,,,0.13,0.82,,6.58,4.7,61.9,0.3,,,,,,,
Kendall Hinton,,0,WR,3700,DEN,@ CAR,24,18.75,3.5,3.5,5.1,0,0,0,0,0,0,0,0,0,5.18,0.1764,5.18,3.65,48.97,0.15,0,0,0,0,0,0,9.45,9.45,0,4.2,16.45,9.45,9.45,44,0,100,,106,20,2.6,9.80,2.6,42,56,56,50,137,137,0.53,0.11,0.74,0.11,0.05,,4.17,0.16,1.05,,2.47,1.74,23,0.05,,,,,,,
Robert Woods,,0,WR,4700,TEN,vs CIN,20,20.75,8.3,15.6,6.9,0,0,0,0,0,0,0,0,0,5.76,0.2096,5.76,3.73,44.37,0.21,0,0,0,0,0,0,9.43,9.43,0,0,26.03,9.43,9.43,72,0,100,,155,38,2,3.60,0.8,32,57,57,40,138,138,,,,,,,,0.69,4.46,0.04,7.38,4.78,58.5,0.26,,,,,,,
Nathan Peterman,,0,QB,4800,CHI,@ NYJ,1,14.75,4.8,0.2,0,1,23.81,137.93,0.72,2.24,0.1588,4.64,19.43,0.22,4.64,0,0,0,0,0,0,0,0,0,0,0,9.42,9.42,0,2.22,19.02,9.42,9.42,34,0,100,,188,0,2,0.00,,21,32,32,39,139,139,12.55,6.55,53.36,1.18,0.91,0.27,51.25,1.91,8,0.09,,,,,,,,,,,
Kareem Hunt,,0,RB,4900,CLE,vs TB,6,19.75,9.5,13.8,9.6,0,0,0,0,0,0.2204,6.7,30.31,0.26,9.48,0.099,2.78,2.23,17.53,0.14,0,0,0,0,0,0,9.41,9.41,0,0,28.41,9.41,9.41,52,0,100,,160,38,1.9,3.10,0.6,29,35,35,38,140,140,,,,,,,,12.21,55.23,0.48,3.48,2.79,24.26,0.23,,,,,,,
Patriots,,0,DST,3000,NE,@ MIN,12,22.25,7.2,8.5,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,1.08,0.59,0,0.39,22.25,9.22,9.22,0,0,23.62,9.22,9.22,12,0,100,,171,19,3.1,2.00,0.7,11,4,4,57,141,141,,,,,,,,,,,,,,,2.41,1.04,0.49,0.19,0.05,18.24,334.89
Brian Robinson,,0,RB,5100,WAS,vs ATL,25,21.75,6.8,0,7.6,0,0,0,0,0,0.4519,13.33,49.41,0.21,14.8,0.0395,1.47,1.25,5.58,0.18,0,0,0,0,0,0,9.09,9.09,0,0,22.69,9.09,9.09,4,0,100,,20,29,1.8,23.50,4.6,27,36,36,36,142,142,,,,,,,,15.75,58.38,0.25,0.88,0.75,3.38,0.13,,,,,,,
Hayden Hurst,,0,TE,3300,CIN,@ TEN,30,21.75,4.8,5.4,8.5,0,0,0,0,0,0,0,0,0,5.02,0.1471,5.02,3.56,35.88,0.32,0,0,0,0,0,0,9.07,9.07,0,1.87,18.67,9.07,9.07,9,0,100,,86,27,2.7,11.70,3.5,17,16,16,54,143,143,,,,,,,,0.02,,,3.74,2.65,26.44,0.23,,,,,,,
Devin Duvernay,,0,WR,4700,BAL,@ JAC,21,23.25,4.8,4.8,10,0,0,0,0,0,0,0,0,0,5.16,0.1458,5.16,3.78,37.17,0.26,0,0,0,0,0,0,9.06,9.06,0,1.86,18.66,9.06,9.06,59,0,100,,130,19,1.9,6.90,1.5,32,58,58,40,144,144,,,,,,,,0.53,4.88,0.03,2.8,2.05,20.43,0.13,,,,,,,
Marvin Jones,,0,WR,4100,JAC,vs BAL,11,20.25,8.7,10.8,8,0,0,0,0,0,0,0,0,0,5.4,0.1596,5.4,3.28,42.71,0.25,0,0,0,0,0,0,9.05,9.05,0,0,26.45,9.05,9.05,37,0,100,,91,30,2.2,11.20,2.7,38,59,59,46,145,145,,,,,,,,0.07,0.32,,6.74,4.09,56.36,0.4,,,,,,,
Darnell Mooney,!,0,WR,5100,CHI,@ NYJ,1,14.75,6.5,13.6,9.2,0,0,0,0,0,0,0,0,0,6.7,0.2813,6.7,4.08,38.54,0.18,0,0,0,0,0,0,9.01,9.01,0,0,22.01,9.01,9.01,92,0,100,,188,41,1.8,0.00,,28,60,60,36,146,146,,,,,,,,0.25,1.23,0.02,6.8,4.14,49.52,0.23,,,,,,,
Eagles,,0,DST,3400,PHI,vs GB,14,20.25,6.5,6.3,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,1.26,0.77,0,0.1,20.25,8.85,8.85,0,0,21.85,8.85,8.85,8,0,100,,137,16,2.6,6.00,1.8,7,5,5,53,147,147,,,,,,,,,,,,,,,2.47,0.84,0.56,0.23,0.02,21.95,350.58
Alec Pierce,,0,WR,3500,IND,vs PIT,32,20.75,5.5,0,7.6,0,0,0,0,0,0,0,0,0,5.82,0.1885,5.82,3.14,48.97,0.13,0,0,0,0,0,0,8.82,8.82,0,0.57,19.82,8.82,8.82,92,0,100,,188,20,2.5,0.00,,44,61,61,52,148,148,,,,,,,,,,,4.73,2.55,38.55,0.09,,,,,,,
Quez Watkins,,0,WR,3500,PHI,vs GB,18,26.25,5,6.9,4.7,0,0,0,0,0,0,0,0,0,4.75,0.1611,4.75,3.13,43.85,0.2,0,0,0,0,0,0,8.72,8.72,0,1.22,18.72,8.72,8.72,31,0,100,,78,23,2.5,12.50,3.6,44,62,62,52,149,149,,,,,,,,0.06,,,3.28,2.16,32.72,0.16,,,,,,,
Robby Anderson,,0,WR,3100,ARI,vs LAC,12,23.25,8,8.1,5.3,0,0,0,0,0,0,0,0,0,5.77,0.1419,5.77,3.21,41.03,0.23,0,0,0,0,0,0,8.69,8.69,0,0,24.69,8.69,8.69,77,0,100,,164,25,2.8,2.70,0.9,48,63,63,56,150,150,,,,,,,,0.16,0.96,,6.52,3.63,47.96,0.28,,,,,,,
Kalif Raymond,,0,WR,4100,DET,vs BUF,30,22.75,6.1,8.7,6.2,0,0,0,0,0,0,0,0,0,4.73,0.1367,4.73,3.15,44.46,0.18,0,0,0,0,0,0,8.68,8.68,0,0,20.88,8.68,8.68,56,0,100,,125,0,2.1,7.50,1.8,38,64,64,46,151,151,,,,,,,,0.24,1.07,,3.2,2.13,29.57,0.13,,,,,,,
Cordarrelle Patterson,,0,RB,6000,ATL,@ WAS,2,18.75,7,15,14.1,0,0,0,0,0,0.3248,8.45,39.78,0.31,10.16,0.0722,1.71,1.27,11.39,0.07,0,0,0,0,0,0,8.67,8.67,0,0,22.67,8.67,8.67,30,0,100,,103,5,1.4,10.10,1.7,18,37,37,27,152,152,0.01,,,,,,0.38,3.8,17.89,0.14,2.63,1.95,17.9,0.1,,,,,,,
Nico Collins,,0,WR,4100,HOU,@ MIA,13,16.25,3.9,6,9.3,0,0,0,0,0,0,0,0,0,6.17,0.1973,6.17,3.53,45.35,0.1,0,0,0,0,0,0,8.67,8.67,0,2.82,16.47,8.67,8.67,42,0,100,,99,47,2.1,10.40,2.5,38,65,65,46,152,152,,,,,,,,,,,5.09,2.91,38.78,0.09,,,,,,,
Julio Jones,,0,WR,4000,TB,@ CLE,9,22.75,11.2,8.7,8.5,0,0,0,0,0,0,0,0,0,4.69,0.1349,4.69,3.06,43.41,0.2,0,0,0,0,0,0,8.6,8.6,0,0,31,8.6,8.6,51,0,100,,117,40,2.2,8.50,2.1,39,66,66,47,153,153,,,,,,,,0.09,0.64,,9.35,6.11,90.86,0.38,,,,,,,
Isaiah McKenzie,,0,WR,4000,BUF,@ DET,29,31.75,6.2,4.1,8.2,0,0,0,0,0,0,0,0,0,5.18,0.1139,5.18,3.62,32.9,0.28,0,0,0,0,0,0,8.59,8.59,0,0,20.99,8.59,8.59,9,0,100,,26,0,2.1,22.30,5.6,39,67,67,47,154,154,0.02,0.02,0.18,,,0.02,2.37,0.8,4.09,0.06,3.03,2.12,20.03,0.18,,,,,,,
Ravens,,0,DST,3700,BAL,@ JAC,19,20.25,6.8,4.7,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,1.14,0.73,0,0.1,20.25,8.55,8.55,0,0,22.15,8.55,8.55,9,0,100,,145,13,2.3,5.00,1.4,4,6,6,50,155,155,,,,,,,,,,,,,,,2.34,0.8,0.53,0.22,0.02,20.05,328.8
David Njoku,,0,TE,3600,CLE,vs TB,3,19.75,6,7.4,10.5,0,0,0,0,0,0,0,0,0,5.28,0.1882,5.28,3.43,36.57,0.24,0,0,0,0,0,0,8.53,8.53,0,0,20.53,8.53,8.53,7,0,100,,70,19,2.4,13.90,3.9,14,17,17,51,156,156,,,,,,,,0.04,-0.06,,4.2,2.73,32.17,0.24,,,,,,,
Justin Watson,,0,WR,3000,KC,vs LAR,4,28.75,5,0,4,0,0,0,0,0,0,0,0,0,4.81,0.1149,4.81,2.76,36.56,0.35,0,0,0,0,0,0,8.52,8.52,0,1.02,18.52,8.52,8.52,67,0,100,,148,0,2.8,4.60,1.5,49,68,68,57,157,157,,,,,,,,,,,2.65,1.52,20.17,0.17,,,,,,,
Noah Brown,,0,WR,3500,DAL,vs NYG,14,27.75,4.2,3.8,7.9,0,0,0,0,0,0,0,0,0,6.03,0.1565,6.03,3.66,43.88,0.07,0,0,0,0,0,0,8.47,8.47,0,2.17,16.87,8.47,8.47,92,0,100,,188,0,2.4,0.00,,44,69,69,52,158,158,,,,,,,,0.03,0.1,,2.85,1.73,20.7,0.03,,,,,,,
Russell Gage,!,0,WR,4000,TB,@ CLE,9,22.75,7.7,13.2,8.4,0,0,0,0,0,0,0,0,0,5.47,0.1574,5.47,3.71,36.55,0.18,0,0,0,0,0,0,8.45,8.45,0,0,23.85,8.45,8.45,92,0,100,,188,20,2.1,0.00,,39,70,70,47,159,159,0.04,0.02,0.71,,,0.02,3.6,0.11,0.38,,5.95,4.04,41.75,0.18,,,,,,,
49ers,,0,DST,4000,SF,vs NO,15,17.5,5.7,7.6,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,0.97,0.32,0,0.22,17.5,8.36,8.36,0,0,19.76,8.36,8.36,2,0,100,,76,7,2.1,13.00,3.3,1,7,7,47,160,160,,,,,,,,,,,,,,,2.38,0.62,0.53,0.12,0.02,23.16,339.9
Richie James,,0,WR,3400,NYG,@ DAL,15,17.75,7.2,0,5.6,0,0,0,0,0,0,0,0,0,4.31,0.1398,4.31,3.03,41.24,0.2,0,0,0,0,0,0,8.35,8.35,0,0,22.75,8.35,8.35,23,0,100,,59,0,2.5,15.10,4.4,45,71,71,53,161,161,,,,,,,,0.14,0.17,,3.24,2.28,33.41,0.17,,,,,,,
Randall Cobb,,0,WR,3900,GB,@ PHI,7,20.25,7.3,7.9,8.1,0,0,0,0,0,0,0,0,0,4.89,0.1529,4.89,3.32,35.99,0.22,0,0,0,0,0,0,8.24,8.24,0,0,22.84,8.24,8.24,43,0,100,,105,33,2.1,9.90,2.5,40,72,72,48,162,162,0.03,0.01,0.1,,,,1.47,0.4,1.33,,5.94,4.03,46.73,0.31,,,,,,,
Vikings,,0,DST,3300,MIN,vs NE,10,20.25,5.9,7.2,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,1.06,0.84,0,0.11,20.25,8.21,8.21,0,0,20.01,8.21,8.21,5,0,100,,113,21,2.5,9.00,2.7,8,8,8,54,163,163,,,,,,,,,,,,,,,2.56,0.89,0.55,0.19,0.03,21.29,346.99
Cam Akers,,0,RB,4900,LAR,@ KC,12,12.75,6.9,7,4.1,0,0,0,0,0,0.5618,11.4,42.55,0.17,13.28,0.0656,1.88,1.41,12.06,0.05,0,0,0,0,0,0,8.19,8.19,0,0,21.99,8.19,8.19,49,0,100,,154,17,1.7,3.70,0.8,29,38,38,38,164,164,,,,,,,,12.85,47.96,0.19,1.33,1,10.3,0.04,,,,,,,
Noah Fant,,0,TE,3200,SEA,vs LV,10,25.75,6,9.9,6.7,0,0,0,0,0,0,0,0,0,5.01,0.1477,5.01,3.5,36.6,0.17,0,0,0,0,0,0,8.18,8.18,0,0,20.18,8.18,8.18,20,0,100,,133,32,2.6,6.40,2,18,18,18,55,165,165,,,,,,,,0.05,-0.21,,5.09,3.56,39.39,0.19,,,,,,,
Evan Engram,,0,TE,3200,JAC,vs BAL,24,20.25,6.4,6.9,7.9,0,0,0,0,0,0,0,0,0,5.76,0.1702,5.76,3.58,36.06,0.16,0,0,0,0,0,0,8.15,8.15,0,0,20.95,8.15,8.15,46,0,100,,177,35,2.5,1.40,0.4,18,19,19,55,166,166,,,,,,,,0.2,1.05,0.01,6.33,3.93,41.89,0.22,,,,,,,
Commanders,,0,DST,3600,WAS,vs ATL,17,18.75,5.2,5.4,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02,0.63,0.63,0.1,0.21,18.75,8,8,0,0.2,18.4,8,8,7,0,100,,129,22,2.2,7.00,1.9,5,9,9,51,167,167,,,,,,,,,,,,,,,2.56,0.8,0.56,0.13,0.03,22.94,357.65
Juwan Johnson,,0,TE,3400,NO,@ SF,21,17.50,5.6,4.4,8.7,0,0,0,0,0,0,0,0,0,4.11,0.1355,4.11,2.45,26.82,0.43,0,0,0,0,0,0,7.71,7.71,0,0,18.91,7.71,7.71,52,0,100,,188,0,2.3,0.00,,16,20,20,53,168,168,,,,,,,,,,,2.79,1.66,18.86,0.31,,,,,,,
Austin Hooper,,0,TE,3000,TEN,vs CIN,5,20.75,6.3,6.2,5.6,0,0,0,0,0,0,0,0,0,4.26,0.1549,4.26,3.1,30.34,0.25,0,0,0,0,0,0,7.63,7.63,0,0,20.23,7.63,7.63,22,0,100,,137,25,2.5,6.00,2,20,21,21,57,169,169,,,,,,,,,,,4.57,3.33,33.5,0.26,,,,,,,
Nick Westbrook,,0,WR,3900,TEN,vs CIN,20,20.75,7,7,7.2,0,0,0,0,0,0,0,0,0,3.93,0.143,3.93,2.5,34.57,0.27,0,0,0,0,0,0,7.58,7.58,0,0,21.58,7.58,7.58,44,0,100,,106,0,1.9,9.80,2.5,40,73,73,48,170,170,,,,,,,,,,,3,1.91,27.16,0.19,,,,,,,
Will Dissly,,0,TE,2900,SEA,vs LV,10,25.75,5.6,3.9,7,0,0,0,0,0,0,0,0,0,3.47,0.1023,3.47,2.83,29.83,0.29,0,0,0,0,0,0,7.55,7.55,0,0,18.75,7.55,7.55,30,0,100,,154,10,2.6,3.70,1.3,21,22,22,58,171,171,,,,,,,,0.02,0.15,,2.69,2.19,24.5,0.25,,,,,,,
DeSean Jackson,,0,WR,3000,BAL,@ JAC,21,23.25,8.4,5.8,2.6,0,0,0,0,0,0,0,0,0,3.98,0.1125,3.98,2.27,39.34,0.22,0,0,0,0,0,0,7.52,7.52,0,0,24.32,7.52,7.52,47,0,100,,110,21,2.5,9.40,3.1,49,74,74,57,172,172,,,,,,,,0.15,1.11,0.01,5.27,3.01,52.76,0.27,,,,,,,
Damien Harris,!,0,RB,5500,NE,@ MIN,13,20.25,7.1,14.5,9.4,0,0,0,0,0,0.3536,10.04,47.1,0.46,10.04,0,0,0,0,0,0,0,0,0,0,0,7.47,7.47,0,0,21.67,7.47,7.47,60,0,100,,175,38,1.4,1.60,0.3,23,39,39,32,173,173,,,,,,,,12.11,56.81,0.56,1.22,1.03,7.39,,,,,,,,
Mike Gesicki,,0,TE,3500,MIA,vs HOU,22,30.25,7.1,9.9,7.5,0,0,0,0,0,0,0,0,0,4.62,0.1272,4.62,2.91,31.37,0.22,0,0,0,0,0,0,7.37,7.37,0,0,21.57,7.37,7.37,52,0,100,,188,12,2.1,0.00,,15,23,23,52,174,174,0.01,,,,,,0.55,,,,4.92,3.1,35.06,0.24,,,,,,,
Kenny Golladay,,0,WR,3700,NYG,@ DAL,15,17.75,8.4,6.6,1.8,0,0,0,0,0,0,0,0,0,4.34,0.1406,4.34,2.43,37.19,0.19,0,0,0,0,0,0,7.29,7.29,0,0,24.09,7.29,7.29,92,0,100,,188,26,2,0.00,,42,75,75,50,175,175,,,,,,,,0.03,0.25,,6.06,3.39,55.96,0.31,,,,,,,
K.J. Osborn,,0,WR,3500,MIN,vs NE,19,22.25,6.3,9.3,6.3,0,0,0,0,0,0,0,0,0,4.35,0.1378,4.35,2.59,28.87,0.3,0,0,0,0,0,0,7.28,7.28,0,0,19.88,7.28,7.28,80,0,100,,168,21,2.1,2.30,0.7,44,76,76,52,176,176,,,,,,,,0.14,0.57,,4.68,2.79,32.14,0.32,,,,,,,
Kyren Williams,,0,RB,4900,LAR,@ KC,12,12.75,1.5,0,6.2,0,0,0,0,0,0.3539,7.18,30.25,0.2,9.02,0.0642,1.84,1.61,11.99,0.04,0,0,0,0,0,0,7.27,7.27,0,5.02,10.27,7.27,7.27,32,0,100,,113,79,1.5,9.00,1.8,29,40,40,38,177,177,,,,,,,,6.33,26.67,,2.67,2.33,21,,,,,,,,
Van Jefferson,,0,WR,4500,LAR,@ KC,26,12.75,5.6,9,6.3,0,0,0,0,0,0,0,0,0,4.81,0.1682,4.81,2.72,30.75,0.24,0,0,0,0,0,0,7.24,7.24,0,0,18.44,7.24,7.24,33,0,100,,84,23,1.6,11.90,2.6,34,77,77,42,178,178,,,,,,,,0.1,0.87,,4.21,2.38,32.49,0.26,,,,,,,
Sammy Watkins,,0,WR,3400,GB,@ PHI,7,20.25,9.4,6.5,4.8,0,0,0,0,0,0,0,0,0,4.14,0.1294,4.14,2.52,35.04,0.2,0,0,0,0,0,0,7.22,7.22,0,0,26.02,7.22,7.22,92,0,100,,188,14,2.1,0.00,,45,78,78,53,179,179,0.01,,,0.01,0.01,,,0.12,0.86,,5.67,3.45,51.29,0.31,,,,,,,
Jarvis Landry,,0,WR,4400,NO,@ SF,17,17.50,7.4,11.5,9.3,0,0,0,0,0,0,0,0,0,4.7,0.155,4.7,3.02,32.78,0.15,0,0,0,0,0,0,7.2,7.2,0,0,22,7.2,7.2,71,0,100,,152,49,1.6,4.00,0.9,35,79,79,43,180,180,0.08,0.05,1.23,,0.01,0.01,8.56,0.31,2.03,0.04,8.55,5.5,61.76,0.29,,,,,,,
Chris Moore,,0,WR,3800,HOU,@ MIA,13,16.25,4.6,5.9,7.6,0,0,0,0,0,0,0,0,0,4.46,0.1426,4.46,2.83,29.89,0.23,0,0,0,0,0,0,7.2,7.2,0,0.3,16.4,7.2,7.2,77,0,100,,164,0,1.9,2.70,0.7,41,79,79,49,180,180,,,,,,,,0.23,0.56,,2.54,1.61,17.65,0.14,,,,,,,
Bills,,0,DST,3400,BUF,@ DET,21,22.75,5.8,8.1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87,1.33,0.41,0.1,0.1,22.75,7.15,7.15,0,0,18.75,7.15,7.15,6,0,100,,120,18,2.1,8.00,2.4,7,10,10,53,181,181,,,,,,,,,,,,,,,2.25,0.97,0.54,0.12,0.04,20.84,333.56
Olamide Zaccheaus,,0,WR,3600,ATL,@ WAS,22,18.75,5.6,6,6.7,0,0,0,0,0,0,0,0,0,3.65,0.1546,3.65,2.37,34.85,0.21,0,0,0,0,0,0,7.12,7.12,0,0,18.32,7.12,7.12,27,0,100,,68,14,2,14.10,3.9,43,80,80,51,182,182,,,,,,,,0.1,0.23,,3.31,2.15,32.31,0.18,,,,,,,
Jonnu Smith,,0,TE,2900,NE,@ MIN,29,20.25,5.3,4.5,5,0,0,0,0,0,0,0,0,0,3.85,0.1308,3.85,2.57,28.5,0.28,0,0,0,0,0,0,7.1,7.1,0,0,17.7,7.1,7.1,52,0,100,,188,12,2.4,0.00,,21,24,24,58,183,183,,,,,,,,0.2,1.57,0.01,3.16,2.11,23.04,0.22,,,,,,,
D.J. Chark,,0,WR,3800,DET,vs BUF,30,22.75,9.2,11.5,5.7,0,0,0,0,0,0,0,0,0,4.29,0.1241,4.29,2.32,33.24,0.24,0,0,0,0,0,0,7.08,7.08,0,0,25.48,7.08,7.08,45,0,100,,107,14,1.9,9.60,2.5,41,81,81,49,184,184,,,,,,,,0.04,0.43,,6.21,3.36,47.3,0.38,,,,,,,
Seahawks,,0,DST,3500,SEA,vs LV,6,21.75,4.9,5.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0.69,0.89,0,0.2,21.75,7.03,7.03,0,0,16.83,7.03,7.03,13,0,100,,181,33,2,1.00,0.3,6,11,11,52,185,185,,,,,,,,,,,,,,,2.41,0.77,0.62,0.14,0.05,21.27,354.9
Terrace Marshall Jr.,,0,WR,3900,CAR,vs DEN,8,17.75,4.2,2.7,7.9,0,0,0,0,0,0,0,0,0,5.24,0.1845,5.24,2.87,36.17,0.08,0,0,0,0,0,0,6.97,6.97,0,0.67,15.37,6.97,6.97,84,0,100,,173,7,1.8,1.80,0.5,40,82,82,48,186,186,,,,,,,,,,,3.2,1.75,23.3,0.05,,,,,,,
DeVante Parker,,0,WR,3800,NE,@ MIN,27,20.25,7.5,11.5,7.5,0,0,0,0,0,0,0,0,0,4.17,0.1418,4.17,2.42,35.24,0.17,0,0,0,0,0,0,6.96,6.96,0,0,21.96,6.96,6.96,32,0,100,,83,32,1.8,12.00,3.2,41,83,83,49,187,187,,,,,,,,,,,6.51,3.78,54.19,0.26,,,,,,,
Steelers,,0,DST,2900,PIT,@ IND,26,20.75,6.1,6.7,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,1.33,0.22,0,0.11,20.75,6.87,6.87,0,0,19.07,6.87,6.87,4,0,100,,104,22,2.4,10.00,3.4,12,12,12,58,188,188,,,,,,,,,,,,,,,2.96,0.92,0.61,0.14,0.04,21.13,338.95
Cardinals,,0,DST,2700,ARI,vs LAC,20,25.25,6.3,6.8,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0.63,0.63,0,0.44,25.25,6.87,6.87,0,0,19.47,6.87,6.87,10,0,100,,152,9,2.5,4.00,1.5,14,12,12,60,188,188,,,,,,,,,,,,,,,2.51,0.74,0.64,0.17,0.04,23.3,350.28
Panthers,,0,DST,3000,CAR,vs DEN,32,18.75,6.2,5.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,0.8,0.1,0,0.3,18.75,6.79,6.79,0,0,19.19,6.79,6.79,3,0,100,,93,14,2.3,11.00,3.7,11,13,13,57,189,189,,,,,,,,,,,,,,,2.58,0.85,0.62,0.16,0.03,23.26,350.09
Nyheim Hines,!,0,RB,4500,BUF,@ DET,22,31.75,6.2,6.7,5.5,0,0,0,0,0,0,0,0,0,4.67,0.1027,4.67,3.62,25.44,0.1,0,0,0,0,0,0,6.76,6.76,0,0,19.16,6.76,6.76,66,0,100,,186,26,1.5,0.30,0.1,33,41,41,42,190,190,,,,,,,,3.99,16.65,0.13,3.94,3.05,22.33,0.09,,,,,,,
Buccaneers,,0,DST,3400,TB,@ CLE,13,19.75,6,8.1,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0.59,0.4,0,0.1,19.75,6.75,6.75,0,0,18.75,6.75,6.75,8,0,100,,137,14,2,6.00,1.8,7,14,14,53,191,191,,,,,,,,,,,,,,,2.52,0.84,0.71,0.17,0.02,23.66,354.84
Cade Otton,,0,TE,3300,TB,@ CLE,11,22.75,4.9,0,7.5,0,0,0,0,0,0,0,0,0,3.89,0.112,3.89,2.89,29.71,0.13,0,0,0,0,0,0,6.64,6.64,0,0,16.44,6.64,6.64,52,0,100,,188,35,2,0.00,,17,25,25,54,192,192,,,,,,,,,,,4.38,3.25,35.13,0.13,,,,,,,
Broncos,,0,DST,3800,DEN,@ CAR,27,17.75,6.1,6.8,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.69,0.46,0.12,0,17.75,6.54,6.54,0,0,18.74,6.54,6.54,12,0,100,,171,19,1.7,2.00,0.5,3,15,15,49,193,193,,,,,,,,,,,,,,,2.5,0.76,0.53,0.14,0.02,20.21,328.48
