,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Rhamondre Stevenson,,0,RB,4800,NE,vs BAL,1,21.75,8.3,10.1,5.4,0,0,0,0,0,0.3511,8.5,40.84,0.24,11.9,0.1037,3.4,2.77,20.23,0.09,0,0,0,0,0,0,10.86,10.86,0,0,27.46,10.86,10.86,8,0,100,,28,25,2.3,20.10,4.2,29,36,36,39,125,125,,,,,,,,11.61,55.78,0.33,2.11,1.72,12.61,,,,,,,,
Robby Anderson,,0,WR,5000,CAR,vs NO,7,19.75,7.9,8.1,14.7,0,0,0,0,0,0,0,0,0,6.73,0.2037,6.73,3.79,49.71,0.34,0,0,0,0,0,0,10.8,10.8,0,0,26.6,10.8,10.8,77,0,100,,159,28,2.2,2.40,0.5,29,50,50,37,126,126,,,,,,,,0.16,1,,6.68,3.76,49.79,0.3,,,,,,,
Breece Hall,,0,RB,5300,NYJ,vs CIN,5,19.75,7,0,12.1,0,0,0,0,0,0.2919,6.89,33.83,0.25,10.83,0.0947,3.94,2.31,27.99,0.13,0,0,0,0,0,0,10.77,10.77,0,0.27,24.77,10.77,10.77,12,0,100,,53,59,2,15.20,2.9,24,37,37,34,127,127,,,,,,,,11.2,55,0.4,5.8,3.4,42.6,0.2,,,,,,,
Dallas Goedert,,0,TE,4700,PHI,@ WAS,18,26.75,6.7,11.6,11.1,0,0,0,0,0,0,0,0,0,5.92,0.1845,5.92,4.22,48.28,0.28,0,0,0,0,0,0,10.73,10.73,0,0.68,24.13,10.73,10.73,9,0,100,,79,33,2.3,11.60,2.5,6,11,11,40,128,128,,,,,,,,,,,5.16,3.68,44.68,0.29,,,,,,,
Evan Engram,,0,TE,3700,JAC,@ LAC,22,19.75,6.4,6.9,9.2,0,0,0,0,0,0,0,0,0,7.56,0.1919,7.56,4.66,46.22,0.22,0,0,0,0,0,0,10.6,10.6,0,1,23.4,10.6,10.6,34,0,100,,146,36,2.9,3.90,1.1,15,12,12,50,129,129,,,,,,,,0.21,1.14,0.01,6.5,4.01,42.8,0.23,,,,,,,
Foster Moreau,,0,TE,2900,LV,@ TEN,8,23.25,4.5,5.7,6,0,0,0,0,0,0,0,0,0,4.99,0.1199,4.99,3.55,41.68,0.47,0,0,0,0,0,0,10.54,10.54,0,3.79,19.54,10.54,10.54,18,0,100,,116,26,3.6,7.40,2.6,23,13,13,58,130,130,,,,,,,,,,,2.73,1.94,23.06,0.3,,,,,,,
Hayden Hurst,,0,TE,3900,CIN,@ NYJ,30,25.75,4.9,5.4,8.5,0,0,0,0,0,0,0,0,0,5.89,0.1656,5.89,4.08,40.51,0.38,0,0,0,0,0,0,10.41,10.41,0,3.06,20.21,10.41,10.41,44,0,100,,166,25,2.7,1.70,0.4,13,14,14,48,131,131,,,,,,,,0.02,,,3.58,2.48,25.23,0.25,,,,,,,
Devin Duvernay,,0,WR,4000,BAL,@ NE,4,23.75,4.8,4.8,19.8,0,0,0,0,0,0,0,0,0,5.56,0.1514,5.56,4.18,42.31,0.32,0,0,0,0,0,0,10.33,10.33,0,3.13,19.93,10.33,10.33,39,0,100,,91,19,2.6,10.30,2.6,39,51,51,47,132,132,,,,,,,,0.47,4.18,,2.74,2.06,20.56,0.15,,,,,,,
Sterling Shepard,,0,WR,5000,NYG,vs DAL,18,19.75,7.7,11.5,12.3,0,0,0,0,0,0,0,0,0,6.62,0.1987,6.62,4.36,44.9,0.24,0,0,0,0,0,0,10.29,10.29,0,0,25.69,10.29,10.29,40,0,100,,96,39,2.1,9.90,2,29,52,52,37,133,133,,,,,,,,0.3,2.37,0.01,7.32,4.82,53.96,0.29,,,,,,,
Travis Etienne,,0,RB,5400,JAC,@ LAC,23,19.75,3.6,0,8.4,0,0,0,0,0,0.25,5.3,25.9,0.15,9.67,0.1111,4.37,3,31.45,0.1,0,0,0,0,0,0,10.24,10.24,0,4.84,17.44,10.24,10.24,26,0,100,,88,60,1.9,10.50,1.9,23,38,38,33,134,134,,,,,,,,8.8,43,,3.2,2.2,24.8,,,,,,,,
Corey Davis,,0,WR,4900,NYJ,vs CIN,13,19.75,8.3,12.1,15,0,0,0,0,0,0,0,0,0,6.07,0.146,6.07,3.65,49.64,0.25,0,0,0,0,0,0,10.11,10.11,0,0,26.71,10.11,10.11,64,0,100,,138,22,2.1,4.70,1,30,53,53,38,135,135,,,,,,,,0.08,0.73,,5.99,3.6,50.64,0.27,,,,,,,
Jarvis Landry,!,0,WR,4800,NO,@ CAR,11,21.75,7.4,11.5,14,0,0,0,0,0,0,0,0,0,6.46,0.2105,6.46,4.17,46.16,0.22,0,0,0,0,0,0,10.11,10.11,0,0,24.91,10.11,10.11,67,0,100,,143,49,2.1,4.20,0.9,31,53,53,39,135,135,0.08,0.05,1.26,,0.01,0.01,8.78,0.32,2.08,0.04,8.65,5.58,62.59,0.29,,,,,,,
Donovan Peoples-Jones,,0,WR,4200,CLE,vs PIT,21,20.75,6.7,8.7,6,0,0,0,0,0,0,0,0,0,5.93,0.2174,5.93,3.49,53.36,0.21,0,0,0,0,0,0,10.09,10.09,0,0.04,23.49,10.09,10.09,80,0,100,,163,15,2.4,2.00,0.5,37,54,54,45,136,136,,,,,,,,,,,4.15,2.44,41.59,0.19,,,,,,,
Kyle Pitts,,0,TE,4800,ATL,@ SEA,29,21.25,6.9,10.8,3.9,0,0,0,0,0,0,0,0,0,6.64,0.2121,6.64,3.88,55.92,0.1,0,0,0,0,0,0,10.07,10.07,0,0,23.87,10.07,10.07,6,0,100,,68,31,2.1,13.70,2.9,5,15,15,39,137,137,,,,,,,,,,,6.23,3.64,53.95,0.09,,,,,,,
Shi Smith,,0,WR,3000,CAR,vs NO,7,19.75,4.2,3.2,1.7,0,0,0,0,0,0,0,0,0,6.39,0.1933,6.39,3.2,47.27,0.35,0,0,0,0,0,0,10.03,10.03,0,3.73,18.43,10.03,10.03,67,0,100,,143,0,3.3,4.20,1.4,49,55,55,57,138,138,,,,,,,,0.1,-0.3,,2.8,1.4,20.9,,,,,,,,
Ashton Dulin,,0,WR,3900,IND,vs KC,17,23.75,3.5,2.8,10.4,0,0,0,0,0,0,0,0,0,5.71,0.1895,5.71,3.48,48.95,0.27,0,0,0,0,0,0,10,10,0,4.75,17,10,10,82,0,100,,166,0,2.6,1.70,0.4,40,56,56,48,139,139,,,,,,,,0.23,1.77,,1.77,1.08,15.15,0.08,,,,,,,
Mack Hollins,,0,WR,3300,LV,@ TEN,26,23.25,5.9,4,7.1,0,0,0,0,0,0,0,0,0,5.98,0.1437,5.98,3.45,47.61,0.29,0,0,0,0,0,0,9.95,9.95,0,1.1,21.75,9.95,9.95,2,0,100,,3,0,3,32.96,10,46,57,57,54,140,140,0.02,0.02,0.08,,,,1.74,,,,2.67,1.54,21.5,0.15,,,,,,,
Bills,,0,DST,3500,BUF,@ MIA,14,25.25,5.9,8.1,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,1.74,0.76,0,0.26,25.25,9.91,9.91,0,1.06,21.71,9.91,9.91,10,0,100,,145,18,2.8,4.00,1.1,5,3,3,52,141,141,,,,,,,,,,,,,,,2.25,0.98,0.54,0.13,0.03,20.74,331.19
Zach Ertz,,0,TE,4600,ARI,vs LAR,2,22.75,8.5,10.3,13.5,0,0,0,0,0,0,0,0,0,6.13,0.1889,6.13,4.15,41.87,0.25,0,0,0,0,0,0,9.84,9.84,0,0,26.84,9.84,9.84,12,0,100,,88,35,2.1,10.50,2.3,7,16,16,41,142,142,,,,,,,,0.01,0.04,,7.79,5.28,54.89,0.32,,,,,,,
Zay Jones,,0,WR,4000,JAC,@ LAC,14,19.75,6.3,7.9,8.9,0,0,0,0,0,0,0,0,0,7.56,0.1919,7.56,4.26,42.52,0.22,0,0,0,0,0,0,9.83,9.83,0,0.38,22.43,9.83,9.83,7,0,100,,14,5,2.5,24.50,6.1,39,58,58,47,143,143,0.03,0.01,0.38,,,,1.59,0.07,0.08,,4.67,2.63,28.29,0.17,,,,,,,
Noah Brown,,0,WR,4500,DAL,@ NYG,16,18.75,4.3,3.8,16,0,0,0,0,0,0,0,0,0,7,0.1959,7,4.25,50.86,0.08,0,0,0,0,0,0,9.82,9.82,0,3.37,18.42,9.82,9.82,38,0,100,,90,0,2.2,10.40,2.3,34,59,59,42,144,144,,,,,,,,0.03,0.11,,2.75,1.67,20.08,0.03,,,,,,,
Demarcus Robinson,,0,WR,3400,BAL,@ NE,4,23.75,5.7,4.8,6.1,0,0,0,0,0,0,0,0,0,5.56,0.1513,5.56,3.48,41.74,0.36,0,0,0,0,0,0,9.81,9.81,0,1.26,21.21,9.81,9.81,87,0,100,,178,0,2.9,0.00,,45,60,60,53,145,145,,,,,,,,,,,3.23,2.02,23.91,0.2,,,,,,,
Irv Smith Jr.,,0,TE,3100,MIN,vs DET,27,28.75,6.4,0,7.3,0,0,0,0,0,0,0,0,0,5.18,0.14,5.18,3.35,36.6,0.43,0,0,0,0,0,0,9.59,9.59,0,0,22.39,9.59,9.59,27,0,100,,134,18,3.1,5.20,1.7,21,17,17,56,146,146,,,,,,,,,,,4,2.59,29.29,0.35,,,,,,,
Jahan Dotson,,0,WR,4600,WAS,vs PHI,8,20.75,6.1,0,18,0,0,0,0,0,0,0,0,0,4.29,0.1252,4.29,2.34,29.37,0.7,0,0,0,0,0,0,9.48,9.48,0,0.33,21.68,9.48,9.48,74,0,100,,155,53,2.1,3.00,0.7,33,61,61,41,147,147,,,,,,,,0.25,-2.5,,5.5,3,38,1,,,,,,,
Robert Woods,,0,WR,5000,TEN,vs LV,6,22.25,8.2,15.6,5.1,0,0,0,0,0,0,0,0,0,5.57,0.2,5.57,3.63,45.09,0.22,0,0,0,0,0,0,9.46,9.46,0,0,25.86,9.46,9.46,35,0,100,,74,40,1.9,12.50,2.5,29,62,62,37,148,148,,,,,,,,0.73,4.71,0.05,7.53,4.91,60.42,0.27,,,,,,,
Allen Robinson,,0,WR,5700,LAR,@ ARI,31,25.75,9.2,7.3,8.8,0,0,0,0,0,0,0,0,0,5.79,0.1659,5.79,3.4,43.43,0.27,0,0,0,0,0,0,9.36,9.36,0,0,27.76,9.36,9.36,66,0,100,,142,36,1.6,4.30,0.8,22,63,63,30,149,149,,,,,,,,0.03,0.1,,8.35,4.9,63.57,0.41,,,,,,,
Melvin Gordon,,0,RB,5500,DEN,vs SF,3,21.75,9,12.9,7.3,0,0,0,0,0,0.4894,12.38,50.85,0.45,13.35,0.0325,0.97,0.72,5.95,0.04,0,0,0,0,0,0,9.34,9.34,0,0,27.34,9.34,9.34,10,0,100,,44,41,1.7,16.50,3,22,39,39,32,150,150,,,,,,,,14.68,60.3,0.53,3.76,2.81,22.32,0.13,,,,,,,
Nyheim Hines,,0,RB,5000,IND,vs KC,8,23.75,6.1,6.7,9.6,0,0,0,0,0,0.1385,3.48,14.86,0.11,8.24,0.1581,4.76,3.68,26.66,0.12,0,0,0,0,0,0,9.21,9.21,0,0.06,21.41,9.21,9.21,32,0,100,,111,31,1.8,8.00,1.6,27,40,40,37,151,151,,,,,,,,4.17,17.81,0.13,4.13,3.19,23.1,0.1,,,,,,,
Darnell Mooney,,0,WR,5300,CHI,vs HOU,30,21.25,6.8,13.6,1.2,0,0,0,0,0,0,0,0,0,6.29,0.2034,6.29,3.69,44.53,0.17,0,0,0,0,0,0,9.16,9.16,0,0,22.76,9.16,9.16,66,0,100,,142,38,1.7,4.30,0.8,26,64,64,34,152,152,,,,,,,,0.26,1.33,0.03,6.95,4.08,49.41,0.21,,,,,,,
Dawson Knox,,0,TE,4100,BUF,@ MIA,23,29.25,6.1,11.5,4.8,0,0,0,0,0,0,0,0,0,4.93,0.12,4.93,3.15,35.54,0.39,0,0,0,0,0,0,9.04,9.04,0,0,21.24,9.04,9.04,22,0,100,,123,22,2.2,6.50,1.6,12,18,18,46,153,153,,,,,,,,0.02,0.25,,4.02,2.57,30.41,0.35,,,,,,,
Kendrick Bourne,,0,WR,3600,NE,vs BAL,32,21.75,5.9,11.6,4.4,0,0,0,0,0,0,0,0,0,4.8,0.1466,4.8,3.23,43.04,0.25,0,0,0,0,0,0,9.03,9.03,0,0.18,20.83,9.03,9.03,41,0,100,,97,24,2.5,9.80,2.7,43,65,65,51,154,154,0.01,0.01,0.3,,,0.01,1.93,0.18,1.87,,3.89,2.62,35.04,0.23,,,,,,,
Kenneth Walker III,,0,RB,5000,SEA,vs ATL,28,22.25,4.7,0,3.5,0,0,0,0,0,0.2783,6.25,39.67,0.27,9.08,0.1057,2.83,2.43,5.39,0.07,0,0,0,0,0,0,8.98,8.98,0,1.93,18.38,8.98,8.98,39,0,100,,125,33,1.8,6.30,1.3,27,41,41,37,155,155,,,,,,,,5.75,36.5,0.25,1.75,1.5,3.5,,,,,,,,
Juwan Johnson,,0,TE,2900,NO,@ CAR,11,21.75,4.1,4.4,7.2,0,0,0,0,0,0,0,0,0,5.49,0.1789,5.49,2.91,34.72,0.43,0,0,0,0,0,0,8.96,8.96,0,2.81,17.16,8.96,8.96,48,0,100,,178,0,3.1,0.00,,23,19,19,58,156,156,,,,,,,,,,,2.32,1.23,14.86,0.18,,,,,,,
Ezekiel Elliott,,0,RB,5800,DAL,@ NYG,12,18.75,9,14.6,5.9,0,0,0,0,0,0.5855,13.84,61.53,0.45,13.84,0,0,0,0,0,0,0,0,0,0,0,8.85,8.85,0,0,26.85,8.85,8.85,16,0,100,,62,52,1.5,14.50,2.5,19,42,42,29,157,157,0.02,0.01,0.04,0.01,,,-3.35,18.33,81.49,0.6,4.11,3.08,23.73,0.12,,,,,,,
Cowboys,,0,DST,3500,DAL,@ NYG,32,19.75,5.9,10.3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,1.1,0.24,0,0.28,19.75,8.82,8.82,0,0,20.62,8.82,8.82,4,0,100,,95,9,2.5,10.00,2.9,5,4,4,52,158,158,,,,,,,,,,,,,,,2.27,0.7,0.55,0.15,0.01,21.63,349.72
Olamide Zaccheaus,,0,WR,4300,ATL,@ SEA,12,21.25,5.8,6,9,0,0,0,0,0,0,0,0,0,4.42,0.1412,4.42,2.8,41.66,0.3,0,0,0,0,0,0,8.77,8.77,0,0.07,20.37,8.77,8.77,55,0,100,,120,12,2,6.90,1.6,36,66,66,44,159,159,,,,,,,,0.06,0.06,,3.25,2.06,31.5,0.22,,,,,,,
Nico Collins,,0,WR,4000,HOU,@ CHI,3,18.25,3.6,6,7.2,0,0,0,0,0,0,0,0,0,6.45,0.1861,6.45,3.52,48.18,0.07,0,0,0,0,0,0,8.76,8.76,0,3.36,15.96,8.76,8.76,58,0,100,,127,45,2.2,6.10,1.5,39,67,67,47,160,160,,,,,,,,,,,4.63,2.53,37.79,0.05,,,,,,,
Peyton Hendershot,,0,TE,2500,DAL,@ NYG,16,18.75,0,0,0,0,0,0,0,0,0,0,0,0,3.16,0.0883,3.16,3.16,45.06,0.18,0,0,0,0,0,0,8.75,8.75,0,8.75,8.75,8.75,8.75,19,0,100,,117,0,3.5,7.30,2.9,27,20,20,62,161,161,,,,,,,,,,,3,3,43,,,,,,,,
Brandon Aiyuk,,0,WR,4900,SF,@ DEN,2,22.75,7,9.8,9,0,0,0,0,0,0,0,0,0,4.77,0.1695,4.77,3.04,41.59,0.24,0,0,0,0,0,0,8.64,8.64,0,0,22.64,8.64,8.64,34,0,100,,72,42,1.8,12.90,2.6,30,68,68,38,162,162,,,,,,,,0.33,2.81,0.06,6.19,3.94,54.06,0.31,,,,,,,
Khalil Herbert,,0,RB,5200,CHI,vs HOU,26,21.25,8.5,5.1,8.2,0,0,0,0,0,0.198,6.4,32.23,0.19,8.85,0.0791,2.45,2.22,15.46,0.06,0,0,0,0,0,0,8.49,8.49,0,0,25.49,8.49,8.49,1,0,100,,2,0,1.6,33.90,6.5,25,43,43,35,163,163,,,,,,,,8.3,41.8,0.25,1.05,0.95,6.65,,,,,,,,
Byron Pringle,!,0,WR,3600,CHI,vs HOU,30,21.25,6.5,8.7,3.2,0,0,0,0,0,0,0,0,0,4.19,0.1354,4.19,2.98,36.16,0.31,0,0,0,0,0,0,8.46,8.46,0,0,21.46,8.46,8.46,79,0,100,,162,12,2.4,2.10,0.6,43,69,69,51,164,164,,,,,,,,,,,3.56,2.53,30.85,0.29,,,,,,,
Jerick McKinnon,,0,RB,4500,KC,@ IND,16,27.75,7.4,7.3,8.8,0,0,0,0,0,0.2043,4.63,18.18,0.12,8.38,0.0952,3.75,2.8,21.48,0.15,0,0,0,0,0,0,8.39,8.39,0,0,23.19,8.39,8.39,55,0,100,,163,15,1.9,2.00,0.4,32,44,44,42,165,165,0.01,,,,,,0.51,6.72,26.38,0.17,3.24,2.42,18.63,0.12,,,,,,,
Geoff Swaim,,0,TE,3000,TEN,vs LV,17,22.25,3.7,4.4,4.9,0,0,0,0,0,0,0,0,0,4.83,0.1733,4.83,3.83,29.87,0.25,0,0,0,0,0,0,8.32,8.32,0,2.77,15.72,8.32,8.32,10,0,100,,84,12,2.8,10.90,3.6,22,21,21,57,166,166,,,,,,,,,,,2.47,1.96,15.14,0.12,,,,,,,
J.D. McKissic,,0,RB,5300,WAS,vs PHI,17,20.75,6.2,11.6,10.6,0,0,0,0,0,0.1354,3.53,15.62,0.07,7.83,0.1253,4.3,3.23,24.31,0.11,0,0,0,0,0,0,8.3,8.3,0,0,20.7,8.3,8.3,27,0,100,,95,28,1.6,10.00,1.9,24,45,45,34,167,167,,,,,,,,3.61,15.97,0.07,4.37,3.28,24.93,0.12,,,,,,,
Nick Westbrook,,0,WR,4200,TEN,vs LV,6,22.25,5.4,7,2.3,0,0,0,0,0,0,0,0,0,4.45,0.1599,4.45,2.89,38.73,0.25,0,0,0,0,0,0,8.26,8.26,0,0.16,19.06,8.26,8.26,54,0,100,,118,0,2,7.00,1.7,37,70,70,45,168,168,,,,,,,,,,,2.85,1.85,24.59,0.15,,,,,,,
Robert Tonyan,,0,TE,3700,GB,@ TB,20,20.25,6.5,6.3,4.9,0,0,0,0,0,0,0,0,0,3.51,0.1152,3.51,2.8,29.45,0.41,0,0,0,0,0,0,8.21,8.21,0,0,21.21,8.21,8.21,15,0,100,,98,13,2.2,9.70,2.6,15,22,22,50,169,169,,,,,,,,,,,3.11,2.48,26.77,0.39,,,,,,,
Eagles,,0,DST,2900,PHI,@ WAS,21,20.75,6.6,6.3,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,1.39,0.11,0,0.41,20.75,8.19,8.19,0,0,21.39,8.19,8.19,2,0,100,,54,14,2.8,15.00,5.2,10,5,5,58,170,170,,,,,,,,,,,,,,,2.44,0.81,0.56,0.24,0.02,21.98,352.44
Eno Benjamin,,0,RB,4700,ARI,vs LAR,10,22.75,4,3.7,8.6,0,0,0,0,0,0.215,4.65,17.92,0.13,8.26,0.1111,3.61,2.78,22.21,0.1,0,0,0,0,0,0,8.17,8.17,0,2.17,16.17,8.17,8.17,45,0,100,,142,30,1.7,4.30,0.9,30,46,46,40,171,171,,,,,,,,5.23,20.15,0.15,2,1.54,12.69,,,,,,,,
J.K. Dobbins,,0,RB,5300,BAL,@ NE,6,23.75,6.9,0,0,0,0,0,0,0,0.3472,8.87,48.91,0.54,8.87,0,0,0,0,0,0,0,0,0,0,0,8.13,8.13,0,0,21.93,8.13,8.13,41,0,100,,128,40,1.5,6.00,1.1,24,47,47,34,172,172,,,,,,,,9.05,49.9,0.55,1.8,1.4,10.2,0.05,,,,,,,
Falcons,,0,DST,2700,ATL,@ SEA,16,22.25,5.7,3.8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0.92,0.79,0.3,0.34,22.25,7.99,7.99,0,0,19.39,7.99,7.99,10,0,100,,145,0,3,4.00,1.5,12,6,6,60,173,173,,,,,,,,,,,,,,,1.8,0.76,0.51,0.16,0.02,23.66,365.76
Rashaad Penny,,0,RB,4900,SEA,vs ATL,28,22.25,10,13.4,5.1,0,0,0,0,0,0.443,9.95,56.78,0.38,9.95,0,0,0,0,0,0,0,0,0,0,0,7.96,7.96,0,0,27.96,7.96,7.96,33,0,100,,112,0,1.6,7.90,1.6,28,48,48,38,174,174,,,,,,,,8.53,48.68,0.33,0.9,0.68,5.55,0.03,,,,,,,
Tre' McKitty,,0,TE,2500,LAC,vs JAC,12,25.75,2,1.8,5.4,0,0,0,0,0,0,0,0,0,5.34,0.1537,5.34,3.55,26.2,0.29,0,0,0,0,0,0,7.91,7.91,0,4.91,11.91,7.91,7.91,48,0,100,,178,0,3.2,0.00,,27,23,23,62,175,175,,,,,,,,,,,1.67,1.11,8.11,,,,,,,,
Rams,,0,DST,3400,LAR,@ ARI,9,22.75,6.2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,1.53,0.9,0,0.05,22.75,7.85,7.85,0,0,20.25,7.85,7.85,8,0,100,,128,23,2.3,6.00,1.8,6,7,7,53,176,176,,,,,,,,,,,,,,,2.71,0.91,0.56,0.2,0.05,21.33,342.62
A.J. Green,!,0,WR,4100,ARI,vs LAR,19,22.75,10,9.6,5,0,0,0,0,0,0,0,0,0,4.69,0.1444,4.69,2.68,37.08,0.23,0,0,0,0,0,0,7.77,7.77,0,0,27.77,7.77,7.77,87,0,100,,178,25,1.9,0.00,,38,71,71,46,177,177,,,,,,,,,,,7.61,4.35,62.07,0.38,,,,,,,
Elijah Moore,,0,WR,5000,NYJ,vs CIN,13,19.75,8.7,12.8,8.2,0,0,0,0,0,0,0,0,0,5.27,0.1266,5.27,2.91,35.29,0.22,0,0,0,0,0,0,7.76,7.76,0,0,25.16,7.76,7.76,44,0,100,,104,22,1.6,8.90,1.8,29,72,72,37,178,178,,,,,,,,0.44,3.13,0.06,6.69,3.69,46.31,0.31,,,,,,,
Brandon Bolden,,0,RB,4300,LV,@ TEN,11,23.25,5.3,7.7,10.8,0,0,0,0,0,0.2045,4.48,20.46,0.2,6.95,0.0594,2.47,1.88,17.21,0.13,0,0,0,0,0,0,7.63,7.63,0,0,18.23,7.63,7.63,47,0,100,,144,12,1.8,4.10,1,34,49,49,44,179,179,,,,,,,,2.91,13.29,0.13,2.16,1.64,15.22,0.13,,,,,,,
Devin Singletary,,0,RB,5600,BUF,@ MIA,9,29.25,6.4,12.6,6.2,0,0,0,0,0,0.3085,7.97,36.88,0.19,9.85,0.0458,1.88,1.42,9.22,0.04,0,0,0,0,0,0,7.41,7.41,0,0,20.21,7.41,7.41,4,0,100,,15,43,1.3,24.10,4.3,21,50,50,31,180,180,,,,,,,,10.54,48.77,0.25,3.45,2.61,17.75,0.07,,,,,,,
Isaiah McKenzie,,0,WR,4700,BUF,@ MIA,9,29.25,6.1,4.1,7.8,0,0,0,0,0,0,0,0,0,4.42,0.1075,4.42,3.15,27.88,0.24,0,0,0,0,0,0,7.38,7.38,0,0,19.58,7.38,7.38,12,0,100,,26,0,1.6,21.20,4.5,32,73,73,40,181,181,0.02,0.02,0.2,,,0.02,2.6,0.78,3.9,0.05,2.92,2.08,19.33,0.18,,,,,,,
Ben Skowronek,,0,WR,3400,LAR,@ ARI,31,25.75,3.4,1.8,5.1,0,0,0,0,0,0,0,0,0,4.78,0.137,4.78,2.96,30.72,0.22,0,0,0,0,0,0,7.35,7.35,0,2.25,14.15,7.35,7.35,37,0,100,,87,24,2.2,10.60,3.1,45,74,74,53,182,182,,,,,,,,,,,3.57,2.21,23.29,,,,,,,,
Chargers,,0,DST,3900,LAC,vs JAC,31,19.75,5.6,4.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,1.16,0.32,0,0.06,19.75,7.31,7.31,0,0,18.51,7.31,7.31,15,0,100,,182,8,1.9,-4.00,,1,8,8,48,183,183,,,,,,,,,,,,,,,2.14,0.84,0.47,0.16,0.02,23.35,348.4
Logan Thomas,,0,TE,3500,WAS,vs PHI,32,20.75,6,10.9,10.1,0,0,0,0,0,0,0,0,0,4.65,0.1357,4.65,3.05,28.66,0.23,0,0,0,0,0,0,7.3,7.3,0,0,19.3,7.3,7.3,40,0,100,,158,10,2.1,2.50,0.7,17,24,24,52,184,184,0.04,0.04,0.81,,,,5.03,0.06,0.09,,4.15,2.72,25.81,0.23,,,,,,,
Isaiah Likely,,0,TE,2800,BAL,@ NE,1,23.75,3.1,0,4.2,0,0,0,0,0,0,0,0,0,5.35,0.1457,5.35,2.88,24.21,0.33,0,0,0,0,0,0,7.28,7.28,0,2.63,13.48,7.28,7.28,43,0,100,,165,3,2.6,1.80,0.6,24,25,25,59,185,185,,,,,,,,,,,3.25,1.75,14.5,,,,,,,,
Bears,,0,DST,3800,CHI,vs HOU,27,18.25,6,6.1,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0.53,0.8,0.03,0.1,18.25,7.26,7.26,0,0,19.26,7.26,7.26,8,0,100,,128,13,1.9,6.00,1.6,2,9,9,49,186,186,,,,,,,,,,,,,,,2.39,0.71,0.52,0.17,0.04,21.17,332.26
K.J. Osborn,,0,WR,4900,MIN,vs DET,23,28.75,6.6,9.3,4.5,0,0,0,0,0,0,0,0,0,3.89,0.1051,3.89,2.49,29.67,0.29,0,0,0,0,0,0,7.2,7.2,0,0,20.4,7.2,7.2,15,0,100,,33,26,1.5,18.30,3.7,30,75,75,38,187,187,,,,,,,,0.09,0.41,,4.68,3,37,0.36,,,,,,,
Jamison Crowder,,0,WR,4400,BUF,@ MIA,9,29.25,7.7,9.2,4.2,0,0,0,0,0,0,0,0,0,4.42,0.1075,4.42,2.94,31.35,0.18,0,0,0,0,0,0,7.16,7.16,0,0,22.56,7.16,7.16,81,0,100,,164,29,1.6,1.90,0.4,35,76,76,43,188,188,0.03,0.01,0.43,,0.01,0.01,2.35,0.17,0.81,,6.23,4.14,46.37,0.28,,,,,,,
Jerry Jeudy,,0,WR,5400,DEN,vs SF,24,21.75,7.1,8.5,12.7,0,0,0,0,0,0,0,0,0,4.6,0.1544,4.6,2.41,37.4,0.16,0,0,0,0,0,0,7.11,7.11,0,0,21.31,7.11,7.11,69,0,100,,148,27,1.3,3.70,0.7,25,77,77,33,189,189,,,,,,,,0.1,0.13,,6.39,3.35,50.29,0.16,,,,,,,
Cole Beasley,,0,WR,3700,TB,vs GB,15,21.25,7.5,9.8,0,0,0,0,0,0,0,0,0,0,4.02,0.1052,4.02,2.86,30.32,0.18,0,0,0,0,0,0,6.97,6.97,0,0,21.97,6.97,6.97,67,0,100,,143,26,1.9,4.20,1.1,42,78,78,50,190,190,0.03,0.01,0.17,,,0.01,2,0.01,0.06,,5.8,4.13,43.05,0.23,,,,,,,
Cam Akers,,0,RB,5500,LAR,@ ARI,2,25.75,7,7,4.1,0,0,0,0,0,0.4022,9.59,35.8,0.15,11.03,0.0412,1.44,1.11,11.28,0.04,0,0,0,0,0,0,6.96,6.96,0,0,20.96,6.96,6.96,24,0,100,,82,24,1.3,11.10,2,22,51,51,32,191,191,,,,,,,,13.65,50.96,0.22,1.52,1.17,12.09,0.04,,,,,,,
Vikings,,0,DST,3200,MIN,vs DET,15,22.75,5.9,7.2,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0.98,0.49,0,0.12,22.75,6.96,6.96,0,0,18.76,6.96,6.96,12,0,100,,163,21,2.2,2.00,0.6,7,10,10,55,191,191,,,,,,,,,,,,,,,2.54,0.88,0.54,0.19,0.03,21.07,344.01
