,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Rams,,0,DST,3300,LAR,@ TB,25,22.75,6.2,7,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0.71,0.43,0,0,22.75,4.43,4.43,0,0,16.83,4.43,4.43,9,0,100,,119,23,1.3,4.00,1.2,9,21,21,50,181,181,,,,,,,,,,,,,,,2.71,0.9,0.55,0.19,0.05,21.32,341.74
Commanders,,0,DST,2400,WAS,vs MIN,20,23.25,5.1,5.4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0.26,0.4,0.14,0,23.25,4.35,4.35,0,0,14.55,4.35,4.35,8,0,100,,110,22,1.8,5.00,2.1,18,22,22,59,182,182,,,,,,,,,,,,,,,2.57,0.78,0.55,0.12,0.03,23.16,360.79
Colts,,0,DST,2700,IND,@ NE,10,22.25,5.4,8.1,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0.49,0.49,0,0,22.25,4.3,4.3,0,0,15.1,4.3,4.3,7,0,100,,100,25,1.6,6.00,2.2,15,23,23,56,183,183,,,,,,,,,,,,,,,2.21,0.86,0.59,0.17,0.07,22.61,359.19
DeSean Jackson,,0,WR,3000,BAL,@ NO,12,23.25,8.4,5.8,0,0,0,0,0,0,0,0,0,0,2.26,0.0607,2.26,1.29,22.17,0.13,0,0,0,0,0,0,4.29,4.29,0,0,21.09,4.29,4.29,56,0,100,,131,21,1.4,2.60,0.9,51,78,78,53,184,184,,,,,,,,0.15,1.14,0.01,5.34,3.05,52.97,0.27,,,,,,,
Keelan Doss,,0,WR,3000,LAC,@ ATL,32,25.75,2.3,0,0,0,0,0,0,0,0,0,0,0,2.09,0.0483,2.09,1.64,20.21,0.1,0,0,0,0,0,0,4.26,4.26,0,0.81,8.86,4.26,4.26,68,0,100,,155,44,1.4,0.00,,51,79,79,53,185,185,,,,,,,,,,,2.33,1.83,22.17,,,,,,,,
Keaontay Ingram,,0,RB,4700,ARI,vs SEA,27,25.75,5.5,0,6.2,0,0,0,0,0,0.1381,3.34,5.85,0.28,4.19,0.0204,0.85,0.85,9.54,0.02,0,0,0,0,0,0,4.19,4.19,0,0,15.19,4.19,4.19,53,0,100,,154,0,0.9,0.20,0,28,44,44,36,186,186,,,,,,,,6,10.5,0.5,1,1,11.5,,,,,,,,
Damiere Byrd,,0,WR,3500,ATL,vs LAC,22,23.75,6.2,6,7.6,0,0,0,0,0,0,0,0,0,2.46,0.0815,2.46,1.57,19.89,0.09,0,0,0,0,0,0,4.1,4.1,0,0,16.5,4.1,4.1,68,0,100,,155,5,1.2,0.00,,46,80,80,48,187,187,,,,,,,,0.06,0.53,,3.71,2.37,30.65,0.14,,,,,,,
Saints,,0,DST,2700,NO,vs BAL,3,23.25,6.1,8.4,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0.24,0.62,0,0,23.25,4.05,4.05,0,0,16.25,4.05,4.05,10,0,100,,127,10,1.5,3.00,1.1,15,24,24,56,188,188,,,,,,,,,,,,,,,2.52,0.82,0.57,0.12,0.02,22.97,351.59
Jordan Akins,,0,TE,2500,HOU,vs PHI,18,16.25,4.1,3.6,6.6,0,0,0,0,0,0,0,0,0,2.52,0.081,2.52,1.79,19.48,0.05,0,0,0,0,0,0,4.04,4.04,0,0,12.24,4.04,4.04,40,0,100,,155,16,1.6,0.00,,22,30,30,58,189,189,,,,,,,,0.03,0.12,,2.98,2.12,23.78,0.07,,,,,,,
Isiah Pacheco,,0,RB,4800,KC,vs TEN,1,29.75,4,0,4,0,0,0,0,0,0.2391,6.24,30.73,0.16,6.24,0,0,0,0,0,0,0,0,0,0,0,4.03,4.03,0,0,12.03,4.03,4.03,43,0,100,,138,0,0.8,1.90,0.4,27,45,45,35,190,190,,,,,,,,5.57,27.43,0.14,0.29,0.29,1.29,,,,,,,,
Andy Isabella,,0,WR,3000,BAL,@ NO,12,23.25,5,0.8,2.1,0,0,0,0,0,0,0,0,0,2.19,0.0589,2.19,1.33,17.91,0.14,0,0,0,0,0,0,3.96,3.96,0,0,13.96,3.96,3.96,68,0,100,,155,0,1.3,0.00,,51,81,81,53,191,191,,,,,,,,0.22,0.39,,2.35,1.43,19.43,0.13,,,,,,,
Ian Thomas,,0,TE,2600,CAR,@ CIN,5,17.75,4.2,2.6,3,0,0,0,0,0,0,0,0,0,2.99,0.1002,2.99,1.92,16.59,0.06,0,0,0,0,0,0,3.94,3.94,0,0,12.34,3.94,3.94,40,0,100,,155,0,1.5,0.00,,21,31,31,57,192,192,,,,,,,,,,,2.94,1.89,17.07,0.07,,,,,,,
Texans,,0,DST,2100,HOU,vs PHI,4,29.25,6.3,5.1,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0.94,0.4,0,0,29.25,3.69,3.69,0,0,16.29,3.69,3.69,8,0,100,,110,0,1.8,5.00,2.4,21,25,25,62,193,193,,,,,,,,,,,,,,,2.17,0.77,0.52,0.15,0.02,23.56,365.03
Khadarel Hodge,,0,WR,3100,ATL,vs LAC,22,23.75,3.3,2.8,3.8,0,0,0,0,0,0,0,0,0,2.22,0.0735,2.22,1.22,17.54,0.11,0,0,0,0,0,0,3.63,3.63,0,0,10.23,3.63,3.63,54,0,100,,128,0,1.2,2.90,0.9,50,82,82,52,194,194,,,,,,,,,,,2.23,1.23,18,,,,,,,,
Johnny Mundt,,0,TE,2800,MIN,@ WAS,1,23.25,2.3,1,3.7,0,0,0,0,0,0,0,0,0,2.22,0.0641,2.22,1.81,13.24,0.08,0,0,0,0,0,0,3.61,3.61,0,0.16,8.21,3.61,3.61,39,0,100,,147,18,1.3,1.10,0.4,19,32,32,55,195,195,,,,,,,,,,,1.69,1.38,10.5,0.06,,,,,,,
Sony Michel,,0,RB,5000,LAC,@ ATL,28,25.75,8,7.8,3.3,0,0,0,0,0,0.2619,6.18,25.81,0.17,6.18,0,0,0,0,0,0,0,0,0,0,0,3.6,3.6,0,0,19.6,3.6,3.6,47,0,100,,145,16,0.7,1.20,0.2,25,46,46,33,196,196,,,,,,,,12.86,53.7,0.35,1.36,0.9,6.51,0.03,,,,,,,
Lions,,0,DST,2600,DET,vs GB,16,26.75,5.2,3.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0.28,0.56,0.14,0,26.75,3.5,3.5,0,0,13.9,3.5,3.5,2,0,100,,66,0,1.3,11.00,4.2,16,26,26,57,197,197,,,,,,,,,,,,,,,1.95,0.58,0.5,0.14,0.05,25.37,373.75
Quez Watkins,,0,WR,3300,PHI,@ HOU,7,29.25,5,6.9,2.9,0,0,0,0,0,0,0,0,0,1.95,0.0598,1.95,1.23,17.15,0.06,0,0,0,0,0,0,3.31,3.31,0,0,13.31,3.31,3.31,42,0,100,,114,17,1,4.50,1.4,48,83,83,50,198,198,,,,,,,,0.07,,,3.29,2.07,31.29,0.11,,,,,,,
Tommy Tremble,,0,TE,2700,CAR,@ CIN,5,17.75,3.1,3.5,3.8,0,0,0,0,0,0,0,0,0,2.61,0.0873,2.61,1.46,13.37,0.08,0,0,0,0,0,0,3.28,3.28,0,0,9.48,3.28,3.28,15,0,100,,87,18,1.2,8.10,3,20,33,33,56,199,199,,,,,,,,0.15,0.55,0.05,2.5,1.4,13.4,0.1,,,,,,,
Zach Pascal,,0,WR,3200,PHI,@ HOU,7,29.25,6.8,6,3.9,0,0,0,0,0,0,0,0,0,2.06,0.0633,2.06,1.21,13.99,0.11,0,0,0,0,0,0,3.27,3.27,0,0,16.87,3.27,3.27,60,0,100,,139,8,1,1.80,0.6,49,84,84,51,200,200,0.03,,,,,,0.64,0.12,0.94,,4.26,2.51,31.29,0.26,,,,,,,
James Cook,,0,RB,5100,BUF,@ NYJ,25,27.75,4,0,4.4,0,0,0,0,0,0.1515,4.07,22.38,0.17,4.07,0,0,0,0,0,0,0,0,0,0,0,3.26,3.26,0,0,11.26,3.26,3.26,32,0,100,,107,9,0.6,5.30,1,24,47,47,32,201,201,,,,,,,,3.43,18.86,0.14,1.14,0.71,11.14,,,,,,,,
Trenton Irwin,,0,WR,3000,CIN,vs CAR,8,24.75,1.3,1.1,4.7,0,0,0,0,0,0,0,0,0,2.18,0.0569,2.18,1.09,14.59,0.1,0,0,0,0,0,0,3.15,3.15,0,1.2,5.75,3.15,3.15,50,0,100,,123,55,1.1,3.50,1.2,51,85,85,53,202,202,,,,,,,,,,,2.5,1.25,16.5,,,,,,,,
Justice Hill,,0,RB,4300,BAL,@ NO,23,23.25,3.3,0,3.8,0,0,0,0,0,0.2026,5.17,24.47,0.11,5.17,0,0,0,0,0,0,0,0,0,0,0,3.11,3.11,0,0,9.71,3.11,3.11,37,0,100,,128,0,0.7,2.90,0.7,32,48,48,40,203,203,,,,,,,,3.38,16,0.07,1.03,0.72,4.66,,,,,,,,
Chris Evans,!,0,RB,4000,CIN,vs CAR,13,24.75,4.9,4,0.8,0,0,0,0,0,0,0,0,0,1.41,0.0369,1.41,1.15,11.93,0.12,0,0,0,0,0,0,3.06,3.06,0,0,12.86,3.06,3.06,54,0,100,,155,0,0.8,0.00,,35,49,49,43,204,204,,,,,,,,1.27,6,,1.47,1.2,12.27,0.13,,,,,,,
Jordan Howard,,0,RB,4000,NO,vs BAL,17,22.25,8.5,8,0,0,0,0,0,0,0,0,0,0,2.55,0.0773,2.55,1.67,11.85,0.03,0,0,0,0,0,0,3.04,3.04,0,0,20.04,3.04,3.04,54,0,100,,155,29,0.8,0.00,,35,50,50,43,205,205,,,,,,,,14.28,61.03,0.51,1.82,1.19,9.17,0.03,,,,,,,
Trey McBride,,0,TE,2500,ARI,vs SEA,32,25.75,0,0,5.4,0,0,0,0,0,0,0,0,0,1.44,0.0343,1.44,1.44,11.23,0.08,0,0,0,0,0,0,3.04,3.04,0,3.04,3.04,3.04,3.04,40,0,100,,155,0,1.2,0.00,,22,34,34,58,205,205,,,,,,,,,,,3,3,24,,,,,,,,
Phillip Lindsay,,0,RB,4000,IND,@ NE,4,18.25,7.7,3.2,7.3,0,0,0,0,0,0.1784,4.81,21.52,0.14,4.81,0,0,0,0,0,0,0,0,0,0,0,2.99,2.99,0,0,18.39,2.99,2.99,53,0,100,,154,21,0.7,0.20,0.1,35,51,51,43,206,206,,,,,,,,10.97,49.07,0.31,2.09,1.5,9.12,0.03,,,,,,,
Hassan Haskins,,0,RB,4000,TEN,@ KC,7,15.75,1.6,0,3.1,0,0,0,0,0,0.1654,4.87,20.02,0.13,4.87,0,0,0,0,0,0,0,0,0,0,0,2.78,2.78,0,0.38,5.98,2.78,2.78,45,0,100,,140,0,0.7,1.70,0.4,35,52,52,43,207,207,,,,,,,,4.5,18.5,,1,1,2.5,,,,,,,,
O.J. Howard,,0,TE,2600,HOU,vs PHI,18,16.25,6.6,3.3,4.8,0,0,0,0,0,0,0,0,0,1.25,0.0402,1.25,0.82,11.38,0.09,0,0,0,0,0,0,2.5,2.5,0,0,15.7,2.5,2.5,30,0,100,,133,10,1,2.40,0.9,21,35,35,57,208,208,,,,,,,,,,,3.5,2.29,32.91,0.3,,,,,,,
Alexander Mattison,,0,RB,5600,MIN,@ WAS,5,23.25,7.3,8.3,6.5,0,0,0,0,0,0.2062,4.5,18.77,0.1,4.5,0,0,0,0,0,0,0,0,0,0,0,2.48,2.48,0,0,17.08,2.48,2.48,48,0,100,,147,0,0.4,1.10,0.2,19,53,53,27,209,209,,,,,,,,7.27,30.33,0.16,1.55,1.25,9.86,0.06,,,,,,,
A.J. Green,,0,WR,3300,ARI,vs SEA,9,25.75,10.1,9.6,2.9,0,0,0,0,0,0,0,0,0,1.39,0.0332,1.39,0.79,11,0.07,0,0,0,0,0,0,2.31,2.31,0,0,22.51,2.31,2.31,68,0,100,,155,23,0.7,,,48,86,86,50,210,210,,,,,,,,,,,7.49,4.27,60.78,0.37,,,,,,,
Avery Williams,,0,RB,4400,ATL,vs LAC,24,23.75,0.9,0,1.6,0,0,0,0,0,0,0,0,0,1.97,0.0653,1.97,1.48,4.35,0.06,0,0,0,0,0,0,2.28,2.28,0,0.93,4.08,2.28,2.28,47,0,100,,145,44,0.5,1.20,0.3,31,54,54,39,211,211,,,,,,,,1,3.33,,1.33,1,3,,,,,,,,
Caleb Huntley,,0,RB,4900,ATL,vs LAC,24,23.75,3.9,0,5.4,0,0,0,0,0,0.1376,3.85,17.9,0.07,3.85,0,0,0,0,0,0,0,0,0,0,0,2.21,2.21,0,0,10.01,2.21,2.21,36,0,100,,124,28,0.5,3.40,0.7,26,55,55,34,212,212,,,,,,,,9.5,44.17,0.17,,,,,,,,,,,
N'Keal Harry,,0,WR,3200,CHI,vs MIA,14,21.25,3.8,2.9,6.4,0,0,0,0,0,0,0,0,0,1.45,0.046,1.45,0.79,8.31,0.07,0,0,0,0,0,0,2.04,2.04,0,0,9.64,2.04,2.04,62,0,100,,141,25,0.6,1.60,0.5,49,87,87,51,213,213,,,,,,,,0.25,1.75,,3.56,1.94,20.53,0.16,,,,,,,
Craig Reynolds,!,0,RB,4300,DET,vs GB,16,22.75,4.8,7.6,5.1,0,0,0,0,0,0.1382,3.41,14.51,0.09,3.41,0,0,0,0,0,0,0,0,0,0,0,1.99,1.99,0,0,11.59,1.99,1.99,54,0,100,,155,19,0.5,0.00,,32,56,56,40,214,214,,,,,,,,6.58,28,,1.58,1.42,14.25,,,,,,,,
Malcolm Brown,,0,RB,4100,LAR,@ TB,10,19.75,4.6,3.8,2.4,0,0,0,0,0,0.1756,3.38,13.19,0.11,3.38,0,0,0,0,0,0,0,0,0,0,0,1.98,1.98,0,0,11.18,1.98,1.98,37,0,100,,128,0,0.5,2.90,0.7,34,57,57,42,215,215,,,,,,,,5.07,19.78,0.17,1,0.7,5.29,0.01,,,,,,,
Scotty Miller,,0,WR,3300,TB,vs LAR,10,22.75,5.8,3.7,3.7,0,0,0,0,0,0,0,0,0,1.15,0.0272,1.15,0.66,8.42,0.05,0,0,0,0,0,0,1.8,1.8,0,0,13.4,1.8,1.8,22,0,100,,60,0,0.5,12.30,3.7,48,88,88,50,216,216,,,,,,,,0.26,2.58,0.03,3.29,1.89,25.18,0.13,,,,,,,
Tony Jones,!,0,RB,4000,SEA,@ ARI,15,23.75,1.9,2.2,4,0,0,0,0,0,0.137,3.4,9.38,0.09,3.4,0,0,0,0,0,0,0,0,0,0,0,1.48,1.48,0,0,5.28,1.48,1.48,54,0,100,,155,17,0.4,0.00,,35,58,58,43,217,217,,,,,,,,4.92,13.58,,0.83,0.58,3.42,,,,,,,,
Brandon Bolden,,0,RB,4200,LV,@ JAC,26,24.75,5.3,7.7,4.4,0,0,0,0,0,0.0882,1.91,8.72,0.09,1.91,0,0,0,0,0,0,0,0,0,0,0,1.41,1.41,0,0,12.01,1.41,1.41,50,0,100,,151,12,0.3,0.50,0.1,33,59,59,41,218,218,,,,,,,,2.91,13.29,0.13,2.16,1.64,15.22,0.13,,,,,,,
Dwayne Washington,,0,RB,4000,NO,vs BAL,17,22.25,2.8,0.6,0.8,0,0,0,0,0,0.1159,3.6,12.72,0.02,3.6,0,0,0,0,0,0,0,0,0,0,0,1.39,1.39,0,0,6.99,1.39,1.39,40,0,100,,133,3,0.3,2.40,0.6,35,60,60,43,219,219,,,,,,,,5.19,18.34,0.03,0.63,0.47,2.94,,,,,,,,
DJ Turner,,0,WR,3000,LV,@ JAC,30,24.75,0,0,1,0,0,0,0,0,0.0588,1.27,8.47,0.04,1.27,0,0,0,0,0,0,0,0,0,0,0,1.09,1.09,0,1.09,1.09,1.09,1.09,68,0,100,,155,0,0.4,0.00,,51,89,89,53,220,220,,,,,,,,3,20,,,,,,,,,,,,
Raheem Blackshear,,0,RB,4200,CAR,@ CIN,18,17.75,0.3,0,-0.2,0,0,0,0,0,0.0722,1.96,-1.96,0.05,1.96,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0.7,0.1,0.1,12,0,100,,43,0,0,15.30,3.6,33,61,61,41,221,221,,,,,,,,2,-2,,,,,,,,,,,,
JaMarr Chase,!,0,WR,7700,CIN,vs CAR,8,24.75,12.1,18.9,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,100,,155,38,0,0.00,,8,90,90,9,222,222,,,,,,,,0.61,1.96,,8.46,5.46,86.71,0.71,,,,,,,
Jonathan Taylor,!,0,RB,7700,IND,@ NE,4,18.25,11.2,22.9,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,42,0,0.00,,4,62,62,9,222,222,,,,,,,,17.38,88.2,0.78,3.08,2.4,18.85,0.08,,,,,,,
Mark Andrews,!,0,TE,7000,BAL,@ NO,7,23.25,9.3,19,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,100,,155,30,0,0.00,,2,36,36,13,222,222,,,,,,,,0.04,0.09,,6.61,4.39,55.89,0.49,,,,,,,
Mike Williams,!,0,WR,6700,LAC,@ ATL,32,25.75,9.3,16.2,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,100,,155,20,0,0.00,,14,90,90,16,222,222,,,,,,,,0.1,0.36,0.01,5.96,3.46,54,0.36,,,,,,,
Keenan Allen,!,0,WR,6500,LAC,@ ATL,32,25.75,9.4,16.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,100,,155,47,0,0.00,,16,90,90,18,222,222,0.02,,,,0.01,,0.87,0.16,1.09,,9.54,6.56,76.57,0.41,,,,,,,
Marquise Brown,!,0,WR,5700,ARI,vs SEA,9,25.75,8.1,14.8,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,100,,155,40,0,0.00,,24,90,90,26,222,222,,,,,,,,0.07,0.45,,7.38,4.65,57.6,0.44,,,,,,,
Michael Thomas,!,0,WR,5700,NO,vs BAL,25,22.25,9.8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,100,,155,49,0,,,24,90,90,26,222,222,,,,,,,,0.02,-0.1,,9.28,7.09,83.69,0.49,,,,,,,
Damien Harris,!,0,RB,5600,NE,vs IND,12,22.25,7.1,14.5,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,39,0,0.00,,19,62,62,27,222,222,,,,,,,,12.44,57.76,0.59,1.24,1.03,7,,,,,,,,
Brandin Cooks,!,0,WR,5500,HOU,vs PHI,4,16.25,9.1,15.2,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,100,,155,38,0,0.00,,26,90,90,28,222,222,,,,,,,,0.36,1.96,0.01,7.49,4.84,68.07,0.37,,,,,,,
Jameis Winston,,0,QB,5300,NO,vs BAL,25,22.25,8.4,17.3,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,55,0,0.00,,17,26,26,30,222,222,32.99,20.22,254.63,1.12,2.26,1.63,89.16,3.4,14.22,0.13,,,,,,,,,,,
Chuba Hubbard,!,0,RB,5300,CAR,@ CIN,18,17.75,6.1,8.9,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,25,0,0.00,,22,62,62,30,222,222,,,,,,,,9.35,35.45,0.3,2.05,1.4,9.25,0.05,,,,,,,
Ryan Tannehill,!,0,QB,5300,TEN,@ KC,32,15.75,7.5,16.9,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,57,0,0.00,,17,26,26,30,222,222,28.93,18.96,220.52,0.71,2.39,1.55,97.14,2.95,12.86,0.23,,,,,,,,,,,
Carson Wentz,!,0,QB,5200,WAS,vs MIN,22,20.25,7.3,16.2,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,60,0,0.00,,18,26,26,31,222,222,35.26,22.05,237.67,0.68,2.55,1.63,89.59,3.63,14.73,0.1,,,,,,,,,,,
Gus Edwards,!,0,RB,5200,BAL,@ NO,23,23.25,5.7,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,24,0,0.00,,23,62,62,31,222,222,,,,,,,,9.59,49.1,0.24,0.51,0.37,3.96,,,,,,,,
Rashod Bateman,!,0,WR,5200,BAL,@ NO,12,23.25,6.3,8.9,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,100,,155,31,0,0.00,,29,90,90,31,222,222,,,,,,,,,,,5.28,3.39,44.44,0.17,,,,,,,
Jameson Williams,!,0,WR,5100,DET,vs GB,3,22.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,68,0,100,,155,0,0,0.00,,30,90,90,32,222,222,,,,,,,,,,,,,,,,,,,,,
Bailey Zappe,,0,QB,5100,NE,vs IND,13,22.25,6.1,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,50,0,0.00,,19,26,26,32,222,222,23,16.25,195.25,0.75,,1.25,,2.5,,,,,,,,,,,,,
Joe Flacco,!,0,QB,5000,NYJ,vs BUF,3,17.75,7.1,12.4,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,53,0,0.00,,20,26,26,33,222,222,37.78,23.91,241.14,0.83,1.96,1.22,84.69,1.48,3.28,0.09,,,,,,,,,,,
Mike White,,0,QB,5000,NYJ,vs BUF,3,17.75,10.1,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,27,0,0.00,,20,26,26,33,222,222,33,22,238.25,2,1,1.25,81.88,1.25,-0.25,,,,,,,,,,,,
Blaine Gabbert,,0,QB,5000,TB,vs LAR,7,22.75,8.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,13,0,0.00,,20,26,26,33,222,222,20.03,11.92,131.84,0.62,1.76,0.73,66.44,3.22,12.14,0.08,,,,,,,,,,,
Taysom Hill,,0,QB,5000,NO,vs BAL,25,22.25,8,10.8,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,100,,146,0,0,1.12,0.2,20,26,26,33,222,222,4.09,2.63,31.81,0.12,0.38,0.13,39.42,3.99,23.46,0.31,0.85,0.62,6.41,0.15,,,,,,,
Gardner Minshew,,0,QB,5000,PHI,@ HOU,8,29.25,6.9,11.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,60,0,0.00,,20,26,26,33,222,222,31.81,20.11,221.93,0.44,2.41,1.52,95.01,3.93,19.15,0.04,,,,,,,,,,,
Chase Daniel,,0,QB,5000,LAC,@ ATL,26,25.75,6.4,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,0,0,0.00,,20,26,26,33,222,222,10.94,7.65,72.59,0.35,1.12,0.41,52.47,1.76,1,,,,,,,,,,,,
Teddy Bridgewater,,0,QB,5000,MIA,@ CHI,2,25.25,8.6,15.5,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,35,0,0.00,,20,26,26,33,222,222,26.09,17.47,190.41,0.53,2.02,0.94,81.85,2.72,9.86,0.16,,,,,,,,,,,
Chase Edmonds,,0,RB,5000,MIA,@ CHI,31,25.25,7.6,11.5,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,7,0,0.00,,25,62,62,33,222,222,,,,,,,,6.08,26.97,0.17,2.9,2.19,16.14,0.1,,,,,,,
Baker Mayfield,,0,QB,5000,CAR,@ CIN,9,17.75,6.6,14.5,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,100,,52,60,0,14.20,2.8,20,26,26,33,222,222,32.06,19.6,232.15,0.91,2.24,1.49,88.03,2.69,9.33,0.09,,,,,,,,,,,
Jordan Love,,0,QB,5000,GB,@ DET,30,26.75,4.6,4.2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,0,0,0.00,,20,26,26,33,222,222,8.88,5.25,60.5,0.38,0.38,0.25,59.26,1.5,3.38,,,,,,,,,,,,
Case Keenum,,0,QB,5000,BUF,@ NYJ,12,27.75,8.2,6.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,36,0,0.00,,20,26,26,33,222,222,29.08,18.48,200.11,0.63,1.62,1.05,82.64,1.92,5.34,0.08,,,,,,,,,,,
Brandon Allen,,0,QB,4900,CIN,vs CAR,19,24.75,7.8,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,100,,148,5,0,0.78,0.2,21,26,26,34,222,222,20,11.23,122.23,0.46,1.54,0.77,72.27,2.31,5,,,,,,,,,,,,
C.J. Beathard,,0,QB,4900,JAC,vs LV,31,22.75,8.2,0.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,32,0,0.00,,21,26,26,34,222,222,24.95,14.65,175.1,0.65,2.3,0.9,78.33,2.65,11.7,0.2,,,,,,,,,,,
Colt McCoy,,0,QB,4900,ARI,vs SEA,15,25.75,7.5,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,,155,0,0,0.00,,21,26,26,34,222,222,16.06,10.81,108.56,0.38,1.5,0.5,72.17,2.88,7.69,,,,,,,,,,,,
Darrel Williams,!,0,RB,4900,ARI,vs SEA,27,25.75,7.1,11,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,100,,155,8,0,0.00,,26,62,62,34,222,222,,,,,,,,5.65,22.69,0.25,2.33,1.8,15.61,0.08,,,,,,,
