"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","CeeDee Lamb","WR","DAL",20.8,1.8,1.35,19.1,23.4,10.6,9.96,11.7,1,1,2,1,"1",NA,NA,86
"2","Breece Hall","RB","NYJ",19.8,1.98,0.122,17.4,22.9,10.4,9.33,12,2,3,1,1,"1",NA,NA,93
"3","Alvin Kamara","RB","NO",19.6,1.65,1.67,17.8,21.8,10.2,9.77,11,3,2,3,2,"2",NA,NA,84
"4","Ja'Marr Chase","WR","CIN",19.5,1.66,0.000295,17.4,21.5,9.27,8.3,9.83,4,4,5,2,"1",NA,NA,77
"5","Justin Jefferson","WR","MIN",19.5,1.98,1.49,17.1,22.1,9.27,7.99,10.5,5,6,4,3,"2",NA,NA,90
"6","Bijan Robinson","RB","ATL",18,1.73,0.0421,15.4,19.8,8.57,7.29,8.9,6,8,8,3,"2",NA,NA,89
"7","Devon Achane","RB","MIA",17.9,1.62,0.714,15,18.9,8.53,6.91,8.02,7,9,11,4,"3",NA,NA,83
"8","Saquon Barkley","RB","PHI",17.2,0.719,0.422,16.3,18.4,7.82,8.27,7.52,8,5,14,5,"4",NA,NA,16
"9","Amon-Ra St. Brown","WR","DET",18,1.35,0.361,15.6,19.3,7.78,6.49,7.68,9,13,12,4,"2",NA,NA,59
"10","Nico Collins","WR","HOU",17.6,1.71,0.638,15.7,19.8,7.42,6.56,8.14,10,12,9,5,"3",NA,NA,82
"11","Jordan Mason","RB","SF",16.8,1.46,0.11,14.9,18.3,7.4,6.78,7.47,11,10,15,6,"4",NA,NA,73
"12","Jahmyr Gibbs","RB","DET",16.7,0.73,0.559,16.1,17.8,7.29,7.98,6.88,12,7,18,7,"4",NA,NA,17
"13","Rashee Rice","WR","KC",17,3,0.693,13.1,20.7,6.78,3.99,9.03,13,35,7,6,"3",NA,NA,99
"14","Kyren Williams","RB","LAR",16.1,2.44,0.26,12.7,19.9,6.73,4.62,9.06,14,28,6,8,"5",NA,NA,99
"15","Jonathan Taylor","RB","IND",15.9,1.68,0.82,14.5,19,6.47,6.43,8.08,15,14,10,9,"6",NA,NA,86
"16","DeVonta Smith","WR","PHI",16.3,1.28,0.186,14,17.3,6.09,4.87,5.64,16,22,25,7,"4",NA,NA,55
"17","Marvin Harrison Jr.","WR","ARI",16.1,1.25,0.0351,14.6,18.1,5.9,5.47,6.49,17,17,23,8,"4",NA,NA,52
"18","Brandon Aiyuk","WR","SF",16.1,1.65,0.0193,13.8,18.2,5.87,4.74,6.54,18,25,22,9,"4",NA,NA,75
"19","Garrett Wilson","WR","NYJ",16.1,2.26,0.0905,12.7,18.4,5.85,3.63,6.75,19,38,19,10,"4",NA,NA,97
"20","Tyreek Hill","WR","MIA",16,1.68,0.311,14.1,18.9,5.76,4.99,7.25,20,20,17,11,"4",NA,NA,79
"21","Josh Jacobs","RB","GB",15,2.07,0.146,12.7,18.3,5.65,4.62,7.45,21,27,16,10,"6",NA,NA,94
"22","Josh Allen","QB","BUF",23.1,1.38,1.71,21.8,25.5,5.55,6.73,6.69,22,11,20,1,"1",NA,NA,65
"23","James Conner","RB","ARI",14.9,0.752,0.0603,13.9,16.1,5.5,5.82,5.23,23,15,27,11,"6",NA,NA,20
"24","Chris Olave","WR","NO",15.7,1.62,0.0816,14,18.3,5.45,4.88,6.66,24,21,21,12,"4",NA,NA,72
"25","Zach Charbonnet","RB","SEA",14.8,3.71,0.0259,8.11,18.5,5.44,0.0324,7.58,25,101,13,12,"6",NA,NA,99
"26","James Cook","RB","BUF",14.8,1.11,0.0172,13.6,16.3,5.41,5.56,5.38,26,16,26,13,"6",NA,NA,47
"27","Rhamondre Stevenson","RB","NE",14.8,1.16,0.845,12.9,16,5.4,4.78,5.17,27,24,28,14,"7",NA,NA,53
"28","Trey McBride","TE","ARI",13,0.951,0.347,11.6,13.9,5.39,5.22,4.6,28,18,35,1,"1",NA,NA,29
"29","Mike Evans","WR","TB",15.6,1.61,0.54,13.8,17.4,5.36,4.7,5.79,29,26,24,13,"5",NA,NA,70
"30","Travis Kelce","TE","KC",12.6,1.51,0.868,10.1,14.2,5.04,3.75,4.88,30,37,32,2,"1",NA,NA,79
"31","Davante Adams","WR","LVR",15,1.35,0.137,13.3,16.5,4.82,4.2,4.88,31,32,33,14,"5",NA,NA,61
"32","Chris Godwin","WR","TB",14.9,1.52,0.796,12.7,16.6,4.69,3.57,4.99,32,40,30,15,"5",NA,NA,68
"33","Rachaad White","RB","TB",13.9,1.54,0.0702,11.3,15,4.55,3.22,4.14,33,47,38,15,"7",NA,NA,79
"34","Derrick Henry","RB","BAL",13.9,1.51,0.00416,12.4,15.8,4.48,4.29,4.92,34,31,31,16,"7",NA,NA,76
"35","Travis Etienne","RB","JAC",13.9,1.31,0.15,11.6,15.1,4.48,3.56,4.23,35,41,36,17,"7",NA,NA,66
"36","Tony Pollard","RB","TEN",13.7,0.908,0.022,12.5,14.5,4.33,4.4,3.61,36,30,40,18,"7",NA,NA,33
"37","Zack Moss","RB","CIN",13.7,1.28,0.803,12.5,15.9,4.31,4.42,4.99,37,29,29,19,"8",NA,NA,64
"38","Sam LaPorta","TE","DET",11.8,1.46,0.0132,9.74,14,4.17,3.34,4.7,38,45,34,3,"1",NA,NA,74
"39","Brock Bowers","TE","LVR",11.7,1.29,1.17,10,13.5,4.16,3.62,4.18,39,39,37,4,"2",NA,NA,59
"40","D.J. Moore","WR","CHI",14.1,0.674,0.0258,13.2,14.9,3.89,4.06,3.25,40,34,45,16,"5",NA,NA,20
"41","Zay Flowers","WR","BAL",14.1,0.88,0.158,12.6,15,3.87,3.54,3.4,41,42,42,17,"6",NA,NA,31
"42","Jalen Hurts","QB","PHI",21.4,0.903,1.09,20.1,22.3,3.84,5.03,3.52,42,19,41,2,"2",NA,NA,29
"43","Malik Nabers","WR","NYG",13.9,0.636,0.198,13.2,14.6,3.71,4.06,2.94,43,33,49,18,"6",NA,NA,15
"44","DK Metcalf","WR","SEA",13.7,1.08,0.631,11.8,14.6,3.51,2.69,2.93,44,55,50,19,"6",NA,NA,37
"45","Raheem Mostert","RB","MIA",12.9,0,0.391,12.9,12.9,3.5,4.82,2.02,45,23,63,20,"8",NA,NA,1
"46","Aaron Jones","RB","MIN",12.5,0.927,0.0967,11,13.4,3.11,2.92,2.53,46,52,54,21,"9",NA,NA,36
"47","Devin Singletary","RB","NYG",12.4,0.621,0.0325,11.5,13,3.01,3.45,2.12,47,44,61,22,"9",NA,NA,7
"48","Mark Andrews","TE","BAL",10.6,1.21,0.362,8.94,12.1,2.99,2.55,2.84,48,56,51,5,"2",NA,NA,56
"49","Jerome Ford","RB","CLE",12.4,0.993,0.0353,11.1,13.3,2.98,2.99,2.38,49,50,56,23,"9",NA,NA,40
"50","J.K. Dobbins","RB","LAC",12.3,1.26,0.0681,10.8,14,2.95,2.75,3.14,50,54,46,24,"9",NA,NA,59
"51","David Montgomery","RB","DET",12.3,1.24,0.378,11.1,14.2,2.88,2.99,3.34,51,49,43,25,"9",NA,NA,56
"52","Stefon Diggs","WR","HOU",13.1,1.94,0.266,9.85,15.5,2.88,0.766,3.87,52,81,39,20,"7",NA,NA,89
"53","Patrick Mahomes","QB","KC",20.3,0.855,0.097,19,21.4,2.75,3.91,2.58,53,36,53,3,"2",NA,NA,26
"54","Lamar Jackson","QB","BAL",20.3,1.35,0.555,18.3,21.9,2.65,3.2,3.14,54,48,47,4,"2",NA,NA,62
"55","Dalton Kincaid","TE","BUF",10.2,1.65,0.187,7.89,11.7,2.63,1.49,2.45,55,67,55,6,"2",NA,NA,85
"56","Michael Pittman","WR","IND",12.8,0.688,0.34,12,13.8,2.61,2.95,2.2,56,51,59,21,"7",NA,NA,21
"57","D'Andre Swift","RB","CHI",11.9,0.913,0.236,10.5,12.8,2.5,2.46,1.96,57,57,64,26,"9",NA,NA,34
"58","Kyle Pitts","TE","ATL",10,1.58,0.105,7.65,11.9,2.44,1.25,2.6,58,74,52,7,"2",NA,NA,82
"59","Dallas Goedert","TE","PHI",9.92,1.12,0.0991,8.55,11.1,2.34,2.16,1.84,59,60,67,8,"2",NA,NA,47
"60","Drake London","WR","ATL",12.5,1.64,0.00242,10.4,14.6,2.27,1.3,2.94,60,72,48,22,"7",NA,NA,73
"61","George Pickens","WR","PIT",12.5,1.32,0.145,10.3,13.8,2.27,1.24,2.17,61,76,60,23,"7",NA,NA,58
"62","Brian Robinson","RB","WAS",11.7,0.678,0.0619,10.9,12.7,2.26,2.8,1.84,62,53,66,27,"9",NA,NA,11
"63","Jake Ferguson","TE","DAL",9.82,0.796,0.837,8.5,10.7,2.24,2.1,1.41,63,61,77,9,"3",NA,NA,18
"64","Kenneth Walker III","RB","SEA",11.6,0,0.382,11.6,11.6,2.2,3.52,0.724,64,43,89,28,"10",NA,NA,1
"65","Rashid Shaheed","WR","NO",12.3,1.11,0.162,10.5,13.5,2.13,1.45,1.81,65,68,69,24,"7",NA,NA,44
"66","Kyler Murray","QB","ARI",19.7,2.26,0.11,15.8,22.1,2.1,0.758,3.3,66,82,44,5,"2",NA,NA,88
"67","Joe Burrow","QB","CIN",19.6,0.958,1.14,18.3,20.9,1.99,3.25,2.07,67,46,62,6,"3",NA,NA,35
"68","Jaxon Smith-Njigba","WR","SEA",12.2,0.5,0.152,11.3,12.6,1.96,2.2,0.939,68,59,84,25,"7",NA,NA,6
"69","Javonte Williams","RB","DEN",11.2,0.984,0.191,9.99,12.1,1.82,1.91,1.26,69,63,81,29,"10",NA,NA,37
"70","Jameson Williams","WR","DET",12,1.13,0.0678,10.5,13.1,1.81,1.37,1.43,70,70,76,26,"7",NA,NA,45
"71","Amari Cooper","WR","CLE",11.9,1.51,0.0087,9.38,13.5,1.74,0.294,1.81,71,94,68,27,"7",NA,NA,66
"72","Calvin Ridley","WR","TEN",11.9,1.13,0.278,10,13.1,1.74,0.95,1.49,72,78,74,28,"8",NA,NA,46
