"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Joe Mixon","RB","HOU",20.7,1.03,0.805,19.1,21.8,11.3,12.2,11.1,1,1,3,1,"1",NA,NA,39
"2","Alvin Kamara","RB","NO",19.9,1.44,0.368,18.2,22,10.5,11.2,11.4,2,2,1,2,"1",NA,NA,57
"3","Christian McCaffrey","RB","SF",19.5,1.59,0.238,16.9,21.1,10.2,9.91,10.4,3,5,5,3,"1",NA,NA,69
"4","Saquon Barkley","RB","PHI",19.3,1.58,0.382,17.3,21.2,9.92,10.4,10.6,4,3,4,4,"2",NA,NA,66
"5","Bijan Robinson","RB","ATL",18.9,2.07,0.564,15.7,21.8,9.54,8.72,11.2,5,8,2,5,"2",NA,NA,91
"6","Jahmyr Gibbs","RB","DET",18.3,1.28,0.332,17,20.1,8.97,10,9.49,6,4,6,6,"3",NA,NA,50
"7","Breece Hall","RB","NYJ",18,1.73,0.137,15.2,19.6,8.64,8.22,9.01,7,12,9,7,"3",NA,NA,77
"8","Kyren Williams","RB","LAR",17.8,1.56,0.628,16.4,20.1,8.51,9.47,9.47,8,6,7,8,"3",NA,NA,61
"9","Ja'Marr Chase","WR","CIN",20,1.66,1.75,18.4,22.5,8.46,8.15,9.39,9,13,8,1,"1",NA,NA,75
"10","Chase Brown","RB","CIN",17.2,1.93,0.167,13.7,18.8,7.88,6.74,8.13,10,16,13,9,"4",NA,NA,87
"11","Josh Jacobs","RB","GB",17,1.53,0.017,15.4,19.6,7.71,8.43,8.96,11,10,10,10,"4",NA,NA,60
"12","Devon Achane","RB","MIA",17,0.989,0.144,15.2,17.7,7.69,8.24,7.11,12,11,18,11,"4",NA,NA,36
"13","Derrick Henry","RB","BAL",16.9,0.588,0.215,16.2,17.7,7.55,9.18,7.08,13,7,19,12,"4",NA,NA,17
"14","Kenneth Walker III","RB","SEA",16.7,0.92,0.848,15.6,17.9,7.34,8.66,7.24,14,9,16,13,"5",NA,NA,33
"15","Nico Collins","WR","HOU",18.3,1.92,0.244,15.5,20.6,6.71,5.3,7.57,15,25,14,2,"1",NA,NA,86
"16","Jonathan Taylor","RB","IND",15.8,1.82,0.0531,14.1,19,6.49,7.17,8.33,16,14,12,14,"5",NA,NA,84
"17","Amon-Ra St. Brown","WR","DET",18,1.94,0.427,15.8,20.4,6.47,5.57,7.37,17,21,15,3,"1",NA,NA,90
"18","James Cook","RB","BUF",15.8,1.27,0.285,14.1,17.3,6.43,7.16,6.65,18,15,21,15,"5",NA,NA,49
"19","Chuba Hubbard","RB","CAR",15.5,2.09,0.542,13.4,19.2,6.15,6.43,8.58,19,18,11,16,"6",NA,NA,93
"20","Justin Jefferson","WR","MIN",17.6,2.05,0.287,14.7,20.3,6.04,4.44,7.21,20,33,17,4,"1",NA,NA,93
"21","Puka Nacua","WR","LAR",17.3,1.03,0.0907,15.7,18.5,5.76,5.43,5.45,21,23,29,5,"2",NA,NA,38
"22","Cooper Kupp","WR","LAR",17.2,1.68,0.163,15.8,19.7,5.67,5.61,6.61,22,20,22,6,"2",NA,NA,77
"23","James Conner","RB","ARI",14.9,1.34,0.146,13.3,16.9,5.61,6.29,6.24,23,19,25,17,"6",NA,NA,54
"24","Tee Higgins","WR","CIN",17.1,2.37,0.116,14.1,20,5.5,3.82,6.89,24,41,20,7,"2",NA,NA,99
"25","Aaron Jones","RB","MIN",14.8,1.56,0.288,12,16.4,5.46,5.05,5.72,25,29,28,18,"6",NA,NA,63
"26","A.J. Brown","WR","PHI",16.9,1,0.344,15.6,18.2,5.39,5.37,5.15,26,24,35,8,"2",NA,NA,35
"27","Josh Allen","QB","BUF",22.5,1.59,0.447,20.7,24.9,5.17,4.95,6.34,28,30,24,1,"1",NA,NA,82
"28","David Montgomery","RB","DET",14.5,1.23,0.632,13.5,16.7,5.17,6.49,6.07,27,17,26,19,"7",NA,NA,46
